ORF	hap alpha | protein/peptide methylation (H3K79) | standard [standard] | Vlaming H~Leeuwen F, 2016
YPL104W	-0.005
YPL105C	-0.029
YPL106C	0.184
YPL107W	0.337
YPL108W	0.193
YPL109C	0.105
YPL110C	0.125
YPL111W	-0.026
YPL112C	-0.109
YPL113C	-0.113
YPL115C	0.177
YPL116W	-0.163
YPL118W	-0.295
YPL119C	0.019
YPL119C-A	0.263
YPL120W	0.043
YPL121C	0.198
YPL125W	0.124
YPL127C	-0.165
YPL129W	0.699
YPL130W	0.015
YPL132W	-0.052
YPL133C	-0.202
YPL134C	0.081
YPL135W	-0.100
YPL137C	-0.029
YPL138C	-0.037
YPL139C	0.171
YPL140C	-0.153
YPL141C	-0.045
YPL144W	-0.238
YPL145C	0.161
YPL147W	-0.025
YPL148C	0.372
YPL149W	0.144
YPL150W	-0.080
YPL152W	0.074
YPL152W-A	-0.031
YPL154C	-0.147
YPL155C	0.260
YPL156C	-0.089
YPL157W	0.170
YPL158C	-0.216
YPL159C	-0.107
YPL161C	0.337
YPL162C	-0.162
YPL163C	-0.061
YPL164C	-0.122
YPL165C	0.066
YPL166W	0.109
YPL167C	-0.112
YPL168W	0.618
YPL171C	0.154
YPL172C	0.031
YPL173W	-0.015
YPL176C	-0.179
YPL177C	-0.267
YPL179W	-0.289
YPL180W	-0.156
YPL181W	-0.204
YPL183C	0.149
YPL183W-A	0.219
YPL184C	0.336
YPL186C	-0.004
YPL187W	-0.014
YPL189C-A	-0.048
YPL189W	-0.259
YPL191C	0.474
YPL192C	0.399
YPL194W	-0.060
YPL195W	-0.000
YPL196W	-0.079
YPL198W	-0.126
YPL199C	0.247
YPL201C	0.038
YPL202C	0.013
YPL203W	0.466
YPL206C	0.014
YPL207W	-0.073
YPL208W	-0.096
YPL212C	-0.107
YPL213W	0.584
YPL214C	-0.026
YPL215W	0.236
YPL216W	0.231
YPL219W	0.049
YPL220W	-0.080
YPL221W	-0.137
YPL222W	0.139
YPL223C	-0.064
YPL224C	-0.042
YPL225W	0.054
YPL226W	-0.201
YPL227C	0.056
YPL229W	0.080
YPL230W	0.143
YPL232W	-0.116
YPL234C	0.104
YPL236C	-0.190
YPL239W	0.453
YPL240C	0.054
YPL241C	0.033
YPL244C	-0.127
YPL245W	-0.090
YPL246C	-0.153
YPL247C	0.084
YPL248C	0.422
YPL249C	-0.006
YPL249C-A	0.292
YPL250C	-0.025
YPL253C	-0.134
YPL256C	0.079
YPL257W	-0.023
YPL258C	-0.034
YPL259C	-0.237
YPL260W	-0.001
YPL262W	0.230
YPL263C	-0.098
YPL264C	0.063
YPL265W	-0.203
YPL267W	0.401
YPL269W	0.108
YPL270W	0.013
YPL271W	-0.018
YPL272C	-0.067
YPL273W	-0.034
YPL274W	-0.203
YPL275W	0.509
YPL276W	0.304
YPL277C	-0.053
YPL278C	-0.074
YPL279C	0.140
YPL280W	0.267
YPL281C	0.035
YPL282C	0.020
YPL283C	-0.037
YPR001W	-0.058
YPR002W	0.087
YPR003C	0.033
YPR004C	0.088
YPR005C	0.115
YPR006C	0.002
YPR007C	-0.163
YPR008W	-0.041
YPR009W	-0.117
YPR011C	-0.015
YPR013C	-0.130
YPR017C	-0.156
YPR018W	0.381
YPR020W	0.043
YPR021C	0.378
YPR022C	-0.098
YPR023C	-0.122
YPR026W	-0.326
YPR027C	0.297
YPR028W	0.056
YPR029C	-0.152
YPR030W	0.036
YPR032W	-0.003
YPR036W	-0.297
YPR036W-A	0.482
YPR037C	0.089
YPR040W	0.172
YPR042C	-0.183
YPR045C	0.037
YPR046W	0.062
YPR047W	0.528
YPR049C	0.141
YPR051W	-0.337
YPR054W	0.045
YPR057W	0.098
YPR058W	0.144
YPR060C	0.195
YPR061C	-0.143
YPR063C	0.137
YPR065W	0.354
YPR066W	0.133
YPR067W	0.381
YPR068C	0.064
YPR069C	-0.269
YPR070W	-0.088
YPR071W	0.092
YPR073C	-0.115
YPR075C	0.074
YPR078C	-0.076
YPR079W	0.086
YPR080W	-0.007
YPR081C	0.026
YPR083W	-0.116
YPR084W	-0.395
YPR089W	-0.057
YPR091C	-0.070
YPR093C	0.166
YPR095C	0.159
YPR097W	0.022
YPR098C	-0.158
YPR100W	0.222
YPR101W	0.528
YPR102C	0.219
YPR106W	0.269
YPR108W-A	-0.161
YPR109W	0.371
YPR111W	-0.101
YPR114W	-0.025
YPR115W	0.012
YPR117W	-0.084
YPR118W	0.117
YPR119W	-0.174
YPR120C	0.377
YPR121W	0.232
YPR122W	-0.279
YPR124W	-0.127
YPR125W	0.131
YPR127W	-0.044
YPR128C	0.312
YPR129W	-0.292
YPR131C	-0.151
YPR132W	-0.505
YPR134W	-0.213
YPR135W	0.617
YPR138C	-0.000
YPR139C	0.474
YPR140W	0.013
YPR141C	0.312
YPR145W	0.082
YPR147C	-0.065
YPR148C	0.212
YPR149W	0.015
YPR151C	-0.141
YPR152C	-0.006
YPR154W	0.154
YPR155C	0.098
YPR156C	0.263
YPR157W	0.021
YPR158W	0.174
YPR159C-A	-0.023
YPR159W	0.448
YPR160W	-0.231
YPR163C	0.366
YPR164W	0.547
YPR167C	0.021
YPR172W	-0.001
YPR173C	-0.054
YPR174C	-0.187
YPR184W	-0.011
YPR185W	-0.014
YPR189W	-0.211
YPR191W	0.301
YPR192W	0.023
YPR193C	0.031
YPR194C	-0.141
YPR196W	0.073
YPR200C	-0.200
YPR201W	0.214
YPR202W	-0.085
YPR203W	0.078
YPR204W	-0.182
