ORF	hap a | growth (exponential growth rate) | temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (exponential growth rate) | temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [30°C], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [38ºC], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011
YOL076W	0.277	0.293	12.060	71.450	0.170	103.733	18.446	46.777
YOL079W	0.345	0.379	11.679	86.815	0.043	68.913	95.625	99.093
YOL080C	0.209	NaN	14.315	100.356	0.349	94.792	122.608	68.285
YOL081W	0.346	0.222	22.333	54.793	0.030	59.754	156.075	116.274
YOL082W	0.325	0.415	10.987	73.939	0.035	48.247	87.267	63.696
YOL083W	0.250	0.315	22.860	172.725	0.058	NaN	NaN	26.863
YOL084W	0.287	0.306	17.892	70.888	0.199	53.482	NaN	NaN
YOL085C	0.369	0.327	11.963	55.152	0.031	57.967	94.850	72.072
YOL087C	0.370	0.435	20.453	125.289	0.033	81.534	100.577	84.724
YOL088C	0.359	0.354	11.282	63.939	0.030	54.405	90.014	76.560
YOL089C	0.374	0.368	19.997	77.814	0.041	75.402	103.916	91.912
YOL090W	0.343	0.330	13.123	55.771	0.043	68.781	80.158	66.610
YOL091W	0.368	0.444	12.492	61.958	0.027	47.618	65.709	60.459
YOL092W	0.353	0.535	14.751	69.389	0.031	42.765	69.744	65.956
YOL093W	0.383	0.419	7.595	68.605	0.029	53.788	96.962	84.571
YOL095C	0.272	0.333	20.865	89.126	0.235	153.575	209.136	79.293
YOL096C	0.304	0.341	30.605	213.699	0.197	299.621	269.811	131.244
YOL098C	0.375	0.447	10.836	57.790	0.024	49.916	74.241	67.959
YOL099C	0.367	0.573	13.650	81.204	0.032	50.569	77.266	64.460
YOL100W	0.263	0.200	14.141	97.559	0.102	99.832	254.749	102.997
YOL101C	0.370	0.377	4.509	39.337	0.022	35.770	82.582	53.749
YOL103W	0.464	0.467	16.092	75.036	0.021	72.345	70.262	107.028
YOL104C	0.369	0.319	8.157	59.504	0.026	57.980	85.405	82.204
YOL105C	0.381	0.461	5.872	61.911	0.028	44.236	69.295	39.997
YOL106W	0.363	0.411	10.223	54.758	0.025	55.431	67.119	53.513
YOL107W	0.385	0.358	12.203	67.318	0.023	64.130	97.068	100.763
YOL108C	0.206	0.656	70.705	130.113	2.063	126.643	76.281	86.714
YOL109W	0.386	0.477	10.013	63.802	0.022	47.680	70.437	56.790
YOL110W	0.385	0.439	4.118	55.334	0.030	48.117	77.829	57.583
YOL111C	0.362	0.390	10.584	59.755	0.022	53.495	81.437	51.329
YOL112W	0.392	0.452	7.056	80.092	0.031	58.888	88.983	76.101
YOL113W	0.357	0.383	10.534	80.105	0.034	61.160	98.625	76.747
YOL114C	0.382	0.465	8.426	67.812	0.021	53.154	101.009	76.176
YOL116W	0.359	0.345	4.295	78.535	0.045	92.266	184.852	124.522
YOL117W	0.328	0.469	6.205	81.114	0.044	55.256	99.653	70.958
YOL118C	0.377	0.309	7.403	43.138	0.017	28.735	63.773	80.029
YOL119C	0.393	0.277	8.748	59.817	0.024	81.213	126.276	102.391
YOL121C	0.283	0.339	20.628	61.646	0.058	73.340	77.086	52.885
YOL122C	0.387	0.333	12.753	69.854	0.027	66.206	108.732	63.061
YOL124C	0.378	0.333	12.340	69.047	0.026	59.294	96.793	98.886
YOL125W	0.366	0.448	11.119	80.282	0.024	54.850	81.462	69.376
YOL126C	0.391	0.348	11.380	57.893	0.026	56.740	93.153	84.921
YOL128C	0.355	0.277	8.994	98.899	0.045	89.622	132.412	99.833
YOL129W	0.326	0.406	15.863	76.668	0.046	48.151	105.126	69.662
YOL131W	0.353	0.335	11.706	84.320	0.030	59.945	106.636	78.051
YOL132W	0.378	0.395	11.419	68.262	0.025	62.122	91.732	69.392
YOL136C	0.373	0.441	13.620	67.879	0.034	60.445	102.254	82.842
YOL137W	0.396	0.380	11.621	64.496	0.027	67.578	95.241	107.836
YOL138C	0.275	0.268	17.242	96.381	0.198	77.828	123.389	119.197
YOL141W	0.411	0.390	10.188	68.986	0.024	66.474	64.469	95.251
YOL147C	0.373	0.377	12.709	63.736	0.027	43.843	86.327	72.910
YOL150C	0.362	0.436	16.716	79.972	0.038	72.916	124.509	80.900
YOL151W	0.376	0.398	10.911	63.798	0.029	47.828	86.484	62.930
YOL152W	0.418	0.488	12.080	47.823	0.024	49.000	73.035	74.537
YOL155C	0.382	0.378	13.760	62.854	0.031	65.461	81.585	86.637
YOL158C	0.383	0.365	12.351	67.245	0.028	54.029	96.228	82.806
YOL159C	0.362	0.488	12.257	82.303	0.039	53.029	77.589	53.937
YOL160W	0.377	0.445	11.721	67.537	0.031	54.964	87.125	80.144
YOL162W	0.390	0.354	13.853	61.363	0.025	55.874	129.877	91.944
YOL163W	0.374	0.377	9.200	70.186	0.031	59.517	96.834	75.520
YOR001W	0.361	0.176	11.106	48.980	0.036	71.413	91.592	73.767
YOR002W	0.287	0.222	12.910	112.510	0.075	88.101	197.539	112.159
YOR003W	0.372	0.335	9.823	64.418	0.025	46.955	93.696	72.057
YOR005C	0.354	0.307	12.495	74.515	0.031	70.167	113.086	100.827
YOR006C	0.343	0.285	17.272	66.276	0.035	60.229	90.030	92.429
YOR007C	0.371	0.351	9.580	59.969	0.021	45.502	97.950	32.429
YOR008C	0.373	0.270	15.928	62.647	0.051	107.669	131.433	99.528
YOR008C-A	0.385	0.380	10.208	64.183	0.025	51.435	94.610	107.097
YOR009W	0.379	0.366	9.685	62.227	0.025	48.209	77.833	72.891
YOR010C	0.354	0.393	10.066	61.908	0.044	43.533	123.853	84.653
YOR011W	0.378	0.401	12.320	59.645	0.029	48.311	67.260	73.389
YOR012W	0.351	0.418	12.858	75.650	0.032	51.239	103.207	59.620
YOR013W	0.372	0.301	10.891	65.399	0.035	76.636	110.000	104.645
YOR014W	0.417	0.238	24.434	62.711	0.039	91.376	108.074	119.875
YOR015W	0.370	0.369	13.372	66.376	0.031	58.425	81.834	72.483
YOR016C	0.344	0.213	11.719	163.337	0.028	104.233	141.220	68.388
YOR017W	0.383	0.366	12.663	71.662	0.028	52.699	86.275	79.936
YOR018W	0.343	0.349	11.939	92.603	0.038	68.835	126.854	92.695
YOR021C	0.360	0.304	13.410	71.937	0.023	65.594	111.755	104.008
YOR022C	0.386	0.429	13.201	105.222	0.047	83.869	104.548	73.370
YOR023C	0.410	0.376	13.985	92.758	0.029	81.256	83.049	77.277
YOR024W	0.396	0.386	12.337	85.626	0.031	71.174	90.927	63.643
YOR025W	0.401	0.323	13.089	106.626	0.029	87.763	97.052	60.387
YOR026W	0.262	0.092	14.228	13.969	0.081	155.332	61.897	68.735
YOR027W	0.336	0.343	10.853	92.130	0.055	76.801	72.363	70.399
YOR028C	0.404	0.361	18.318	64.472	0.027	67.542	75.856	82.162
YOR029W	0.374	0.339	13.132	70.513	0.022	59.837	94.862	62.343
YOR031W	0.356	0.601	15.677	109.306	0.045	65.196	69.929	93.786
YOR032C	0.448	0.288	10.598	54.753	0.016	72.651	119.275	135.937
YOR034C	0.384	0.421	15.486	77.805	0.023	53.475	83.725	82.295
YOR037W	0.329	0.295	15.191	98.161	0.035	93.824	NaN	NaN
YOR038C	0.387	0.353	8.911	91.992	0.044	96.378	125.687	128.868
YOR039W	0.298	0.282	16.007	89.659	0.357	52.462	100.269	68.639
YOR040W	0.348	0.384	13.665	77.001	0.037	60.098	99.925	73.905
YOR041C	0.357	0.494	17.691	77.767	0.040	63.006	76.482	55.522
YOR042W	0.367	0.341	10.794	59.320	0.028	61.400	92.896	63.088
YOR043W	0.372	0.442	2.454	60.147	0.024	35.712	63.572	46.389
YOR044W	0.297	0.296	11.348	131.210	0.071	83.816	234.109	80.333
YOR045W	0.332	0.207	13.187	64.019	0.053	95.658	108.616	102.347
YOR047C	0.365	0.440	12.721	75.376	0.026	47.420	88.398	65.174
YOR049C	0.318	0.344	41.010	129.453	0.076	110.921	267.177	113.271
YOR050C	0.345	0.344	14.523	76.729	0.037	59.797	113.194	75.504
YOR051C	0.240	NaN	28.356	233.709	0.268	94.541	239.436	96.804
YOR052C	0.347	0.438	12.672	73.785	0.034	53.955	99.232	64.708
YOR053W	0.397	0.307	13.917	62.944	0.034	89.100	110.575	98.234
YOR054C	0.379	0.316	12.082	74.460	0.036	72.126	131.119	99.027
YOR055W	0.353	NaN	14.768	98.623	0.069	59.956	106.092	66.477
YOR058C	0.387	0.390	13.113	59.734	0.029	58.165	81.958	57.066
YOR059C	0.355	0.365	12.372	71.343	0.030	56.084	93.530	72.091
YOR061W	0.319	0.372	20.199	97.431	0.101	67.042	104.657	102.001
YOR062C	0.352	0.358	11.908	68.669	0.034	59.829	88.811	80.886
YOR064C	0.346	0.359	8.538	78.301	0.036	54.692	100.756	75.850
YOR065W	0.298	0.479	20.379	128.847	0.130	97.420	126.081	126.821
YOR066W	0.374	0.343	11.917	83.406	0.038	75.590	137.258	99.785
YOR067C	0.358	0.321	13.905	85.694	0.031	70.867	109.278	81.587
YOR068C	0.347	0.472	6.830	87.670	0.054	37.039	63.975	81.640
YOR069W	0.361	0.511	8.353	100.351	0.054	43.945	84.280	88.498
YOR070C	0.345	0.291	12.002	57.043	0.034	51.387	90.965	72.844
YOR071C	0.352	0.455	16.380	91.075	0.039	55.954	84.528	78.762
YOR072W	0.249	0.266	8.918	63.766	0.035	45.884	79.253	40.749
YOR073W	0.395	0.206	20.218	22.062	0.032	42.647	37.684	40.286
YOR076C	0.377	0.256	11.735	79.742	0.025	81.262	105.018	142.103
YOR078W	0.220	0.227	96.912	134.635	0.219	NaN	193.005	135.694
YOR079C	0.348	0.333	12.762	76.766	0.033	59.577	87.885	87.505
YOR080W	0.322	0.178	20.476	62.107	0.195	NaN	291.047	285.681
YOR081C	0.373	0.298	12.256	71.020	0.027	62.996	97.655	100.689
YOR082C	0.349	0.339	14.796	90.966	0.037	71.168	77.499	82.268
YOR083W	0.362	0.473	19.531	85.993	0.036	48.051	72.030	84.335
YOR084W	0.386	0.336	11.848	69.386	0.023	67.407	82.402	78.442
YOR085W	0.367	0.363	20.355	86.179	0.036	78.568	52.319	107.328
YOR086C	0.359	0.283	11.102	64.146	0.025	60.240	104.201	16.096
YOR087W	0.364	0.370	11.019	71.337	0.024	52.031	94.827	80.522
YOR089C	0.331	0.315	11.615	68.525	0.046	37.249	38.999	27.706
YOR090C	0.376	0.372	12.900	80.522	0.027	64.019	95.921	79.493
YOR091W	0.354	0.245	12.033	77.227	0.030	98.121	167.392	112.806
YOR093C	0.348	0.366	12.944	69.520	0.029	60.040	103.685	87.749
YOR094W	0.351	0.306	13.482	86.796	0.031	74.329	102.172	86.549
YOR096W	0.197	0.566	69.156	145.214	0.271	55.012	41.804	38.427
YOR097C	0.372	0.403	14.869	72.498	0.030	61.164	124.380	78.649
YOR099W	0.349	0.295	14.562	195.819	0.047	145.446	201.759	125.488
YOR100C	0.311	0.304	10.771	78.120	0.032	59.423	112.949	73.069
YOR101W	0.400	0.416	16.440	65.844	0.023	54.037	74.546	65.069
YOR104W	0.362	0.545	12.332	64.900	0.036	45.143	132.041	54.605
YOR105W	0.371	0.362	11.662	87.220	0.035	64.393	112.756	73.685
YOR106W	0.373	0.336	11.455	58.903	0.046	59.878	80.601	65.023
YOR107W	0.361	0.361	12.730	70.025	0.031	56.186	101.917	70.409
YOR108W	0.438	0.385	14.568	55.830	0.020	55.872	80.240	93.935
YOR109W	0.395	0.289	10.693	61.580	0.033	65.007	77.681	93.148
YOR111W	0.293	0.443	9.491	60.210	0.027	35.081	70.075	39.563
YOR112W	0.356	0.344	13.406	70.479	0.030	65.666	105.339	67.258
YOR113W	0.348	0.405	14.172	71.280	0.034	48.337	91.288	59.447
YOR114W	0.349	0.265	12.116	82.295	0.036	77.037	144.207	90.288
YOR115C	0.359	0.408	12.696	74.593	0.034	51.384	94.946	90.824
YOR118W	0.380	0.405	16.521	79.679	0.049	87.580	127.531	137.697
YOR120W	0.385	0.321	14.454	81.454	0.031	83.115	124.536	139.222
YOR121C	0.359	0.289	10.292	94.385	0.038	86.496	164.720	108.152
YOR123C	0.388	0.308	34.315	116.193	0.051	70.881	88.887	79.039
YOR124C	0.344	0.379	12.265	80.342	0.039	55.671	95.682	58.637
YOR126C	0.356	0.412	14.364	86.383	0.034	58.096	109.128	67.713
YOR127W	0.299	0.453	27.557	121.654	0.100	66.369	65.226	68.653
YOR129C	0.386	0.379	14.139	77.663	0.028	65.336	102.266	91.813
YOR131C	0.368	0.378	12.010	62.106	0.029	52.430	94.455	74.169
YOR132W	0.372	0.310	8.803	56.644	0.053	70.015	95.713	101.902
YOR133W	0.359	0.389	12.598	70.097	0.027	53.365	85.762	66.008
YOR134W	0.370	0.450	16.027	65.694	0.031	40.451	74.471	66.187
YOR137C	0.341	0.285	10.526	89.489	0.029	45.203	162.266	80.206
YOR140W	0.371	0.400	14.552	89.058	0.033	67.869	95.310	82.582
YOR141C	0.254	0.125	20.397	43.477	0.585	152.594	166.299	41.028
YOR142W	0.368	0.315	20.442	74.813	0.024	64.975	90.452	73.243
YOR144C	0.221	0.669	40.547	301.410	0.310	93.893	204.887	97.723
YOR147W	0.360	0.542	16.409	127.363	0.076	55.536	94.862	75.859
YOR150W	0.260	0.469	58.117	296.150	0.256	NaN	537.568	163.955
YOR152C	0.366	0.363	12.235	73.154	0.027	51.859	106.041	54.581
YOR153W	0.352	0.340	11.090	67.532	0.032	51.835	105.830	78.979
YOR154W	0.332	0.485	18.479	128.350	0.038	56.261	96.475	55.864
YOR155C	0.362	0.354	12.636	68.843	0.030	56.549	97.853	82.022
YOR156C	0.378	0.309	13.528	75.976	0.034	57.519	128.835	102.208
YOR158W	0.283	0.589	23.528	162.049	0.156	91.741	110.224	84.942
YOR161C	0.355	0.323	11.217	94.213	0.033	66.586	128.245	87.650
YOR162C	0.354	0.362	11.652	80.607	0.031	59.887	84.770	65.885
YOR163W	0.369	0.392	13.593	85.077	0.028	62.365	87.878	76.736
YOR164C	0.375	0.342	9.765	62.021	0.023	41.561	70.644	66.679
YOR165W	0.354	0.410	11.860	86.056	0.033	75.503	118.089	86.371
YOR166C	0.375	0.381	12.365	75.365	0.030	65.111	98.163	86.038
YOR167C	0.360	0.265	18.635	80.146	0.030	125.026	148.950	128.946
YOR170W	0.331	0.325	12.568	73.315	0.061	55.778	181.159	136.947
YOR171C	0.339	0.344	9.219	58.885	0.038	50.388	109.548	87.576
YOR172W	0.328	0.332	13.899	67.641	0.050	84.187	142.184	89.481
YOR173W	0.369	0.312	8.820	72.113	0.038	63.521	106.240	80.524
YOR175C	0.324	0.342	4.787	93.576	0.052	67.175	110.450	81.914
YOR177C	0.375	0.321	11.753	67.106	0.028	63.480	120.353	85.098
YOR178C	0.372	0.438	19.950	48.488	0.023	49.591	62.467	61.900
YOR179C	0.379	0.334	17.824	120.041	0.033	105.213	156.494	97.382
YOR180C	0.362	0.344	15.368	97.434	0.031	77.522	134.933	94.040
YOR182C	0.367	0.316	11.704	60.424	0.030	67.055	85.806	69.274
YOR185C	0.369	0.386	11.064	71.807	0.036	55.642	110.943	90.957
YOR187W	0.207	0.004	79.792	16.447	13.316	NaN	NaN	NaN
YOR188W	0.356	0.427	13.627	77.140	0.043	46.048	104.573	67.793
YOR189W	0.361	0.358	21.183	79.980	0.040	91.099	107.105	79.372
YOR190W	0.393	0.333	10.017	61.131	0.025	55.024	94.697	94.086
YOR191W	0.329	0.321	15.029	70.406	0.043	72.188	121.368	96.758
YOR192C	0.356	0.285	11.220	55.078	0.031	62.621	103.826	76.721
YOR193W	0.397	0.390	13.210	64.755	0.034	60.401	78.410	73.745
YOR195W	0.387	0.431	13.329	69.547	0.029	52.824	82.614	69.511
YOR197W	0.344	0.393	15.186	101.451	0.036	67.197	107.551	65.922
YOR198C	0.296	NaN	26.906	99.714	0.051	37.033	75.874	37.238
YOR200W	0.325	0.410	3.716	55.142	0.075	62.376	120.063	60.033
YOR201C	0.331	0.312	10.150	80.643	0.050	71.580	112.723	92.132
YOR202W	0.354	0.366	12.090	59.455	0.026	48.704	98.898	70.508
YOR205C	0.322	0.389	9.374	88.124	0.054	79.342	88.423	85.115
YOR208W	0.372	0.478	14.641	84.574	0.030	65.583	105.218	106.632
YOR209C	0.287	0.396	80.572	123.959	0.440	134.486	158.394	218.977
YOR211C	0.318	0.561	17.482	165.789	0.451	19.187	36.717	172.751
YOR213C	0.369	0.345	10.631	74.732	0.030	69.727	111.802	86.481
YOR214C	0.332	0.289	16.158	84.530	0.041	65.195	NaN	NaN
YOR215C	0.381	0.357	13.499	61.004	0.029	60.316	89.933	81.005
YOR216C	0.365	0.429	13.304	59.940	0.027	51.637	68.829	52.434
YOR219C	0.413	0.325	9.220	47.927	0.020	50.534	74.946	82.869
YOR221C	0.359	0.283	5.688	46.037	0.100	82.387	86.722	NaN
YOR223W	0.362	0.375	10.039	54.189	0.026	44.616	80.344	72.618
YOR225W	0.345	0.330	15.057	90.498	0.034	64.054	147.187	84.904
YOR226C	0.368	0.371	6.831	55.634	0.032	58.518	115.735	84.907
YOR229W	0.394	0.343	12.116	64.032	0.030	61.477	115.970	86.046
YOR230W	0.360	0.390	13.418	74.344	0.030	55.353	93.147	75.578
YOR231W	0.360	0.384	9.440	170.086	0.037	61.007	82.375	83.631
YOR233W	0.373	0.286	13.558	76.973	0.034	75.138	127.845	103.037
YOR234C	0.388	0.389	13.724	181.518	0.062	153.473	232.674	141.529
YOR235W	0.341	0.391	18.822	47.950	0.031	58.033	70.666	66.744
YOR238W	0.366	0.462	14.804	78.699	0.029	49.043	75.284	60.752
YOR239W	0.348	0.455	13.051	75.143	0.029	57.620	81.169	52.960
YOR242C	0.391	0.471	28.385	125.415	0.109	91.220	144.835	153.040
YOR243C	0.298	NaN	33.688	NaN	0.140	58.036	102.080	63.065
YOR245C	0.359	0.360	12.483	58.456	0.033	62.159	86.915	87.384
YOR246C	0.398	0.355	28.898	132.141	0.073	89.068	128.182	143.928
YOR247W	0.355	0.484	13.404	85.726	0.040	57.020	87.517	60.934
YOR248W	0.353	0.314	12.039	76.813	0.041	75.081	120.014	103.074
YOR251C	0.323	0.373	17.240	72.470	0.050	67.621	86.773	45.822
YOR253W	0.389	0.446	15.511	77.564	0.024	55.175	78.376	60.175
YOR258W	0.364	0.327	16.013	49.931	0.026	75.837	77.632	49.503
YOR263C	0.397	0.300	11.286	72.910	0.022	70.334	95.313	95.321
YOR264W	0.380	0.428	12.680	72.877	0.033	71.459	92.574	75.751
YOR265W	0.365	0.391	16.665	88.918	0.032	75.171	120.951	98.077
YOR266W	0.400	0.370	12.126	83.729	0.030	58.689	82.286	72.528
YOR267C	0.381	0.336	9.074	58.951	0.025	57.258	99.371	74.691
YOR268C	0.349	0.410	13.070	81.093	0.031	59.557	93.087	71.438
YOR269W	0.377	0.300	11.735	85.355	0.041	111.009	141.306	120.347
YOR270C	0.220	0.422	16.514	156.933	0.232	97.799	185.085	96.784
YOR271C	0.315	0.494	17.201	117.307	0.047	55.267	62.585	70.943
YOR273C	0.387	0.406	15.384	86.961	0.032	81.734	104.460	98.789
YOR274W	0.353	0.248	22.840	75.186	0.039	86.821	NaN	NaN
YOR275C	0.338	0.396	19.426	97.554	0.069	67.626	106.264	85.448
YOR276W	0.405	0.405	12.325	56.770	0.019	49.403	69.119	75.180
YOR277C	0.366	0.349	12.185	65.788	0.024	61.846	91.453	77.180
YOR279C	0.370	0.462	16.061	77.096	0.040	50.783	81.818	65.068
YOR280C	0.354	0.405	14.115	96.953	0.033	61.290	119.431	78.550
YOR283W	0.358	0.391	15.237	70.320	0.032	57.112	118.718	78.664
YOR284W	0.346	0.382	12.394	65.836	0.030	72.738	110.035	71.231
YOR285W	0.399	0.293	11.650	66.844	0.026	62.224	104.834	84.626
YOR286W	0.392	0.401	12.005	59.128	0.025	52.389	81.456	73.061
YOR288C	0.353	0.368	12.535	77.024	0.029	60.628	97.803	72.208
YOR289W	0.378	0.348	11.267	56.678	0.025	52.726	102.559	74.294
YOR290C	0.412	NaN	651.121	NaN	6.318	5.770	43.388	23.368
YOR291W	0.360	0.340	10.373	93.788	0.032	70.198	114.475	73.205
YOR292C	0.374	0.360	13.169	76.595	0.036	62.406	128.238	94.659
YOR295W	0.199	0.315	35.406	77.942	0.722	76.461	32.568	78.581
YOR296W	0.383	0.332	10.717	65.507	0.026	60.040	116.770	87.064
YOR297C	0.362	0.286	15.995	55.783	0.030	63.518	110.339	105.266
YOR298C-A	0.381	0.406	14.954	60.316	0.027	72.727	91.376	91.500
YOR298W	0.381	0.362	12.020	70.843	0.025	54.573	90.519	72.714
YOR299W	0.353	0.308	10.405	84.444	0.047	63.705	125.711	113.983
YOR300W	0.380	0.332	12.752	62.826	0.033	55.499	106.763	84.917
YOR301W	0.319	0.304	9.666	57.086	0.037	62.800	117.269	116.423
YOR302W	0.268	0.423	24.081	146.341	0.454	83.198	58.760	38.142
YOR304C-A	0.310	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR304W	0.400	0.318	9.133	62.302	0.024	68.421	96.681	106.381
YOR306C	0.373	0.285	14.063	66.401	0.062	88.222	108.569	111.256
YOR307C	0.415	0.290	18.734	71.134	0.024	92.287	117.892	130.853
YOR308C	0.184	0.178	3.811	77.262	0.067	95.480	105.404	58.163
YOR309C	0.339	0.454	13.651	94.454	0.066	68.653	49.434	97.485
YOR311C	0.366	0.395	11.033	70.136	0.036	53.262	62.709	84.520
YOR312C	0.228	0.235	105.312	NaN	0.752	227.157	317.458	NaN
YOR313C	0.382	0.276	10.821	73.392	0.031	93.915	99.512	109.937
YOR314W	0.361	0.452	14.414	88.809	0.033	40.750	103.246	72.118
YOR315W	0.359	0.293	13.174	88.307	0.031	71.149	92.235	115.825
YOR316C	0.378	0.301	11.033	69.486	0.025	57.221	79.538	82.242
YOR317W	0.383	0.335	11.958	69.026	0.029	60.254	101.624	100.586
YOR318C	0.340	0.501	9.223	71.145	0.028	40.657	80.680	65.213
YOR320C	0.365	0.360	13.183	74.398	0.030	54.398	81.740	60.569
YOR321W	0.359	0.357	16.400	67.645	0.040	78.673	101.632	110.167
YOR322C	0.381	0.267	13.748	79.590	0.031	85.994	107.449	111.593
YOR324C	0.342	0.429	14.956	79.427	0.030	44.499	65.314	64.743
YOR325W	0.320	0.312	18.270	66.377	0.037	56.670	68.161	96.685
YOR327C	0.405	0.134	19.082	48.498	0.036	89.423	87.740	161.438
YOR328W	0.354	0.403	12.076	71.602	0.033	46.095	74.064	61.555
YOR330C	0.171	0.359	47.392	NaN	1.144	36.981	NaN	10.542
YOR333C	0.383	0.245	22.720	61.711	0.040	94.686	118.218	91.023
YOR334W	0.397	0.377	17.546	74.469	0.021	67.937	94.274	65.574
YOR337W	0.476	0.282	6.047	55.511	0.022	65.356	79.771	58.694
YOR338W	0.381	0.309	10.378	75.890	0.034	81.244	110.927	81.175
YOR339C	0.394	0.329	11.835	65.474	0.024	60.302	97.313	71.400
YOR342C	0.359	0.319	12.998	83.368	0.031	75.649	100.715	55.844
YOR343C	0.353	0.340	12.175	68.735	0.027	59.296	101.658	56.645
YOR344C	0.329	0.367	17.183	100.049	0.037	69.040	101.689	53.061
YOR345C	0.336	0.570	26.796	116.570	0.063	54.420	79.318	56.930
YOR346W	0.376	0.317	8.554	65.364	0.026	53.595	101.916	68.640
YOR347C	0.347	0.363	15.486	85.836	0.035	63.188	104.614	73.196
YOR348C	0.373	0.327	14.231	85.140	0.032	78.521	132.824	86.024
YOR349W	0.383	0.325	13.616	79.408	0.024	70.093	111.505	90.777
YOR350C	0.342	0.250	12.396	77.554	0.053	95.706	158.298	110.220
YOR352W	0.445	0.413	14.224	61.131	0.023	58.338	92.730	87.725
YOR354C	0.363	0.356	14.113	84.881	0.031	64.577	132.787	79.984
YOR355W	0.325	0.293	20.656	84.922	0.037	67.324	115.620	68.449
YOR356W	0.378	0.331	12.718	86.405	0.037	86.510	108.795	72.676
YOR357C	0.366	0.272	10.412	72.705	0.031	82.647	128.546	93.868
YOR358W	0.362	0.404	17.508	64.677	0.038	61.005	113.737	42.285
YOR359W	0.402	0.328	18.130	55.057	0.019	62.682	89.390	39.449
YOR360C	0.412	0.349	0.986	52.686	0.019	50.299	79.386	52.728
YOR363C	0.384	0.285	13.518	73.446	0.027	85.133	136.041	104.759
YOR364W	0.388	0.309	11.937	82.465	0.035	84.379	122.615	106.131
YOR367W	0.354	0.381	12.965	78.008	0.034	59.211	75.916	86.045
YOR368W	0.284	0.370	7.721	99.401	0.054	55.550	87.654	57.544
YOR369C	0.411	0.367	27.540	50.914	0.017	58.132	105.104	25.646
YOR371C	0.364	0.305	3.842	51.583	0.028	46.775	86.609	45.781
YOR374W	0.377	0.280	12.958	74.115	0.029	70.625	122.693	132.489
YOR375C	0.343	0.202	29.724	67.305	0.048	181.434	283.160	154.005
YOR376W	0.363	0.309	24.724	73.902	0.067	87.098	151.401	110.095
YOR377W	0.383	0.327	11.875	61.431	0.024	56.069	99.525	89.908
YOR378W	0.361	0.338	12.646	74.524	0.028	62.433	99.158	77.083
YOR379C	0.352	0.304	20.986	94.596	0.056	82.857	136.123	124.195
YOR380W	0.380	0.338	13.626	87.868	0.033	68.327	109.614	99.352
YOR381W	0.346	0.289	12.103	74.760	0.035	64.260	121.291	91.587
YOR382W	0.369	0.314	14.982	84.956	0.034	67.549	109.667	81.729
YOR383C	0.382	0.362	12.064	61.636	0.027	53.717	96.774	85.938
YOR384W	0.365	0.354	13.887	57.790	0.032	62.421	74.753	81.041
YOR385W	0.369	0.369	12.815	68.443	0.032	59.518	96.785	73.994
YOR386W	0.341	0.395	15.381	88.254	0.035	54.009	111.653	83.306
YPL001W	0.353	0.387	13.147	69.149	0.033	57.766	83.169	73.763
YPL002C	0.196	NaN	110.493	109.932	2.214	NaN	NaN	NaN
YPL003W	0.330	0.340	12.918	69.272	0.038	60.132	102.810	79.918
YPL004C	0.368	0.327	11.062	64.282	0.031	67.906	110.417	74.031
YPL005W	0.358	0.270	6.682	96.609	0.054	103.082	200.228	143.847
YPL009C	0.382	0.374	15.494	69.691	0.028	62.147	74.411	112.148
YPL013C	0.319	0.301	2.007	116.593	0.205	59.647	163.102	82.227
YPL014W	0.344	NaN	5.532	56.112	0.033	93.037	117.627	94.403
YPL015C	0.387	0.397	9.884	102.164	0.035	74.966	128.624	99.547
YPL017C	0.381	0.543	15.579	75.999	0.039	51.404	66.971	53.102
YPL018W	0.389	0.910	44.383	NaN	0.135	78.682	96.027	114.077
YPL019C	0.349	0.377	14.055	70.212	0.031	56.529	101.800	77.539
YPL021W	0.339	0.348	14.310	86.508	0.034	55.881	116.033	76.425
YPL022W	0.345	0.399	9.409	70.895	0.030	39.598	76.123	61.204
YPL023C	0.384	0.364	12.393	79.579	0.034	65.652	104.457	79.542
YPL025C	0.372	0.257	18.748	73.759	0.036	111.606	89.106	83.788
YPL026C	0.366	0.359	16.382	68.320	0.028	64.182	77.029	83.895
YPL027W	0.336	0.315	14.384	66.681	0.028	65.062	136.909	111.964
YPL029W	0.332	0.332	10.296	99.137	0.061	134.213	147.000	132.880
YPL030W	0.308	0.264	9.852	53.066	0.056	60.155	61.182	113.080
