orf	hap alpha | growth (colony size) | polygodial [2 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021	hap alpha | growth (colony size) | polygodial [6 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021
YMR100W	3.5	6.0
YMR101C	3.5	3.5
YMR102C	1.0	3.5
YMR103C	3.5	3.5
YMR105C	3.5	3.5
YMR106C	3.5	3.5
YMR107W	3.5	3.5
YMR109W	3.5	3.5
YMR110C	3.5	3.5
YMR111C	3.5	3.5
YMR114C	3.5	3.5
YMR115W	3.5	3.5
YMR116C	3.5	3.5
YMR119W-A	3.5	3.5
YMR120C	3.5	3.5
YMR121C	3.5	3.5
YMR122C	3.5	3.5
YMR123W	3.5	3.5
YMR124W	3.5	3.5
YMR125W	3.5	3.5
YMR126C	3.5	3.5
YMR127C	3.5	3.5
YMR129W	3.5	3.5
YMR130W	3.5	3.5
YMR132C	3.5	3.5
YMR133W	3.5	3.5
YMR135C	3.5	3.5
YPR006C	3.5	3.5
YPR009W	3.5	3.5
YPR012W	3.5	3.5
YPR014C	3.5	3.5
YPR015C	3.5	3.5
YPR017C	3.5	3.5
YPR018W	3.5	3.5
YPR020W	3.5	3.5
YPR027C	3.5	3.5
YPR028W	3.5	3.5
YPR029C	3.5	3.5
YPR030W	3.5	3.5
YPR032W	3.5	3.5
YPR036W	0.0	3.5
YPR038W	3.5	3.5
YPR039W	3.5	3.5
YPR040W	3.5	3.5
YPR042C	3.5	3.5
YPR044C	3.5	3.5
YPR045C	3.5	3.5
YPR046W	3.5	3.5
YPR047W	3.5	3.5
YPR049C	3.5	3.5
YPR051W	3.5	3.5
YPR052C	3.5	3.5
YPR053C	3.5	3.5
YPR054W	3.5	3.5
YPR057W	3.5	3.5
YPR058W	3.5	3.5
YPR059C	3.5	3.5
YPR060C	3.5	3.5
YPR061C	3.5	3.5
YPR062W	3.5	3.5
YPR063C	3.5	3.5
YPR065W	3.5	3.5
YPR066W	3.5	3.5
YPR068C	3.5	3.5
YPR069C	3.5	3.5
YPR070W	3.5	3.5
YPR071W	3.5	3.5
YPR073C	3.5	3.5
YPR074C	3.5	3.5
YPR075C	3.5	3.5
YPR076W	3.5	3.5
YPR077C	3.5	3.5
YPR079W	3.5	3.5
YPR084W	3.5	3.5
YPR087W	3.5	3.5
YPR089W	3.5	3.5
YPR092W	3.5	3.5
YPR093C	3.5	3.5
YPR095C	3.5	3.5
YPR096C	3.5	3.5
YPR097W	3.5	3.5
YPR098C	3.5	3.5
YPR099C	3.5	3.5
YPR100W	3.5	3.5
YPR101W	3.5	3.5
YJL126W	3.5	3.5
YJL123C	3.5	3.5
YJL122W	3.5	3.5
YJL120W	3.5	3.5
YJL121C	3.5	3.5
YJL118W	3.5	3.5
YJL119C	3.5	3.5
YJL117W	3.5	3.5
YJL116C	3.5	3.5
YJL115W	3.5	3.5
YJL112W	3.5	3.5
YJL110C	3.5	3.5
YJL108C	3.5	3.5
YJL107C	3.5	3.5
YJL106W	3.5	3.5
YJL100W	3.5	3.5
YJL099W	3.5	3.5
YJL098W	3.5	3.5
YJL095W	3.5	3.5
YJL093C	3.5	3.5
YJL092W	3.5	3.5
YJL089W	3.5	3.5
YJL088W	3.5	3.5
YJL083W	3.5	3.5
YJL082W	3.5	3.5
YJL080C	1.0	3.5
YJL077C	3.5	3.5
YJL073W	3.5	3.5
YJL071W	0.0	3.5
YJL068C	3.5	3.5
YJL067W	3.5	3.5
YJL066C	3.5	3.5
YJL064W	3.5	3.5
YJL065C	3.5	3.5
YJL063C	3.5	3.5
YJL062W	0.0	3.5
YJL060W	3.5	3.5
YJL059W	3.5	3.5
YJL058C	3.5	3.5
YJL057C	3.5	3.5
YJL056C	3.5	3.5
YJL055W	3.5	3.5
YJL053W	3.5	3.5
YJL052W	3.5	3.5
YJL051W	3.5	5.0
YJL049W	3.5	3.5
YJL048C	3.5	3.5
YJL047C	3.5	3.5
YJL046W	3.5	3.5
YJL045W	3.5	3.5
YJL044C	3.5	3.5
YJL043W	3.5	3.5
YJL038C	3.5	3.5
YJL037W	3.5	3.5
YJL036W	3.5	3.5
YJL030W	3.5	3.5
YJR073C	3.5	3.5
YJR075W	3.5	3.5
YJR078W	3.5	3.5
YJR079W	3.5	3.5
YJR082C	3.5	3.5
YJR083C	3.5	3.5
YJR088C	3.5	3.5
YJR092W	3.5	3.5
YJR102C	3.5	5.0
YJR103W	3.5	3.5
YJR105W	3.5	3.5
YJR108W	3.5	3.5
YJR110W	3.5	3.5
YJR111C	3.5	3.5
YJR115W	3.5	3.5
YJR127C	3.5	3.5
YJR128W	3.5	3.5
YJR129C	3.5	3.5
YJR130C	3.5	3.5
YJR135C	3.5	3.5
YJR137C	3.5	3.5
YJR146W	3.5	3.5
YJR147W	3.5	3.5
YJR149W	3.5	3.5
YJR152W	3.5	3.5
YJR154W	3.5	3.5
YEL012W	3.5	3.5
YER031C	3.5	3.5
YER046W	3.5	3.5
YER063W	3.5	3.5
YER066W	3.5	3.5
YGR188C	3.5	3.5
YGR201C	3.5	3.5
YGR204W	0.5	3.5
YHL002W	3.5	3.5
YHL011C	3.5	3.5
YHL039W	3.5	3.5
YHR003C	3.5	3.5
YHR004C	1.0	3.5
YHR005C	3.5	3.5
YHR006W	3.5	3.5
YHR008C	3.5	3.5
YHR009C	3.5	3.5
YHR025W	3.5	3.5
YHR026W	0.0	3.5
YHR041C	0.0	3.5
YHR059W	3.5	3.5
YHR067W	3.5	3.5
YHR127W	3.5	3.5
YHR131C	3.5	3.5
YHR180W	3.5	3.5
YHR185C	3.5	3.5
YHR194W	3.5	3.5
YLL007C	3.5	3.5
YMR154C	3.5	3.5
YNL274C	3.5	3.5
YOL141W	3.5	3.5
YOL150C	3.5	3.5
YOL158C	3.5	3.5
YOL159C	3.5	3.5
YOL160W	3.5	3.5
YOL162W	3.5	3.5
YOL163W	3.5	3.5
YOR008C-A	3.5	3.5
YKR087C	3.5	3.5
YKR088C	3.5	3.5
YKR089C	3.5	3.5
YKR090W	3.5	3.5
YKR091W	3.5	3.5
YKR092C	3.5	3.5
YKR093W	3.5	3.5
YKR097W	3.5	3.5
YKR098C	3.5	3.5
YKR099W	3.5	3.5
YKR100C	3.5	3.5
YKR101W	3.5	3.5
YKR103W	3.5	3.5
YKR104W	3.5	3.5
YKR105C	3.5	3.5
YLL018C-A	3.5	3.5
YLR262C-A	3.5	3.5
YLR422W	3.5	3.5
YLR423C	3.5	3.5
YLR425W	3.5	3.5
YLR426W	3.5	3.5
YLR427W	3.5	3.5
YLR428C	3.5	3.5
YLR429W	3.5	3.5
YLR431C	3.5	3.5
YLR432W	3.5	3.5
YLR433C	3.5	3.5
YLR434C	3.5	3.5
YLR436C	3.5	3.5
YLR437C	3.5	3.5
YLR438W	3.5	3.5
YLR441C	3.5	3.5
YLR443W	3.5	3.5
YLR444C	3.5	3.5
YLR445W	3.5	3.5
YLR446W	3.5	3.5
YLR447C	3.5	3.5
YLR448W	3.5	3.5
YLR449W	3.5	3.5
YLR450W	3.5	3.5
YLR452C	3.5	3.5
YLR453C	3.5	3.5
YLR454W	3.5	3.5
YLR456W	3.5	3.5
YLR460C	3.5	3.5
YLR461W	3.5	3.5
YML009C-A	3.5	3.5
YML021C	3.5	3.5
YML081C-A	3.5	3.5
YMR060C	3.5	3.5
YMR158C-A	3.5	3.5
YMR194C-A	3.5	3.5
YMR326C	3.5	3.5
YNR032C-A	3.5	3.5
YNR050C	3.5	3.5
YNR051C	3.5	3.5
YNR056C	3.5	3.5
YNR057C	3.5	3.5
YNR058W	3.5	3.5
YNR059W	3.5	3.5
YNR060W	3.5	3.5
YNR061C	3.5	3.5
YNR062C	3.5	3.5
YNR063W	3.5	3.5
YNR064C	3.5	3.5
YNR065C	3.5	3.5
YNR066C	3.5	3.5
YNR067C	3.5	3.5
YNR068C	3.5	3.5
YAL012W	3.5	3.5
YAL047C	3.5	3.5
YAL054C	3.5	3.5
YAL056C-A	3.5	3.5
YAR050W	3.5	3.5
YCL022C	3.5	3.5
YCL023C	3.5	3.5
YCL038C	3.5	3.5
YCL058C	3.5	3.5
YCL076W	3.5	3.5
YGL214W	3.5	3.5
YGL217C	3.5	3.5
YGL235W	3.5	3.5
YGR011W	3.5	3.5
YGR018C	3.5	3.5
YGR022C	3.5	3.5
YGR025W	3.5	3.5
YJR069C	3.5	3.5
YJR070C	3.5	3.5
YJR074W	0.0	3.5
YJR077C	3.5	3.5
YJR080C	3.5	3.5
YJR084W	3.5	3.5
YJR087W	3.5	3.5
YJR090C	3.5	3.5
YJR091C	3.5	3.5
YJR094C	3.5	3.5
YJR094W-A	3.5	3.5
YJR095W	3.5	3.5
YJR096W	3.5	3.5
YJR097W	3.5	3.5
YJR098C	3.5	3.5
YJR099W	3.5	3.5
YJR100C	3.5	3.5
YJR104C	3.5	3.5
YJR106W	3.5	3.5
YJR107W	3.5	3.5
YJR109C	3.5	3.5
YJR113C	3.5	3.5
YJR116W	3.5	3.5
YJR117W	3.5	3.5
YJR118C	3.5	3.5
YJR119C	3.5	3.5
YJR120W	3.5	3.5
YJR121W	0.0	3.5
YJR122W	3.5	3.5
YJR124C	3.5	3.5
YJR125C	3.5	3.5
YJR126C	3.5	3.5
YJR131W	3.5	3.5
YJR133W	3.5	3.5
YJR134C	3.5	3.5
YJR139C	3.5	3.5
YJR140C	3.5	3.5
YJR142W	3.5	3.5
YJR144W	3.5	3.5
YJR145C	3.5	3.5
YJR148W	3.5	3.5
YJR150C	3.5	3.5
YJR153W	3.5	3.5
YKL005C	3.5	3.5
YKL030W	3.5	3.5
YLR146C	3.5	3.5
YLR286C	3.5	3.5
YLR343W	3.5	3.5
YML067C	3.5	3.5
YML068W	3.5	3.5
YML072C	3.5	3.5
YMR136W	3.5	3.5
YMR172W	3.5	3.5
YOR309C	3.5	5.0
YDL191W	3.5	3.5
YDL192W	3.5	3.5
YDL197C	3.5	3.5
YDL198C	3.5	3.5
YDL199C	3.5	3.5
YDL200C	3.5	3.5
YDL201W	3.5	3.5
YDL202W	3.5	3.5
YDL203C	3.5	3.5
YDL204W	3.5	3.5
YDL206W	3.5	3.5
YDL210W	3.5	3.5
YDL211C	3.5	3.5
YDL213C	3.5	3.5
YDL214C	3.5	3.5
YDL215C	3.5	3.5
YDL216C	3.5	3.5
YDL218W	3.5	3.5
YDL219W	3.5	3.5
YDL222C	3.5	3.5
YDL223C	3.5	3.5
YDL224C	3.5	3.5
YDL225W	3.5	3.5
YDL226C	3.5	3.5
YDL227C	3.5	3.5
YDL229W	3.5	3.5
YDL230W	3.5	3.5
YDL231C	3.5	3.5
YDL232W	0.0	3.5
YDL233W	3.5	3.5
YDL234C	3.5	3.5
YDL236W	3.5	3.5
YDL237W	3.5	3.5
YDL238C	3.5	3.5
YDL239C	3.5	3.5
YDL240W	3.5	3.5
YDL241W	3.5	3.5
YDL242W	3.5	3.5
YDL243C	3.5	3.5
YDR001C	3.5	3.5
YDR003W	3.5	3.5
YDR004W	3.5	3.5
YDR005C	3.5	3.5
YDR006C	3.5	3.5
YDR008C	3.5	3.5
YDR009W	3.5	3.5
YDR010C	3.5	3.5
YDR011W	3.5	3.5
YDR014W	3.5	3.5
YDR015C	3.5	3.5
YDR017C	3.5	3.5
YDR018C	3.5	3.5
YDR019C	3.5	3.5
YDR020C	3.5	3.5
YDR022C	3.5	3.5
YDR024W	3.5	3.5
YDR025W	3.5	3.5
YDR026C	3.5	3.5
YDR027C	0.3333333333333333	3.5
YDR028C	3.5	3.5
YDR029W	3.5	3.5
YDR030C	3.5	3.5
YDR031W	3.5	3.5
YDR032C	3.5	3.5
YDR033W	3.5	3.5
YDR034C	3.5	3.5
YDR035W	3.5	3.5
YDR036C	3.5	3.5
YDR042C	3.5	3.5
YDR043C	3.5	3.5
YDR046C	3.5	3.5
YAL064C-A	3.5	3.5
YBL091C-A	3.5	3.5
YBR269C	3.5	3.5
YBR271W	3.5	3.5
YBR273C	3.5	3.5
YBR274W	3.5	3.5
YBR277C	3.5	3.5
YBR278W	3.5	3.5
YBR279W	3.5	3.5
YBR281C	3.5	3.5
YBR282W	3.5	3.5
YBR283C	3.5	3.5
YBR284W	3.5	3.5
YBR285W	3.5	3.5
YBR286W	3.5	3.5
YBR290W	3.5	3.5
YBR291C	3.5	3.5
YBR292C	3.5	3.5
YBR293W	3.5	3.5
YBR295W	3.5	3.5
YBR296C	3.5	3.5
YBR297W	3.5	3.5
YBR298C	3.5	3.5
YBR300C	3.5	3.5
YCL001W-A	3.5	3.5
YCR020W-B	0.0	3.5
YCR024C	3.5	3.5
YCR024C-A	3.5	3.5
YCR025C	3.5	3.5
YCR026C	3.5	3.5
YCR027C	3.5	3.5
YCR028C	3.5	3.5
YCR031C	3.5	3.5
YCR034W	3.5	3.5
YCR036W	3.5	3.5
YCR037C	3.5	3.5
YCR043C	3.5	3.5
YCR044C	3.5	3.5
YCR045C	3.5	3.5
YCR049C	3.5	3.5
YCR050C	3.5	3.5
YCR051W	3.5	3.5
YCR059C	3.5	3.5
YCR061W	3.5	3.5
YCR063W	3.5	3.5
YCR065W	3.5	3.5
YCR066W	3.5	3.5
YCR068W	3.5	3.5
YCR071C	3.5	3.5
YCR073W-A	3.5	3.5
YCR076C	3.5	3.5
YCR077C	3.5	3.5
YCR079W	3.5	3.5
YCR081W	3.5	3.5
YCR082W	3.5	3.5
YCR085W	3.5	3.5
YCR086W	3.5	3.5
YCR087C-A	3.5	3.5
YCR087W	3.5	3.5
YJL003W	3.5	3.5
YJL004C	3.5	3.5
YJL006C	3.5	3.5
YJL007C	3.5	3.5
YJL012C	3.5	3.5
YJL013C	3.5	3.5
YJL016W	3.5	5.0
YJL020C	3.5	3.5
YJL022W	3.5	3.5
YJL023C	3.5	3.5
YJL024C	3.5	3.5
YJL027C	3.5	3.5
YJL028W	3.5	5.0
YJL029C	3.5	3.5
YJR001W	3.5	3.5
YJR004C	3.5	3.5
YJR005W	3.5	3.5
YJR008W	3.5	3.5
YJR009C	3.5	3.5
YJR010C-A	3.5	3.5
YJR010W	3.5	3.5
YJR011C	3.5	3.5
YJR014W	3.5	3.5
YJR015W	3.5	3.5
YJR018W	3.5	3.5
YJR019C	3.5	3.5
YJR020W	3.5	3.5
YJR021C	3.5	3.5
YJR024C	3.5	3.5
YJR025C	3.5	3.5
YJR030C	3.5	3.5
YJR031C	3.5	3.5
YJR032W	3.5	3.5
YJR033C	3.5	3.5
YJR035W	3.5	3.5
YJR036C	3.5	3.5
YJR037W	3.5	3.5
YJR038C	3.5	3.5
YJR040W	3.5	3.5
YJR043C	3.5	3.5
YJR047C	3.5	3.5
YJR048W	3.5	3.5
YJR049C	3.5	3.5
YJR050W	3.5	3.5
YJR051W	3.5	3.5
YJR052W	3.5	5.0
YJR053W	3.5	3.5
YJR054W	3.5	3.5
YJR055W	3.5	3.5
YJR056C	3.5	5.0
YJR058C	3.5	3.5
YJR059W	3.5	3.5
YJR060W	3.5	3.5
YJR061W	3.5	3.5
YJR062C	3.5	3.5
YJR063W	3.5	3.5
YDL096C	3.5	3.5
YDL099W	3.5	3.5
YDL100C	3.5	3.5
YDL101C	3.5	3.5
YDL104C	3.5	3.5
YDL106C	3.5	3.5
YDL107W	3.5	3.5
YDL109C	3.5	3.5
YDL110C	3.5	3.5
YDL112W	3.5	3.5
YDL113C	3.5	3.5
YDL114W	3.5	3.5
YDL115C	3.5	3.5
YDL116W	3.5	3.5
YDL117W	3.5	3.5
YDL118W	3.5	3.5
YDL119C	3.5	3.5
YDL121C	3.5	3.5
YDL122W	3.5	3.5
YDL123W	3.5	3.5
YDL124W	3.5	3.5
YDL125C	3.5	3.5
YDL127W	3.5	3.5
YDL128W	3.5	3.5
YDL129W	3.5	3.5
YDL130W	3.5	3.5
YDL131W	3.5	3.5
YDL133W	3.5	3.5
YDL134C	3.5	3.5
YDL133C-A	3.5	5.0
YDL135C	3.5	3.5
YDL136W	3.5	3.5
YDL137W	3.5	3.5
YDL138W	3.5	3.5
YDL142C	3.5	3.5
YDL144C	3.5	3.5
YDL146W	3.5	3.5
YDL149W	3.5	3.5
YDL151C	3.5	3.5
YDL154W	3.5	3.5
YDL155W	3.5	3.5
YDL156W	3.5	5.0
YDL157C	3.5	3.5
YDL158C	3.5	3.5
YDL159W	3.5	3.5
YDL160C	3.5	3.5
YDL161W	3.5	3.5
YDL162C	3.5	3.5
YDL167C	3.5	3.5
YDL168W	3.5	3.5
YDL169C	3.5	3.5
YDL170W	3.5	3.5
YDL171C	3.5	3.5
YDL172C	3.5	3.5
YDL173W	3.5	3.5
YDL174C	3.5	3.5
YDL175C	3.5	3.5
YDL176W	3.5	3.5
YDL177C	3.5	3.5
YDL178W	3.5	3.5
YDL179W	3.5	3.5
YDL180W	3.5	3.5
YDL181W	3.5	3.5
YDL182W	3.5	3.5
YDL183C	3.5	3.5
YDL184C	3.5	3.5
YDL185W	0.0	3.5
YDL186W	3.5	3.5
YDL187C	3.5	3.5
YDL188C	3.5	3.5
YDL189W	3.5	3.5
YDL190C	3.5	3.5
YDR269C	3.5	3.5
YDR271C	3.5	3.5
YDR290W	3.5	3.5
YGL017W	3.5	3.5
YGL020C	1.0	3.5
YGL023C	3.5	5.0
YGL051W	3.5	3.5
YGL088W	3.5	3.5
YGL094C	3.5	3.5
YGL095C	3.5	3.5
YGL096W	3.5	3.5
YGL218W	3.5	3.5
YIL006W	3.5	3.5
YIL007C	3.5	3.5
YIL008W	3.5	3.5
YIL009W	3.5	3.5
YIL010W	3.5	3.5
YIL014C-A	3.5	3.5
YIL018W	3.5	3.5
YIL038C	3.5	5.0
YIL042C	3.5	3.5
YIL047C	3.5	3.5
YIL052C	3.5	3.5
YIL054W	3.5	3.5
YIL055C	3.5	3.5
YIL059C	3.5	3.5
YIL060W	3.5	3.5
YIL066C	3.5	3.5
YIL067C	3.5	3.5
YIL069C	3.5	3.5
YIL070C	3.5	3.5
YIL071C	3.5	3.5
YIL074C	3.5	3.5
YIL089W	3.5	3.5
YIL092W	3.5	3.5
YBL095W	3.5	3.5
YBL096C	3.5	3.5
YBL098W	3.5	3.5
YBL099W	3.5	3.5
YBL100C	3.5	3.5
YBL101C	3.5	3.5
YBL102W	3.5	3.5
YBL103C	3.5	3.5
YBL104C	3.5	3.5
YBL106C	3.5	3.5
YBL107C	3.5	3.5
YBR001C	3.5	3.5
YBR003W	3.5	3.5
YBR005W	3.5	3.5
YBR006W	3.5	3.5
YBR007C	3.5	3.5
YBR008C	3.5	3.5
YBR009C	3.5	3.5
YBR010W	3.5	3.5
YBR012C	3.5	3.5
YBR013C	3.5	5.0
YBR014C	3.5	3.5
YBR015C	3.5	3.5
YBR016W	3.5	3.5
YBR018C	3.5	3.5
YBR019C	3.5	3.5
YBR020W	3.5	3.5
YBR021W	0.0	3.5
YBR022W	3.5	3.5
YBR023C	3.5	3.5
YBR024W	3.5	3.5
YBR025C	3.5	3.5
YBR026C	3.5	3.5
YBR027C	3.5	3.5
YBR028C	3.5	3.5
YBR030W	3.5	3.5
YBR031W	3.5	3.5
YBR032W	3.5	3.5
YBR033W	3.5	3.5
YBR034C	3.5	3.5
YBR035C	3.5	3.5
YBR036C	3.5	3.5
YBR037C	3.5	3.5
YBR040W	3.5	3.5
YBR041W	3.5	3.5
YBR042C	3.5	3.5
YBR043C	3.5	3.5
YBR044C	3.5	3.5
YBR045C	3.5	3.5
YBR046C	3.5	3.5
YBR047W	3.5	3.5
YBR048W	3.5	3.5
YBR050C	3.5	3.5
YBR051W	3.5	3.5
YBR052C	3.5	3.5
YBR053C	3.5	3.5
YBR054W	3.5	3.5
YBR056W	3.5	3.5
YBR057C	3.5	3.5
YBR058C	3.5	3.5
YBR059C	3.5	3.5
YBR062C	3.5	3.5
YBR063C	3.5	3.5
YBR064W	3.5	3.5
YBR065C	3.5	3.5
YBR066C	3.5	3.5
YBR067C	3.5	3.5
YBR068C	3.5	3.5
YBR069C	3.5	3.5
YBR071W	3.5	3.5
YBR072W	3.5	3.5
YBR073W	3.5	3.5
YBR074W	3.5	3.5
YBR076W	3.5	3.5
YBR077C	3.5	3.5
YBR078W	1.0	3.5
YNL001W	3.5	3.5
YNL003C	3.5	3.5
YNL004W	3.5	3.5
YNL005C	3.5	3.5
YNL008C	3.5	3.5
YNL009W	3.5	3.5
YNL010W	3.5	3.5
YNL011C	3.5	3.5
YNL012W	3.5	3.5
YNL013C	3.5	3.5
YNL014W	3.5	3.5
YNL015W	3.5	3.5
YNL016W	3.5	3.5
YNL020C	3.5	3.5
YNL021W	3.5	3.5
YNL022C	3.5	3.5
YNL023C	3.5	3.5
YNL024C	3.5	3.5
YNL025C	3.5	3.5
YNL027W	3.5	3.5
YNL028W	3.5	3.5
YNL029C	3.5	3.5
YNL030W	3.5	3.5
YNL031C	3.5	3.5
YNL032W	3.5	3.5
YNL034W	3.5	3.5
YNL035C	3.5	3.5
YNL037C	3.5	3.5
YNL040W	3.5	3.5
YNL041C	3.5	3.5
YNL042W	3.5	3.5
YNL043C	3.5	3.5
YNL044W	3.5	3.5
YNL045W	3.5	3.5
YNL046W	3.5	3.5
YNL049C	3.5	3.5
YNL050C	3.5	3.5
YNR001C	3.5	5.0
YNR002C	3.5	3.5
YNR004W	3.5	3.5
YNR005C	3.5	5.0
YNR006W	3.5	5.0
YNR007C	3.5	3.5
YNR008W	3.5	3.5
YNR009W	3.5	3.5
YNR010W	1.0	3.5
YNR012W	3.5	3.5
YNR013C	3.5	3.5
YNR014W	3.5	3.5
YNR015W	3.5	3.5
YNR018W	3.5	3.5
YNR019W	3.5	3.5
YNR020C	3.5	3.5
YNR021W	3.5	3.5
YNR022C	3.5	3.5
YNR023W	0.0	3.5
YNR024W	3.5	3.5
YNR025C	3.5	3.5
YNR027W	3.5	3.5
YNR028W	3.5	3.5
YNR029C	3.5	3.5
YNR030W	3.5	3.5
YNR031C	3.5	3.5
YNR032W	3.5	3.5
YNR033W	3.5	3.5
YNR034W	3.5	3.5
YNR036C	3.5	3.5
YNR037C	3.5	3.5
YNR039C	3.5	3.5
YNR040W	3.5	3.5
YNR041C	3.5	3.5
YNR042W	3.5	3.5
YNR044W	3.5	3.5
YNR045W	3.5	5.0
YNR047W	3.5	3.5
YNR048W	3.5	3.5
YNR049C	3.5	3.5
YNL146W	3.5	3.5
YNL145W	3.5	3.5
YNL144C	3.5	3.5
YNL143C	3.5	3.5
YNL141W	3.5	3.5
YNL136W	3.5	5.5
YNL135C	3.5	3.5
YNL134C	3.5	5.0
YNL133C	1.0	3.5
YNL129W	3.5	3.5
YNL128W	3.5	3.5
YNL127W	3.5	3.5
YNL123W	3.5	3.5
YNL122C	3.5	3.5
YNL117W	3.5	3.5
YNL116W	3.5	3.5
YNL108C	3.5	3.5
YNL101W	3.5	3.5
YNL098C	3.5	3.5
YNL094W	3.5	3.5
YNL092W	3.5	3.5
YNL084C	3.5	6.0
YNL081C	3.5	3.5
YNL077W	3.5	3.5
YNL064C	3.5	3.5
YNL063W	3.5	3.5
YNL057W	3.5	3.5
YNL058C	3.5	3.5
YNL054W	3.5	3.5
YIL098C	3.5	3.5
YIL099W	3.5	3.5
YIL100W	3.5	3.5
YIL101C	3.5	3.5
YIL103W	3.5	3.5
YIL105C	3.5	3.5
YIL107C	3.5	3.5
YIL108W	3.5	3.5
YIL110W	3.5	3.5
YIL112W	3.5	5.0
YIL113W	3.5	3.5
YIL114C	3.5	3.5
YIL116W	3.5	3.5
YIL117C	3.5	3.5
YIL119C	3.5	3.5
YIL120W	3.5	5.0
YIL121W	3.5	3.5
YIL123W	3.5	3.5
YIL124W	3.5	3.5
YIL125W	3.5	3.5
YIL128W	3.5	3.5
YIL130W	3.5	3.5
YIL132C	3.5	3.5
YIL133C	3.5	5.0
YIL134W	3.5	5.0
YIL135C	3.5	3.5
YIL137C	3.5	3.5
YIL138C	3.5	5.0
YIL139C	3.5	5.0
YIL140W	3.5	5.0
YIL141W	3.5	5.0
YIL145C	3.5	3.5
YIL146C	3.5	3.5
YIL148W	3.5	3.5
YIL149C	3.5	3.5
YIL152W	3.5	3.5
YIL153W	3.5	3.5
YIL155C	3.5	3.5
YIL156W	3.5	3.5
YIL157C	3.5	3.5
YIL159W	3.5	3.5
YIL160C	3.5	3.5
YIL161W	3.5	5.0
YIL162W	3.5	3.5
YIL163C	3.5	3.5
YIL164C	3.5	3.5
YIL165C	3.5	3.5
YIL166C	3.5	3.5
YIL173W	3.5	3.5
YIR001C	3.5	3.5
YIR002C	3.5	3.5
YIR003W	3.5	3.5
YIR005W	3.5	3.5
YIR007W	3.5	3.5
YIR009W	3.5	3.5
YIR013C	3.5	3.5
YIR014W	3.5	3.5
YIR016W	3.5	3.5
YOR325W	3.5	3.5
YOR331C	1.0	3.5
YOR333C	3.5	5.0
YOR345C	3.5	3.5
YOR366W	3.5	3.5
YOR125C	3.5	3.5
YOR128C	3.5	3.5
YOR141C	3.5	3.5
YOR147W	3.5	3.5
YOR150W	0.0	3.5
YOR187W	3.5	5.0
YDL194W	3.5	3.5
YDR007W	0.0	3.5
YDR048C	3.5	3.5
YFR011C	3.5	3.5
YFR013W	3.5	3.5
YNL051W	3.5	3.5
YNL052W	3.5	3.5
YNL056W	3.5	3.5
YNL065W	3.5	5.0
YNL066W	3.5	3.5
YNL067W	3.5	3.5
YNL068C	3.5	3.5
YNL070W	3.5	3.5
YNL071W	3.5	3.5
YNL072W	3.5	3.5
YNL073W	3.5	5.0
YNL074C	3.5	3.5
YNL076W	3.5	3.5
YNL078W	3.5	3.5
YNL079C	0.0	3.5
YNL080C	3.5	3.5
YNL082W	3.5	3.5
YNL083W	3.5	3.5
YNL085W	3.5	3.5
YNL087W	3.5	3.5
YNL090W	3.5	3.5
YNL091W	3.5	3.5
YNL093W	3.5	3.5
YNL095C	3.5	3.5
YNL097C	3.5	3.5
YNL099C	3.5	3.5
YNL100W	3.5	3.5
YNL104C	3.5	3.5
YNL105W	3.5	3.5
YNL106C	3.5	3.5
YNL107W	3.5	3.5
YNL115C	3.5	3.5
YNL119W	3.5	3.5
YNL120C	3.5	3.5
YNL121C	3.5	3.5
YNL125C	3.5	3.5
YNL130C	3.5	3.5
YBR189W	3.5	3.5
YCR095C	3.5	5.0
YCR102W-A	3.5	3.5
YDR058C	3.5	3.5
YDR174W	3.5	3.5
YDR202C	3.5	3.5
YDR205W	3.5	3.5
YDR445C	3.5	3.5
YDR537C	3.5	3.5
YFR039C	3.5	3.5
YGL219C	3.5	3.5
YGR028W	3.5	3.5
YGR032W	3.5	3.5
YGR038W	3.5	3.5
YGR040W	3.5	3.5
YGR050C	3.5	3.5
YGR053C	3.5	3.5
YGR063C	3.5	3.5
YGR086C	3.5	3.5
YGR089W	3.5	5.0
YGR092W	3.5	3.5
YGR093W	3.5	3.5
YGR106C	3.5	3.5
YGR110W	3.5	3.5
YGR117C	3.5	3.5
YGR238C	3.5	3.5
YGR239C	3.5	3.5
YGR248W	3.5	3.5
YGR250C	3.5	3.5
YJL136C	3.5	3.5
YJL137C	3.5	3.5
YJL139C	3.5	3.5
YJL140W	3.5	3.5
YJL141C	3.5	3.5
YJL151C	3.5	5.0
YJL161W	3.5	5.0
YJL163C	3.5	3.5
YJL165C	3.5	3.5
YJL172W	3.5	5.0
YJL175W	3.5	3.5
YJL177W	3.5	3.5
YJL189W	3.5	3.5
YJL191W	3.5	3.5
YJL196C	3.5	3.5
YJL200C	3.5	5.0
YJL206C	3.5	3.5
YJL213W	3.5	3.5
YKL096W-A	3.5	3.5
YKL115C	3.5	3.5
YKL139W	3.5	3.5
YKL194C	3.5	3.5
YKL202W	3.5	3.5
YKL204W	3.5	3.5
YKL215C	3.5	3.5
YKL220C	3.5	3.5
YKR010C	3.5	3.5
YKR019C	3.5	3.5
