ORF	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YBL062W	-0.754	-4.532	-1.249	-8.131	-200.560	0.544	-1.915	-8.561	0.585	-2.262	-12.615	1.007	-0.053	-1.177	-1.350	1.572	0.000	0.000	0.000	0.000	0.000	0.000
YBL063W	0.402	-0.500	-0.222	-19.589	-18.878	-1.072	-2.213	1.599	-1.970	5.816	-0.989	3.090	-5.543	-3.841	-1.852	-7.342	0.000	0.000	0.000	0.000	0.000	0.000
YBL064C	1.562	2.716	-0.839	-35.902	-4.259	2.195	-0.692	0.594	-2.483	0.029	-0.231	0.675	3.568	3.589	3.041	-3.200	0.000	0.000	0.000	0.000	0.000	0.000
YBL065W	4.642	-0.151	-1.116	-7.370	-4.977	0.261	-43.189	-5.059	-17.049	-2.975	1.310	-104.968	-84.148	-102.647	-95.085	-105.061	0.000	0.000	0.000	0.000	0.000	0.000
YBL066C	-0.187	4.324	0.796	-10.747	-1.419	-1.655	-0.689	1.760	0.356	1.365	0.869	-5.845	-5.446	-7.981	-8.008	-4.697	0.000	0.000	0.000	0.000	0.000	0.000
YBL067C	0.745	5.296	-58.869	-20.735	-601.462	-0.282	-0.097	-39.269	-2.286	0.100	-18.046	-2.245	-10.725	-36.198	-46.486	-3.533	0.000	0.000	0.000	0.000	0.000	0.000
YBL068W	-0.870	-5.259	-0.410	-22.059	-8.025	-2.746	-4.356	2.101	-1.058	4.704	-5.274	-15.839	-27.500	-26.626	-29.492	-37.886	0.000	0.000	0.000	0.000	0.000	0.000
YBL069W	-1.492	4.732	2.883	-20.368	-6.159	0.986	1.388	0.185	-1.984	4.851	-5.069	-1.032	-7.090	-7.480	-5.025	-12.791	0.000	0.000	0.000	0.000	0.000	0.000
YBL070C	0.090	2.222	2.513	-15.436	-6.030	-1.447	2.709	-1.587	0.363	6.328	-5.043	-0.396	-4.624	-5.843	-2.664	-12.174	0.000	0.000	0.000	0.000	0.000	0.000
YBL071C	-0.042	-0.875	-0.233	-4.210	0.284	1.023	-0.811	1.664	1.052	-2.213	2.700	-0.107	1.166	-1.663	-1.906	-1.851	0.000	0.000	0.000	0.000	0.000	0.000
YBL072C	1.354	-1.217	-1.735	6.646	10.971	0.275	-1.054	0.197	1.696	-0.069	-0.744	-1.713	-3.335	-11.346	-12.289	-3.785	0.000	0.000	0.000	0.000	0.000	0.000
YBL075C	0.564	-2.238	-1.338	-12.483	-2.931	0.485	-1.951	0.846	-1.082	-0.819	1.342	-0.029	0.072	0.694	0.644	0.776	0.000	0.000	0.000	0.000	0.000	0.000
YBL078C	1.333	-12.916	0.437	-20.387	-32.299	1.850	-2.378	-1.890	-3.613	-3.927	-0.076	-1.942	-3.354	-2.814	-3.345	-5.358	0.000	0.000	0.000	0.000	0.000	0.000
YBL079W	3.308	-3.765	-1.354	-1.538	0.597	-0.744	-2.016	-5.821	-10.215	-6.594	1.640	-2.280	-3.479	-4.415	-7.907	0.971	0.000	0.000	0.000	0.000	0.000	0.000
YBL080C	-19.789	-5.745	-1.622	-6.231	-2.417	0.394	-0.477	-1.695	-0.456	-4.071	-1.916	-1.976	-0.422	-2.855	0.459	0.581	0.000	0.000	0.000	0.000	0.000	0.000
YBL081W	-1.071	-1.109	-0.395	9.781	6.797	1.383	-2.170	1.099	3.622	-2.016	0.025	-0.155	-5.440	0.687	0.569	-11.452	0.000	0.000	0.000	0.000	0.000	0.000
YBL082C	1.804	8.958	-6.741	-9.215	-133.860	1.283	-9.062	-14.959	-10.292	-15.631	-9.469	-9.005	2.261	0.417	0.254	2.250	0.000	0.000	0.000	0.000	0.000	0.000
YBL083C	-0.691	6.363	-18.032	-0.496	-215.079	0.136	3.487	-13.534	4.035	1.634	-69.715	-26.901	0.014	-0.409	-0.612	1.866	0.000	0.000	0.000	0.000	0.000	0.000
YBL085W	2.538	3.946	-0.265	-13.552	-3.969	1.739	-0.286	0.287	-3.347	4.531	2.071	2.434	1.306	-0.697	-0.107	0.238	0.000	0.000	0.000	0.000	0.000	0.000
YBL086C	1.228	-4.183	-0.232	-11.416	-4.628	1.318	-0.131	1.922	-1.602	-0.715	-24.261	-16.417	-4.779	-4.606	-7.422	-9.852	0.000	0.000	0.000	0.000	0.000	0.000
YBL087C	3.813	-6.489	-2.024	-8.149	0.384	0.280	-3.793	-0.074	-0.767	-6.061	-0.894	-0.111	2.620	2.193	1.711	0.748	0.000	0.000	0.000	0.000	0.000	0.000
YBL088C	-0.635	-5.591	-1.515	-28.033	-11.835	1.592	0.477	-0.928	-5.182	-2.291	1.548	0.323	-0.738	-2.339	-3.306	-4.586	0.000	0.000	0.000	0.000	0.000	0.000
YBL089W	0.800	-2.767	-0.019	-8.204	-43.355	0.312	-0.510	-1.034	-0.182	3.802	2.937	-0.075	-5.390	-0.737	-11.356	-1.788	0.000	0.000	0.000	0.000	0.000	0.000
YBL090W	1.295	6.501	-0.628	51.764	2.906	-0.917	13.276	-1.043	1.326	-0.331	-0.937	1.550	-4.103	-3.577	0.611	1.372	0.000	0.000	0.000	0.000	0.000	0.000
YBL091C	3.525	6.298	-2.690	-19.290	-4.834	-2.761	2.188	0.851	-0.961	-1.238	-7.439	-2.280	-4.159	1.744	2.582	-3.850	0.000	0.000	0.000	0.000	0.000	0.000
YBL091C-A	-0.643	-2.252	-1.711	-23.687	-3.929	0.389	2.017	1.369	-0.411	-0.300	-5.824	-3.167	-0.824	-0.098	-2.969	0.202	0.000	0.000	0.000	0.000	0.000	0.000
YBL093C	0.559	-2.714	-0.010	36.693	1.656	-0.394	6.817	4.406	2.294	3.843	1.737	1.724	5.744	2.987	4.261	2.684	-17.000	3.000	3.000	0.000	3.000	0.000
YBL094C	0.366	-0.434	-1.113	-33.940	-9.640	1.835	-1.587	3.076	-2.447	3.704	-5.422	0.184	-4.460	-2.724	-2.507	-7.422	0.000	0.000	0.000	0.000	0.000	0.000
YBL095W	1.037	-10.966	3.310	-30.143	-10.374	-1.154	2.193	-5.966	-2.836	-0.483	-5.068	2.714	-0.983	1.498	0.148	2.172	0.000	0.000	0.000	0.000	0.000	0.000
YBL096C	-1.179	-0.447	0.590	-10.006	-7.366	-3.487	-7.006	0.334	1.006	-0.231	-0.757	-16.871	-23.341	-21.491	-24.793	-24.046	0.000	0.000	0.000	0.000	0.000	0.000
YBL098W	-1.679	-0.689	-0.996	-122.644	-2.261	-0.355	-1.752	-2.507	24.555	-1.893	-11.171	-1.099	2.550	0.596	-1.225	0.174	0.000	-3.000	0.000	0.000	0.000	0.000
YBL099W	2.767	1.508	-1.323	17.795	-0.746	0.803	0.455	0.111	0.261	-1.019	-0.125	-0.360	-0.729	-0.364	-0.696	0.193	-4.000	0.000	0.000	0.000	0.000	0.000
YBL100C	0.271	1.107	-0.210	38.294	12.627	1.259	2.605	2.944	1.939	0.217	2.868	0.292	1.954	0.786	0.361	-0.199	0.000	0.000	0.000	0.000	0.000	0.000
YBL101C	-1.454	0.268	-1.770	1.298	86.943	0.750	0.583	14.407	0.267	0.425	2.754	-3.379	1.151	1.223	0.441	-0.488	0.000	0.000	0.000	0.000	0.000	0.000
YBL102W	0.930	0.564	-1.697	-39.348	-18.116	1.176	-1.416	0.583	-1.776	-0.038	1.786	-6.344	-6.007	-3.987	-7.447	-18.425	0.000	-2.000	0.000	0.000	0.000	0.000
YBL103C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL104C	1.473	-23.871	0.130	-12.830	0.859	0.135	-0.605	1.302	1.208	1.202	-2.188	2.299	0.323	-0.269	-0.428	0.111	0.000	0.000	0.000	0.000	0.000	0.000
YBL106C	-3.155	-8.191	-1.101	-3.435	-1.401	-2.063	-5.658	-0.511	-0.117	-3.588	0.123	0.252	1.274	3.539	0.255	-0.287	0.000	0.000	0.000	0.000	0.000	0.000
YBL107C	-1.424	1.480	-0.470	-44.647	-38.971	-0.741	-5.808	-3.252	-4.345	-1.588	-2.602	-15.105	-10.532	-1.683	-12.377	-18.807	0.000	0.000	0.000	0.000	0.000	0.000
YBR001C	-1.322	-1.458	-2.646	-18.451	-1.887	-1.686	-0.531	0.451	-0.755	0.803	2.449	-0.496	-1.540	-1.289	-0.578	-0.861	0.000	0.000	0.000	0.000	0.000	0.000
YBR003W	-15.303	0.707	0.990	3.746	-1.269	-0.633	-0.416	-0.190	-0.135	-1.882	0.886	-1.073	1.283	-1.062	0.597	-0.781	0.000	0.000	0.000	0.000	0.000	0.000
YBR005W	0.059	-0.264	0.079	-33.533	3.999	-0.229	0.707	2.097	1.181	1.429	-2.781	1.624	-2.572	-2.280	-1.791	-0.916	0.000	0.000	0.000	0.000	0.000	0.000
YBR006W	-31.561	-0.950	0.057	-38.158	-0.255	-1.845	1.474	1.700	0.129	0.047	1.316	-0.953	0.211	1.347	-0.686	2.334	0.000	0.000	0.000	0.000	0.000	0.000
YBR007C	0.617	0.495	-1.678	-29.372	-1.759	-0.033	0.962	0.589	-0.503	-0.425	0.339	2.234	0.268	1.017	0.653	1.572	0.000	0.000	0.000	0.000	0.000	0.000
YBR008C	-2.164	-3.336	-1.835	-16.726	-1.748	-0.346	-4.134	0.322	1.225	-2.284	0.560	0.986	-1.124	-0.885	0.512	-0.946	0.000	0.000	0.000	0.000	0.000	0.000
YBR009C	1.895	-4.760	-0.261	-1.015	-10.522	0.600	-1.771	0.333	1.686	-0.093	-0.623	1.810	0.983	1.232	1.102	1.490	0.000	0.000	0.000	0.000	0.000	0.000
YBR010W	-2.726	-10.256	0.221	-14.454	-2.972	1.550	2.234	2.057	0.472	2.244	0.141	-0.424	1.886	2.047	1.756	0.514	0.000	0.000	0.000	0.000	0.000	0.000
YBR012C	-2.172	-1.089	1.406	-5.631	-0.959	0.773	1.121	1.085	0.664	0.149	1.280	0.798	0.121	-0.011	0.660	-1.200	0.000	0.000	0.000	0.000	0.000	0.000
YBR013C	0.288	2.362	2.717	-9.550	1.357	-1.462	0.215	-1.236	-1.155	-1.224	-0.890	-8.091	-11.105	-9.924	-14.768	-7.880	0.000	0.000	0.000	0.000	0.000	0.000
YBR014C	-2.416	2.636	-0.183	-5.102	-1.075	1.322	2.047	1.015	-0.126	1.766	0.254	2.335	0.280	-0.386	2.163	1.084	0.000	0.000	0.000	0.000	0.000	0.000
YBR015C	-0.684	11.429	-0.833	0.493	-28.446	-0.397	0.807	-6.484	1.990	-0.830	-19.774	-11.550	-0.290	1.331	-0.676	1.454	0.000	0.000	0.000	3.000	0.000	0.000
YBR016W	-3.513	-0.852	2.170	-7.365	-6.808	0.663	0.725	0.144	0.332	0.257	2.867	-2.200	-1.680	-2.207	-2.137	-1.780	0.000	0.000	0.000	0.000	0.000	0.000
YBR017C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR018C	-648.072	0.420	-0.868	-12.969	-2.741	-85.167	0.641	0.855	-0.205	-0.296	-1.950	1.976	1.852	1.411	1.292	0.091	0.000	0.000	0.000	0.000	0.000	0.000
YBR019C	-193.224	2.693	0.310	-6.257	-7.075	-87.021	-1.486	0.761	-0.138	0.353	1.593	-4.449	-5.368	-5.769	-6.395	-6.565	0.000	0.000	0.000	0.000	0.000	0.000
YBR020W	-360.100	-6.595	-0.977	-17.399	-21.858	-11.252	1.154	0.538	0.020	0.755	-291.810	-17.815	-1.895	0.031	-1.391	-2.256	0.000	0.000	0.000	0.000	0.000	3.000
YBR021W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR022W	-2.458	-2.092	1.179	-6.508	-3.349	0.727	-2.783	0.211	-1.780	0.700	-0.668	-1.926	-0.992	-0.758	-1.475	0.335	0.000	0.000	0.000	0.000	0.000	0.000
YBR023C	-0.617	3.818	0.405	-5.253	-122.709	-0.091	2.566	-20.837	1.717	1.704	-3.224	-0.146	0.586	-0.438	0.671	-0.001	0.000	0.000	0.000	0.000	0.000	0.000
YBR024W	-6.451	0.865	-2.353	-16.861	-9.716	1.215	1.041	-0.127	1.382	0.193	0.269	-0.107	-1.600	-3.954	-2.986	-5.231	0.000	0.000	0.000	0.000	0.000	0.000
YBR025C	0.449	-2.648	-0.135	9.063	11.684	-2.190	-4.126	-0.747	-0.626	-2.960	1.559	1.896	-0.097	1.399	0.582	1.113	0.000	0.000	0.000	2.000	0.000	0.000
YBR026C	-1.888	-3.102	0.098	24.376	9.132	-1.598	-2.073	-2.708	-1.381	-2.944	-0.616	-2.080	1.487	0.614	-1.987	1.264	0.000	0.000	0.000	0.000	0.000	0.000
YBR027C	-3.760	-1.761	-2.649	-5.711	-92.348	-0.138	-0.934	-5.991	0.873	-1.731	-14.679	-4.735	-0.857	-0.932	-0.366	0.302	0.000	3.000	0.000	0.000	0.000	0.000
YBR028C	-6.129	-5.137	-2.267	0.637	-1.045	2.450	-4.011	0.211	-0.211	-0.482	0.234	1.025	1.645	0.453	2.015	1.239	0.000	0.000	0.000	0.000	0.000	0.000
YBR029C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	0.000	0.000	0.000	0.000
YBR030W	-15.443	-9.810	0.873	-29.643	-1.776	0.739	-12.840	1.847	0.411	-13.227	2.780	-2.694	1.156	0.220	1.507	2.156	0.000	NaN	NaN	NaN	NaN	NaN
YBR031W	6.518	0.645	5.873	0.453	-1.817	-1.613	1.003	1.582	1.576	1.306	13.613	-0.280	0.029	-1.344	1.484	-1.325	0.000	0.000	0.000	0.000	0.000	0.000
YBR032W	-5.222	-10.534	1.587	-4.668	-3.050	1.501	-3.020	-0.490	0.144	-0.763	-0.572	1.780	1.296	0.812	0.374	1.579	0.000	0.000	0.000	0.000	0.000	0.000
YBR033W	-5.195	4.708	2.444	-13.020	-0.506	0.408	3.164	2.004	1.634	2.459	2.176	-2.562	-0.266	0.369	2.018	2.581	0.000	0.000	0.000	0.000	0.000	0.000
YBR034C	-12.219	-0.434	-0.143	-3.115	-3.123	-0.114	-0.720	0.514	-0.540	-2.391	0.865	-0.118	2.114	1.910	1.626	1.974	0.000	0.000	0.000	0.000	0.000	0.000
YBR035C	-0.576	-26.566	-24.582	-16.687	-5.118	2.069	-16.925	-18.632	-20.252	-23.304	3.810	-29.550	-46.469	-51.586	-49.582	-52.851	0.000	0.000	0.000	0.000	0.000	0.000
YBR036C	1.597	2.145	1.330	-4.972	-12.100	1.787	0.190	-4.210	-3.172	0.429	0.027	-0.233	-0.948	1.061	1.471	-11.071	0.000	0.000	0.000	0.000	0.000	0.000
YBR037C	-19.799	-1.640	-5.131	1.156	-1.881	-0.450	-2.718	-0.295	-0.117	-5.537	1.302	-0.109	1.064	0.243	0.054	1.044	0.000	0.000	0.000	0.000	0.000	0.000
YBR038W	1.909	2.320	-1.426	118.639	20.677	1.217	-0.086	7.569	5.573	8.155	10.906	1.477	10.679	9.322	8.918	3.445	0.000	0.000	0.000	0.000	0.000	0.000
YBR039W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR040W	-4.510	-5.087	-0.862	-18.684	-3.566	0.014	-9.162	1.160	-1.409	-7.280	-0.303	5.379	-1.213	-8.718	-8.869	7.101	0.000	0.000	0.000	0.000	0.000	0.000
YBR041W	0.490	1.139	-0.788	-0.893	-17.215	-1.020	-0.112	-0.435	0.289	0.406	-1.558	0.429	-0.270	0.090	-0.117	-0.627	0.000	0.000	0.000	0.000	0.000	0.000
YBR042C	-8.104	0.493	-8.860	-19.430	-6.139	2.176	-0.420	-5.027	-3.386	-2.614	-5.076	-1.356	-3.330	-2.873	-4.355	-2.423	0.000	0.000	0.000	0.000	0.000	0.000
YBR043C	-1.187	-0.754	-1.276	-14.958	0.389	2.419	-0.846	-3.593	-1.996	-2.677	0.754	1.892	-0.133	1.068	0.813	-0.586	0.000	0.000	0.000	3.000	0.000	0.000
YBR044C	-14.380	-13.117	-0.862	3.944	42.758	-1.177	-1.712	0.130	-0.677	-0.534	-4.648	-2.091	0.130	0.569	0.191	-1.924	0.000	0.000	0.000	0.000	0.000	0.000
YBR045C	-3.146	0.852	0.341	-7.017	-6.096	1.435	0.438	1.030	0.753	2.753	0.823	2.608	-0.158	1.109	1.446	-1.967	0.000	0.000	0.000	0.000	0.000	0.000
YBR046C	0.568	7.153	1.561	-9.088	-2.197	2.143	-3.106	-1.811	-1.753	-1.172	1.792	-4.122	-7.610	-9.131	-9.332	-8.759	0.000	0.000	0.000	0.000	0.000	0.000
YBR047W	1.294	1.258	3.215	-6.865	-1.457	2.125	-1.463	1.818	0.833	-0.109	2.317	1.312	-1.155	-0.345	-0.138	0.163	0.000	0.000	0.000	0.000	0.000	0.000
YBR048W	9.684	1.315	-2.096	6.730	8.927	2.545	-1.272	0.114	1.189	1.307	-0.559	-1.431	0.035	0.098	1.226	1.353	-3.300	0.000	2.000	0.000	0.000	0.000
YBR050C	0.413	0.804	1.477	-16.240	-1.715	-2.688	0.567	0.495	-0.357	0.892	2.219	0.144	1.547	-4.998	-4.324	-3.939	0.000	0.000	0.000	0.000	0.000	0.000
YBR051W	0.642	4.087	1.392	-27.970	-6.737	-1.918	-0.504	1.849	0.358	0.452	2.584	0.556	0.040	-1.284	-0.346	-0.495	0.000	0.000	0.000	0.000	0.000	0.000
YBR052C	-0.022	1.604	1.054	-15.845	-3.140	0.209	0.862	-0.223	-1.149	0.194	-1.228	1.013	0.911	0.505	-0.143	-0.424	0.000	0.000	0.000	0.000	0.000	0.000
YBR053C	0.972	-1.356	1.967	-3.711	1.137	1.013	1.010	-1.129	0.640	-0.365	-1.764	-0.860	1.172	0.741	-0.743	1.199	0.000	0.000	0.000	0.000	0.000	0.000
YBR054W	0.156	1.438	2.268	-27.313	-1.011	1.497	1.917	1.820	0.771	2.189	0.593	2.103	1.378	0.947	1.078	1.578	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	-2.565	-10.890	2.207	-16.498	2.146	-1.769	-9.211	2.176	-0.250	-4.741	1.836	-1.723	-1.027	-0.430	-0.246	1.593	0.000	0.000	0.000	0.000	0.000	0.000
YBR057C	-0.747	1.357	-3.218	-9.811	4.849	-1.753	-1.000	1.928	2.439	-0.321	2.467	0.705	-2.392	-2.198	0.073	-2.488	0.000	0.000	0.000	0.000	0.000	0.000
YBR058C	0.091	0.766	-4.744	-1.651	3.876	1.299	0.088	-0.186	-0.318	-1.836	-0.628	-0.632	-0.016	-2.212	-2.031	-2.366	0.000	0.000	0.000	0.000	0.000	0.000
YBR059C	2.658	0.570	-0.640	-4.975	-73.271	2.668	3.349	-7.859	0.925	0.349	0.010	1.296	0.166	1.116	0.571	-1.825	0.000	0.000	0.000	0.000	0.000	0.000
YBR061C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR062C	-0.547	-1.973	-1.182	-18.940	-25.510	1.223	-1.075	-3.563	-3.108	-1.347	-2.879	-1.347	-9.690	-9.009	-11.722	-5.103	0.000	0.000	0.000	0.000	0.000	0.000
YBR063C	-0.917	1.398	1.955	-13.810	-6.492	0.863	-1.260	1.044	0.604	1.889	2.445	-0.347	-0.618	-2.000	-2.182	-0.793	0.000	0.000	0.000	0.000	0.000	0.000
YBR064W	0.574	1.912	-6.511	-22.255	-4.883	1.552	-0.676	0.389	-2.958	-2.071	-0.026	1.231	-0.640	-0.327	-1.138	0.838	0.000	0.000	0.000	0.000	0.000	0.000
YBR065C	-2.196	-0.359	0.057	0.465	0.665	0.482	0.174	-0.046	0.516	0.077	-0.357	-0.386	-0.404	-0.515	-0.536	-0.354	0.000	0.000	0.000	0.000	0.000	0.000
YBR066C	-0.325	2.699	1.174	-17.763	-24.286	2.415	1.454	-3.530	-1.598	1.056	0.444	2.461	0.305	1.278	1.828	1.523	0.000	0.000	0.000	0.000	0.000	0.000
YBR067C	1.448	-0.790	-3.565	-10.316	-6.769	2.233	-3.432	-1.056	-0.550	-2.980	-3.810	-3.701	-1.555	-3.440	-2.279	-3.956	0.000	0.000	0.000	0.000	0.000	0.000
YBR068C	0.965	-2.780	-162.186	-25.380	-251.245	2.177	2.228	-4.300	-1.818	0.143	-0.123	-2.696	-11.750	-33.849	-39.123	1.470	0.000	0.000	0.000	0.000	0.000	0.000
YBR069C	2.952	0.523	-47.596	-7.378	-43.994	1.249	-1.572	-18.700	-7.559	-18.632	-1.609	-2.341	-59.923	-52.285	-54.383	-2.006	0.000	0.000	0.000	0.000	0.000	2.000
YBR071W	-11.339	-3.255	-4.150	-34.285	-53.221	2.589	1.690	-5.386	-3.067	-0.172	1.340	0.365	1.413	2.210	0.178	1.034	0.000	0.000	0.000	0.000	0.000	0.000
YBR072W	-0.026	-2.957	1.980	-17.169	-4.292	2.147	-0.130	1.247	0.035	1.307	0.046	0.015	2.256	-0.296	-0.070	2.335	0.000	0.000	0.000	0.000	0.000	0.000
YBR073W	-0.455	6.228	1.486	-7.489	-3.671	-0.335	3.666	1.096	-3.687	0.706	-4.885	-0.157	-3.110	-1.327	-0.732	-1.696	0.000	0.000	0.000	0.000	0.000	0.000
YBR074W	-0.380	-57.872	-0.173	-18.328	-5.937	-0.503	-3.801	0.663	-0.739	-5.305	1.821	-0.258	-1.681	-4.282	-3.213	0.512	0.000	0.000	0.000	0.000	0.000	0.000
YBR076W	-2.311	1.056	3.054	37.749	1.443	0.868	-0.413	0.742	-0.504	1.008	-3.149	-0.270	-0.161	-0.558	-0.225	-0.372	0.000	0.000	0.000	0.000	0.000	0.000
YBR077C	-4.717	-0.076	-1.297	-30.006	-12.660	0.316	0.834	-0.851	-1.627	0.788	1.985	1.237	-0.347	-1.052	-4.535	-0.456	0.000	0.000	0.000	0.000	0.000	0.000
YBR078W	-4.966	9.062	-0.859	10.262	-3.980	-1.684	8.903	-4.118	0.011	0.936	-8.274	-3.547	0.490	1.647	0.928	0.682	0.000	0.000	0.000	0.000	0.000	0.000
YBR081C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR082C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR083W	-7.038	2.394	-3.322	-28.697	-3.697	0.875	0.182	-0.850	-3.067	-0.131	0.886	-2.905	-7.368	-5.435	-6.879	-8.441	0.000	0.000	0.000	0.000	0.000	0.000
YBR084C-A	4.799	-0.407	-0.067	18.901	3.891	1.108	0.200	0.432	1.296	2.246	7.264	-0.555	1.210	0.059	1.054	-0.103	-4.000	0.000	0.000	0.000	0.000	0.000
YBR084W	2.486	5.103	0.038	-8.496	-15.384	-2.002	3.924	1.077	-3.287	2.820	-0.776	-0.472	-0.194	0.030	0.510	0.429	0.000	NaN	NaN	NaN	NaN	NaN
YBR085W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR086C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR089C-A	-0.331	1.296	-1.679	-26.746	-6.450	-1.905	-18.324	-4.104	-10.085	-3.751	0.628	-44.466	-42.269	-52.221	-50.718	-40.915	0.000	NaN	NaN	NaN	NaN	NaN
YBR090C	1.923	1.315	3.217	-16.997	-7.188	-0.020	-2.954	2.310	-3.051	0.560	2.129	-0.554	-7.354	-6.579	-7.417	-6.906	0.000	0.000	0.000	0.000	0.000	0.000
YBR092C	2.745	7.055	2.008	-14.889	-4.806	2.387	3.447	1.209	-3.158	2.445	0.793	-2.328	-2.415	-1.084	-0.370	-2.390	0.000	NaN	NaN	NaN	NaN	NaN
YBR093C	-3.472	-2.198	0.104	-30.212	-6.163	1.000	-0.809	-1.100	-3.421	0.793	-2.390	-2.631	-2.237	-2.021	-2.186	-2.926	0.000	NaN	NaN	NaN	NaN	NaN
YBR094W	-5.475	-2.762	-1.297	-14.180	-11.606	2.401	1.848	-1.582	-2.022	-0.301	3.091	3.009	-0.574	0.470	0.387	0.440	0.000	NaN	NaN	NaN	NaN	NaN
YBR095C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR097W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR098W	-2.938	1.910	-1.210	-20.800	-8.523	1.449	2.732	-2.324	-1.373	-0.355	1.116	1.031	-0.218	0.879	-0.313	-0.915	0.000	0.000	0.000	0.000	0.000	0.000
YBR099C	0.849	-0.907	-11.465	-1.333	3.340	2.362	2.960	0.556	-1.964	-5.132	0.042	-2.075	0.575	-1.081	-0.924	-1.566	0.000	NaN	NaN	NaN	NaN	NaN
