ORF	hap alpha | abundance of calcium | hypotonic shock (sodium 2-(N-morpholino)ethanesulfonate [10 mM], minimal complete-leu [standard]) | Loukin SH~Saimi Y, 2007
YOL111C	1.826
YGL263W	1.826
YLR385C	1.826
YHR029C	1.826
YJL146W	1.826
YDR538W	1.826
YMR271C	1.826
YKR055W	1.826
YIL149C	1.826
YLL027W	1.826
YDL071C	1.826
YPR170C	1.826
YPL071C	1.826
YOL053W	1.826
YNR018W	1.826
YHR078W	1.826
YGR079W	1.826
YDR338C	1.826
YOR127W	1.826
YFR041C	1.826
YGR227W	1.826
YOR245C	1.826
YNR067C	1.826
YGR209C	1.826
YPL240C	1.826
YHR109W	1.826
YGL215W	1.826
YMR101C	1.826
YFR034C	1.826
YKL200C	1.826
YDR147W	1.826
YDR105C	1.909
YBL058W	1.909
YDR120C	1.909
YOR049C	1.909
YKL149C	1.909
YPL049C	1.909
YGR031W	1.909
YKL070W	1.909
YAL067C	1.909
YMR110C	1.909
YCL075W	1.909
YGR144W	1.909
YLR387C	1.909
YBL049W	1.909
YJL162C	1.909
YLR265C	1.909
YGL087C	1.909
YOR208W	1.909
YPL005W	1.909
YKL073W	1.909
YHR038W	1.909
YOR037W	1.909
YNR074C	1.909
YBR227C	1.909
YOR191W	1.909
YBR299W	1.909
YKR090W	1.909
YKR088C	1.909
YHR046C	1.909
YOR235W	1.909
YPR003C	1.909
YPL067C	1.909
YOR356W	1.909
YOR199W	1.909
YOL125W	1.909
YNR014W	1.909
YLR279W	1.909
YKL136W	1.909
YDR209C	1.909
YBR246W	1.909
YAL027W	1.909
YPL183W-A	7.955
YOR101W	1.909
YHR108W	1.909
YNL230C	1.909
YMR305C	1.909
YMR035W	1.909
YML057W	1.909
YJL130C	1.909
YGR225W	1.909
YNR024W	1.909
YOR229W	2.000
YOR358W	2.000
YHR079C	2.000
YNR002C	2.000
YLR273C	2.000
YJL149W	2.000
YNL099C	2.000
YLR413W	2.000
YFL012W	2.000
YGL261C	2.000
YLR412W	2.000
YKL061W	2.000
YGL226W	2.000
YGL220W	2.000
YGL242C	2.000
YKL121W	2.000
YDL025C	2.000
YFR038W	2.000
YPR159W	2.000
YCL039W	2.000
YOR188W	2.000
YBR111W-A	2.000
YNL016W	2.000
YKL051W	2.000
YDR229W	2.000
YNL047C	2.000
YGR159C	2.000
YHR152W	2.000
YPR134W	2.000
YBL001C	2.000
YKR072C	2.000
YPL104W	2.000
YBL013W	2.000
YPL039W	2.000
YOR223W	2.000
YOL087C	2.000
YOL050C	2.000
YNR040W	2.000
YGR107W	2.000
YBR134W	2.000
YLR425W	2.000
YHL032C	2.000
YPL262W	2.000
YHR105W	2.000
YHR031C	2.000
YKR091W	2.000
YPL239W	2.000
YGR202C	2.000
YDR388W	2.000
YDR474C	2.000
YEL024W	2.100
YMR106C	2.100
YOL089C	2.100
YKL077W	2.100
YBR197C	2.100
YPL119C	2.100
YKL156W	2.100
YBL002W	2.100
YBL003C	2.100
YKL164C	2.100
YBR186W	2.100
YDR163W	2.100
YHR076W	2.100
YNL284C	2.100
YOR334W	2.100
YPR140W	2.100
YOL013W-A	2.100
YGL006W-A	2.100
YOR024W	2.100
YOR338W	2.100
YHL037C	2.100
YBL053W	2.100
YAL066W	2.100
YCR060W	2.100
YJL052W	2.100
YKL123W	2.100
YGR182C	2.100
YCR087W	2.100
YNR015W	2.100
YPL072W	2.100
YLR024C	2.100
YIL084C	2.100
YHR044C	2.100
YJL017W	2.100
YGL210W	2.100
YKR089C	2.211
YJL138C	2.211
YLR182W	2.211
YOL148C	2.211
YDL005C	2.211
YPR111W	2.211
YHL033C	2.211
YKR104W	2.211
YMR293C	2.211
YLR218C	2.211
YBR242W	2.211
YGR272C	2.211
YKL105C	2.211
YDR115W	2.211
YFL007W	2.211
YGR230W	2.211
YGL211W	2.211
YML101C	2.211
YIL049W	2.211
YHR039C	2.211
YGR143W	2.211
YLR320W	2.211
YPL161C	2.211
YGR027C	2.211
YKR097W	2.211
YHR150W	2.211
YOR193W	2.211
YJL159W	2.211
YKL163W	2.211
YLR449W	2.211
YLR292C	2.211
YOR209C	2.211
YCR071C	2.211
YMR286W	2.211
YDR185C	2.211
YHL022C	2.211
YGL257C	2.211
YOL143C	2.211
YBR248C	2.211
YOL015W	2.211
YPL207W	2.211
YPL030W	2.211
YOR378W	2.211
YOR305W	2.211
YOR227W	2.211
YKL100C	2.211
YJL022W	2.211
YGR164W	2.211
YER079W	2.211
YDR539W	2.211
YBL048W	2.211
YKL034W	2.211
YCL040W	2.211
YGL205W	2.211
YLR206W	2.211
YMR326C	2.211
YNL053W	2.211
YKR078W	2.211
YGR233C	2.211
YOR226C	2.211
YBR077C	2.211
YDR214W	2.211
YBR213W	2.211
YGR244C	2.211
YPR201W	2.211
YPR138C	2.211
YGL256W	2.211
YDR059C	2.333
YBL056W	2.333
YMR313C	2.333
YLR266C	2.333
YGR132C	2.333
YPL037C	2.333
YPR192W	2.333
YPR188C	2.333
YLR012C	2.333
YGR043C	2.333
YLR271W	2.333
YCR079W	2.333
YGL259W	2.333
YHL023C	2.333
YGL229C	2.333
YPR148C	2.333
YBR231C	2.333
YMR118C	2.333
YPR155C	2.333
YGL227W	2.333
YER116C	2.333
YPL081W	2.333
YFL050C	2.333
YDL035C	2.333
YPL156C	2.333
YIL145C	2.333
YML074C	2.333
YKR080W	2.333
YOL068C	2.333
YER050C	2.333
YBR251W	2.333
YDR219C	2.333
YHR014W	2.333
YOR383C	2.333
YFR043C	2.333
YPR109W	2.333
YNR004W	2.333
YLR446W	2.333
YKL133C	2.333
YER039C-A	2.333
YPR122W	2.333
YLL042C	2.333
YLR232W	2.333
YGR064W	2.333
YBL082C	2.333
YHR143W	2.333
YDR155C	2.333
YGL133W	2.333
YOR028C	2.333
YGL226C-A	2.471
YKL043W	2.471
YIR017C	2.471
YKL188C	2.471
YPL078C	11.735
YMR287C	2.471
YMR315W	2.471
YKL069W	2.471
YGR042W	2.471
YML118W	2.471
YGR023W	2.471
YJL207C	2.471
YKL027W	2.471
YMR100W	2.471
YPR189W	2.471
YKL174C	2.471
YLR263W	2.471
YGR049W	2.471
YGR224W	2.471
YOL045W	2.471
YLR303W	2.471
YDR197W	2.471
YHL038C	2.471
YPR147C	2.471
YPR146C	2.471
YPR115W	2.471
YPL162C	2.471
YPL136W	2.471
YLR184W	2.471
YJL181W	2.471
YJL150W	2.471
YER113C	2.471
YPL086C	2.471
YPL274W	2.471
YOL112W	2.471
YFR056C	2.471
YBL100C	2.471
YOR008C-A	2.471
YOR367W	2.471
YPL163C	2.471
YLR210W	2.471
YGL234W	2.471
YPR145W	2.471
YDR477W	2.471
YOR099W	2.471
YJL012C	2.625
YOR337W	2.625
YGL243W	2.625
YGL162W	2.625
YHR199C	2.625
YGR231C	2.625
YOR136W	2.625
YPL273W	2.625
YGL164C	2.625
YBR250W	2.625
YLR297W	2.625
YLR050C	2.625
YFR044C	2.625
YKL050C	2.625
YMR140W	2.625
YLR267W	2.625
YNL094W	2.625
YLR219W	2.625
YGR229C	2.625
YFR024C-A	2.625
YGL203C	2.625
YNL049C	2.625
YGL208W	2.625
YPR196W	2.625
YML073C	2.625
YLR204W	2.625
YHR117W	2.625
YPL060W	2.625
YOR100C	2.625
YGL136C	2.625
YMR266W	2.625
YLR341W	2.625
YPR158W	2.625
YPL225W	2.625
YPL033C	2.625
YKL102C	2.625
YGR039W	2.625
YBR178W	2.625
YBL062W	2.625
YGL167C	2.625
YJL155C	2.625
YOR381W	2.625
YPL271W	2.625
YOR311C	2.625
YKL097C	2.625
YGR045C	2.625
YCL037C	2.625
YPR005C	2.625
YPL149W	2.625
YPL064C	2.625
YOL053C-A	2.625
YPL019C	2.800
YOR230W	2.800
YHL021C	2.800
YPR193C	2.800
YBR128C	2.800
YFR033C	2.800
YDL081C	2.800
YLR207W	2.800
YHR015W	2.800
YLR407W	2.800
YML083C	2.800
YCR087C-A	2.800
YGR066C	2.800
YJL170C	2.800
YGL126W	2.800
YHR077C	2.800
YPL164C	2.800
YNR027W	2.800
YKL127W	2.800
YHL034C	2.800
YOR375C	2.800
YBL016W	2.800
YOR150W	2.800
YJL209W	2.800
YKL029C	2.800
YOR195W	2.800
YPL272C	2.800
YPL077C	2.800
YOR318C	2.800
YOR214C	2.800
YNR042W	2.800
YLR169W	2.800
YKL053W	2.800
YGR069W	2.800
YGL262W	2.800
YER188W	2.800
YAL048C	2.800
YJL080C	2.800
YNL084C	2.800
YPL152W	2.800
YPR199C	2.800
YKL158W	2.800
YKL185W	3.000
YGR044C	3.000
YKL103C	3.000
YOR205C	3.000
YGR104C	3.000
YOR023C	3.000
YOR190W	3.000
YJL148W	3.000
YER144C	3.000
YKL168C	3.000
YFR032C	3.000
YHL042W	3.000
YKL142W	3.000
YPL088W	3.000
YFR040W	3.000
YPL165C	3.000
YOR301W	3.000
YFL034C-A	3.000
YOR371C	3.000
YPR156C	3.000
YNR041C	3.000
YJL147C	3.000
YJL134W	3.000
YBL047C	3.000
YJL153C	3.000
YPR123C	3.000
YOR342C	3.000
YOR105W	3.000
YJL182C	3.000
YGR068C	3.000
YLR322W	3.000
YLR217W	3.000
YNR001C	3.000
YIR028W	3.000
YKL170W	3.000
YJL206C-A	3.000
YJL142C	3.000
YKL086W	3.231
YGL237C	3.231
YGR183C	3.231
YER060W-A	3.231
YLR290C	3.231
YBL046W	3.231
YGR122W	3.231
YKL124W	3.231
YKL079W	3.231
YLR251W	3.231
YOL070C	3.231
YLR187W	3.231
YNR075W	3.231
YKL040C	3.231
YOR196C	3.231
YER114C	3.231
YLR325C	3.231
YPR152C	3.231
YHL016C	3.231
YPR194C	3.231
YDR005C	3.231
YLR181C	3.231
YKL155C	3.231
YGR215W	3.231
YOL095C	3.231
YLR289W	3.231
YKL106W	3.231
YLR300W	3.231
YPR117W	3.231
YLR282C	3.231
YKR105C	3.231
YKL169C	3.231
YIL039W	3.231
YER087W	3.231
YDL114W	3.231
YBL054W	3.231
YLR214W	3.231
YER178W	3.231
YHL005C	3.231
YOL008W	3.231
YJR025C	3.231
YLR393W	3.231
YER108C	3.231
YGR052W	3.500
YGR067C	3.500
YKL037W	3.500
YJL145W	3.500
YGR255C	3.500
YHR110W	3.500
YDL012C	3.500
YJL201W	3.500
YKL101W	3.500
YPR198W	3.500
YOR022C	3.500
YGR051C	3.500
YFR057W	3.500
YER091C-A	3.500
YPL258C	3.500
YOR185C	3.500
YKL148C	3.500
YMR103C	3.500
YHL003C	3.500
YPR167C	3.500
YGL127C	3.818
YPR191W	3.818
YGR059W	3.818
YPR106W	3.818
YLR216C	3.818
YGR056W	3.818
YHR106W	3.818
YDL045W-A	3.818
YDR231C	3.818
YLR201C	3.818
YER110C	3.818
YPL270W	3.818
YKL092C	3.818
YJL199C	3.818
YGR193C	3.818
YKL081W	4.200
YOR357C	4.200
YCR101C	4.200
YGL159W	4.200
YER058W	4.200
YGR057C	4.200
YGR085C	4.200
YOR107W	4.200
YMR077C	4.200
YNR037C	4.200
YGR257C	4.200
YCR024C	4.200
YOR186W	4.200
YIL011W	4.200
YHR177W	4.200
YJL164C	4.667
YGR006W	4.667
YLR180W	4.667
YKL091C	4.667
YGR222W	4.667
YDR074W	4.667
YKL003C	4.667
YHL030W	4.667
YJL168C	4.667
YIL086C	4.667
YBL021C	5.250
YLR168C	5.250
YGL197W	5.250
YKL176C	5.250
YKL090W	5.250
YPL259C	5.250
YGL129C	5.250
YJR113C	5.250
YBL090W	5.250
YPR047W	5.250
YBL099W	5.250
YDR195W	6.000
YKL032C	6.000
YOL084W	6.000
YKR006C	6.000
YEL050C	6.000
YNL185C	6.000
YKL134C	6.000
YNL213C	6.000
YIL148W	6.000
YKR073C	6.000
YCR095C	6.000
YBL045C	6.000
YKL046C	6.000
YDL056W	7.000
YDR298C	7.000
YDR523C	7.000
YBL080C	7.000
YKL085W	7.000
YOR200W	7.000
YOL107W	7.000
YGL165C	7.000
YGR243W	8.400
YDR529C	8.400
YMR152W	8.400
YHR011W	8.400
YNL159C	8.400
YGR010W	8.400
YGR171C	8.400
YGR112W	8.400
YLR260W	8.400
YOR019W	8.400
YDL129W	8.400
YPL234C	10.500
YNL243W	10.500
YGL222C	10.500
YLR125W	10.500
YHR168W	10.500
YDR204W	10.500
YJR144W	10.500
YCR046C	10.500
YNL177C	10.500
YML129C	10.500
YJL003W	10.500
YMR072W	10.500
YOR154W	10.500
YOR052C	10.500
YML087C	10.500
YER077C	10.500
YDR491C	10.500
YGL005C	10.500
YHR006W	14.000
YLR200W	14.000
YPR036W	14.000
YNR045W	14.000
YCR028C-A	14.000
YIL110W	14.000
YLR177W	14.000
YLL018C-A	14.000
YMR098C	14.000
YAL042W	14.000
YDR296W	14.000
YDR244W	14.000
YDL107W	14.000
YBL057C	14.000
YOL096C	14.000
YOR187W	14.000
YPL013C	14.000
YMR188C	14.000
YMR158W	14.000
YBR146W	14.000
YPR100W	14.000
YNL005C	14.000
YKR085C	14.000
YJL063C	14.000
YBR282W	14.000
YLR382C	14.000
YLR369W	14.000
YPR099C	14.000
YMR082C	14.000
YKL044W	14.000
YER097W	14.000
YDR010C	14.000
YDL133W	14.000
YER145C	14.000
YML112W	14.000
YMR089C	14.000
YGR167W	14.000
YBL019W	14.000
YBL068W	14.000
YER155C	21.000
YHR009C	21.000
YKL075C	21.000
YIR021W	21.000
YDR369C	21.000
YLR179C	21.000
YOL082W	21.000
YPL148C	21.000
YDL039C	21.000
YMR070W	21.000
YKL194C	21.000
YNL252C	21.000
YLR439W	21.000
YDR405W	21.000
YGL143C	21.000
YOL009C	21.000
YNL073W	21.000
YMR267W	21.000
YMR246W	21.000
YGR105W	21.000
YDR084C	21.000
YOL085C	21.000
YNL184C	21.000
YDL157C	21.000
YPL059W	21.000
YBR003W	21.000
YLR188W	21.000
YER044C	21.000
YJR121W	21.000
YER122C	21.000
YOR328W	21.000
YML110C	21.000
