ORF	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YNL153C	-0.226
YKL006W	-0.227
YHR168W	-0.228
YGR219W	-0.228
YAL020C	-0.228
YPL234C	-0.229
YER154W	-0.229
YMR167W	-0.229
YIR037W	-0.230
YJL118W	-0.230
YDL107W	-0.231
YLR439W	-0.232
YOR205C	-0.232
YOL081W	-0.232
YOR251C	-0.232
YPL183W-A	-0.234
YOL067C	-0.236
YGR257C	-0.236
YOR330C	-0.237
YOL121C	-0.237
YBL045C	-0.237
YDL142C	-0.240
YEL037C	-0.240
YFR040W	-0.240
YGL211W	-0.241
YAL048C	-0.241
YIR009W	-0.243
YNL120C	-0.243
YKL055C	-0.243
YKL206C	-0.245
YMR072W	-0.246
YLR018C	-0.246
YGR134W	-0.248
YGR223C	-0.248
YDR529C	-0.250
YCL069W	-0.251
YOR065W	-0.251
YBR119W	-0.252
YBL080C	-0.252
YER074W	-0.253
YKL134C	-0.254
YMR006C	-0.254
YAL004W	-0.255
YGL143C	-0.256
YDR333C	-0.256
YDR537C	-0.256
YNL273W	-0.257
YLR199C	-0.257
YJL046W	-0.257
YDL074C	-0.258
YGL241W	-0.258
YMR228W	-0.258
YLR181C	-0.259
YOL008W	-0.259
YGR078C	-0.259
YIR026C	-0.261
YLR191W	-0.262
YFR009W	-0.262
YOL020W	-0.263
YPR191W	-0.263
YLR056W	-0.266
YKL096W-A	-0.266
YOR167C	-0.266
YDR155C	-0.267
YPL005W	-0.267
YLR190W	-0.268
YDR048C	-0.269
YOR047C	-0.271
YMR153C-A	-0.271
YHR011W	-0.273
YER078C	-0.273
YOR302W	-0.273
YDR234W	-0.273
YNL001W	-0.274
YDR515W	-0.274
YBR282W	-0.274
YCR037C	-0.275
YDR110W	-0.276
YKL208W	-0.276
YBR034C	-0.276
YDR296W	-0.276
YCR086W	-0.277
YLR079W	-0.277
YGL107C	-0.277
YNR020C	-0.279
YHR075C	-0.280
YFL018C	-0.280
YDL044C	-0.280
YCL037C	-0.281
YOR083W	-0.281
YML103C	-0.282
YBL090W	-0.283
YOL080C	-0.283
YML073C	-0.283
YLR312W-A	-0.284
YMR287C	-0.284
YOR027W	-0.285
YOR072W	-0.285
YKL170W	-0.286
YMR186W	-0.286
YIL125W	-0.290
YLR410W	-0.291
YER017C	-0.291
YNL175C	-0.291
YPL105C	-0.291
YER058W	-0.292
YPR020W	-0.292
YGL148W	-0.294
YDR197W	-0.296
YCR028C-A	-0.296
YGL058W	-0.296
YKR084C	-0.298
YBR163W	-0.298
YDR194C	-0.298
YER137C	-0.299
YBR082C	-0.300
YPR164W	-0.302
YDR457W	-0.302
YAL005C	-0.304
YOR136W	-0.305
YKR006C	-0.306
YNL176C	-0.308
YOL159C	-0.309
YJR084W	-0.310
YPR052C	-0.311
YDR005C	-0.311
YHR111W	-0.311
YFL036W	-0.311
YGR220C	-0.311
YFL049W	-0.313
YOL027C	-0.313
YGR061C	-0.313
YDR175C	-0.314
YBR126C	-0.315
YLR052W	-0.315
YER037W	-0.318
YML032C	-0.318
YPR024W	-0.318
YER177W	-0.318
YBL079W	-0.319
YNL246W	-0.319
YBR221C	-0.321
YGR171C	-0.321
YPL104W	-0.321
YGL136C	-0.321
YGL234W	-0.325
YDR006C	-0.326
YCR016W	-0.326
YJR074W	-0.326
YPL213W	-0.327
YGR157W	-0.328
YOR128C	-0.329
YNL213C	-0.330
YEL056W	-0.331
YDR369C	-0.331
YOL079W	-0.331
YMR293C	-0.332
YHR067W	-0.332
YDR378C	-0.332
YBR061C	-0.333
YGR162W	-0.334
YGR160W	-0.335
YNL119W	-0.336
YDL088C	-0.336
YGR215W	-0.336
YGR178C	-0.339
YMR209C	-0.341
YOR182C	-0.341
YPR069C	-0.342
YDR004W	-0.343
YBR272C	-0.344
YDR315C	-0.344
YGL195W	-0.346
YDR237W	-0.346
YNL171C	-0.347
YER131W	-0.349
YLR024C	-0.350
YNL096C	-0.350
YGR076C	-0.351
YDR395W	-0.353
YML108W	-0.354
YBR085W	-0.355
YGR184C	-0.355
YLR363C	-0.358
YLR418C	-0.361
YKL011C	-0.362
YDR120C	-0.363
YKL056C	-0.364
YDR393W	-0.364
YPR189W	-0.367
YER169W	-0.368
YNR060W	-0.369
YER155C	-0.371
YLR027C	-0.372
YCR066W	-0.373
YJL101C	-0.373
YGR111W	-0.374
YJR109C	-0.375
YGR101W	-0.376
YNL005C	-0.376
YOR082C	-0.377
YHR060W	-0.377
YMR223W	-0.378
YBL016W	-0.383
YGR071C	-0.384
YOR303W	-0.384
YBR179C	-0.386
YKL032C	-0.387
YAR002W	-0.388
YEL045C	-0.389
YKL110C	-0.389
YLR200W	-0.389
YHR193C	-0.390
YLR398C	-0.390
YIR023W	-0.391
YMR098C	-0.393
YIL134W	-0.393
YDR156W	-0.394
YER056C-A	-0.395
YNL037C	-0.397
YCL061C	-0.451
YAR003W	-0.399
YPL262W	-0.399
YIL094C	-0.400
YHR206W	-0.400
YDR161W	-0.401
YMR089C	-0.401
YGR027C	-0.401
YNL147W	-0.404
YOL033W	-0.406
YJL063C	-0.406
YDR439W	-0.406
YIL084C	-0.410
YNL224C	-0.410
YLR374C	-0.411
YDR200C	-0.411
YMR100W	-0.412
YPL047W	-0.413
YNL071W	-0.413
YHR082C	-0.414
YHR031C	-0.415
YDR323C	-0.420
YOR187W	-0.421
YIL018W	-0.421
YBR025C	-0.422
YBR174C	-0.422
YGL214W	-0.425
YER156C	-0.428
YNL073W	-0.432
YKR010C	-0.432
YAL013W	-0.433
YBL099W	-0.433
YJL102W	-0.435
YEL050C	-0.435
YLR039C	-0.436
YBR146W	-0.437
YPL183C	-0.438
YER116C	-0.441
YLL024C	-0.443
YDR241W	-0.443
YCR071C	-0.443
YHR147C	-0.443
YDR298C	-0.445
YMR312W	-0.446
YOR295W	-0.451
YAL044C	-0.458
YBR118W	-0.458
YPL268W	-0.462
YOR221C	-0.462
YGL213C	-0.465
YOR076C	-0.466
YLR150W	-0.467
YPL102C	-0.469
YBR026C	-0.471
YMR070W	-0.474
YDL045W-A	-0.475
YNL184C	-0.480
YJL071W	-0.480
YHR100C	-0.482
YDR447C	-0.488
YFR036W	-0.490
YDL013W	-0.495
YER061C	-0.495
YCR031C	-0.496
YDL136W	-0.496
YKL113C	-0.497
YPL101W	-0.497
YMR198W	-0.499
YNL091W	-0.502
YKL016C	-0.503
YAL059W	-0.507
YNL177C	-0.509
YPL139C	-0.509
YDL021W	-0.511
YLR384C	-0.513
YPR124W	-0.515
YPL181W	-0.516
YJR063W	-0.520
YDR360W	-0.528
YOR308C	-0.528
YLR441C	-0.529
YPL144W	-0.530
YOL004W	-0.530
YLR021W	-0.536
YKR082W	-0.536
YDR418W	-0.539
YOR235W	-0.540
YGR200C	-0.541
YPL182C	-0.541
YJR043C	-0.542
YPL086C	-0.542
YDR034C	-0.543
YNR037C	-0.544
YPL037C	-0.546
YBR175W	-0.549
YGR187C	-0.549
YPL049C	-0.552
YOR211C	-0.556
YFL001W	-0.557
YCR051W	-0.563
YKR057W	-0.565
YBL006C	-0.569
YJR070C	-0.572
YGL219C	-0.575
YDL151C	-0.589
YMR062C	-0.590
YPR120C	-0.590
YLR315W	-0.591
YLR402W	-0.595
YLR139C	-0.596
YGL042C	-0.602
YLR344W	-0.604
YHR203C	-0.606
YGR081C	-0.611
YGL003C	-0.613
YDR083W	-0.613
YJR014W	-0.616
YNL016W	-0.618
YNL315C	-0.619
YBR277C	-0.621
YLR287C-A	-0.652
YAL010C	-0.630
YNL097C	-0.630
YJL177W	-0.630
YLR406C	-0.631
YOR080W	-0.636
YDL081C	-0.638
YML026C	-0.642
YDR121W	-0.646
YOR355W	-0.646
YIL128W	-0.651
YGR214W	-0.655
YGR135W	-0.655
YGL029W	-0.664
YLL002W	-0.674
YMR230W	-0.686
YNL197C	-0.699
YHR200W	-0.700
YGR118W	-0.701
YGL043W	-0.707
YAR015W	-0.710
YPL225W	-0.712
YLR320W	-0.715
YBR278W	-0.722
YER111C	-0.723
YGR034W	-0.726
YLR221C	-0.727
YJL148W	-0.729
YBR095C	-0.730
YLR435W	-0.730
YLR388W	-0.734
YKR094C	-0.737
YNL136W	-0.740
YNL067W	-0.743
YPR070W	-0.747
YGL105W	-0.747
YMR263W	-0.749
YDL191W	-0.754
YHR021C	-0.762
YGR148C	-0.762
YJL200C	-0.764
YGR204W	-0.767
YER007C-A	-0.773
YFR031C-A	-0.774
YPR045C	-0.774
YBR267W	-0.776
YOL039W	-0.776
YOR234C	-0.778
YCL010C	-0.782
YGL088W	-0.782
YFL032W	-0.785
YJR094W-A	-0.786
YFL031W	-0.789
YJL130C	-0.798
YLR062C	-0.803
YLR264W	-0.803
YGL218W	-0.808
YBR189W	-0.809
YBR048W	-0.814
YPL239W	-0.815
YNL109W	-0.817
YER002W	-0.822
YPL097W	-0.823
YKL143W	-0.828
YLR192C	-0.833
YOR001W	-0.834
YHR079C	-0.854
YDL083C	-0.854
YDR024W	-0.872
YMR194W	-0.872
YIL133C	-0.872
YDR025W	-0.883
YGL016W	-0.893
YDR335W	-0.894
YPR131C	-0.895
YBR181C	-0.896
YBL027W	-0.899
YDL061C	-0.905
YKR074W	-0.906
YMR193C-A	-0.910
YPR044C	-0.914
YLR182W	-0.916
YFL016C	-0.918
YKR092C	-0.920
YNR004W	-0.924
YPL079W	-0.928
YIL110W	-0.930
YPR135W	-0.935
YPL090C	-0.937
YGL031C	-0.937
YOR312C	-0.941
YHR081W	-0.943
YDR471W	-0.949
YNL064C	-0.949
YBR031W	-0.949
YNL227C	-0.953
YJL175W	-0.954
YHR064C	-0.957
YKL009W	-0.957
YBR194W	-0.962
YDR359C	-0.989
YDR450W	-0.997
YHR066W	-0.997
YBL039C	-0.999
YML017W	-1.005
YNR010W	-1.007
YHR034C	-1.010
YDR017C	-1.010
YDR432W	-1.012
YDL063C	-1.017
YDR496C	-1.022
YLL045C	-1.028
YOL006C	-1.030
YMR143W	-1.032
YFR032C-A	-1.032
YLR373C	-1.034
YPL080C	-1.042
YER040W	-1.049
YFL023W	-1.058
YOR293W	-1.061
YPR057W	-1.067
YNL069C	-1.073
YDL130W	-1.087
YNL228W	-1.089
YBR191W	-1.101
YER141W	-1.105
YGL078C	-1.111
YGR085C	-1.117
YNL302C	-1.120
YDR101C	-1.140
YMR125W	-1.145
YLR048W	-1.148
YBL087C	-1.149
YDR532C	-1.153
YOR078W	-1.168
YHL033C	-1.179
YDL082W	-1.184
YLR448W	-1.192
YGR285C	-1.203
YOL041C	-1.206
YHR041C	-1.210
YCL058C	-1.218
YDR500C	-1.229
YJR032W	-1.230
YEL054C	-1.236
YGL147C	-1.244
YNL226W	-1.251
YGR252W	-1.292
YJR055W	-1.307
YEL033W	-1.325
YOR309C	-1.325
YMR116C	-1.330
YBR084C-A	-1.343
YML024W	-1.345
YER139C	-1.345
YPL157W	-1.358
YGR159C	-1.363
YPR043W	-1.437
YBR266C	-1.439
YMR269W	-1.444
YLR184W	-1.446
YKL204W	-1.464
YLR185W	-1.477
YLR061W	-1.501
YGL127C	-1.535
YDR382W	-1.564
YIR005W	-1.589
YGL066W	-1.700
YPL178W	-1.711
YGL174W	-1.756
YLR055C	-1.852
YDR448W	-1.942
YMR242C	-1.947
YMR080C	-1.967
YDR176W	-2.024
YGR072W	-2.083
YHR077C	-2.116
YDR392W	-2.314
YBR081C	-2.656
