ORF	hap a | protein transport to the vacuole (GFP-Yif1) | rapamycin [200 ug/L], temperature [26 C] | SC - Ura | Dobzinski N~Gerst JE, 2015	hap a | protein transport to the vacuole (GFP-Yif1) | temperature [26 C] | SC - Ura | Dobzinski N~Gerst JE, 2015
YNL289W	0.000	0.000
YNL291C	0.000	0.000
YNL292W	0.000	0.000
YNL293W	0.000	0.000
YNL294C	0.000	0.000
YNL295W	0.000	0.000
YNL296W	0.000	0.000
YNL297C	0.000	0.000
YNL298W	0.000	0.000
YNL299W	0.000	0.000
YNL300W	0.000	0.000
YNL301C	0.000	0.000
YNL302C	0.000	0.000
YNL303W	0.000	0.000
YNL304W	0.000	0.000
YNL305C	0.000	0.000
YNL307C	0.000	0.000
YNL309W	0.000	0.000
YNL311C	0.000	0.000
YNL314W	0.000	0.000
YNL315C	0.000	0.000
YNL316C	0.000	0.000
YNL318C	0.000	0.000
YNL319W	0.000	0.000
YNL320W	0.000	0.000
YNL321W	0.000	0.000
YNL322C	0.000	0.000
YNL323W	0.000	0.000
YNL324W	0.000	0.000
YNL325C	0.000	0.000
YNL326C	0.000	0.000
YNL327W	0.000	0.000
YNL328C	0.000	0.000
YNL329C	0.000	0.000
YNL330C	0.000	0.000
YNL332W	0.000	0.000
YNL333W	0.000	0.000
YNL334C	0.000	0.000
YNL335W	0.000	0.000
YNL336W	0.000	0.000
YNL338W	0.000	0.000
YNL339C	0.000	0.000
YNR001C	0.000	0.000
YNR002C	0.000	0.000
YNR004W	0.000	0.000
YNR005C	0.000	0.000
YNR006W	1.000	0.000
YNR007C	0.000	0.000
YNR008W	0.000	0.000
YNR009W	0.000	0.000
YNR010W	0.000	0.000
YNR012W	0.000	0.000
YNR013C	0.000	0.000
YNR014W	0.000	0.000
YNR015W	0.000	0.000
YNR018W	0.000	0.000
YNR019W	0.000	0.000
YNR020C	0.000	0.000
YNR021W	0.000	0.000
YNR022C	0.000	0.000
YNR024W	0.000	0.000
YNR025C	0.000	0.000
YNR027W	0.000	0.000
YNR028W	0.000	0.000
YNR029C	0.000	0.000
YNR030W	0.000	0.000
YNR031C	0.000	0.000
YNR032C-A	0.000	0.000
YNR032W	0.000	0.000
YNR033W	0.000	0.000
YNR034W	0.000	0.000
YNR036C	0.000	0.000
YNR037C	0.000	0.000
YNR039C	0.000	0.000
YNR040W	0.000	0.000
YNR041C	0.000	0.000
YNR042W	0.000	0.000
YNR045W	0.000	0.000
YNR047W	0.000	0.000
YNR048W	0.000	0.000
YNR049C	0.000	0.000
YNR050C	0.000	0.000
YNR051C	0.000	0.000
YNR052C	0.000	0.000
YNR055C	0.000	0.000
YNR056C	0.000	0.000
YNR057C	0.000	0.000
YNR058W	0.000	0.000
YNR059W	0.000	0.000
YNR060W	0.000	0.000
YNR061C	0.000	0.000
YNR062C	0.000	0.000
YNR063W	0.000	0.000
YNR064C	0.000	0.000
YNR065C	0.000	0.000
YNR066C	0.000	0.000
YNR067C	0.000	0.000
YNR068C	0.000	0.000
YNR069C	0.000	0.000
YNR070W	0.000	0.000
YNR071C	0.000	0.000
YNR072W	0.000	0.000
YNR073C	0.000	0.000
YNR074C	0.000	0.000
YNR075W	0.000	0.000
YOL001W	0.500	0.000
YOL002C	0.000	0.000
YOL003C	0.000	0.000
YOL004W	0.000	0.000
YOL006C	0.000	0.000
YOL007C	0.000	0.000
YOL008W	0.000	0.000
YOL009C	0.000	0.000
YOL011W	0.000	0.000
YOL012C	0.000	0.000
YOL013C	0.000	0.000
YOL013W-A	0.000	0.000
YOL013W-B	0.000	0.000
YOL014W	0.000	0.000
YOL015W	0.000	0.000
YOL016C	0.000	0.000
YOL017W	0.000	0.000
YOL018C	0.000	0.000
YOL019W	0.000	0.000
YOL019W-A	0.000	0.000
YOL020W	0.000	0.000
YOL023W	0.000	0.000
YOL024W	0.000	0.000
YOL025W	0.000	0.000
YOL027C	0.000	0.000
YOL028C	0.000	0.000
YOL029C	0.000	0.000
YOL030W	0.000	0.000
YOL031C	0.000	0.000
YOL032W	0.000	0.000
YOL033W	0.000	0.000
YOL035C	0.000	0.000
YOL036W	0.000	0.000
YOL037C	0.000	0.000
YOL038C-A	0.000	0.000
YOL039W	0.000	0.000
YOL041C	0.000	0.000
YOL042W	0.000	0.000
YOL043C	0.000	0.000
YOL044W	0.000	0.000
YOL045W	0.000	0.000
YOL046C	0.000	0.000
YOL047C	0.000	0.000
YOL048C	0.000	0.000
YOL049W	0.000	0.000
YOL050C	0.000	0.000
YOL051W	0.000	0.000
YOL052C	0.000	0.000
YOL052C-A	0.000	0.000
YOL053W	0.000	0.000
YOL054W	0.000	0.000
YOL055C	0.000	0.000
YOL056W	0.000	0.000
YOL057W	0.000	0.000
YOL058W	0.000	0.000
YOL059W	0.000	0.000
YOL060C	0.000	0.000
YOL061W	0.000	0.000
YOL062C	0.000	0.000
YOL063C	0.000	0.000
YOL064C	0.000	0.000
YOL065C	0.000	0.000
YOL067C	0.000	0.000
YOL068C	0.000	0.000
YOL070C	0.000	0.000
YOL071W	0.000	0.000
YOL072W	0.000	0.000
YOL075C	0.000	0.000
YOL076W	0.000	0.000
YOL077W-A	0.000	0.000
YOL079W	0.000	0.000
YOL080C	0.000	0.000
YOL081W	0.000	0.000
YOL082W	0.000	0.000
YOL083W	0.000	0.000
YOL084W	0.000	0.000
YOL085C	0.000	0.000
YOL086C	0.000	0.000
YOL086W-A	0.000	0.000
YOL087C	0.000	0.000
YOL088C	0.000	0.000
YOL089C	0.000	0.000
YOL090W	0.000	0.000
YOL091W	0.000	0.000
YOL092W	0.000	0.000
YOL093W	0.000	0.000
YOL095C	0.000	0.000
YOL096C	0.000	0.000
YOL097W-A	0.000	0.000
YOL098C	0.000	0.000
YOL099C	0.000	0.000
YOL100W	0.000	0.000
YOL101C	0.000	0.000
YOL103W	0.000	0.000
YOL104C	0.000	0.000
YOL105C	0.000	0.000
YOL106W	0.000	0.000
YOL107W	0.000	0.000
YOL108C	0.000	0.000
YOL109W	0.000	0.000
YOL110W	0.000	0.000
YOL111C	0.000	0.000
YOL112W	0.000	0.000
YOL113W	0.000	0.000
YOL114C	0.000	0.000
YOL115W	0.000	0.000
YOL116W	0.000	0.000
YOL117W	0.000	0.000
YOL118C	0.000	0.000
YOL119C	0.000	0.000
YOL121C	0.000	0.000
YOL122C	0.000	0.000
YOL124C	0.000	0.000
YOL125W	0.000	0.000
YOL126C	0.000	0.000
YOL128C	0.000	0.000
YOL129W	0.000	0.000
YOL131W	0.000	0.000
YOL132W	0.000	0.000
YOL136C	0.000	0.000
YOL137W	0.000	0.000
YOL138C	0.000	0.000
YOL141W	0.000	0.000
YOL143C	0.000	0.000
YOL147C	0.000	0.000
YOL148C	0.000	0.000
YOL150C	0.000	0.000
YOL151W	0.000	0.000
YOL152W	0.000	0.000
YOL153C	0.000	0.000
YOL155C	0.000	0.000
YOL158C	0.000	0.000
YOL159C	0.000	0.000
YOL159C-A	0.000	0.000
YOL160W	0.000	0.000
YOL162W	0.000	0.000
YOL163W	0.000	0.000
YOL164W-A	0.000	0.000
YOR001W	0.000	0.000
YOR002W	0.000	0.000
YOR003W	0.000	0.000
YOR005C	0.000	0.000
YOR006C	0.000	0.000
YOR007C	0.000	0.000
YOR008C	0.000	0.000
YOR008C-A	0.000	0.000
YOR009W	0.000	0.000
YOR010C	0.000	0.000
YOR011W	0.000	0.000
YOR012W	0.000	0.000
YOR013W	0.000	0.000
YOR014W	0.000	0.000
YOR015W	0.000	0.000
YOR016C	0.000	0.000
YOR017W	0.000	0.000
YOR018W	0.000	0.000
YOR019W	0.000	0.000
YOR020W-A	0.000	0.000
YOR021C	0.000	0.000
YOR022C	0.000	0.000
YOR023C	0.000	0.000
YOR024W	0.000	0.000
YOR025W	0.000	0.000
YOR026W	0.000	0.000
YOR027W	0.000	0.000
YOR028C	0.000	0.000
YOR029W	0.000	0.000
YOR030W	0.000	0.000
YOR031W	0.000	0.000
YOR032C	0.000	0.000
YOR033C	0.000	0.000
YOR034C	0.000	0.000
YOR034C-A	0.000	0.000
YOR035C	0.000	0.000
YOR036W	0.000	0.000
YOR037W	0.000	0.000
YOR038C	0.000	0.000
YOR039W	0.000	0.000
YOR040W	0.000	0.000
YOR041C	0.000	0.000
YOR042W	0.000	0.000
YOR043W	0.000	0.000
YOR044W	0.000	0.000
YOR045W	0.000	0.000
YOR047C	0.000	0.000
YOR049C	0.000	0.000
YOR050C	0.000	0.000
YOR051C	0.000	0.000
YOR052C	0.000	0.000
YOR053W	0.000	0.000
YOR054C	0.000	0.000
YOR055W	0.000	0.000
YOR058C	0.000	0.000
YOR059C	0.000	0.000
YOR061W	0.000	0.000
YOR062C	0.000	0.000
YOR064C	0.000	0.000
YOR065W	0.000	0.000
YOR066W	0.000	0.000
YOR067C	0.000	0.000
YOR068C	0.000	0.000
YOR069W	0.000	0.000
YOR070C	0.000	0.000
YOR071C	0.000	0.000
YOR072W	0.000	0.000
YOR073W	0.000	0.000
YOR076C	0.000	0.000
YOR078W	0.000	0.000
YOR079C	0.000	0.000
YOR080W	0.000	0.000
YOR081C	0.000	0.000
YOR082C	0.000	0.000
YOR083W	0.000	0.000
YOR084W	0.000	0.000
YOR085W	0.000	0.000
YOR086C	0.000	0.000
YOR087W	0.000	0.000
YOR089C	0.000	0.000
YOR090C	0.000	0.000
YOR091W	0.000	0.000
YOR092W	0.000	0.000
YOR093C	0.000	0.000
YOR094W	0.000	0.000
YOR096W	0.000	0.000
YOR097C	0.000	0.000
YOR099W	0.000	0.000
YOR100C	0.000	0.000
YOR101W	0.000	0.000
YOR104W	0.000	0.000
YOR105W	0.000	0.000
YOR106W	1.000	0.000
YOR107W	0.000	0.000
YOR108W	0.000	0.000
YOR109W	0.000	0.000
YOR111W	0.000	0.000
YOR112W	0.000	0.000
YOR113W	0.000	0.000
YOR114W	0.000	0.000
YOR115C	0.000	0.000
YOR118W	0.000	0.000
YOR120W	0.000	0.000
YOR121C	0.000	0.000
YOR123C	0.000	0.000
YOR124C	0.000	0.000
YOR125C	0.000	0.000
YOR126C	0.000	0.000
YOR127W	0.000	0.000
YOR128C	0.000	1.000
YOR129C	0.000	0.000
YOR130C	0.000	0.000
YOR131C	0.000	0.000
YOR132W	0.000	0.000
YOR133W	0.000	0.000
YOR134W	0.000	0.000
YOR135C	0.000	0.000
YOR136W	0.000	0.000
YOR137C	0.000	0.000
YOR138C	0.000	0.000
YOR139C	0.000	0.000
YOR140W	0.000	0.000
YOR141C	0.000	0.000
YOR142W	0.000	0.000
YOR144C	0.000	0.000
YOR147W	0.000	0.000
YOR150W	0.000	0.000
YOR152C	0.000	0.000
YOR153W	0.000	0.000
YOR154W	0.000	0.000
YOR155C	0.000	0.000
YOR156C	0.000	0.000
YOR158W	0.000	0.000
YOR161C	0.000	0.000
YOR161C-C	0.000	0.000
YOR162C	0.000	0.000
YOR163W	0.000	0.000
YOR164C	0.000	0.000
YOR165W	0.000	0.000
YOR166C	0.000	0.000
YOR167C	0.000	0.000
YOR170W	0.000	0.000
YOR171C	0.000	0.000
YOR172W	0.000	0.000
YOR173W	0.000	0.000
YOR175C	0.000	0.000
YOR177C	0.000	0.000
YOR178C	0.000	0.000
YOR179C	0.000	0.000
YOR180C	0.000	0.000
YOR182C	0.000	0.000
YOR183W	0.000	0.000
YOR184W	0.000	0.000
YOR185C	0.000	0.000
YOR186W	0.000	0.000
YOR187W	0.000	0.000
YOR188W	0.000	0.000
YOR189W	0.000	0.000
YOR190W	0.000	0.000
YOR191W	0.000	0.000
YOR192C	0.000	0.000
YOR193W	0.000	0.000
YOR195W	0.000	0.000
YOR196C	0.000	0.000
YOR197W	0.000	0.000
YOR198C	0.000	0.000
YOR199W	0.000	0.000
YOR200W	0.000	0.000
YOR201C	0.000	0.000
YOR202W	0.000	0.000
YOR205C	0.000	0.000
YOR208W	0.000	0.000
YOR209C	0.000	0.000
YOR211C	0.000	0.000
YOR212W	0.000	0.000
YOR213C	0.000	0.000
YOR214C	0.000	0.000
YOR215C	0.000	0.000
YOR216C	0.000	0.000
YOR219C	0.000	0.000
YOR220W	0.000	0.000
YOR221C	0.000	0.000
YOR222W	1.000	0.000
YOR223W	1.000	0.000
YOR225W	0.000	0.000
YOR226C	0.000	0.000
YOR227W	0.000	0.000
YOR228C	1.000	0.000
YOR229W	0.000	0.000
YOR230W	0.000	0.000
YOR231W	0.000	0.000
YOR233W	0.000	0.000
YOR234C	0.000	0.000
YOR235W	0.000	0.000
YOR237W	0.000	0.000
YOR238W	0.000	0.000
YOR239W	0.000	0.000
YOR241W	0.000	0.000
YOR242C	0.000	0.000
YOR243C	0.000	0.000
YOR245C	0.000	0.000
YOR246C	0.000	0.000
YOR247W	0.000	0.000
YOR248W	0.000	0.000
YOR251C	0.000	0.000
YOR252W	0.000	0.000
YOR253W	0.000	0.000
YOR255W	0.000	0.000
YOR258W	0.000	0.000
YOR263C	0.000	0.000
YOR264W	0.000	0.000
YOR265W	0.000	0.000
YOR266W	0.000	0.000
YOR267C	0.000	0.000
YOR268C	0.000	0.000
YOR269W	0.000	0.000
YOR270C	0.000	0.000
YOR271C	0.000	0.000
YOR273C	0.000	0.000
YOR274W	0.000	0.000
YOR275C	0.000	0.000
YOR276W	0.000	0.000
YOR277C	0.000	0.000
YOR279C	0.000	0.000
YOR280C	0.000	0.000
YOR283W	0.000	0.000
YOR284W	0.000	0.000
YOR285W	0.000	0.000
YOR286W	0.000	0.000
YOR288C	0.000	0.000
YOR289W	0.000	0.000
YOR290C	0.000	0.000
YOR291W	0.000	0.000
YOR292C	0.000	0.000
YOR293C-A	0.000	0.000
YOR293W	0.000	0.000
YOR295W	0.000	0.000
YOR296W	0.000	0.000
YOR297C	0.000	0.000
YOR298C-A	0.000	0.000
YOR298W	0.000	0.000
YOR299W	0.000	0.000
YOR300W	0.000	0.000
YOR301W	0.000	0.000
YOR302W	0.000	0.000
YOR303W	0.000	0.000
YOR304C-A	0.000	0.000
YOR304W	0.000	0.000
YOR305W	0.000	0.000
YOR306C	0.000	0.000
YOR307C	0.000	0.000
YOR308C	0.000	0.000
YOR309C	0.000	0.000
YOR311C	0.000	0.000
YOR312C	0.000	0.000
YOR313C	0.000	0.000
YOR314W	0.000	0.000
YOR315W	0.000	0.000
YOR316C	0.000	0.000
YOR316C-A	0.000	0.000
YOR317W	0.000	0.000
YOR318C	0.000	0.000
YOR320C	0.000	0.000
YOR321W	0.000	0.000
YOR322C	0.000	0.000
YOR323C	0.000	0.000
YOR324C	0.000	0.000
YOR325W	0.000	0.000
YOR327C	0.000	0.000
YOR328W	0.000	0.000
YOR330C	0.000	0.000
YOR331C	0.000	0.000
YOR332W	0.000	0.000
YOR333C	0.000	0.000
YOR334W	0.000	0.000
YOR337W	0.000	0.000
YOR338W	0.000	0.000
YOR339C	0.000	0.000
YOR342C	0.000	0.000
YOR343C	0.000	0.000
YOR344C	0.000	0.000
YOR345C	0.000	0.000
YOR346W	0.000	0.000
YOR347C	0.000	0.000
YOR348C	0.000	0.000
YOR349W	0.000	0.000
YOR350C	0.000	0.000
YOR351C	0.000	0.000
YOR352W	0.000	0.000
YOR354C	0.000	0.000
YOR355W	0.000	0.000
YOR356W	0.000	0.000
YOR357C	0.000	0.000
YOR358W	0.000	0.000
YOR359W	0.000	0.000
YOR360C	0.000	0.000
YOR363C	0.000	0.000
YOR364W	0.000	0.000
YOR365C	0.000	0.000
YOR366W	0.000	0.000
YOR367W	0.000	0.000
YOR368W	0.000	0.000
YOR369C	0.000	0.000
YOR371C	0.000	0.000
YOR374W	0.000	0.000
YOR375C	0.000	0.000
YOR376W	0.000	0.000
YOR376W-A	0.000	0.000
YOR377W	0.000	0.000
YOR378W	0.000	0.000
YOR379C	0.000	0.000
YOR380W	0.000	0.000
YOR381W	0.000	0.000
YOR382W	0.000	0.000
YOR383C	0.000	0.000
YOR384W	0.000	0.000
YOR385W	0.000	0.000
YOR386W	0.000	0.000
YPL001W	0.000	0.000
YPL002C	1.000	0.000
YPL003W	0.000	0.000
YPL004C	0.000	0.000
YPL005W	0.000	0.000
YPL006W	0.000	0.000
YPL008W	0.000	0.000
YPL009C	0.000	0.000
YPL013C	0.000	0.000
YPL014W	0.000	0.000
YPL015C	0.000	0.000
YPL017C	0.000	0.000
YPL018W	0.000	0.000
YPL019C	0.000	0.000
YPL021W	0.000	0.000
YPL022W	0.000	0.000
YPL023C	0.000	0.000
YPL024W	0.000	0.000
YPL025C	0.000	0.000
YPL026C	0.000	0.000
YPL027W	0.000	0.000
YPL029W	0.000	0.000
YPL030W	0.000	0.000
YPL031C	0.000	0.000
YPL032C	0.000	0.000
YPL033C	0.000	0.000
YPL034W	0.000	0.000
YPL035C	0.000	0.000
YPL036W	0.000	0.000
YPL037C	0.000	0.000
YPL038W	0.000	0.000
YPL038W-A	0.000	0.000
YPL039W	0.000	0.000
YPL040C	0.000	0.000
YPL041C	0.000	0.000
YPL042C	0.000	0.000
YPL045W	0.000	0.000
YPL046C	0.000	0.000
YPL047W	0.000	0.000
YPL048W	0.000	0.000
YPL049C	0.000	0.000
YPL050C	0.000	0.000
YPL051W	0.000	0.000
YPL052W	0.000	0.000
YPL053C	0.000	0.000
YPL054W	0.000	0.000
YPL055C	0.000	0.000
YPL056C	0.000	0.000
YPL057C	0.000	0.000
YPL058C	0.000	0.000
YPL059W	0.000	0.000
YPL060W	0.000	0.000
YPL061W	0.000	0.000
YPL062W	0.000	0.000
YPL064C	0.000	0.000
YPL065W	1.000	0.000
YPL066W	0.000	0.000
YPL067C	0.000	0.000
YPL068C	0.000	0.000
YPL069C	0.000	0.000
YPL070W	0.000	0.000
YPL071C	0.000	0.000
YPL072C	0.000	0.000
YPL073W	0.000	0.000
YPL074W	0.000	0.000
YPL077C	0.000	0.000
YPL078C	0.000	0.000
YPL079W	0.000	0.000
YPL080C	0.000	0.000
YPL081W	0.000	0.000
YPL084W	0.000	0.000
YPL086C	0.000	0.000
YPL087W	0.000	0.000
YPL088W	0.000	0.000
YPL089C	0.000	0.000
YPL090C	0.000	0.000
YPL091W	0.000	0.000
YPL092W	0.000	0.000
YPL095C	0.000	0.000
YPL096C-A	0.000	0.000
YPL096W	0.000	0.000
YPL097W	0.000	0.000
YPL098C	0.000	0.000
YPL099C	0.000	0.000
YPL100W	0.000	0.000
YPL101W	0.000	0.000
YPL102C	0.000	0.000
YPL103C	0.000	0.000
YPL104W	0.000	0.000
YPL105C	0.000	0.000
YPL106C	0.000	0.000
YPL107W	0.000	0.000
YPL108W	0.000	0.000
YPL109C	0.000	0.000
YPL110C	0.000	0.000
YPL111W	0.000	0.000
YPL112C	0.000	0.000
YPL113C	0.000	0.000
YPL114W	0.000	0.000
YPL115C	0.000	0.000
YPL116W	0.000	0.000
YPL118W	0.000	0.000
YPL119C	0.000	0.000
YPL119C-A	0.000	0.000
YPL120W	0.000	0.000
YPL121C	0.000	0.000
YPL123C	0.000	0.000
YPL125W	0.000	0.000
YPL127C	0.000	0.000
YPL129W	0.000	0.000
YPL130W	0.000	0.000
YPL132W	0.000	0.000
YPL133C	0.000	0.000
YPL134C	0.000	0.000
YPL135W	0.000	0.000
YPL136W	0.000	0.000
YPL137C	0.000	0.000
YPL138C	0.000	0.000
YPL139C	0.000	0.000
YPL140C	0.000	0.000
YPL141C	0.000	0.000
YPL144W	0.000	0.000
YPL145C	0.000	0.000
YPL147W	0.000	0.000
YPL148C	0.000	0.000
YPL149W	0.000	0.000
YPL150W	0.000	0.000
YPL152W	0.000	0.000
YPL152W-A	0.000	0.000
YPL154C	0.000	0.000
YPL155C	0.000	0.000
YPL156C	0.000	0.000
YPL157W	0.000	0.000
YPL158C	0.000	0.000
YPL159C	0.000	0.000
YPL161C	0.000	0.000
YPL162C	0.000	0.000
YPL163C	0.000	0.000
YPL164C	0.000	0.000
YPL165C	0.000	0.000
YPL166W	0.000	0.000
YPL167C	0.000	0.000
YPL168W	0.000	0.000
YPL170W	0.000	0.000
YPL171C	0.000	0.000
YPL172C	0.000	0.000
YPL173W	0.000	0.000
YPL174C	0.000	0.000
YPL176C	0.000	0.000
YPL177C	0.000	0.000
YPL178W	0.000	0.000
YPL179W	0.000	0.000
YPL180W	0.000	0.000
YPL181W	0.000	0.000
YPL182C	0.000	0.000
YPL183C	0.000	0.000
YPL183W	0.000	0.000
YPL183W-A	0.000	0.000
YPL184C	0.000	0.000
YPL185W	0.000	0.000
YPL186C	0.000	0.000
YPL187W	0.000	0.000
YPL188W	0.000	0.000
YPL189C-A	0.000	0.000
YPL189W	0.000	0.000
YPL191C	0.000	0.000
YPL192C	0.000	0.000
YPL193W	0.000	0.000
YPL194W	0.000	0.000
YPL195W	0.000	0.000
YPL196W	0.000	0.000
YPL197C	0.000	0.000
YPL198W	0.000	0.000
YPL199C	0.000	0.000
YPL200W	0.000	0.000
YPL201C	0.000	0.000
YPL202C	0.000	0.000
YPL203W	0.000	0.000
YPL205C	0.000	0.000
YPL206C	0.000	0.000
YPL207W	0.000	0.000
YPL208W	0.000	0.000
YPL212C	0.000	0.000
YPL213W	0.000	0.000
YPL214C	0.000	0.000
YPL215W	0.000	0.000
YPL216W	0.000	0.000
YPL219W	0.000	0.000
YPL220W	0.000	0.000
YPL221W	0.000	0.000
YPL222W	0.000	0.000
YPL223C	0.000	0.000
YPL224C	0.000	0.000
YPL225W	0.000	0.000
YPL226W	0.000	0.000
YPL227C	0.000	0.000
YPL229W	0.000	0.000
YPL230W	0.000	0.000
YPL232W	0.000	0.000
YPL234C	0.000	0.000
YPL236C	0.000	0.000
YPL239W	0.000	0.000
YPL240C	0.000	0.000
YPL241C	0.000	0.000
YPL244C	0.000	0.000
YPL245W	0.000	0.000
YPL246C	0.000	0.000
YPL247C	0.000	0.000
YPL248C	0.000	0.000
YPL249C	0.000	0.000
YPL250C	0.000	0.000
YPL253C	0.000	0.000
YPL254W	0.000	0.000
YPL256C	0.000	0.000
YPL257W	0.000	0.000
YPL258C	0.000	0.000
YPL259C	0.000	0.000
YPL260W	0.000	0.000
YPL261C	0.000	0.000
YPL262W	0.000	0.000
YPL263C	0.000	0.000
YPL264C	0.000	0.000
YPL265W	0.000	0.000
YPL267W	0.000	0.000
YPL268W	0.000	0.000
YPL269W	0.000	0.000
YPL270W	0.000	0.000
YPL271W	0.000	0.000
YPL272C	0.000	0.000
YPL273W	0.000	0.000
YPL274W	0.000	0.000
YPR001W	0.000	0.000
YPR002W	0.000	0.000
YPR003C	0.000	0.000
YPR004C	0.000	0.000
YPR005C	0.000	0.000
YPR006C	0.000	0.000
YPR007C	0.000	0.000
YPR008W	0.000	0.000
YPR009W	0.000	0.000
YPR011C	0.000	0.000
YPR012W	0.000	0.000
YPR013C	0.000	0.000
YPR014C	0.000	0.000
YPR015C	0.000	0.000
YPR017C	0.000	0.000
YPR018W	0.000	0.000
YPR020W	0.000	0.000
YPR021C	0.000	0.000
YPR022C	0.000	0.000
YPR023C	0.000	0.000
YPR024W	0.000	0.000
YPR026W	0.000	0.000
YPR027C	0.000	0.000
YPR028W	0.000	0.000
YPR029C	0.000	0.000
YPR030W	0.000	0.000
YPR031W	0.000	0.000
YPR032W	0.000	0.000
YPR036W	0.000	0.000
YPR037C	0.000	0.000
YPR038W	0.000	0.000
YPR039W	0.000	0.000
YPR040W	0.000	0.000
YPR042C	0.000	0.000
YPR043W	0.000	0.000
YPR044C	0.000	0.000
YPR045C	0.000	0.000
YPR046W	0.000	0.000
YPR047W	0.000	0.000
YPR049C	0.000	0.000
YPR050C	0.000	0.000
YPR051W	0.000	0.000
YPR052C	0.000	0.000
YPR053C	0.000	0.000
YPR054W	0.000	0.000
YPR057W	0.000	0.000
YPR058W	0.000	0.000
YPR059C	0.000	0.000
YPR060C	0.000	0.000
YPR061C	0.000	0.000
YPR062W	0.000	0.000
YPR063C	0.000	0.000
YPR064W	0.000	0.000
YPR065W	0.000	0.000
YPR066W	0.000	0.000
YPR067W	0.000	0.000
YPR068C	0.000	0.000
YPR069C	0.000	0.000
YPR070W	0.000	0.000
YPR071W	0.000	0.000
YPR072W	0.000	0.000
YPR073C	0.000	0.000
YPR074C	0.000	0.000
YPR075C	0.000	0.000
YPR076W	0.000	0.000
YPR077C	0.000	0.000
YPR078C	0.000	0.000
YPR079W	0.000	0.000
YPR083W	0.000	0.000
YPR084W	0.000	0.000
YPR087W	0.000	0.000
YPR089W	0.000	0.000
YPR091C	0.000	0.000
YPR092W	0.000	0.000
YPR093C	0.000	0.000
YPR095C	0.000	0.000
YPR096C	0.000	0.000
YPR097W	0.000	0.000
YPR098C	0.000	0.000
YPR099C	0.000	0.000
YPR100W	0.000	0.000
YPR101W	0.000	0.000
YPR106W	0.000	0.000
YPR108W-A	0.000	0.000
YPR109W	0.000	0.000
YPR111W	0.000	0.000
YPR114W	0.000	0.000
YPR115W	0.000	0.000
YPR116W	0.000	0.000
YPR117W	0.000	0.000
YPR118W	0.000	0.000
YPR119W	0.000	0.000
YPR120C	0.000	0.000
YPR121W	0.000	0.000
YPR122W	0.000	0.000
YPR123C	0.000	0.000
YPR124W	0.000	0.000
YPR125W	0.000	0.000
YPR126C	0.000	0.000
YPR127W	0.000	0.000
YPR128C	0.000	0.000
YPR129W	0.000	0.000
YPR130C	0.000	0.000
YPR131C	0.000	0.000
YPR132W	0.000	0.000
YPR133W-A	0.000	0.000
YPR134W	0.000	0.000
YPR135W	0.000	0.000
YPR138C	0.000	0.000
YPR139C	0.000	0.000
YPR140W	0.000	0.000
YPR141C	0.000	0.000
YPR145W	0.000	0.000
YPR146C	0.000	0.000
YPR147C	0.000	0.000
YPR148C	0.000	0.000
YPR149W	0.000	0.000
YPR150W	0.000	0.000
YPR151C	0.000	0.000
YPR152C	0.000	0.000
YPR153W	0.000	0.000
YPR154W	0.000	0.000
YPR155C	0.000	0.000
YPR156C	0.000	0.000
YPR157W	0.000	0.000
YPR158W	0.000	0.000
YPR159C-A	0.000	0.000
YPR159W	0.000	0.000
YPR160W	0.000	0.000
YPR163C	0.000	0.000
YPR164W	0.000	0.000
YPR166C	0.000	0.000
YPR167C	0.000	0.000
YPR170C	0.000	0.000
YPR171W	0.000	0.000
YPR172W	0.000	0.000
YPR173C	1.000	0.000
YPR174C	0.000	0.000
YPR179C	0.000	0.000
YPR184W	0.000	0.000
YPR185W	0.000	0.000
YPR188C	0.000	0.000
YPR189W	0.000	0.000
YPR191W	0.000	0.000
YPR192W	0.000	0.000
YPR193C	0.000	0.000
YPR194C	0.000	0.000
YPR195C	0.000	0.000
YPR196W	0.000	0.000
YPR197C	0.000	0.000
YPR198W	0.000	0.000
YPR199C	0.000	0.000
YPR200C	0.000	0.000
YPR201W	0.000	0.000
