ORF	hom | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	hom | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007
YLR179C	-0.119	NaN	0.094	NaN
YLR180W	0.289	NaN	0.575	NaN
YLR181C	0.191	NaN	0.614	NaN
YLR183C	0.036	NaN	-0.001	NaN
YLR184W	-1.262	NaN	-0.863	NaN
YLR185W	-0.613	NaN	-1.025	NaN
YLR186W	NaN	0.360	NaN	-0.332
YLR187W	-0.294	NaN	-0.271	NaN
YLR188W	-0.127	NaN	-0.089	NaN
YLR189C	0.036	NaN	0.110	NaN
YLR190W	-0.146	NaN	-0.066	NaN
YLR191W	-0.062	NaN	0.198	NaN
YLR192C	0.329	NaN	-0.187	NaN
YLR193C	1.100	NaN	0.474	NaN
YLR194C	-0.104	NaN	-0.103	NaN
YLR195C	NaN	-0.022	NaN	-0.136
YLR196W	NaN	0.079	NaN	0.264
YLR197W	NaN	0.209	NaN	0.220
YLR199C	-0.099	NaN	-0.044	NaN
YLR200W	0.082	NaN	0.137	NaN
YLR201C	0.009	NaN	0.209	NaN
YLR202C	0.057	NaN	0.068	NaN
YLR203C	-0.104	NaN	0.240	NaN
YLR204W	1.409	NaN	2.575	NaN
YLR205C	-0.153	NaN	0.148	NaN
YLR206W	0.241	NaN	0.225	NaN
YLR207W	-0.010	NaN	-0.015	NaN
YLR208W	NaN	0.128	NaN	-0.214
YLR209C	0.123	NaN	-0.046	NaN
YLR210W	-0.155	NaN	0.172	NaN
YLR211C	-0.063	NaN	-0.062	NaN
YLR212C	NaN	-0.002	NaN	-0.047
YLR213C	-0.284	NaN	0.091	NaN
YLR214W	-0.005	NaN	0.102	NaN
YLR215C	NaN	-0.011	NaN	-0.140
YLR216C	-0.016	NaN	0.134	NaN
YLR217W	-0.025	NaN	0.266	NaN
YLR218C	-0.184	NaN	0.207	NaN
YLR219W	-0.012	NaN	-0.123	NaN
YLR220W	-0.261	NaN	0.175	NaN
YLR221C	-0.289	NaN	-0.365	NaN
YLR222C	NaN	0.071	NaN	-0.153
YLR223C	NaN	0.150	NaN	0.143
YLR224W	0.072	NaN	0.088	NaN
YLR225C	0.156	NaN	-0.154	NaN
YLR227C	-0.101	NaN	0.019	NaN
YLR228C	0.123	NaN	-0.206	NaN
YLR229C	NaN	0.039	NaN	-0.245
YLR230W	NaN	0.039	NaN	-0.400
YLR231C	0.307	NaN	-0.257	NaN
YLR232W	0.246	NaN	0.123	NaN
YLR233C	0.445	NaN	NaN	NaN
YLR234W	0.544	NaN	NaN	NaN
YLR236C	0.110	NaN	0.014	NaN
YLR237W	0.066	NaN	-0.190	NaN
YLR238W	0.010	NaN	-0.206	NaN
YLR239C	0.197	NaN	0.081	NaN
YLR241W	0.049	NaN	-0.106	NaN
YLR243W	NaN	-0.044	NaN	-0.131
YLR246W	0.245	NaN	-0.753	NaN
YLR247C	0.153	NaN	0.281	NaN
YLR248W	0.408	NaN	-0.108	NaN
YLR249W	NaN	-0.092	NaN	-0.041
YLR250W	0.309	NaN	0.561	NaN
YLR252W	0.241	NaN	0.087	NaN
YLR253W	0.141	NaN	0.010	NaN
YLR254C	0.255	NaN	-0.073	NaN
YLR255C	0.018	NaN	0.136	NaN
YLR257W	0.874	NaN	-0.221	NaN
YLR258W	0.053	NaN	-0.079	NaN
YLR259C	NaN	0.038	NaN	0.082
YLR260W	0.560	NaN	0.138	NaN
YLR261C	0.315	NaN	-0.277	NaN
YLR262C	0.050	NaN	-0.173	NaN
YLR262C-A	0.109	NaN	0.002	NaN
YLR263W	0.048	NaN	0.216	NaN
YLR264W	0.599	NaN	0.445	NaN
YLR265C	0.233	NaN	-0.112	NaN
YLR266C	0.231	NaN	0.428	NaN
YLR267W	0.184	NaN	0.434	NaN
YLR268W	3.583	NaN	5.728	NaN
YLR269C	0.149	NaN	-0.278	NaN
YLR270W	-0.132	NaN	-0.170	NaN
YLR271W	0.134	NaN	-0.049	NaN
YLR272C	NaN	0.097	NaN	0.099
YLR273C	0.151	NaN	0.180	NaN
YLR274W	NaN	0.343	NaN	-0.339
YLR275W	NaN	0.048	NaN	0.098
YLR276C	NaN	0.006	NaN	0.106
YLR277C	NaN	0.127	NaN	0.164
YLR278C	-0.094	NaN	-0.453	NaN
YLR279W	0.144	NaN	-0.260	NaN
YLR280C	0.158	NaN	0.032	NaN
YLR281C	-0.013	NaN	0.021	NaN
YLR282C	0.162	NaN	-0.171	NaN
YLR283W	0.315	NaN	0.054	NaN
YLR284C	0.209	NaN	0.003	NaN
YLR285W	0.014	NaN	-0.027	NaN
YLR286C	0.268	NaN	-0.257	NaN
YLR287C	0.035	NaN	-0.083	NaN
YLR287C-A	0.333	NaN	0.269	NaN
YLR288C	0.001	NaN	0.236	NaN
YLR289W	0.201	NaN	0.094	NaN
YLR290C	0.228	NaN	0.004	NaN
YLR291C	NaN	0.245	NaN	0.105
YLR292C	0.332	NaN	0.099	NaN
YLR294C	0.194	NaN	0.104	NaN
YLR295C	-0.034	NaN	-0.041	NaN
YLR296W	0.095	NaN	0.057	NaN
YLR297W	0.074	NaN	0.089	NaN
YLR298C	NaN	0.988	NaN	-0.525
YLR299W	0.193	NaN	-0.031	NaN
YLR300W	0.154	NaN	0.184	NaN
YLR304C	1.315	NaN	1.647	NaN
YLR305C	NaN	0.178	NaN	0.376
YLR306W	0.082	NaN	-0.051	NaN
YLR307W	0.216	NaN	0.124	NaN
YLR308W	0.103	NaN	0.329	NaN
YLR309C	0.297	NaN	0.681	NaN
YLR310C	NaN	0.331	NaN	-0.091
YLR311C	0.364	NaN	0.174	NaN
YLR312C	0.202	NaN	0.094	NaN
YLR312W-A	0.511	NaN	-0.221	NaN
YLR313C	0.116	NaN	0.162	NaN
YLR314C	NaN	0.359	NaN	0.311
YLR315W	-0.192	NaN	0.497	NaN
YLR316C	NaN	0.594	NaN	-0.114
YLR317W	NaN	0.302	NaN	0.153
YLR318W	0.812	NaN	0.755	NaN
YLR319C	0.215	NaN	0.335	NaN
YLR320W	-0.012	NaN	NaN	NaN
YLR322W	0.949	NaN	1.933	NaN
YLR323C	NaN	0.295	NaN	0.077
YLR324W	0.019	NaN	-0.076	NaN
YLR325C	0.101	NaN	0.082	NaN
YLR326W	-0.063	NaN	-0.151	NaN
YLR327C	-0.122	NaN	0.028	NaN
YLR328W	-0.306	NaN	0.178	NaN
YLR329W	-0.104	NaN	0.106	NaN
YLR330W	0.542	NaN	1.056	NaN
YLR331C	0.023	NaN	0.001	NaN
YLR332W	0.126	NaN	-0.021	NaN
YLR334C	0.296	NaN	-0.318	NaN
YLR335W	-0.141	NaN	-0.193	NaN
YLR336C	NaN	0.004	NaN	-0.113
YLR337C	0.187	NaN	-0.036	NaN
YLR339C	NaN	0.016	NaN	-0.198
YLR340W	NaN	-0.016	NaN	-0.254
YLR341W	0.160	NaN	-0.050	NaN
YLR343W	0.161	NaN	-0.266	NaN
YLR344W	-0.131	NaN	-0.512	NaN
YLR345W	0.148	NaN	0.134	NaN
YLR346C	0.403	NaN	-0.433	NaN
YLR347C	NaN	0.433	NaN	-0.483
YLR348C	0.139	NaN	0.103	NaN
YLR349W	-0.058	NaN	-0.015	NaN
YLR350W	0.018	NaN	-0.194	NaN
YLR351C	0.154	NaN	0.292	NaN
YLR352W	0.205	NaN	0.073	NaN
YLR353W	0.018	NaN	0.078	NaN
YLR354C	0.179	NaN	-0.094	NaN
YLR355C	NaN	0.118	NaN	-0.163
YLR356W	-0.070	NaN	0.056	NaN
YLR357W	0.153	NaN	NaN	NaN
YLR358C	2.434	NaN	1.212	NaN
YLR359W	NaN	0.265	NaN	-0.532
YLR360W	0.722	NaN	1.426	NaN
YLR361C	0.648	NaN	-0.051	NaN
YLR363C	0.116	NaN	0.086	NaN
YLR364W	0.069	NaN	-0.013	NaN
YLR365W	0.003	NaN	-0.031	NaN
YLR366W	0.464	NaN	0.101	NaN
YLR367W	0.306	NaN	0.335	NaN
YLR368W	0.045	NaN	0.063	NaN
YLR369W	0.555	NaN	0.138	NaN
YLR370C	0.753	NaN	0.386	NaN
YLR371W	0.906	NaN	0.910	NaN
YLR372W	-0.258	NaN	-1.095	NaN
YLR373C	0.521	NaN	0.977	NaN
YLR374C	1.170	NaN	2.110	NaN
YLR375W	0.181	NaN	0.323	NaN
YLR376C	0.159	NaN	-0.099	NaN
YLR377C	0.188	NaN	-0.033	NaN
YLR378C	NaN	0.093	NaN	-0.246
YLR379W	NaN	0.130	NaN	-0.144
YLR380W	-0.060	NaN	-0.006	NaN
YLR381W	0.831	NaN	0.955	NaN
YLR382C	0.108	NaN	-0.831	NaN
YLR384C	0.131	NaN	-0.151	NaN
YLR385C	0.101	NaN	0.185	NaN
YLR386W	0.569	NaN	0.183	NaN
YLR387C	0.129	NaN	-0.027	NaN
YLR388W	1.859	NaN	0.524	NaN
YLR389C	-0.017	NaN	0.056	NaN
YLR390W	0.268	NaN	-0.189	NaN
YLR390W-A	0.349	NaN	0.288	NaN
YLR391W	0.633	NaN	1.039	NaN
YLR392C	0.226	NaN	0.041	NaN
YLR393W	0.338	NaN	0.125	NaN
YLR394W	0.358	NaN	-0.007	NaN
YLR395C	0.165	NaN	0.383	NaN
YLR396C	0.374	NaN	-1.056	NaN
YLR397C	NaN	-0.093	NaN	0.024
YLR398C	0.279	NaN	-0.225	NaN
YLR399C	0.950	NaN	1.128	NaN
YLR400W	0.165	NaN	0.012	NaN
YLR401C	0.166	NaN	0.133	NaN
YLR402W	0.144	NaN	0.196	NaN
YLR403W	-0.235	NaN	1.190	NaN
YLR404W	-0.017	NaN	0.487	NaN
YLR405W	0.231	NaN	0.017	NaN
YLR407W	0.081	NaN	-0.047	NaN
YLR408C	0.058	NaN	0.113	NaN
YLR409C	NaN	0.277	NaN	-0.062
YLR410W	0.003	NaN	-0.329	NaN
YLR412W	0.202	NaN	0.007	NaN
YLR413W	0.045	NaN	-0.087	NaN
YLR414C	0.116	NaN	0.036	NaN
YLR415C	-0.008	NaN	-0.157	NaN
YLR416C	0.142	NaN	-0.210	NaN
YLR417W	0.580	NaN	1.531	NaN
YLR418C	0.419	NaN	0.298	NaN
YLR420W	-0.045	NaN	-0.142	NaN
YLR421C	0.113	NaN	0.071	NaN
YLR422W	-0.026	NaN	-0.465	NaN
YLR423C	2.066	NaN	2.765	NaN
YLR424W	NaN	0.032	NaN	-0.057
YLR425W	0.195	NaN	0.221	NaN
YLR426W	0.273	NaN	0.071	NaN
YLR427W	-0.066	NaN	-0.322	NaN
YLR428C	0.250	NaN	-0.091	NaN
YLR429W	0.964	NaN	0.080	NaN
YLR430W	NaN	0.133	NaN	-0.005
YLR431C	0.241	NaN	-0.157	NaN
YLR432W	0.070	NaN	-0.424	NaN
YLR433C	0.192	NaN	0.084	NaN
YLR434C	0.439	NaN	0.178	NaN
YLR435W	-0.088	NaN	-0.401	NaN
YLR436C	0.726	NaN	0.544	NaN
YLR437C	0.281	NaN	-0.145	NaN
YLR438C-A	NaN	-0.009	NaN	0.088
YLR438W	0.282	NaN	-0.007	NaN
YLR439W	0.470	NaN	-0.264	NaN
YLR440C	NaN	-0.086	NaN	0.123
YLR441C	0.852	NaN	0.731	NaN
YLR443W	0.205	NaN	-0.195	NaN
YLR444C	0.152	NaN	-0.126	NaN
YLR445W	0.063	NaN	0.056	NaN
YLR446W	0.213	NaN	0.017	NaN
YLR447C	0.409	NaN	-0.002	NaN
YLR448W	-0.233	NaN	-0.727	NaN
YLR449W	0.211	NaN	-0.055	NaN
YLR450W	0.615	NaN	0.024	NaN
YLR451W	-0.048	NaN	0.110	NaN
YLR452C	0.209	NaN	-0.036	NaN
YLR453C	0.146	NaN	0.223	NaN
YLR454W	-0.043	NaN	-0.132	NaN
YLR456W	0.076	NaN	0.016	NaN
YLR457C	NaN	0.082	NaN	-0.056
YLR458W	NaN	0.018	NaN	0.045
YLR459W	NaN	0.117	NaN	0.099
YLR460C	0.126	NaN	0.061	NaN
YLR461W	0.246	NaN	0.089	NaN
YML001W	-0.443	NaN	-1.249	NaN
YML002W	-0.322	NaN	-0.933	NaN
YML003W	-0.244	NaN	-0.565	NaN
YML004C	0.979	NaN	-0.732	NaN
YML005W	-0.057	NaN	-1.242	NaN
YML006C	-0.313	NaN	-0.771	NaN
YML007W	-0.287	NaN	-0.929	NaN
YML008C	0.454	NaN	-0.479	NaN
YML009C	0.128	NaN	0.047	NaN
YML010C-B	-0.344	NaN	-0.080	NaN
YML010W	NaN	0.109	NaN	-0.253
YML010W-A	-0.200	NaN	-0.906	NaN
YML011C	0.165	NaN	-0.322	NaN
YML012W	0.154	NaN	-0.312	NaN
YML013C-A	0.468	NaN	0.435	NaN
YML013W	0.427	NaN	-0.521	NaN
YML014W	0.507	NaN	0.604	NaN
YML015C	NaN	0.106	NaN	-0.168
YML016C	-0.156	NaN	-0.899	NaN
YML017W	0.262	NaN	-0.581	NaN
YML018C	0.566	NaN	-0.577	NaN
YML019W	1.226	NaN	0.997	NaN
YML020W	0.558	NaN	-0.557	NaN
YML021C	0.611	NaN	1.105	NaN
YML022W	0.025	NaN	-0.697	NaN
YML023C	NaN	0.272	NaN	-0.546
YML024W	0.055	NaN	0.741	NaN
YML025C	NaN	0.153	NaN	-0.258
YML026C	0.448	NaN	-0.090	NaN
YML027W	-0.382	NaN	-0.145	NaN
YML028W	0.555	NaN	-0.835	NaN
YML029W	0.563	NaN	-0.850	NaN
YML030W	0.448	NaN	-0.514	NaN
YML031W	NaN	0.602	NaN	-0.211
YML032C	2.063	NaN	NaN	NaN
YML033W	0.421	NaN	-0.397	NaN
YML034W	0.150	NaN	-0.584	NaN
YML035C	-0.074	NaN	-0.083	NaN
YML035C-A	0.897	NaN	-0.731	NaN
YML037C	0.307	NaN	-0.397	NaN
YML038C	0.346	NaN	-0.108	NaN
YML041C	0.541	NaN	0.958	NaN
YML042W	0.131	NaN	0.108	NaN
YML043C	NaN	0.043	NaN	-0.137
YML046W	NaN	0.024	NaN	-0.434
YML047C	0.135	NaN	0.217	NaN
YML048W	1.115	NaN	0.635	NaN
YML048W-A	0.705	NaN	-0.579	NaN
YML049C	NaN	0.332	NaN	0.101
YML050W	0.442	NaN	-0.232	NaN
YML051W	0.642	NaN	-0.157	NaN
YML052W	0.426	NaN	-0.057	NaN
YML053C	0.305	NaN	-0.119	NaN
YML054C	0.646	NaN	-0.438	NaN
YML055W	0.208	NaN	0.203	NaN
YML056C	0.455	NaN	-0.184	NaN
YML057W	0.353	NaN	-0.174	NaN
YML058C-A	0.500	NaN	-0.334	NaN
YML058W	0.794	NaN	-0.322	NaN
YML059C	0.499	NaN	-0.303	NaN
YML060W	0.853	NaN	-0.369	NaN
YML061C	0.656	NaN	-0.402	NaN
YML062C	0.607	NaN	-0.259	NaN
YML063W	1.043	NaN	1.290	NaN
YML064C	NaN	0.183	NaN	-0.227
YML065W	NaN	0.160	NaN	-0.136
YML066C	0.229	NaN	-0.115	NaN
YML067C	0.427	NaN	0.569	NaN
YML068W	0.173	NaN	0.101	NaN
YML069W	NaN	0.060	NaN	-0.024
YML070W	0.551	NaN	-0.106	NaN
YML071C	0.904	NaN	0.901	NaN
YML072C	0.259	NaN	0.304	NaN
YML073C	0.490	NaN	0.677	NaN
YML074C	0.356	NaN	-0.013	NaN
YML075C	0.604	NaN	0.433	NaN
YML076C	0.146	NaN	-0.204	NaN
YML077W	NaN	-0.005	NaN	-0.133
YML078W	0.647	NaN	0.265	NaN
YML079W	0.502	NaN	0.091	NaN
YML080W	0.271	NaN	0.212	NaN
YML081C-A	0.240	NaN	0.313	NaN
YML081W	0.390	NaN	0.007	NaN
YML082W	0.843	NaN	0.042	NaN
YML083C	0.373	NaN	0.064	NaN
YML084W	0.358	NaN	-0.103	NaN
YML085C	NaN	-0.035	NaN	-0.355
YML086C	0.105	NaN	-0.018	NaN
YML087C	0.441	NaN	0.074	NaN
YML088W	0.523	NaN	0.131	NaN
YML089C	0.357	NaN	-0.041	NaN
YML090W	0.390	NaN	0.010	NaN
YML091C	NaN	0.296	NaN	-0.470
YML092C	NaN	0.068	NaN	-0.335
YML093W	NaN	1.006	NaN	-0.739
YML095C	0.170	NaN	-0.005	NaN
YML095C-A	1.342	NaN	0.470	NaN
YML096W	0.550	NaN	0.054	NaN
YML097C	0.297	NaN	0.166	NaN
YML098W	NaN	0.126	NaN	-0.155
YML099C	0.393	NaN	-0.058	NaN
YML100W	0.381	NaN	-0.130	NaN
YML100W-A	0.444	NaN	-0.120	NaN
YML101C	0.158	NaN	0.003	NaN
YML102C-A	0.166	NaN	-0.543	NaN
YML102W	0.060	NaN	-0.201	NaN
YML103C	0.515	NaN	0.204	NaN
YML104C	0.125	NaN	0.045	NaN
YML105C	NaN	0.007	NaN	-0.128
YML106W	0.812	NaN	0.374	NaN
YML107C	0.485	NaN	-0.208	NaN
YML108W	0.157	NaN	-0.399	NaN
YML109W	0.508	NaN	0.340	NaN
YML110C	0.380	NaN	0.034	NaN
YML111W	0.303	NaN	-0.053	NaN
YML112W	0.954	NaN	1.511	NaN
YML113W	0.604	NaN	0.277	NaN
YML114C	NaN	-0.053	NaN	0.113
YML115C	1.637	NaN	1.850	NaN
YML116W	0.276	NaN	-0.021	NaN
YML117W	1.232	NaN	1.776	NaN
YML117W-A	0.344	NaN	0.054	NaN
YML118W	0.291	NaN	-0.132	NaN
YML119W	0.308	NaN	-0.266	NaN
YML120C	0.402	NaN	-0.047	NaN
YML121W	0.497	NaN	0.592	NaN
YML122C	0.437	NaN	-0.205	NaN
YML123C	0.184	NaN	-0.098	NaN
YML124C	0.199	NaN	-0.365	NaN
YML125C	NaN	-0.873	NaN	-0.152
YML126C	NaN	-0.490	NaN	0.125
YML127W	NaN	0.617	NaN	0.281
YML128C	0.245	NaN	0.028	NaN
YML129C	0.124	NaN	0.055	NaN
YML130C	NaN	-1.220	NaN	0.229
YML131W	-0.087	NaN	-0.262	NaN
YMR001C	NaN	0.105	NaN	-0.183
YMR003W	-0.136	NaN	-0.507	NaN
YMR004W	0.418	NaN	-0.201	NaN
YMR005W	NaN	0.257	NaN	-0.438
YMR006C	-0.025	NaN	-0.915	NaN
YMR007W	0.085	NaN	0.147	NaN
YMR008C	-0.068	NaN	-0.584	NaN
YMR009W	-0.165	NaN	-0.679	NaN
YMR010W	-0.272	NaN	-1.062	NaN
YMR011W	-0.096	NaN	-0.443	NaN
YMR012W	0.061	NaN	-0.605	NaN
YMR015C	-0.372	NaN	-0.601	NaN
YMR016C	-0.031	NaN	-0.955	NaN
YMR017W	-0.527	NaN	-0.602	NaN
YMR018W	-0.407	NaN	-0.550	NaN
YMR019W	-0.208	NaN	-0.555	NaN
YMR020W	-0.347	NaN	-0.609	NaN
YMR021C	NaN	NaN	1.881	NaN
YMR022W	-0.504	NaN	-0.322	NaN
YMR023C	-0.469	NaN	-0.594	NaN
YMR025W	-0.349	NaN	-0.583	NaN
YMR026C	0.105	NaN	-0.216	NaN
YMR027W	-0.121	NaN	-0.245	NaN
YMR028W	NaN	-1.415	NaN	0.073
YMR029C	-0.499	NaN	-0.670	NaN
YMR030W	-0.367	NaN	-0.570	NaN
YMR031C	0.114	NaN	-0.328	NaN
YMR031W-A	1.490	NaN	0.996	NaN
YMR033W	NaN	0.180	NaN	0.187
YMR034C	-0.349	NaN	-0.314	NaN
YMR035W	-0.251	NaN	-0.188	NaN
YMR036C	0.166	NaN	0.080	NaN
YMR037C	0.730	NaN	0.917	NaN
YMR039C	-0.000	NaN	0.102	NaN
YMR040W	-0.504	NaN	-0.560	NaN
YMR041C	NaN	NaN	-0.013	NaN
YMR042W	-0.091	NaN	-0.213	NaN
YMR043W	NaN	-1.887	NaN	0.194
YMR044W	-0.010	NaN	-0.346	NaN
YMR047C	NaN	0.411	NaN	-0.288
YMR048W	-0.068	NaN	0.021	NaN
YMR052C-A	-0.319	NaN	-0.250	NaN
YMR052W	-0.274	NaN	-0.294	NaN
YMR053C	-0.012	NaN	-0.075	NaN
YMR054W	0.163	NaN	-0.115	NaN
YMR055C	-0.220	NaN	-0.193	NaN
YMR056C	0.241	NaN	0.068	NaN
YMR057C	0.020	NaN	-0.018	NaN
YMR058W	0.131	NaN	0.337	NaN
YMR059W	NaN	0.156	NaN	0.020
YMR060C	0.918	NaN	1.546	NaN
YMR061W	NaN	0.114	NaN	-0.905
YMR062C	-0.071	NaN	-0.053	NaN
YMR063W	1.378	NaN	1.654	NaN
YMR064W	0.424	NaN	0.039	NaN
YMR065W	0.023	NaN	-0.114	NaN
YMR066W	1.595	NaN	-0.534	NaN
YMR067C	0.229	NaN	-0.251	NaN
YMR068W	0.256	NaN	-0.663	NaN
YMR069W	0.161	NaN	0.177	NaN
YMR070W	0.879	NaN	0.264	NaN
YMR071C	0.011	NaN	-0.275	NaN
YMR072W	0.268	NaN	0.227	NaN
YMR073C	0.568	NaN	0.866	NaN
YMR074C	0.032	NaN	0.455	NaN
YMR075C-A	0.222	NaN	0.420	NaN
YMR075W	0.119	NaN	0.010	NaN
YMR076C	NaN	0.112	NaN	-0.042
YMR077C	1.009	NaN	1.600	NaN
YMR078C	0.327	NaN	0.577	NaN
YMR079W	NaN	0.091	NaN	-0.179
YMR080C	0.486	NaN	0.902	NaN
YMR081C	0.133	NaN	-0.004	NaN
YMR082C	0.258	NaN	0.026	NaN
YMR083W	0.046	NaN	-0.234	NaN
YMR084W	0.097	NaN	0.103	NaN
YMR085W	0.265	NaN	-0.009	NaN
YMR086C-A	0.160	NaN	0.012	NaN
YMR086W	-0.006	NaN	0.058	NaN
YMR087W	0.005	NaN	-0.006	NaN
YMR088C	0.063	NaN	-0.040	NaN
YMR089C	0.227	NaN	-0.209	NaN
YMR090W	0.183	NaN	-0.120	NaN
YMR092C	0.142	NaN	0.166	NaN
YMR093W	NaN	0.273	NaN	0.133
YMR094W	NaN	-2.110	NaN	0.227
YMR095C	0.142	NaN	0.041	NaN
YMR096W	0.129	NaN	-0.054	NaN
YMR097C	0.000	NaN	-0.377	NaN
YMR098C	0.353	NaN	-0.136	NaN
YMR099C	-0.022	NaN	-0.342	NaN
YMR100W	0.241	NaN	0.047	NaN
YMR101C	-0.008	NaN	-0.220	NaN
YMR102C	0.164	NaN	-0.020	NaN
YMR103C	-0.052	NaN	-0.491	NaN
YMR104C	0.053	NaN	-0.110	NaN
YMR105C	0.101	NaN	-0.240	NaN
YMR106C	0.193	NaN	0.157	NaN
YMR107W	0.181	NaN	-0.069	NaN
YMR109W	-0.091	NaN	-0.229	NaN
YMR110C	-0.022	NaN	-0.179	NaN
YMR111C	-0.218	NaN	-0.382	NaN
YMR112C	NaN	-1.765	NaN	0.640
YMR113W	NaN	0.555	NaN	-0.558
YMR114C	-0.007	NaN	-0.154	NaN
YMR115W	0.149	NaN	0.351	NaN
YMR116C	1.390	NaN	2.000	NaN
YMR117C	NaN	-1.020	NaN	0.226
YMR118C	-0.052	NaN	-0.117	NaN
YMR119W	-0.236	NaN	0.863	NaN
YMR119W-A	-0.069	NaN	-0.017	NaN
YMR120C	0.093	NaN	0.144	NaN
YMR121C	0.634	NaN	0.902	NaN
YMR122C	0.092	NaN	-0.021	NaN
YMR123W	-0.127	NaN	-0.451	NaN
YMR124W	0.172	NaN	-0.202	NaN
YMR125W	1.592	NaN	3.212	NaN
YMR126C	0.167	NaN	0.114	NaN
YMR127C	0.571	NaN	0.136	NaN
YMR128W	NaN	0.175	NaN	-0.102
YMR129W	0.099	NaN	-0.099	NaN
YMR130W	0.282	NaN	-0.113	NaN
YMR131C	NaN	0.132	NaN	-0.040
YMR132C	0.366	NaN	-0.208	NaN
YMR133W	0.412	NaN	-0.026	NaN
YMR134W	NaN	0.212	NaN	-0.066
YMR135C	NaN	NaN	0.008	NaN
YMR135W-A	-0.085	NaN	-0.143	NaN
YMR136W	0.118	NaN	-0.082	NaN
YMR137C	-0.172	NaN	-0.008	NaN
YMR138W	0.144	NaN	0.278	NaN
YMR139W	0.012	NaN	0.077	NaN
YMR140W	0.057	NaN	0.247	NaN
YMR141C	-0.099	NaN	0.062	NaN
YMR142C	0.273	NaN	0.128	NaN
YMR143W	0.500	NaN	0.678	NaN
YMR144W	0.029	NaN	0.154	NaN
YMR145C	0.105	NaN	-0.077	NaN
YMR146C	NaN	-0.142	NaN	0.058
YMR147W	-0.181	NaN	0.062	NaN
YMR148W	-0.112	NaN	0.150	NaN
YMR149W	NaN	-0.233	NaN	0.064
YMR150C	0.094	NaN	0.319	NaN
YMR151W	0.402	NaN	0.208	NaN
YMR152W	0.909	NaN	1.413	NaN
YMR153C-A	-0.103	NaN	-0.117	NaN
YMR153W	0.089	NaN	-0.026	NaN
YMR154C	0.699	NaN	1.299	NaN
YMR155W	0.009	NaN	-0.029	NaN
YMR156C	0.251	NaN	0.349	NaN
YMR157C	-0.014	NaN	0.109	NaN
YMR158C-B	0.141	NaN	0.060	NaN
YMR158W	0.073	NaN	0.249	NaN
YMR158W-A	-0.078	NaN	0.049	NaN
YMR159C	-0.089	NaN	0.067	NaN
YMR160W	0.012	NaN	0.120	NaN
YMR161W	-0.034	NaN	-0.064	NaN
YMR162C	0.419	NaN	0.136	NaN
YMR163C	-0.153	NaN	0.049	NaN
YMR164C	0.408	NaN	0.056	NaN
YMR166C	0.382	NaN	0.465	NaN
YMR167W	-0.011	NaN	0.139	NaN
YMR168C	NaN	0.040	NaN	-0.168
YMR169C	0.240	NaN	0.091	NaN
YMR170C	-0.024	NaN	0.124	NaN
YMR171C	-0.153	NaN	0.031	NaN
YMR172C-A	-0.056	NaN	-0.075	NaN
YMR172W	-0.132	NaN	-0.122	NaN
YMR173W	0.051	NaN	-0.177	NaN
YMR173W-A	-0.077	NaN	-0.079	NaN
YMR174C	0.114	NaN	0.018	NaN
YMR175W	0.063	NaN	0.238	NaN
YMR176W	-0.341	NaN	-0.016	NaN
YMR177W	-0.347	NaN	-0.014	NaN
YMR178W	-0.346	NaN	-0.023	NaN
YMR179W	-0.369	NaN	0.128	NaN
YMR180C	-0.254	NaN	-0.073	NaN
YMR181C	0.057	NaN	0.183	NaN
YMR182C	-0.201	NaN	-0.565	NaN
YMR183C	-0.104	NaN	-0.063	NaN
YMR184W	0.036	NaN	-0.085	NaN
YMR185W	NaN	0.005	NaN	-0.075
YMR186W	-0.138	NaN	-0.306	NaN
YMR187C	0.126	NaN	-0.075	NaN
YMR188C	NaN	NaN	9.391	NaN
YMR189W	-0.057	NaN	-0.147	NaN
YMR190C	0.147	NaN	-0.043	NaN
YMR191W	0.377	NaN	0.944	NaN
YMR192W	0.014	NaN	-0.134	NaN
YMR193C-A	-0.210	NaN	-0.942	NaN
YMR193W	0.503	NaN	-0.755	NaN
YMR194C-A	0.094	NaN	-0.104	NaN
YMR194W	-0.218	NaN	-0.718	NaN
YMR195W	0.011	NaN	-0.187	NaN
YMR196W	-0.015	NaN	-0.164	NaN
YMR197C	NaN	-0.375	NaN	-0.004
YMR199W	-0.104	NaN	-0.111	NaN
YMR200W	NaN	-0.764	NaN	0.085
YMR201C	-0.164	NaN	-0.184	NaN
YMR203W	NaN	0.414	NaN	-0.234
YMR204C	-0.078	NaN	-0.152	NaN
YMR206W	-0.173	NaN	-0.264	NaN
YMR207C	-0.002	NaN	0.126	NaN
YMR208W	NaN	0.066	NaN	-0.745
YMR209C	-0.161	NaN	-0.323	NaN
YMR210W	-0.024	NaN	-0.116	NaN
YMR211W	NaN	-0.366	NaN	0.414
YMR213W	NaN	-0.564	NaN	0.068
