orf	hap a | cell size | standard | YPD | Shimasawa M~Mizushima N, 2023
YOR297C	0.824
YOR298C-A	0.9964999999999999
YOR298W	0.967
YOR299W	0.986
YOR300W	1.008
YOR301W	1.249
YOR302W	1.1755
YOR303W	1.052
YOR304C-A	0.974
YOR304W	1.05
YOR305W	0.739
YOR306C	0.813
YOR307C	1.074
YOR308C	0.953
YOR309C	0.8445
YOR311C	0.923
YOR312C	1.03
YOR313C	0.934
YOR314W	1.028
YOR315W	1.1
YOR316C	1.243
YOR317W	1.293
YOR318C	1.021
YOR321W	1.751
YOR322C	1.144
YOR323C	1.204
YOR324C	0.89
YOR325W	0.59
YOR327C	0.854
YOR328W	1.025
YOR330C	0.826
YOR331C	0.847
YOR332W	1.273
YOR333C	0.699
YOR334W	1.106
YOR337W	1.067
YOR338W	1.223
YOR339C	1.029
YOR342C	1.109
YOR343C	1.232
YOR344C	1.264
YOR345C	1.126
YOR346W	1.129
YOR347C	0.843
YOR348C	0.978
YOR349W	0.92
YOR350C	0.788
YOR351C	0.997
YOR352W	1.179
YOR354C	1.144
YOR355W	0.856
YOR356W	1.654
YOR357C	1.079
YOR358W	0.95
YOR359W	1.041
YOR360C	0.851
YOR363C	0.942
YOR364W	0.987
YOR365C	1.05
YOR366W	1.033
YOR367W	0.89
YOR368W	1.196
YOR369C	0.895
YOR371C	1.173
YOR374W	1.094
YOR375C	1.067
YOR376W	0.903
YOR377W	0.994
YOR378W	1.27
YOR379C	1.058
YOR380W	0.901
YOR381W	1.091
YOR382W	0.909
YOR383C	1.185
YOR384W	0.992
YOR385W	1.144
YOR386W	1.059
YPL001W	1.047
YPL002C	0.912
YPL003W	1.339
YPL004C	1.223
YPL005W	0.839
YPL006W	1.076
YPL008W	1.325
YPL009C	1.202
YPL013C	0.947
YPL014W	1.358
YPL015C	1.252
YPL017C	1.054
YPL018W	1.212
YPL019C	1.061
YPL021W	1.149
YPL022W	1.284
YPL023C	1.173
YPL024W	1.072
YPL025C	1.371
YPL026C	1.196
YPL027W	1.088
YPL029W	1.02
YPL030W	1.351
YPL031C	1.597
YPL032C	1.5
YPL033C	1.328
YPL034W	1.041
YPL035C	1.325
YPL036W	1.051
YPL037C	1.07
YPL038W	1.249
YPL039W	1.102
YPL040C	1.047
YPL041C	0.927
YPL042C	2.211
YPL045W	1.5
YPL046C	1.384
YPL047W	1.248
YPL048W	1.649
YPL049C	2.056
YPL050C	1.031
YPL051W	1.474
YPL052W	1.265
YPL053C	1.24
YPL054W	1.044
YPL055C	1.178
YPL056C	1.012
YPL057C	1.009
YPL058C	1.14
YPL059W	0.86
YPL060W	1.119
YPL061W	1.215
YPL062W	1.258
YPL064C	1.358
YPL065W	1.238
YPL066W	1.162
YPL067C	1.806
YPL068C	0.591
YPL069C	0.769
YPL070W	0.681
YPL071C	0.7
YPL072W	0.697
YPL073C	0.563
YPL074W	0.639
YPL077C	0.744
YPL078C	0.8425
YPL079W	1.54
YPL080C	0.488
YPL081W	1.041
YPL084W	0.759
YPL086C	1.369
YPL087W	1.059
YPL088W	0.819
YPL089C	0.931
YPL090C	0.713
YPL091W	0.645
YPL092W	1.285
YPL095C	1.262
YPL096W	1.039
YPL097W	1.297
YPL098C	1.194
YPL099C	1.074
YPL100W	1.052
YPL101W	1.309
YPL102C	1.777
YPL103C	1.124
YPL104W	0.938
YPL105C	1.188
YPL106C	1.39
YPL107W	1.106
YPL108W	0.938
YPL109C	0.922
YPL110C	0.855
YPL111W	0.911
YPL112C	1.247
YPL113C	0.959
YPL114W	1.178
YPL115C	1.273
YPL116W	0.82
YPL118W	0.851
YPL119C	1.307
YPL120W	1.156
YPL121C	1.082
YPL123C	1.114
YPL125W	1.185
YPL127C	0.982
YPL130W	1.052
YPL132W	1.014
YPL133C	1.214
YPL134C	1.08
YPL135W	0.915
YPL136W	1.598
YPL137C	1.059
YPL138C	1.082
YPL140C	0.942
YPL141C	0.869
YPL144W	1.559
YPL145C	0.777
YPL147W	1.129
YPL148C	1.029
YPL149W	0.84
YPL150W	1.129
YPL152W	0.985
YPL154C	0.827
YPL156C	0.977
YPL157W	1.235
YPL158C	2.407
YPL159C	0.855
YPL161C	2.292
YPL162C	1.123
YPL163C	1.325
YPL164C	1.131
YPL165C	1.049
YPL166W	0.941
YPL167C	0.961
YPL168W	0.956
YPL170W	1.034
YPL171C	1.351
YPL172C	0.936
YPL173W	0.817
YPL174C	1.272
YPL178W	1.67
YPL179W	0.822
YPL180W	1.07
YPL181W	1.129
YPL182C	1.098
YPL183C	0.919
YPL183W-A	0.9239999999999999
YPL184C	1.49
YPL185W	1.088
YPL186C	1.186
YPL187W	0.804
YPL188W	0.871
YPL189W	0.8805000000000001
YPL191C	0.913
YPL192C	0.898
YPL193W	0.765
YPL194W	1.0270000000000001
YPL195W	0.701
YPL196W	0.827
YPL197C	0.814
YPL198W	0.796
YPL199C	0.753
YPL200W	0.998
YPL201C	0.913
YPL202C	1.058
YPL203W	0.893
YPL206C	0.98
YPL207W	0.936
YPL208W	0.982
YPL212C	0.851
YPL213W	0.92
YPL214C	0.907
YPL215W	1.203
YPL216W	1.109
YPL219W	0.822
YPL220W	1.031
YPL221W	0.92
YPL222W	1.056
YPL223C	0.627
YPL224C	0.846
YPL225W	0.648
YPL226W	0.675
YPL227C	0.789
YPL229W	0.605
YPL230W	1.079
YPL232W	0.972
YPL234C	1.039
YPL236C	0.917
YPL239W	0.977
YPL240C	1.114
YPL241C	0.667
YPL244C	0.512
YPL245W	0.502
YPL246C	0.667
YPL247C	0.897
YPL248C	0.988
YPL249C	1.225
YPL250C	1.155
YPL253C	1.098
YPL256C	1.258
YPL258C	0.531
YPL259C	0.634
YPL260W	1.239
YPL261C	0.742
YPL263C	1.134
YPL264C	1.997
YPL265W	1.158
YPL267W	1.137
YPL268W	0.826
YPL269W	1.261
YPL270W	0.956
YPL272C	0.603
YPL273W	0.545
YPL274W	0.593
YPR001W	0.991
YPR002W	1.152
YPR003C	1.258
YPR004C	1.291
YPR005C	1.305
YPR006C	0.864
YPR007C	0.941
YPR008W	0.94
YPR009W	0.749
YPR011C	1.587
YPR012W	0.899
YPR013C	0.846
YPR014C	0.822
YPR015C	0.998
YPR017C	1.392
YPR018W	1.455
YPR020W	1.343
YPR021C	0.888
YPR022C	0.894
YPR023C	1.034
YPR024W	1.411
YPR026W	0.923
YPR027C	1.345
YPR028W	1.667
YPR029C	1.613
YPR030W	1.441
YPR031W	0.904
YPR032W	1.103
YPR036W	0.855
YPR037C	0.764
YPR038W	0.986
YPR039W	1.075
YPR040W	1.026
YPR042C	1.22
YPR043W	1.532
YPR044C	1.987
YPR045C	2.449
YPR046W	1.273
YPR047W	0.987
YPR049C	1.321
YPR050C	0.939
YPR051W	1.145
YPR052C	1.105
YPR053C	1.289
YPR054W	1.091
YPR057W	1.203
YPR058W	1.016
YPR059C	1.21
YPR060C	1.167
YPR061C	1.242
YPR062W	1.124
YPR063C	1.447
YPR064W	1.003
YPR065W	1.52
YPR066W	0.937
YPR067W	0.879
YPR068C	1.242
YPR069C	1.161
YPR070W	0.967
YPR071W	1.184
YPR073C	1.24
YPR074C	1.066
YPR075C	1.331
YPR076W	1.235
YPR077C	1.394
YPR078C	0.939
YPR079W	1.038
YPR083W	1.032
YPR084W	1.049
YPR087W	2.375
YPR089W	1.238
YPR091C	0.961
YPR092W	1.047
YPR093C	1.186
YPR095C	1.311
YPR096C	1.192
YPR097W	1.202
YPR098C	1.424
YPR099C	1.179
YPR100W	1.078
YPR101W	1.725
YPR106W	1.245
YPR109W	0.791
YPR111W	1.029
YPR114W	1.003
YPR115W	1.377
YPR116W	0.842
YPR117W	1.091
YPR118W	1.006
YPR119W	1.447
YPR120C	1.536
YPR121W	1.391
YPR122W	1.334
YPR123C	1.063
YPR124W	0.983
YPR125W	1.262
YPR126C	1.368
YPR127W	0.942
YPR128C	1.345
YPR129W	1.354
YPR130C	1.181
YPR131C	0.817
YPR132W	1.361
YPR133W-A	0.864
YPR134W	1.182
YPR135W	2.215
YPR138C	1.212
YPR139C	1.911
YPR140W	0.728
YPR141C	1.155
YPR145W	1.038
YPR146C	1.149
YPR147C	1.137
YPR148C	1.129
YPR149W	0.827
YPR150W	0.712
YPR151C	0.886
YPR152C	0.868
YPR153W	0.712
YPR154W	0.791
YPR155C	0.781
YPR156C	1.371
YPR157W	0.953
YPR158W	0.854
YPR159W	1.415
YPR160W	0.95
YPR163C	0.956
YPR164W	2.313
YPR166C	0.973
YPR167C	1.379
YPR170C	1.081
YPR171W	1.134
YPR172W	1.4
YPR173C	1.401
YPR174C	1.426
YPR179C	1.256
YPR184W	1.208
YPR185W	1.247
YPR188C	1.577
YPR189W	1.412
YPR191W	1.093
YPR192W	0.928
YPR193C	0.931
YPR194C	0.791
YPR195C	0.863
YPR196W	1.503
YPR197C	1.234
YPR198W	1.321
YPR199C	1.282
YPR200C	1.279
YPR201W	1.244
