ORF	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YKL205W	5.229	4.862	21.466	0.379	1.724	5.744	0.435	0.967	0.332	0.114	1.377	0.833	26.435	7.973	2.127	3.907	1.312	0.048	4.393
YKL206C	6.213	5.058	20.392	0.205	1.765	4.792	0.351	0.865	0.209	0.126	1.383	1.286	30.191	2.487	2.364	4.007	1.201	0.032	1.928
YKL207W	6.103	5.554	25.284	0.252	1.603	5.305	0.368	0.880	0.229	0.133	1.305	1.315	32.270	3.308	2.223	3.985	1.354	0.036	2.481
YKL208W	6.665	5.922	21.466	0.263	1.764	4.173	0.388	0.718	0.271	0.147	1.231	1.200	26.843	2.767	2.082	4.157	1.390	0.040	2.739
YKL212W	6.673	4.579	26.964	0.337	1.483	3.915	0.355	0.931	0.348	0.124	1.064	1.255	23.197	3.747	1.618	3.061	1.354	0.043	5.221
YKL213C	7.293	4.656	21.551	0.275	2.117	3.367	0.382	0.637	0.256	0.147	1.429	1.275	36.462	1.586	2.273	4.191	1.541	0.034	2.344
YKL214C	6.308	4.721	21.907	0.201	1.973	4.179	0.381	0.740	0.163	0.136	1.270	1.164	32.461	2.912	2.273	3.972	1.358	0.029	1.427
YKL215C	5.895	4.777	21.466	0.326	1.535	4.908	0.444	0.710	0.356	0.140	1.175	1.098	29.635	2.694	2.332	3.829	1.348	0.049	3.469
YKL217W	5.957	5.125	21.466	0.254	1.828	5.160	0.377	0.920	0.249	0.129	1.193	1.089	28.985	3.027	2.581	4.152	1.280	0.036	2.812
YKL218C	6.342	3.824	20.261	0.314	1.828	3.588	0.428	0.555	0.280	0.143	1.095	1.134	27.698	2.824	2.092	3.854	1.374	0.040	3.095
YKL220C	5.988	4.698	20.321	0.284	1.549	5.652	0.399	0.791	0.290	0.109	1.229	1.123	27.646	3.753	2.328	3.645	1.269	0.041	2.760
YKL221W	6.065	4.209	21.087	0.297	1.698	4.618	0.415	0.709	0.294	0.126	1.224	1.154	30.780	2.983	2.317	3.713	1.295	0.042	2.861
YKL222C	5.769	4.377	21.466	0.277	1.729	5.392	0.391	0.789	0.282	0.124	1.235	1.160	28.989	3.229	2.327	3.816	1.278	0.040	2.365
YKR001C	6.980	4.280	16.992	0.249	1.539	4.276	0.485	0.691	0.274	0.149	1.351	1.119	31.071	3.169	2.273	4.513	1.664	0.035	2.634
YKR003W	5.836	4.869	22.784	0.267	2.149	5.445	0.389	0.653	0.267	0.155	1.269	1.165	29.155	2.579	2.370	3.946	1.354	0.041	2.110
YKR004C	5.762	5.873	21.814	0.277	1.752	5.273	0.389	0.887	0.265	0.108	1.224	1.158	28.286	4.100	2.229	4.020	1.235	0.037	3.707
YKR005C	6.342	4.928	23.266	0.279	1.820	4.436	0.402	0.652	0.258	0.145	1.299	1.275	32.355	1.997	2.545	3.996	1.477	0.039	2.438
YKR006C	7.496	5.905	21.319	0.275	2.097	3.876	0.390	0.885	0.204	0.127	1.441	1.128	29.092	1.594	1.908	4.237	1.262	0.038	3.732
YKR007W	11.510	7.047	36.897	0.207	1.617	4.765	0.367	0.647	0.212	0.130	2.358	1.715	49.935	2.222	2.092	4.219	1.617	0.036	1.798
YKR009C	6.194	5.036	22.584	0.250	2.006	5.100	0.372	0.764	0.241	0.132	1.301	1.208	29.503	2.571	2.254	4.192	1.320	0.037	2.106
YKR010C	5.561	4.430	20.244	0.284	1.947	5.088	0.401	0.812	0.267	0.135	1.188	1.088	26.948	3.926	2.236	3.887	1.354	0.039	2.784
YKR011C	5.749	4.640	21.398	0.265	1.681	5.556	0.386	0.817	0.258	0.142	1.329	1.142	30.273	3.035	2.320	3.996	1.324	0.039	2.087
YKR012C	5.983	5.254	20.735	0.243	1.825	5.632	0.368	0.893	0.243	0.132	1.316	1.181	29.005	3.510	2.273	4.217	1.285	0.038	1.944
YKR013W	5.787	4.865	21.741	0.250	1.858	5.532	0.372	0.824	0.252	0.125	1.320	1.177	30.258	2.994	2.569	3.996	1.324	0.036	2.310
YKR014C	6.216	4.929	20.188	0.267	1.784	4.969	0.395	0.766	0.280	0.116	1.233	1.121	29.068	2.880	2.374	4.257	1.327	0.038	3.036
YKR015C	6.174	4.169	20.758	0.292	1.627	4.668	0.409	0.719	0.276	0.131	1.145	1.163	30.230	2.843	2.285	3.996	1.328	0.040	2.641
YKR016W	5.991	4.342	21.466	0.345	1.664	4.002	0.455	0.633	0.325	0.148	1.218	1.209	29.681	2.402	2.171	3.890	1.411	0.047	3.592
YKR017C	5.675	5.036	18.742	0.297	1.791	4.733	0.410	0.818	0.298	0.129	1.136	1.129	26.751	3.613	2.105	3.909	1.285	0.042	2.801
YKR018C	6.523	5.036	22.026	0.205	1.760	5.488	0.369	0.824	0.167	0.128	1.202	1.174	30.665	4.177	2.187	3.999	1.310	0.030	1.593
YKR019C	7.471	6.078	28.386	0.182	1.980	4.797	0.343	1.046	0.177	0.102	1.224	1.331	28.497	5.297	2.153	3.611	1.257	0.029	1.464
YKR020W	6.531	5.615	33.149	0.257	1.397	2.100	0.324	0.593	0.281	0.143	1.368	1.601	29.292	1.777	1.929	3.298	1.354	0.042	2.485
YKR021W	6.029	4.771	22.254	0.251	2.078	5.313	0.369	0.756	0.244	0.140	1.262	1.162	28.372	3.154	2.424	3.947	1.354	0.036	1.970
YKR023W	6.153	4.299	20.713	0.287	1.750	4.640	0.404	0.835	0.311	0.126	1.254	1.082	32.262	3.101	2.399	3.963	1.321	0.036	2.462
YKR024C	6.863	2.975	11.950	0.254	1.639	7.501	0.517	1.223	0.245	0.053	1.285	0.472	15.666	6.292	2.285	3.683	1.354	0.040	4.915
YKR026C	4.614	4.738	17.587	0.390	2.316	5.988	0.428	0.765	0.327	0.127	1.126	0.950	19.939	6.874	1.945	3.668	1.332	0.051	3.235
YKR027W	9.792	5.519	20.661	0.234	3.708	7.186	0.474	1.443	0.181	0.101	1.224	1.010	21.177	7.102	2.261	4.710	1.648	0.035	2.024
YKR028W	7.861	4.961	19.037	0.287	1.876	3.629	0.445	0.598	0.286	0.135	1.268	1.085	28.181	2.840	2.039	4.643	1.452	0.039	2.672
YKR029C	5.695	4.907	20.769	0.273	1.846	5.235	0.441	0.759	0.283	0.174	1.275	0.999	27.721	4.188	1.922	3.996	1.586	0.042	2.690
YKR030W	5.744	4.636	21.514	0.223	1.887	5.151	0.343	0.741	0.196	0.128	1.261	1.165	29.665	3.030	2.273	4.115	1.327	0.032	1.829
YKR031C	5.970	4.544	21.341	0.268	1.832	5.535	0.396	0.765	0.281	0.131	1.290	1.157	30.630	2.959	2.244	3.788	1.335	0.040	2.407
YKR032W	5.922	4.970	19.664	0.282	1.688	6.039	0.399	0.922	0.298	0.124	1.229	1.129	29.063	3.620	2.149	3.775	1.315	0.042	2.747
YKR033C	6.060	5.039	20.872	0.280	1.686	5.415	0.408	0.806	0.303	0.121	1.205	1.122	28.807	3.092	2.160	3.894	1.304	0.043	3.221
YKR034W	6.835	5.013	20.431	0.266	1.949	5.157	0.396	0.791	0.268	0.119	1.225	1.149	28.408	3.443	2.030	3.996	1.378	0.036	2.318
YKR035C	7.903	5.036	25.027	0.268	1.800	3.021	0.398	0.504	0.261	0.129	1.481	1.444	40.766	2.127	2.813	4.418	1.529	0.034	2.243
YKR035W-A	7.021	5.341	21.466	0.207	1.617	2.867	0.338	0.251	0.187	0.154	1.421	1.272	36.122	1.557	2.423	4.429	1.410	0.021	1.553
YKR036C	6.717	4.946	19.467	0.280	2.167	5.147	0.400	0.919	0.249	0.128	1.132	1.043	24.626	5.145	2.027	3.671	1.255	0.042	3.398
YKR039W	6.022	5.457	21.466	0.272	1.748	7.422	0.384	1.165	0.266	0.143	1.428	1.155	29.762	7.361	2.701	3.804	1.276	0.036	2.487
YKR040C	6.149	5.066	19.315	0.270	2.127	5.507	0.377	0.882	0.209	0.120	1.269	1.051	27.333	4.834	2.444	3.996	1.279	0.031	2.795
YKR041W	6.298	4.970	21.466	0.320	1.710	4.400	0.424	0.707	0.335	0.136	1.147	1.139	28.042	2.996	2.149	3.826	1.306	0.043	3.038
YKR042W	6.090	5.466	26.192	0.269	2.062	5.119	0.361	0.954	0.253	0.142	1.183	1.453	28.900	4.516	2.269	3.991	1.334	0.039	2.239
YKR043C	5.686	4.530	20.214	0.316	1.604	4.604	0.403	0.765	0.324	0.132	1.233	1.165	27.770	3.106	2.017	3.654	1.251	0.047	2.833
YKR044W	6.164	5.984	20.257	0.286	1.810	6.306	0.359	0.921	0.200	0.126	1.344	1.052	25.988	6.639	1.983	4.326	1.131	0.044	2.635
YKR045C	5.932	4.503	21.831	0.281	1.471	4.855	0.388	0.558	0.270	0.154	1.156	1.139	30.651	2.141	2.285	3.799	1.354	0.040	2.183
YKR046C	6.168	4.858	21.624	0.275	1.631	5.056	0.393	0.765	0.268	0.135	1.278	1.160	28.892	3.207	2.447	3.840	1.318	0.034	2.309
YKR047W	6.900	4.515	23.897	0.250	1.879	4.741	0.376	0.733	0.235	0.128	1.303	1.249	31.861	2.348	2.466	3.700	1.491	0.039	1.995
YKR048C	6.777	4.025	24.367	0.280	2.012	3.665	0.398	0.719	0.273	0.146	1.213	1.352	30.594	2.066	2.388	3.434	1.504	0.039	2.509
YKR049C	5.580	4.707	19.461	0.275	2.026	4.901	0.398	0.772	0.279	0.127	1.182	1.114	26.023	3.265	2.442	3.961	1.354	0.039	2.864
YKR050W	5.494	5.165	20.276	0.260	2.021	5.099	0.381	0.941	0.257	0.146	1.273	1.159	27.772	3.763	2.158	3.996	1.329	0.040	2.391
YKR051W	5.298	5.582	23.727	0.272	1.759	4.821	0.383	0.853	0.295	0.137	1.189	1.186	27.371	3.302	2.297	3.964	1.265	0.039	2.758
YKR052C	5.436	4.832	20.133	0.291	2.002	4.765	0.388	1.068	0.283	0.124	1.178	1.131	26.250	3.224	2.308	3.858	1.278	0.042	3.088
YKR053C	5.788	4.907	19.347	0.325	1.509	4.765	0.417	0.776	0.339	0.136	1.260	1.132	26.435	3.111	1.983	3.662	1.353	0.049	2.706
YKR054C	6.478	4.740	20.659	0.268	1.559	4.663	0.396	0.858	0.259	0.117	1.229	1.106	27.835	3.101	2.302	4.051	1.371	0.040	3.734
YKR055W	7.286	4.450	21.466	0.331	3.089	3.735	0.404	0.851	0.227	0.117	0.983	1.160	22.754	3.452	2.235	3.798	1.585	0.038	3.120
YKR056W	6.633	4.888	20.670	0.272	1.627	4.755	0.399	0.746	0.244	0.132	1.349	1.246	31.255	3.721	2.437	4.268	1.309	0.039	2.388
YKR057W	7.195	4.601	20.798	0.297	1.568	5.097	0.457	0.888	0.281	0.121	1.224	1.068	28.680	2.196	2.232	3.916	1.469	0.037	3.201
YKR058W	5.928	4.436	20.303	0.328	1.884	4.765	0.435	0.949	0.314	0.124	1.156	1.098	26.913	4.459	2.049	3.801	1.401	0.044	3.595
YKR059W	5.872	4.807	23.754	0.278	1.577	6.569	0.399	1.074	0.275	0.132	1.339	1.059	33.853	2.992	2.232	3.710	1.393	0.038	2.577
YKR060W	5.949	4.748	22.553	0.268	1.849	5.369	0.392	0.801	0.268	0.124	1.298	1.161	30.633	2.768	2.354	3.874	1.395	0.038	2.365
YKR061W	5.958	5.087	21.980	0.262	1.957	5.059	0.386	0.670	0.253	0.141	1.224	1.158	28.632	2.631	2.240	4.069	1.345	0.040	1.966
YKR064W	6.127	4.993	22.613	0.254	1.791	5.068	0.386	0.771	0.256	0.131	1.307	1.226	30.022	2.738	2.368	4.295	1.345	0.037	2.283
YKR065C	6.170	5.921	20.111	0.280	1.760	6.092	0.354	0.865	0.198	0.133	1.276	1.034	25.426	6.532	1.990	4.217	1.093	0.043	2.577
YKR066C	5.942	5.577	23.410	0.265	1.693	5.302	0.376	0.732	0.239	0.143	1.408	1.193	31.274	2.697	2.289	4.302	1.354	0.033	2.301
YKR067W	6.889	5.253	22.595	0.239	1.679	4.631	0.360	0.608	0.205	0.152	1.356	1.201	30.426	2.483	2.590	4.450	1.354	0.031	2.005
YKR070W	6.910	5.036	24.199	0.260	1.677	4.752	0.372	0.523	0.249	0.154	1.355	1.249	30.357	1.663	2.328	4.015	1.465	0.039	1.810
YKR072C	6.127	5.792	24.017	0.385	1.616	5.574	0.377	0.622	0.321	0.117	1.155	1.166	23.044	3.826	1.689	3.619	1.246	0.051	3.407
YKR073C	6.673	4.817	23.184	0.341	1.632	4.865	0.398	0.565	0.286	0.126	1.149	1.214	26.149	3.697	2.004	3.954	1.226	0.042	2.952
YKR074W	4.445	5.273	24.597	0.309	1.220	5.806	0.334	0.816	0.224	0.124	1.455	1.098	24.731	6.655	1.822	3.686	1.354	0.040	2.962
YKR075C	6.541	4.785	22.519	0.278	1.678	4.085	0.377	0.468	0.267	0.163	1.277	1.163	30.126	1.735	2.335	4.129	1.378	0.039	2.055
YKR076W	6.917	4.603	20.768	0.327	2.117	4.765	0.421	0.633	0.265	0.146	1.117	1.079	26.497	3.985	2.257	4.145	1.525	0.040	2.542
YKR077W	6.468	5.036	19.268	0.328	1.429	4.651	0.394	0.543	0.284	0.135	1.148	1.069	28.549	2.773	2.112	4.057	1.379	0.043	3.263
YKR078W	6.201	6.332	21.300	0.292	1.828	5.312	0.394	0.778	0.293	0.118	1.268	1.087	27.513	2.561	2.546	3.873	1.295	0.041	2.529
YKR080W	6.399	5.333	24.533	0.309	1.509	4.028	0.386	0.686	0.244	0.154	1.169	1.281	31.634	2.174	2.273	4.199	1.475	0.038	2.721
YKR082W	4.953	4.273	30.280	0.280	1.623	4.679	0.379	0.705	0.296	0.130	1.270	1.462	30.071	3.827	2.378	3.652	1.154	0.040	2.611
YKR084C	6.838	5.398	23.095	0.201	1.566	4.715	0.396	0.787	0.164	0.114	1.383	1.149	32.398	2.007	2.431	4.533	1.354	0.025	1.690
YKR085C	6.974	5.259	17.289	0.240	2.109	4.188	0.416	0.765	0.206	0.153	1.388	0.922	25.314	1.937	2.147	4.696	1.464	0.034	3.332
YKR087C	6.941	5.176	26.018	0.268	1.470	4.497	0.375	0.463	0.240	0.143	1.224	1.289	33.522	1.891	2.325	4.220	1.442	0.036	1.664
YKR088C	6.277	4.975	21.360	0.261	2.012	5.011	0.396	0.828	0.264	0.116	1.243	1.128	26.951	3.518	2.362	3.874	1.397	0.039	3.124
YKR089C	6.908	5.622	23.491	0.253	1.739	5.272	0.359	0.736	0.213	0.119	1.324	1.335	31.200	2.858	2.314	3.996	1.386	0.034	2.519
YKR090W	6.850	5.480	23.761	0.253	1.643	4.632	0.373	0.690	0.233	0.126	1.281	1.240	31.067	2.559	2.403	4.180	1.398	0.035	2.143
YKR091W	6.077	5.009	21.285	0.298	2.152	4.985	0.417	0.688	0.288	0.122	1.290	1.105	27.784	2.909	2.693	3.963	1.380	0.045	2.555
YKR092C	8.711	4.550	18.880	0.354	2.147	4.042	0.447	0.406	0.268	0.105	1.224	0.958	23.247	2.425	2.555	4.374	1.573	0.043	3.301
YKR093W	6.359	5.242	22.289	0.255	1.802	5.335	0.344	0.690	0.220	0.130	1.333	1.128	29.649	2.824	2.318	4.155	1.354	0.033	1.681
YKR094C	4.605	5.122	19.497	0.220	1.973	5.437	0.376	0.999	0.260	0.119	1.288	1.187	26.951	3.441	2.797	3.996	1.130	0.033	2.956
YKR095W	5.440	4.325	17.757	0.303	2.187	5.314	0.425	1.159	0.294	0.098	1.119	0.931	21.379	5.720	2.352	3.597	1.354	0.036	3.392
YKR096W	5.650	4.643	18.801	0.307	2.076	5.216	0.406	0.964	0.260	0.119	1.147	1.078	22.865	5.018	2.330	3.996	1.414	0.038	2.837
YKR097W	6.379	5.456	23.548	0.278	1.488	5.190	0.399	0.740	0.281	0.122	1.271	1.109	31.290	2.640	2.438	4.048	1.334	0.037	1.981
YKR098C	5.530	4.896	23.619	0.291	1.577	4.516	0.401	0.560	0.291	0.145	1.214	1.218	30.666	1.740	2.384	3.996	1.307	0.044	2.428
YKR100C	6.046	5.780	21.783	0.277	1.801	5.222	0.404	0.831	0.289	0.105	1.221	1.171	28.782	2.632	2.416	4.073	1.308	0.042	2.881
YKR101W	5.634	5.509	24.941	0.306	2.129	3.828	0.376	0.937	0.271	0.090	1.180	1.165	25.695	3.562	2.091	3.725	1.354	0.041	2.360
YKR102W	6.213	5.061	20.904	0.280	2.257	4.601	0.397	0.798	0.217	0.141	1.161	1.112	26.465	4.468	2.311	4.259	1.514	0.034	2.659
YKR103W	6.308	5.255	20.463	0.266	2.006	5.503	0.391	0.885	0.233	0.110	1.192	1.179	26.143	4.218	2.301	3.959	1.354	0.036	3.098
YKR104W	5.859	5.811	24.144	0.232	1.763	5.721	0.338	1.006	0.222	0.099	1.435	1.039	31.727	3.436	2.374	3.996	1.158	0.040	2.692
YKR105C	7.528	3.717	15.050	0.300	1.828	3.886	0.480	0.467	0.281	0.126	1.356	1.012	30.413	1.949	2.999	5.271	1.452	0.038	2.751
YKR106W	5.474	4.780	20.137	0.294	1.828	5.813	0.399	0.888	0.300	0.123	1.212	1.058	29.390	3.334	2.350	3.750	1.293	0.039	2.800
YLL001W	5.511	5.295	20.267	0.273	1.563	5.324	0.366	0.958	0.289	0.133	1.299	1.120	28.390	4.066	2.273	3.725	1.198	0.038	3.123
YLL002W	5.550	5.401	23.145	0.228	2.299	6.410	0.399	1.041	0.228	0.088	1.221	0.860	27.334	4.747	2.798	3.551	1.125	0.040	3.548
YLL005C	6.065	5.036	22.342	0.291	1.778	3.209	0.420	0.660	0.300	0.128	1.159	1.083	28.254	1.760	2.347	4.079	1.306	0.039	3.154
YLL006W	6.183	4.786	19.104	0.280	2.576	4.939	0.408	0.901	0.245	0.132	1.151	1.011	24.736	5.204	2.194	3.863	1.401	0.037	2.931
YLL006W-A	5.695	6.234	23.713	0.248	1.541	5.603	0.396	1.024	0.318	0.087	1.224	1.132	29.456	2.319	2.457	3.875	1.145	0.039	3.130
YLL007C	6.414	4.605	20.626	0.353	2.495	4.501	0.424	0.552	0.253	0.139	1.157	1.011	23.276	3.682	2.273	4.073	1.613	0.043	2.272
YLL009C	5.678	5.815	28.367	0.256	1.672	5.391	0.308	1.009	0.287	0.145	1.249	1.217	32.747	2.661	2.078	3.679	1.261	0.039	2.496
YLL010C	6.123	5.605	22.385	0.280	2.117	5.235	0.364	0.825	0.243	0.124	1.244	1.193	29.998	2.830	2.162	4.243	1.293	0.036	1.920
YLL012W	5.505	5.555	21.631	0.281	1.736	5.291	0.386	0.990	0.299	0.117	1.332	1.128	27.661	3.087	2.334	3.852	1.272	0.036	2.669
YLL013C	6.360	4.955	23.626	0.261	1.796	5.250	0.372	0.814	0.266	0.105	1.373	1.179	28.389	3.440	2.224	3.882	1.354	0.040	2.327
YLL014W	5.869	5.387	24.607	0.257	1.663	4.765	0.372	0.888	0.289	0.126	1.274	1.152	28.607	2.921	2.057	3.938	1.158	0.037	2.792
YLL015W	5.667	5.139	21.361	0.288	1.507	5.216	0.374	0.780	0.294	0.118	1.292	1.094	30.077	3.382	2.273	3.750	1.282	0.040	2.590
YLL018C-A	7.420	6.157	22.190	0.253	1.915	4.250	0.376	0.719	0.173	0.136	1.224	1.177	26.624	3.182	1.923	4.213	1.370	0.035	2.601
YLL019C	6.151	4.623	21.278	0.283	2.168	4.931	0.388	0.834	0.245	0.136	1.258	1.127	28.050	3.326	2.181	3.790	1.427	0.038	2.758
YLL020C	6.620	4.822	20.953	0.339	2.673	5.014	0.412	0.853	0.268	0.098	1.127	0.972	24.360	3.989	2.267	3.719	1.440	0.039	3.751
YLL021W	6.134	4.830	21.687	0.270	1.923	3.635	0.403	0.781	0.268	0.128	1.117	1.073	25.343	2.814	2.385	3.996	1.272	0.035	4.171
YLL023C	5.874	5.155	20.619	0.294	2.008	6.013	0.399	1.126	0.303	0.119	1.154	1.163	28.187	3.288	2.218	3.855	1.280	0.041	1.224
YLL024C	5.829	5.123	19.004	0.279	2.832	6.412	0.421	1.221	0.299	0.132	1.044	1.034	23.666	7.056	2.374	3.933	1.354	0.036	0.944
YLL025W	5.818	4.722	19.380	0.292	2.047	4.687	0.403	0.681	0.282	0.137	1.224	1.040	22.755	3.582	2.179	3.995	1.378	0.040	3.045
YLL026W	6.258	4.928	22.896	0.279	1.892	4.141	0.406	0.582	0.298	0.138	1.246	1.090	27.338	2.228	2.273	3.957	1.391	0.040	2.652
YLL028W	6.156	4.825	21.679	0.242	1.952	5.592	0.384	0.984	0.287	0.119	1.287	1.102	32.364	2.704	2.561	3.996	1.257	0.033	2.283
YLL029W	5.325	5.532	22.784	0.222	1.845	5.118	0.392	0.871	0.263	0.069	1.213	1.128	30.406	3.550	2.456	4.327	1.287	0.034	2.490
YLL030C	5.902	4.608	20.071	0.259	1.604	5.345	0.399	0.818	0.280	0.132	1.258	1.249	29.302	3.625	2.082	3.783	1.413	0.039	2.642
YLL032C	6.202	5.419	21.772	0.222	2.093	5.598	0.337	0.975	0.249	0.115	1.265	1.183	26.377	3.287	2.273	3.887	1.215	0.032	1.751
YLL033W	11.573	7.065	19.128	0.280	2.489	4.106	0.433	0.918	0.246	0.139	1.608	0.945	27.527	2.059	2.265	5.065	1.346	0.039	3.425
YLL038C	5.767	5.153	19.490	0.297	2.275	5.810	0.389	0.890	0.279	0.132	1.196	1.128	23.966	4.954	2.300	3.774	1.338	0.034	2.417
YLL039C	5.363	4.950	19.659	0.280	2.021	4.452	0.400	0.804	0.296	0.145	1.228	1.194	32.238	2.504	2.438	3.895	1.306	0.038	2.470
YLL040C	6.084	5.511	24.599	0.278	1.440	3.552	0.395	0.567	0.268	0.139	1.256	1.199	34.345	1.063	2.509	4.171	1.402	0.034	2.448
YLL041C	5.880	5.455	22.323	0.276	1.702	3.796	0.400	0.636	0.294	0.142	1.224	1.164	28.742	1.605	2.306	4.135	1.282	0.038	2.561
YLL042C	6.037	6.298	25.667	0.229	1.564	5.009	0.369	0.862	0.229	0.116	1.404	1.297	33.978	2.302	2.658	4.256	1.354	0.032	2.573
YLL043W	6.600	5.954	23.948	0.256	1.488	5.402	0.381	0.817	0.255	0.114	1.343	1.244	29.133	1.952	2.273	4.425	1.343	0.032	2.438
YLL044W	6.350	4.453	21.466	0.196	1.654	4.061	0.466	0.702	0.203	0.130	1.464	1.192	34.795	2.686	2.306	4.554	1.638	0.023	1.582
YLL045C	6.374	4.979	20.739	0.276	1.647	5.029	0.401	0.607	0.283	0.118	1.220	1.128	28.664	2.428	2.305	4.149	1.363	0.039	2.173
YLL046C	5.602	5.648	22.439	0.225	1.868	5.483	0.348	0.913	0.233	0.124	1.293	1.296	31.901	2.545	2.404	3.930	1.354	0.029	2.362
YLL047W	5.536	5.591	23.365	0.230	1.762	4.951	0.359	0.837	0.241	0.122	1.391	1.268	33.645	2.013	2.332	3.996	1.361	0.028	2.316
YLL048C	6.208	4.171	18.076	0.240	1.603	4.807	0.404	0.773	0.246	0.123	1.321	1.082	31.249	2.880	2.387	4.182	1.437	0.035	2.483
YLL049W	5.709	4.389	19.612	0.341	1.723	4.744	0.453	0.726	0.371	0.142	1.177	1.260	28.540	2.728	2.109	3.996	1.460	0.048	3.233
YLL051C	5.593	5.014	23.401	0.331	1.888	5.464	0.399	0.699	0.347	0.135	1.112	1.223	26.725	3.098	2.077	3.480	1.343	0.053	2.596
YLL052C	6.117	5.362	22.285	0.274	1.716	4.860	0.381	0.650	0.268	0.126	1.313	1.186	32.114	1.901	2.390	4.051	1.404	0.035	2.351
YLL053C	5.799	5.512	23.957	0.280	1.628	5.327	0.374	0.811	0.293	0.113	1.288	1.143	30.893	2.217	2.306	3.820	1.248	0.039	2.595
YLL054C	6.554	5.528	23.014	0.256	1.826	4.630	0.393	0.644	0.272	0.127	1.251	1.087	28.244	2.069	2.690	4.143	1.242	0.041	2.655
YLL055W	5.599	5.341	21.318	0.286	1.948	4.280	0.394	0.727	0.274	0.143	1.182	1.128	28.472	2.241	2.363	4.124	1.334	0.041	2.709
YLL056C	5.580	5.597	23.902	0.267	1.672	4.487	0.390	0.796	0.282	0.132	1.212	1.257	32.162	2.025	2.273	4.016	1.301	0.033	2.765
YLL057C	5.533	5.258	21.466	0.304	1.763	4.094	0.417	0.708	0.330	0.150	1.206	1.182	28.414	2.139	2.273	4.001	1.327	0.043	2.747
YLL058W	5.928	5.260	22.211	0.275	1.796	4.255	0.397	0.730	0.268	0.131	1.216	1.173	28.712	2.642	2.273	4.091	1.361	0.038	2.811
YLL059C	5.800	4.813	19.958	0.284	1.841	4.921	0.428	0.966	0.318	0.119	1.193	1.109	28.244	3.700	2.079	3.947	1.349	0.039	2.822
YLL060C	5.751	5.285	23.339	0.280	1.778	4.635	0.383	0.633	0.288	0.138	1.201	1.277	31.537	1.655	2.273	4.081	1.387	0.038	2.268
YLL061W	5.716	5.276	21.309	0.236	1.865	5.348	0.346	0.778	0.211	0.126	1.291	1.134	29.729	3.115	2.532	3.833	1.327	0.030	2.102
YLL062C	5.692	5.636	21.181	0.200	2.432	5.519	0.313	0.980	0.202	0.122	1.280	1.199	28.263	3.852	2.570	3.996	1.274	0.024	1.940
YLL063C	6.060	5.723	24.031	0.242	1.735	5.457	0.367	0.936	0.255	0.125	1.335	1.326	33.207	2.473	2.408	4.052	1.354	0.031	2.306
YLR001C	5.916	4.864	22.189	0.290	1.995	4.940	0.378	0.619	0.279	0.131	1.179	1.178	28.663	2.692	2.272	3.943	1.354	0.040	2.333
YLR003C	5.834	5.119	22.076	0.271	1.577	5.081	0.376	0.766	0.268	0.134	1.329	1.151	31.690	2.038	2.048	3.904	1.373	0.034	2.189
YLR004C	6.247	5.188	23.723	0.253	1.843	5.589	0.358	0.807	0.215	0.113	1.209	1.123	29.478	3.184	2.321	3.893	1.354	0.032	2.202
YLR006C	4.853	4.734	22.634	0.291	2.023	5.201	0.392	0.889	0.249	0.102	1.198	1.128	26.956	5.372	2.269	4.259	1.302	0.043	3.650
YLR011W	6.234	4.916	21.842	0.273	1.487	4.263	0.399	0.569	0.313	0.127	1.234	1.137	27.702	1.784	2.354	3.874	1.207	0.042	2.916
YLR012C	5.815	5.372	22.934	0.289	1.589	4.470	0.398	0.679	0.316	0.143	1.224	1.289	32.417	1.821	2.444	3.921	1.343	0.040	2.749
YLR013W	5.701	5.458	22.902	0.268	1.889	4.703	0.398	0.773	0.266	0.124	1.323	1.248	31.552	2.503	2.410	4.262	1.354	0.037	2.435
