ORF	Growth, OD600;external pH 2.7	Growth, OD600;external pH 4.0	Growth, OD600;external pH 7.0	Vacuolar pH (pHv);external pH 2.7	Vacuolar pH (pHv);external pH 4.0	Vacuolar pH (pHv);external pH 7.0
YLR017W	91.395	98.172	99.975	5.147	5.176	6.029
YLR018C	106.865	99.073	101.132	5.197	5.294	6.003
YLR019W	102.905	96.448	97.735	5.391	5.314	6.048
YLR020C	99.534	92.046	92.418	5.342	5.316	6.092
YLR021W	85.290	90.940	94.855	5.210	5.331	6.132
YLR023C	89.531	95.444	95.963	5.218	5.323	6.118
YLR024C	99.394	102.214	112.248	5.459	5.355	5.963
YLR025W	45.791	78.687	91.753	4.976	5.393	6.172
YLR027C	NaN	NaN	NaN	NaN	NaN	NaN
YLR028C	90.836	93.977	86.989	5.298	5.312	6.155
YLR030W	85.327	90.485	81.463	5.324	5.382	5.807
YLR031W	77.958	85.653	81.600	5.306	5.388	5.737
YLR032W	81.003	91.735	85.225	5.320	5.366	5.731
YLR034C	87.218	94.483	86.100	5.315	5.371	5.663
YLR035C	95.532	94.978	84.938	5.326	5.358	5.688
YLR036C	92.529	92.555	83.225	5.319	5.358	5.474
YLR037C	90.832	86.370	82.975	5.326	5.361	5.643
YLR038C	92.737	88.245	86.963	5.319	5.339	5.591
YLR039C	NaN	78.738	90.263	NaN	5.375	5.855
YLR040C	109.672	105.683	100.487	5.293	5.307	5.682
YLR041W	109.324	102.206	98.862	5.277	5.342	5.707
YLR042C	102.578	97.194	98.954	5.374	5.271	6.042
YLR043C	107.487	97.362	101.317	5.305	5.259	6.010
YLR044C	93.632	96.190	94.806	5.446	5.250	6.133
YLR046C	96.148	95.933	99.766	5.087	5.213	6.040
YLR047C	102.656	98.404	93.808	4.995	5.299	6.125
YLR048W	92.762	95.084	94.941	5.083	5.283	5.986
YLR049C	107.378	100.515	102.646	5.056	5.285	6.017
YLR050C	102.637	92.660	96.500	5.272	5.352	5.901
YLR052W	87.996	87.359	88.700	5.278	5.355	5.764
YLR053C	103.262	101.364	102.093	5.119	5.297	6.011
YLR054C	106.477	101.943	101.219	5.145	5.218	6.018
YLR055C	100.217	97.876	97.267	5.211	5.291	6.109
YLR056W	NaN	83.990	80.330	NaN	5.469	6.115
YLR057W	86.906	95.843	93.956	5.214	5.184	6.116
YLR058C	106.632	98.958	99.914	5.317	5.265	6.079
YLR059C	106.943	98.571	102.770	5.306	5.258	6.026
YLR061W	81.019	88.494	94.818	5.068	5.265	5.994
YLR062C	81.640	84.607	85.401	5.265	5.271	6.216
YLR063W	102.563	94.093	96.369	5.210	5.289	6.066
YLR064W	102.035	97.272	94.202	5.390	5.306	6.077
YLR065C	94.797	96.152	84.355	5.309	5.349	6.113
YLR067C	90.944	100.799	91.275	5.275	5.313	5.498
YLR068W	96.956	92.548	92.221	5.639	5.399	6.061
YLR069C	86.272	92.582	88.150	5.270	5.313	5.471
YLR070C	90.262	90.654	93.750	5.271	5.303	5.471
YLR072W	97.717	98.906	89.882	5.346	5.308	6.103
YLR073C	112.550	103.938	99.446	5.339	5.328	5.956
YLR074C	99.146	94.556	97.329	5.186	5.297	5.985
YLR077W	100.357	96.126	91.273	5.191	5.251	6.087
YLR079W	79.217	89.112	88.491	5.208	5.324	6.059
YLR080W	101.056	99.936	99.520	5.245	5.238	5.965
YLR081W	101.678	98.172	97.624	5.062	5.273	6.025
YLR082C	95.449	98.353	101.662	5.184	5.203	5.976
YLR083C	100.062	92.561	92.836	5.339	5.365	6.110
YLR084C	102.811	97.568	98.732	5.343	5.312	5.996
YLR085C	96.101	97.452	94.092	5.342	5.358	5.941
YLR087C	56.524	85.302	90.977	5.458	5.381	6.005
YLR089C	39.578	92.355	91.285	5.146	5.237	5.909
YLR090W	103.448	99.048	99.865	5.318	5.272	5.969
YLR091W	47.676	85.223	93.237	5.279	5.313	5.493
YLR092W	102.392	95.611	97.095	5.247	5.293	6.033
YLR093C	94.191	96.628	96.923	5.249	5.241	6.033
YLR094C	99.068	93.848	96.147	5.249	5.311	6.059
YLR095C	91.457	96.847	95.889	5.260	5.312	6.076
YLR096W	93.989	97.542	97.230	5.129	5.280	6.129
YLR097C	96.552	96.075	99.274	5.098	5.313	6.100
YLR098C	99.643	97.671	98.080	5.230	5.147	6.054
YLR099C	102.672	97.413	100.049	5.280	5.170	6.034
YLR102C	100.668	96.499	98.289	5.303	5.166	6.079
YLR104W	96.925	97.207	98.548	5.344	5.237	6.070
YLR107W	101.786	98.803	100.874	5.359	5.313	5.992
YLR108C	100.326	96.396	100.308	5.372	5.296	6.022
YLR109W	103.262	95.328	98.658	5.431	5.300	6.010
YLR110C	96.519	102.570	105.700	5.288	5.325	5.507
YLR111W	100.916	96.641	99.717	5.365	5.278	6.027
YLR112W	93.538	95.264	95.643	5.371	5.328	6.042
YLR113W	87.822	93.501	96.270	5.276	5.267	6.045
YLR114C	37.465	110.039	98.868	4.998	5.298	6.045
YLR118C	91.302	91.506	96.147	5.113	5.263	6.067
YLR119W	90.028	90.541	99.988	5.277	5.330	6.061
YLR120C	96.474	96.075	98.031	5.313	5.323	6.062
YLR121C	98.804	97.568	97.735	5.395	5.325	6.037
YLR122C	96.769	98.288	99.840	5.398	5.338	6.046
YLR123C	98.369	98.636	99.397	5.347	5.305	6.034
YLR124W	98.509	100.335	96.443	5.379	5.323	6.051
YLR125W	NaN	NaN	NaN	NaN	NaN	NaN
YLR126C	100.276	99.974	102.931	5.459	5.308	6.010
YLR128W	102.364	96.339	103.137	5.456	5.316	5.997
YLR130C	95.457	96.144	93.212	5.427	5.320	6.114
YLR131C	84.160	83.225	88.418	5.572	5.416	6.073
YLR133W	99.908	96.624	98.470	5.498	5.293	5.913
YLR134W	97.974	95.702	93.482	5.453	5.290	6.086
YLR135W	92.571	96.702	91.914	5.384	5.269	6.140
YLR136C	97.820	94.599	98.830	5.392	5.294	5.867
YLR137W	94.305	96.339	102.982	5.404	5.297	5.922
YLR138W	96.239	96.131	100.026	5.377	5.332	5.997
YLR139C	NaN	NaN	NaN	NaN	NaN	NaN
YLR142W	91.942	95.209	100.501	5.436	5.344	6.009
YLR143W	95.963	94.988	101.093	5.485	5.262	6.027
YLR144C	NaN	NaN	NaN	NaN	NaN	NaN
YLR146C	81.114	93.519	95.975	5.305	5.401	5.939
YLR148W	NaN	NaN	NaN	NaN	NaN	NaN
YLR149C	97.191	94.105	102.070	5.480	5.210	5.887
YLR150W	94.827	93.690	103.857	5.223	5.185	5.810
YLR151C	98.619	94.313	96.812	5.406	5.323	6.057
YLR152C	90.790	91.898	91.387	5.430	5.278	6.117
YLR154C	82.671	93.261	87.518	5.442	5.351	6.158
YLR164W	96.992	94.495	99.254	5.375	5.317	6.005
YLR165C	NaN	NaN	NaN	NaN	NaN	NaN
YLR168C	NaN	NaN	NaN	NaN	NaN	NaN
YLR169W	NaN	NaN	NaN	NaN	NaN	NaN
YLR170C	NaN	NaN	NaN	NaN	NaN	NaN
YLR171W	NaN	NaN	NaN	NaN	NaN	NaN
YLR172C	NaN	NaN	NaN	NaN	NaN	NaN
YLR173W	NaN	NaN	NaN	NaN	NaN	NaN
YLR174W	NaN	NaN	NaN	NaN	NaN	NaN
YLR176C	NaN	NaN	NaN	NaN	NaN	NaN
YLR177W	NaN	NaN	NaN	NaN	NaN	NaN
YLR178C	NaN	NaN	NaN	NaN	NaN	NaN
YLR179C	NaN	NaN	NaN	NaN	NaN	NaN
YLR180W	NaN	NaN	NaN	NaN	NaN	NaN
YLR181C	NaN	NaN	NaN	NaN	NaN	NaN
YLR182W	NaN	NaN	NaN	NaN	NaN	NaN
YLR183C	NaN	NaN	NaN	NaN	NaN	NaN
YLR184W	NaN	NaN	NaN	NaN	NaN	NaN
YLR185W	107.598	104.443	105.506	5.292	5.096	5.809
YLR187W	109.409	106.277	107.597	5.306	5.116	5.716
YLR188W	106.979	106.173	107.123	5.308	5.147	5.751
YLR189C	NaN	NaN	NaN	NaN	NaN	NaN
YLR190W	NaN	NaN	NaN	NaN	NaN	NaN
YLR191W	NaN	NaN	NaN	NaN	NaN	NaN
YLR192C	83.769	81.916	95.625	5.301	5.317	5.462
YLR193C	NaN	NaN	NaN	NaN	NaN	NaN
YLR194C	NaN	NaN	NaN	NaN	NaN	NaN
YLR199C	104.704	95.506	98.104	5.399	5.186	5.955
YLR200W	95.512	99.858	96.390	5.312	5.395	5.985
YLR201C	NaN	NaN	NaN	NaN	NaN	NaN
YLR202C	NaN	NaN	NaN	NaN	NaN	NaN
YLR203C	NaN	NaN	NaN	NaN	NaN	NaN
YLR204W	NaN	NaN	NaN	NaN	NaN	NaN
YLR205C	NaN	NaN	NaN	NaN	NaN	NaN
YLR206W	NaN	NaN	NaN	NaN	NaN	NaN
YLR207W	108.635	109.312	106.442	5.282	5.063	5.726
YLR209C	NaN	NaN	NaN	NaN	NaN	NaN
YLR210W	NaN	NaN	NaN	NaN	NaN	NaN
YLR211C	NaN	NaN	NaN	NaN	NaN	NaN
YLR213C	NaN	NaN	NaN	NaN	NaN	NaN
YLR214W	NaN	NaN	NaN	NaN	NaN	NaN
YLR216C	NaN	NaN	NaN	NaN	NaN	NaN
YLR217W	105.277	106.445	104.400	5.362	5.127	5.742
YLR218C	NaN	NaN	NaN	NaN	NaN	NaN
YLR219W	101.455	102.777	98.310	5.206	5.109	5.849
YLR220W	103.110	104.159	102.565	5.244	5.114	5.776
YLR221C	101.052	99.380	100.899	5.275	4.964	5.844
YLR224W	103.637	106.470	104.947	5.312	4.955	5.801
YLR225C	105.215	105.863	105.044	5.282	5.111	5.801
YLR226W	NaN	NaN	NaN	NaN	NaN	NaN
YLR227C	NaN	NaN	NaN	NaN	NaN	NaN
YLR228C	98.175	93.902	96.927	4.881	4.865	5.787
YLR231C	104.967	98.607	93.639	4.899	4.893	5.751
YLR232W	85.066	93.158	86.583	4.863	4.912	5.784
YLR233C	87.788	93.233	89.800	NaN	5.328	5.552
YLR234W	84.089	88.753	91.375	NaN	5.476	5.529
YLR235C	85.132	91.396	95.700	5.257	5.327	5.548
YLR236C	82.574	94.118	83.928	4.855	4.917	5.864
YLR237W	90.624	100.630	89.675	5.291	5.314	5.465
YLR238W	84.193	90.414	94.980	4.797	5.019	5.922
YLR239C	76.692	85.393	93.487	5.261	5.375	5.685
YLR240W	90.137	93.597	93.088	NaN	5.369	5.587
YLR241W	81.114	92.388	85.812	4.935	4.994	5.915
YLR242C	84.951	80.288	88.112	NaN	5.363	5.691
YLR244C	83.992	94.366	89.500	5.263	5.327	5.566
YLR246W	85.688	88.297	73.688	5.288	5.319	5.591
YLR247C	85.732	95.809	90.314	4.965	5.014	5.867
YLR248W	92.953	98.202	99.937	4.966	4.968	5.688
YLR250W	88.462	97.553	92.109	4.946	4.872	5.665
YLR251W	86.209	100.608	91.161	4.995	4.978	5.902
YLR252W	87.954	95.917	87.241	5.073	5.010	5.834
YLR253W	96.842	99.256	101.315	4.823	4.988	5.712
YLR254C	90.636	97.607	93.804	4.850	4.959	5.686
YLR255C	99.349	95.633	91.831	4.907	5.000	5.841
YLR257W	94.985	93.402	91.654	4.882	5.014	5.578
YLR258W	94.904	95.639	100.687	4.888	4.999	5.905
YLR260W	93.124	93.750	102.541	4.542	4.890	5.697
YLR261C	85.580	98.707	105.327	4.831	5.114	5.867
YLR262C	35.777	96.032	103.953	4.472	5.088	5.836
YLR262C-A	98.813	102.961	104.225	5.323	5.331	5.799
YLR263W	104.472	102.675	103.150	5.009	4.895	5.791
YLR264W	99.209	98.745	98.872	4.955	4.808	5.845
YLR265C	105.339	102.295	105.405	4.993	4.962	5.636
YLR266C	104.229	99.113	99.922	5.055	4.933	5.732
YLR267W	100.289	96.336	93.739	5.003	4.865	5.786
YLR268W	69.288	78.448	77.900	4.387	4.904	6.078
YLR269C	99.757	95.030	95.762	4.766	4.944	5.810
YLR270W	93.611	91.785	92.456	4.459	4.876	5.770
YLR271W	101.034	98.783	100.609	5.002	4.947	5.701
YLR273C	99.817	99.100	103.914	5.018	4.962	5.757
YLR278C	91.695	99.341	92.547	4.866	4.912	5.815
YLR279W	91.786	100.368	89.281	4.912	4.947	5.908
YLR280C	97.916	102.916	101.465	5.074	4.933	5.696
YLR281C	96.212	103.157	101.931	4.988	4.836	5.642
YLR282C	96.380	103.753	99.352	5.042	4.894	5.651
YLR283W	90.204	102.624	99.391	4.932	4.870	5.653
YLR284C	100.532	100.558	92.793	5.133	4.956	5.611
YLR285W	98.555	100.520	93.895	5.013	4.925	5.959
YLR286C	97.659	101.620	103.150	5.314	5.343	5.747
YLR287C	103.529	102.903	102.670	4.999	4.926	5.712
YLR287C-A	85.914	97.186	105.612	4.868	4.923	5.605
YLR288C	94.493	97.363	103.966	5.001	4.877	5.820
YLR289W	81.564	89.364	88.555	5.089	4.925	6.005
YLR290C	98.905	98.187	106.533	5.016	4.855	5.601
YLR292C	97.566	93.889	107.751	4.955	4.947	5.801
YLR294C	54.974	82.670	77.848	5.442	5.041	5.707
YLR295C	87.846	91.772	91.355	4.799	4.776	5.703
YLR296W	99.331	100.304	107.946	5.082	4.842	5.669
YLR297W	96.197	89.135	98.211	5.034	4.910	5.699
YLR299W	101.491	94.346	105.833	5.045	4.939	5.737
YLR300W	98.555	93.205	101.426	5.052	4.892	5.745
YLR303W	90.615	92.191	103.020	4.852	NaN	5.758
YLR304C	NaN	NaN	NaN	NaN	NaN	NaN
YLR306W	91.573	95.905	106.286	5.018	5.019	5.771
YLR307W	96.836	99.201	110.292	4.974	4.770	5.509
YLR308W	89.884	97.110	102.515	4.928	4.823	5.879
YLR309C	94.646	100.241	105.716	4.804	4.971	5.571
YLR311C	96.045	98.770	109.397	4.937	4.860	5.538
YLR312C	95.011	99.708	106.131	4.898	4.995	5.783
YLR312W-A	91.208	95.626	104.550	4.798	4.805	5.387
YLR313C	99.985	99.303	101.789	4.903	4.855	5.476
YLR315W	82.796	97.110	102.553	4.877	4.874	5.764
YLR318W	95.193	101.280	108.334	5.005	4.894	5.289
YLR319C	93.429	101.864	106.248	4.989	4.933	5.583
YLR320W	75.068	84.736	88.231	5.099	4.914	5.807
YLR322W	NaN	35.053	27.479	NaN	4.802	5.988
YLR324W	98.496	99.547	87.998	5.093	5.169	5.774
YLR325C	85.074	97.528	66.480	4.983	5.129	6.006
YLR326W	92.420	96.920	86.482	5.089	5.094	5.964
YLR327C	89.632	96.441	79.997	5.165	5.120	6.063
YLR328W	102.569	102.226	99.516	5.103	5.119	5.719
YLR329W	101.441	99.884	98.777	5.086	5.069	5.743
YLR330W	100.094	108.580	104.867	4.897	5.121	5.874
YLR331C	48.990	97.049	93.846	4.740	5.062	5.794
YLR332W	53.626	101.993	99.376	4.699	5.126	NaN
YLR333C	106.875	101.372	106.026	5.028	5.107	5.826
YLR334C	84.437	89.156	74.700	5.283	5.318	5.548
YLR335W	102.193	102.200	102.433	5.122	5.113	5.799
YLR337C	44.130	78.360	45.712	NaN	5.315	5.561
YLR338W	83.992	65.350	88.725	NaN	5.352	5.435
YLR341W	84.573	97.075	80.227	5.134	5.089	5.846
YLR342W	95.724	100.518	94.509	5.008	5.083	5.652
YLR343W	101.802	101.724	103.112	5.307	5.343	5.766
YLR344W	102.122	101.229	92.250	5.281	5.328	5.523
YLR345W	104.722	101.893	91.625	5.290	5.325	5.556
YLR346C	82.768	92.595	77.888	5.288	5.326	5.579
YLR348C	96.269	93.793	83.475	5.272	5.323	5.588
YLR349W	101.524	96.957	88.975	5.276	5.328	5.549
YLR350W	86.230	94.900	90.338	NaN	5.340	5.583
YLR351C	103.554	103.521	88.250	5.286	5.325	5.500
YLR352W	102.845	100.291	95.188	5.285	5.329	5.583
YLR353W	99.925	100.721	101.188	5.291	5.334	5.564
YLR354C	94.100	95.876	99.263	5.283	5.336	5.595
YLR356W	97.854	101.984	93.787	5.274	5.331	5.569
YLR357W	37.081	86.695	72.112	5.277	5.342	5.666
YLR358C	26.333	70.572	NaN	5.281	5.338	NaN
YLR360W	98.924	106.516	94.800	NaN	5.342	5.626
YLR361C	101.886	99.288	98.625	5.293	5.332	5.503
YLR362W	52.945	103.026	82.200	NaN	5.346	5.591
YLR363C	104.138	96.567	94.112	5.276	5.325	5.510
YLR364W	106.836	101.528	92.650	5.273	5.320	5.542
YLR365W	100.621	102.596	94.600	5.275	5.323	5.528
YLR366W	91.806	101.411	86.037	5.270	5.331	5.485
YLR367W	103.957	104.407	92.938	5.273	5.325	5.514
YLR368W	99.119	97.088	96.425	5.277	5.326	5.559
YLR369W	94.892	96.176	91.600	5.272	5.332	5.521
YLR370C	95.727	94.418	99.175	5.297	5.315	5.385
YLR371W	66.876	48.550	78.438	NaN	5.341	5.597
YLR372W	61.134	52.770	27.688	NaN	5.389	5.551
YLR373C	99.898	91.996	103.675	5.275	5.332	5.562
YLR374C	88.149	85.367	84.450	NaN	5.323	5.595
YLR375W	98.313	98.481	85.388	5.275	5.326	5.555
YLR376C	107.364	100.773	93.013	5.273	5.332	5.554
YLR377C	107.086	102.167	93.412	5.279	5.322	5.511
YLR380W	107.155	97.218	87.862	5.275	5.328	5.490
YLR381W	104.680	96.215	88.450	5.285	5.321	5.471
YLR382C	NaN	24.379	23.975	NaN	5.320	5.430
YLR384C	87.009	82.983	85.938	5.282	5.335	5.563
YLR385C	100.662	101.711	99.713	5.277	5.337	5.562
YLR386W	98.785	98.924	108.213	NaN	5.342	5.545
YLR387C	100.523	100.656	103.925	5.275	5.328	5.542
YLR388W	102.164	99.249	92.575	5.280	5.327	5.502
YLR389C	105.890	104.849	95.225	5.275	5.323	5.563
YLR390W	112.967	101.828	95.987	5.282	5.331	5.534
YLR390W-A	89.678	99.614	100.963	5.290	5.321	5.562
YLR391W	89.178	100.013	91.935	5.033	5.099	5.860
YLR392C	98.074	104.581	96.764	4.924	5.064	5.490
YLR393W	93.500	94.914	94.063	4.877	5.023	5.421
YLR394W	98.215	96.072	89.588	5.286	5.315	5.509
YLR395C	92.999	102.304	93.311	4.973	5.036	5.666
YLR396C	51.318	78.881	76.763	5.258	5.342	5.522
YLR398C	97.588	97.412	94.738	4.824	4.167	NaN
YLR399C	84.437	84.064	85.300	NaN	5.354	5.597
YLR400W	103.195	101.165	109.810	5.025	5.181	5.834
YLR401C	103.774	102.757	106.026	5.068	5.105	5.823
YLR402W	89.867	88.585	74.850	5.136	5.077	5.908
YLR403W	27.674	42.125	62.811	4.986	5.182	5.626
YLR404W	98.324	99.573	97.363	4.743	4.854	5.653
YLR405W	98.669	100.065	102.943	4.991	4.969	5.827
YLR406C	84.812	57.250	67.763	5.294	5.324	5.615
YLR407W	86.562	93.904	94.471	5.052	4.896	5.749
YLR408C	90.995	93.594	89.884	5.176	5.014	5.946
YLR410W	97.729	107.325	103.351	4.899	5.035	5.496
YLR412W	88.426	89.181	92.012	5.142	5.040	5.827
YLR413W	103.571	101.411	107.708	4.881	NaN	NaN
YLR414C	97.369	99.379	103.618	5.022	5.072	5.680
YLR415C	80.783	91.743	89.260	5.076	5.119	6.072
YLR416C	99.687	99.340	104.294	5.091	5.167	5.882
YLR417W	43.665	82.839	88.177	4.484	5.078	5.955
YLR418C	77.338	89.957	89.540	4.873	5.046	5.888
YLR420W	90.361	96.442	92.493	5.480	5.264	5.910
YLR421C	101.770	98.473	95.439	5.045	5.038	5.809
YLR422W	99.216	103.534	101.037	5.323	5.341	5.898
YLR423C	97.020	95.069	100.162	5.305	5.333	5.891
YLR425W	87.940	60.375	99.062	5.308	5.329	5.878
YLR426W	100.440	63.826	93.713	5.299	5.316	5.778
YLR427W	87.454	54.033	101.200	5.303	5.350	5.844
YLR428C	97.075	52.679	92.025	5.305	5.337	5.917
YLR429W	100.635	76.915	108.487	5.306	5.354	5.872
YLR431C	100.760	81.225	104.888	5.345	5.349	5.850
YLR432W	102.233	80.405	108.825	5.317	5.324	5.711
YLR433C	96.060	104.354	104.350	5.318	5.336	5.714
YLR434C	93.544	106.490	107.125	5.320	5.325	5.711
YLR435W	95.879	93.610	69.062	NaN	5.329	5.551
YLR436C	97.131	108.379	107.725	5.296	5.324	5.785
YLR437C	92.932	102.206	105.037	5.325	5.332	5.792
YLR438W	86.453	101.359	103.900	5.332	5.353	5.861
YLR439W	94.420	87.190	81.600	5.291	5.315	5.552
YLR441C	92.570	93.571	97.525	5.308	5.327	5.722
YLR442C	88.191	84.976	85.812	5.296	5.324	5.535
YLR443W	73.912	95.981	106.000	5.304	5.336	5.754
YLR444C	94.851	55.544	102.463	5.311	5.327	5.749
YLR445W	100.454	63.084	109.975	5.327	5.333	5.798
YLR446W	98.438	78.764	106.138	5.324	5.342	5.890
YLR447C	87.440	83.465	103.850	5.319	5.362	5.907
YLR448W	88.093	94.314	100.263	5.318	5.356	5.880
YLR449W	83.297	80.496	90.638	5.325	5.366	5.995
YLR450W	94.197	95.121	102.800	5.314	5.339	5.838
YLR451W	105.618	102.467	112.482	5.385	5.286	5.880
YLR452C	101.538	103.560	104.787	5.314	5.329	5.700
YLR453C	85.229	92.712	98.025	5.314	5.354	5.939
YLR454W	83.046	85.510	90.375	5.307	5.360	5.921
YLR455W	93.655	87.555	90.537	5.291	5.330	5.570
YLR456W	86.967	78.295	97.600	5.302	5.363	5.883
YLR460C	90.374	101.008	105.088	5.318	5.345	5.865
YLR461W	99.244	58.266	102.263	5.310	5.330	5.892
YML001W	24.583	97.715	89.997	4.227	4.954	5.384
YML002W	95.516	100.242	87.747	5.305	5.226	6.128
YML003W	101.772	101.142	93.841	5.275	5.245	6.050
YML004C	106.576	99.610	96.973	5.281	5.239	6.053
YML005W	109.465	99.046	98.952	5.290	5.231	6.067
YML006C	96.881	96.937	89.870	5.233	5.232	6.095
YML007W	117.122	105.871	103.486	5.358	5.252	5.831
YML008C	69.816	91.603	80.736	6.065	5.818	6.080
YML009C	105.516	87.853	102.753	5.289	5.285	5.928
YML010C-B	98.327	69.153	108.825	5.318	5.338	5.932
YML010W-A	89.436	88.929	88.822	5.102	5.231	6.065
YML011C	105.282	101.935	94.824	5.283	5.245	6.028
YML012W	104.467	104.031	98.165	5.326	5.239	6.091
YML013C-A	65.473	98.441	93.291	5.263	5.269	6.078
YML013W	110.759	103.829	100.406	5.124	5.194	6.065
YML014W	83.233	88.607	82.217	5.496	5.231	6.126
YML016C	98.812	103.950	100.210	4.988	5.210	6.086
YML017W	126.480	112.253	112.987	5.332	5.199	5.830
YML018C	105.317	101.706	101.455	5.236	5.113	6.053
YML019W	72.031	98.710	99.856	5.225	5.203	5.990
YML020W	102.535	97.273	96.789	5.299	5.200	6.118
YML021C	92.890	82.423	105.975	5.331	5.360	5.710
YML022W	81.823	89.925	76.925	5.289	5.316	5.572
YML024W	73.414	86.242	97.681	5.401	5.240	6.008
YML026C	109.890	102.633	101.206	5.286	5.205	5.962
YML027W	90.999	82.163	78.850	5.296	5.319	5.569
YML028W	99.238	98.079	90.879	5.272	5.200	6.097
YML029W	117.122	110.802	105.700	5.347	5.186	5.980
YML030W	108.915	101.182	94.155	5.223	5.149	6.030
YML032C	89.117	94.142	88.062	5.354	5.254	6.021
YML033W	109.075	104.501	100.524	5.298	5.210	5.899
YML034W	110.705	104.810	104.403	5.262	5.217	5.907
YML035C	42.656	83.049	29.875	5.293	5.323	5.487
YML035C-A	97.891	95.808	91.993	5.323	5.204	6.065
YML036W	63.512	89.729	71.375	5.284	5.323	5.470
YML037C	NaN	NaN	NaN	NaN	NaN	NaN
YML038C	86.133	91.045	83.987	5.291	5.325	5.573
YML041C	88.997	95.290	90.750	5.298	5.318	5.427
YML042W	98.549	98.181	92.263	5.284	5.324	5.509
YML047C	99.189	98.286	95.975	5.292	5.330	5.533
YML048W	NaN	NaN	NaN	NaN	NaN	NaN
YML048W-A	NaN	NaN	NaN	NaN	NaN	NaN
YML050W	102.854	23.633	92.766	5.250	5.291	6.107
YML051W	110.759	99.436	98.559	5.230	5.187	5.962
YML052W	110.191	102.405	91.967	5.389	5.253	6.092
YML053C	101.489	104.031	91.403	5.242	5.222	6.109
YML054C	107.001	103.560	93.343	5.241	5.181	6.040
YML055W	103.687	100.390	92.242	5.372	5.251	6.067
YML056C	93.814	98.253	85.546	5.368	5.223	6.104
YML057W	103.846	99.758	96.501	5.214	5.233	6.119
YML058C-A	98.387	96.547	92.963	5.312	5.208	6.112
YML058W	111.964	107.403	101.350	5.325	5.100	5.982
YML059C	102.499	102.365	94.077	5.315	5.124	6.131
YML060W	95.392	98.925	88.612	5.342	5.110	6.138
YML061C	NaN	NaN	NaN	NaN	NaN	NaN
YML062C	107.604	107.685	97.589	5.362	5.197	5.979
YML063W	91.032	95.526	86.633	5.438	5.213	6.070
YML066C	85.785	98.650	92.912	5.286	5.317	5.497
YML067C	93.585	97.713	103.188	5.315	5.366	5.765
YML068W	85.869	93.545	97.100	5.315	5.367	5.832
YML070W	96.811	93.636	95.688	5.299	5.356	5.910
YML071C	91.430	96.410	99.825	5.287	5.352	5.911
YML072C	72.063	94.301	101.062	5.299	5.361	5.876
YML073C	108.268	103.156	89.825	5.268	5.327	5.524
YML074C	96.366	97.947	100.138	5.302	5.344	5.818
YML075C	93.224	97.908	95.875	5.286	5.326	5.560
YML076C	89.247	88.167	87.138	5.296	5.329	5.567
YML078W	88.532	96.775	84.864	5.273	5.207	6.145
YML079W	99.929	100.645	88.796	5.383	5.188	6.120
YML080W	104.289	102.781	92.806	5.308	5.172	6.098
YML081C-A	95.879	97.556	105.100	5.328	5.347	5.866
YML081W	111.184	104.743	91.063	5.416	5.229	6.093
YML082W	102.747	95.177	82.925	5.439	5.282	6.088
YML083C	97.501	96.453	86.647	5.290	5.283	6.136
YML084W	94.066	94.311	87.235	5.170	5.300	6.137
YML086C	98.758	102.062	98.688	5.293	5.320	5.461
YML087C	87.667	87.143	79.690	5.381	5.143	6.107
YML088W	92.684	91.544	85.266	5.427	5.314	6.151
YML089C	98.959	99.833	97.341	5.314	5.326	6.021
YML090W	103.721	100.161	100.150	5.311	5.342	5.738
YML094W	104.222	94.587	115.388	5.292	5.347	5.733
YML095C	99.314	95.199	96.362	5.305	5.347	5.779
YML095C-A	94.739	94.327	93.750	5.239	5.314	5.486
YML096W	107.475	99.210	99.412	5.298	5.337	5.628
YML097C	38.875	77.488	94.787	5.293	5.372	5.693
YML099C	48.454	91.201	97.138	5.300	5.352	5.824
YML100W	107.711	96.176	104.000	5.293	5.331	5.677
YML100W-A	99.355	92.347	103.412	5.297	5.340	5.861
YML101C	94.475	97.830	101.638	5.298	5.360	5.790
YML102C-A	97.506	87.854	95.750	5.316	5.358	5.713
YML102W	88.900	68.020	83.862	5.319	5.391	5.752
YML103C	99.063	95.746	113.700	5.298	5.351	5.744
YML104C	95.852	95.030	95.850	5.303	5.349	5.845
YML106W	93.933	91.618	93.162	5.300	5.363	5.851
YML107C	99.745	95.642	95.612	5.309	5.362	5.788
YML108W	98.368	98.820	100.388	5.309	5.348	5.671
YML109W	94.712	95.629	98.700	5.311	5.336	5.684
YML110C	89.456	87.919	112.250	5.310	5.336	5.728
YML111W	105.348	95.538	100.062	5.309	5.345	5.788
YML112W	97.173	91.227	111.888	NaN	5.351	5.743
YML113W	98.771	95.694	97.400	5.318	5.338	5.669
YML115C	82.546	90.133	98.250	5.294	5.354	5.588
YML116W	71.924	85.614	85.625	NaN	5.362	5.952
YML117W	101.093	97.153	98.775	5.296	5.341	5.827
YML117W-A	103.944	97.400	96.638	5.307	5.341	5.792
YML118W	99.689	94.275	93.312	5.307	5.353	5.874
YML119W	110.061	94.431	95.075	5.297	5.358	5.783
YML120C	107.114	97.556	99.463	5.320	5.344	5.672
YML121W	115.470	105.383	106.938	5.305	5.340	5.669
YML122C	88.413	84.442	94.487	5.313	5.341	5.746
YML123C	103.193	96.059	97.638	5.310	5.346	5.683
