orf	hom | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020
YML050W	-0.1	-0.324	-0.665			
YML051W	0.28	0.085	0.155			
YML052W	-0.06	-0.131	-0.307			
YML053C	0.055	-0.201	-0.096			
YML054C	-0.102	-0.04	-0.181			
YML055W	-0.107	-0.169	-0.223			
YML056C	0.232	0.052	-0.303			
YML057C-A	0.004	0.171	-0.315			
YML057W	0.027	-0.089	-0.319			
YML058W	-0.062	0.377	0.615			
YML059C	0.143	0.523	0.258			
YML060W	0.086	0.035	0.197			
YML061C	0.282	0.252	-0.012			
YML062C	-0.195	-0.054	0.055			
YML063W	-0.054	0.285	1.368			
YML064C				-0.066	-0.318	-0.079
YML065W				-0.205	0.02	-0.149
YML066C	0.085	0.037	-0.094			
YML067C	0.268	0.041	-0.173			
YML068W	-0.054	0.077	-0.131			
YML069W				0.329	0.309	0.138
YML070W	0.037	0.059	-0.144			
YML071C	0.595	2.126	1.441			
YML072C	0.003	0.19	-0.029			
YML073C	0.116	0.599	2.966			
YML074C	-0.173	0.145	-0.22			
YML075C	0.108	-0.201	-0.132			
YML076C	-0.129	-0.058	-0.651			
YML077W				0.157	0.018	0.025
YML078W	0.119	-0.089	0.093			
YML079W	0.003	-0.003	-0.515			
YML080W	-0.023	0.125	0.109			
YML081C-A	-0.251	0.072	0.171			
YML081W	0.2	-0.07	0.336			
YML082W	0.138	0.142	-0.545			
YML083C	0.237	-0.074	-0.235			
YML084W	-0.07	-0.177	-0.078			
YML085C				-0.175	-0.404	-0.496
YML086C	-0.087	0.109	-0.009			
YML087C	0.18	-0.175	0.063			
YML088W	0.036	0.094	0.47			
YML089C	0.477	0.046	0.413			
YML090W	0.562	-0.232	1.072			
YML091C				0.562	0.497	0.758
YML092C				-0.036	-0.049	-0.489
YML093W				0.988	0.552	0.345
YML094C-A	0.0	-0.053	0.058			
YML094W	0.056	0.093	0.03			
YML095C	0.033	-0.126	-0.105			
YML096W	0.318	0.351	-0.465			
YML097C	-0.065	-0.009	-0.082			
YML098W				0.076	0.216	-0.024
YML099C	-0.458	-0.507	-0.572			
YML100W	0.042	-0.042	0.058			
YML100W-A	0.038	0.037	-0.151			
YML101C	-0.164	-0.245	-0.276			
YML101C-A	0.005	-0.084	0.529			
YML102W	-0.062	-0.072	0.519			
YML103C	-0.806	-0.546	-0.186			
YML104C	-0.087	0.139	-0.125			
YML105C				-0.031	0.222	0.227
YML106W	0.684	0.452	-0.054			
YML107C	0.077	-0.15	-0.191			
YML108W	-0.252	-0.168	-0.193			
YML109W	-0.186	-0.145	0.091			
YML110C	-0.543	-0.304	-1.035			
YML111W	-0.093	-0.119	0.125			
YML112W	0.738	1.169	0.74			
YML113W	0.142	0.506	0.735			
YML114C				-0.081	-0.096	-0.148
YML115C	-0.106	0.028	0.822			
YML116W	-0.03	0.111	-0.119			
YML116W-A	0.119	0.357	0.249			
YML117W	0.409	0.14	0.829			
YML118W	0.104	-0.019	0.21			
YML119W	-0.002	0.053	0.042			
YML120C	0.013	0.794	0.017			
YML121W	-0.016	0.014	-0.009			
YML122C	0.943	1.003	0.744			
YML123C	0.446	-0.419	-0.567			
YML124C	-0.028	-0.055	0.09			
YML125C				0.101	0.176	0.229
YML126C				-0.008	-0.22	-0.088
YML127W				-1.584	-0.151	2.106
YML128C	-0.008	-0.04	0.609			
YML129C	-0.313	0.071	0.207			
YML130C				0.0	-0.172	-0.014
YML131W	0.237	-0.241	0.103			
YMR001C				0.064	0.427	0.175
YMR002W	-0.09	-0.054	0.043			
YMR003W	-0.198	-0.074	-0.245			
YMR004W	0.091	0.577	-0.055			
YMR005W				0.208	-0.020999999999999998	0.011499999999999996
YMR006C	0.144	0.328	0.088			
YMR007W	0.109	0.056	-0.016			
YMR008C	0.042	-0.05	0.177			
YMR009W	0.038	-0.006	-0.073			
YMR010W	0.191	0.332	0.263			
YMR011W	-0.219	-0.192	-0.142			
YMR012W	-0.095	0.007	-0.09			
YMR013C				0.148	-0.071	0.555
YMR015C	0.272	0.291	0.306			
YMR016C	-0.058	-0.019	-0.267			
YMR017W	-0.101	-0.007	-0.201			
YMR018W	0.069	-0.014	-0.12			
YMR019W	-0.108	-0.215	-0.071			
YMR020W	0.032	0.0	0.145			
YMR021C	0.387	0.593	0.329			
YMR022W	-0.043	-0.193	-0.172			
YMR023C	0.063	-0.076	-0.141			
YMR025W	0.101	-0.042	0.105			
YMR026C	-0.086	-0.339	0.363			
YMR027W	0.409	0.11	-0.583			
YMR028W				-0.128	-0.131	-0.182
YMR029C	-0.007	0.228	0.203			
YMR030W	-0.461	0.145	-0.496			
YMR031C	-0.184	-0.274	-0.274			
YMR031W-A	0.317	1.537	0.981			
YMR033W				-0.05300000000000002	-0.0635	0.10650000000000001
YMR034C	0.17	-0.037	-0.03			
YMR035W	-0.039	0.21	1.619			
YMR036C	-0.09	-0.193	-0.2			
YMR037C	-0.034	-0.09	0.088			
YMR038C	0.078	0.511	1.075			
YMR039C	-0.027	0.213	-0.191			
YMR040W	-0.483	-1.047	-1.11			
YMR041C	0.082	-0.263	-0.316			
YMR042W	-0.224	-0.317	-0.436			
YMR043W				-0.019	-0.089	-0.222
YMR044W	0.219	-0.023	0.221			
YMR047C				-0.1905	0.317	-0.013999999999999999
YMR048W	-0.187	-0.088	0.066			
YMR049C				0.252	-0.105	-0.178
YMR052C-A	0.364	0.197	0.519			
YMR052W	0.046	0.124	-0.081			
YMR053C	-0.004	0.049	0.072			
YMR054W	0.039	0.416	0.076			
YMR055C	0.092	0.044	-0.076			
YMR056C	0.058	0.127	0.101			
YMR057C	0.199	0.069	0.115			
YMR058W	0.086	0.183	0.052			
YMR059W				0.34	-0.294	-0.323
YMR060C	0.184	0.324	1.866			
YMR061W				-0.217	0.356	-0.295
YMR062C	0.167	0.576	0.09			
YMR063W	0.574	0.604	0.97			
YMR064W	0.064	0.046	0.606			
YMR065W	-0.021	0.018	0.134			
YMR066W	0.131	0.444	-0.091			
YMR067C	-0.097	-0.05	-0.34			
YMR068W	-0.016	0.121	-0.364			
YMR069W	-0.007	0.035	-0.163			
YMR070W	0.058	-0.091	0.056			
YMR071C	-0.115	-0.201	-0.193			
YMR072W	0.094	0.108	0.57			
YMR073C	-0.084	0.139	0.418			
YMR074C	-0.076	0.532	0.1			
YMR075C-A	0.094	0.027	0.308			
YMR075W	-0.425	-0.205	-0.423			
YMR076C				0.029	0.176	0.048
YMR077C	0.195	0.238	1.2			
YMR078C	0.507	0.638	1.216			
YMR079W				-0.002	0.338	0.11
YMR080C	0.661	0.374	0.001			
YMR081C	-0.135	0.022	0.046			
YMR082C	0.122	-0.208	-0.212			
YMR083W	0.048	0.223	-0.446			
YMR084W	-0.159	-0.113	0.223			
YMR085W	0.032	0.249	-0.081			
YMR086C-A	-0.239	-0.231	-0.201			
YMR086W	0.138	0.161	-0.038			
YMR087W	-0.016	0.024	-0.092			
YMR088C	-0.136	-0.234	-0.088			
YMR089C	0.99	1.168	0.833			
YMR090W	0.072	0.011	0.094			
YMR091C	0.032	0.536	0.605			
YMR092C	-0.038	0.073	-0.104			
YMR093W				-0.027	-0.07	-0.004
YMR094W				-0.169	-0.039	-0.408
YMR095C	-0.163	-0.112	-0.311			
YMR096W	-0.072	-0.216	-0.259			
YMR097C	-0.191	0.097	0.047			
YMR098C	-0.178	-0.197	0.636			
YMR099C	0.113	0.301	-0.102			
YMR100W	0.09	0.195	0.257			
YMR101C	-0.572	-0.352	-0.455			
YMR102C	0.204	0.425	0.483			
YMR103C	-0.055	0.161	-0.368			
YMR104C	0.02	0.142	0.595			
YMR105C	0.066	0.527	0.066			
YMR106C	0.061	0.268	-0.294			
YMR107W	0.508	-0.035	-0.315			
YMR108W	0.124	-0.15	-0.033			
YMR109W	-0.028	-0.091	-0.243			
YMR110C	0.019	-0.195	-0.013			
YMR111C	-0.098	-0.071	-0.242			
YMR112C				-0.074	-0.047	-0.114
YMR113W				0.244	-0.095	0.041
YMR114C	0.505	0.432	0.146			
YMR115W	0.201	0.206	0.288			
YMR116C	0.235	0.122	0.352			
YMR117C				-0.246	-0.526	-0.161
YMR118C	-0.156	-0.18	-0.487			
YMR119W	-0.532	-0.497	-0.38			
YMR119W-A	-0.238	0.046	-0.218			
YMR120C	-0.068	-0.079	-0.427			
YMR121C	-0.057	-0.074	0.304			
YMR122C	0.259	-0.273	-0.57			
YMR123W	0.484	1.165	2.144			
YMR124W	0.355	0.291	0.686			
YMR125W	0.349	-0.131	1.423			
YMR126C	-0.062	-0.06	-0.173			
YMR127C	-0.035	0.036	-0.237			
YMR128W				-0.263	-0.204	-0.268
YMR129W	0.059	0.038	-0.064			
YMR130W	0.145	-0.205	0.088			
YMR131C				-0.442	-0.445	-0.152
YMR132C	-0.15	-0.14	-0.082			
YMR133W	-0.009	0.21	-0.071			
YMR134W				-0.122	0.215	0.278
YMR135C	-0.216	0.077	0.248			
YMR135W-A	0.086	-0.168	-0.354			
YMR136W	0.164	0.158	-0.003			
YMR137C	0.148	0.069	-0.288			
YMR138W	-0.028	-0.089	1.067			
YMR139W	-0.021	-0.01	-0.145			
YMR140W	-0.154	0.157	-0.331			
YMR141C	-0.219	-0.18	-0.388			
YMR142C	-0.311	-0.033	0.127			
YMR143W	0.096	0.318	0.328			
YMR144W	-0.189	-0.241	-0.226			
YMR145C	0.238	-0.151	-0.02			
YMR146C				-0.875	-0.796	-0.92
YMR147W	-0.004	0.023	-0.317			
YMR148W	0.136	0.036	0.076			
YMR149W				0.098	-0.104	0.014
YMR151W	0.292	0.088	2.363			
YMR152W	-0.259	-0.218	-0.132			
YMR153C-A	0.07	-0.045	-0.009			
YMR153W	0.044	-0.189	-0.256			
YMR154C	-0.027	-0.055	0.606			
YMR155W	0.095	0.223	0.102			
YMR156C	-0.002	0.105	0.91			
YMR157C	-0.133	-0.277	-0.562			
YMR158C-A	-0.206	-0.084	-0.173			
YMR158W-B	0.35	0.418	-0.232			
YMR159C	-0.003	-0.117	-0.03			
YMR160W	-0.095	-0.039	0.232			
YMR161W	0.061	-0.042	-0.299			
YMR162C	0.089	-0.028	-0.175			
YMR163C	0.082	0.279	0.102			
YMR164C	0.063	-0.136	-0.076			
YMR166C	0.093	-0.093	-0.127			
YMR167W	0.01	0.012	-0.094			
YMR168C				0.047	-0.087	-0.386
YMR169C	-0.20650000000000002	-0.171	-0.455			
YMR170C	0.136	0.204	-0.179			
YMR171C	0.003	-0.146	-0.088			
YMR172C-A	-0.234	-0.405	-0.4			
YMR172W	0.038	0.04	-0.09			
YMR173W	-0.129	-0.193	-0.154			
YMR173W-A	-0.089	-0.226	-0.665			
YMR174C	0.0545	0.2095	-0.03950000000000001			
YMR175W	-0.0325	-0.064	-0.10400000000000001			
YMR176W	0.122	-0.09	-0.179			
YMR177W	0.119	-0.106	-0.15			
YMR178W	0.153	0.342	0.225			
YMR179W	-0.299	0.855	0.535			
YMR180C	0.109	0.134	0.331			
YMR181C	-0.023	0.018	0.219			
YMR182C	0.028	-0.176	-0.492			
YMR183C	-0.049	-0.01	0.504			
YMR184W	-0.009	0.057	-0.019			
YMR185W				-0.064	-0.019	0.021
YMR186W	-0.276	-0.085	0.245			
YMR187C	0.692	0.532	0.206			
YMR188C	0.085	0.057	1.091			
YMR189W	-0.33	-0.124	-0.207			
YMR190C	-0.188	0.095	0.657			
YMR191W	-0.058	-0.007	-0.016			
YMR192W	-0.261	0.175	-0.221			
YMR193C-A	-0.083	-0.116	0.071			
YMR194C-A	0.467	0.12	0.363			
YMR194W	-0.1	-0.104	0.039			
YMR195W	-0.016	0.278	0.125			
YMR196W	0.11	0.021	0.281			
YMR197C				0.097	0.078	0.186
YMR199W	0.016	0.117	-0.029			
YMR200W				-0.285	-0.265	-0.117
YMR201C	-0.117	-0.122	-0.13			
YMR202W	0.33	0.563	1.038			
YMR203W				-0.011	-0.171	0.054
YMR204C	-0.291	0.023	-0.168			
YMR205C	0.16	0.384	0.226			
YMR206W	0.063	0.185	-0.128			
YMR207C	0.01	-0.244	0.171			
YMR208W				-0.231	-0.307	-0.079
YMR209C	0.332	0.237	-0.164			
YMR210W	-0.005	-0.02	0.002			
YMR211W				0.252	-0.102	0.336
YMR213W				-0.174	-0.07	-0.16
YMR214W	0.041	-0.056	0.462			
YMR215W	0.051	0.109	0.119			
YMR216C	0.206	0.294	0.6			
YMR218C				-0.086	-0.003	-0.028
YMR219W	-0.152	-0.09	0.166			
YMR220W				-0.128	-0.224	-0.199
YMR221C	0.129	0.056	-0.005			
YMR222C	-0.243	-0.241	-0.342			
YMR223W	-0.055	-0.032	0.294			
YMR225C	-0.039	0.36	-0.191			
YMR226C	0.296	0.261	-0.065			
YMR227C				-0.339	-0.588	-0.667
YMR228W	-0.037	2.26	2.229			
YMR229C				-0.018	-0.224	0.121
YMR230W	-0.091	-0.223	-0.011			
YMR231W	0.181	0.021	0.019			
YMR232W	-0.073	0.15	-0.247			
YMR233W	0.011	0.307	0.018			
YMR234W	0.135	0.202	0.018			
YMR235C				-0.066	-0.163	-0.126
YMR236W				0.037	-0.242	-0.314
YMR237W	0.234	-0.009	0.05			
YMR238W	0.149	0.12	0.002			
YMR239C				0.094	-0.203	-0.067
YMR240C				0.209	0.081	-0.063
YMR241W	0.108	0.028	-0.126			
YMR242C	-0.744	-0.37	0.488			
YMR243C	-0.132	-0.225	-0.228			
YMR244C-A	-0.069	-0.062	-0.002			
YMR244W	0.037	0.105	0.224			
YMR245W	0.206	0.281	-0.189			
YMR246W	0.26	0.22	0.037			
YMR247C	0.032	0.162	-0.009			
YMR250W	0.017	0.018	-0.254			
YMR251W	-0.119	-0.036	-0.212			
YMR251W-A	1.077	0.589	0.372			
YMR252C	-0.025	-0.001	0.434			
YMR253C	-0.031	0.268	-0.235			
YMR254C	0.055	0.061	-0.189			
YMR255W	0.371	0.02	0.195			
YMR257C	0.051	0.009	0.288			
YMR258C	-0.226	-0.186	-0.497			
YMR259C	0.011	-0.014	-0.026			
YMR260C				-0.086	-0.125	-0.059
YMR261C	-0.143	0.09	-0.504			
YMR262W	-0.146	0.221	-0.369			
YMR263W	0.054	0.049	1.89			
YMR264W	-0.143	0.213	0.034			
YMR265C	0.103	0.117	-0.065			
YMR267W	-0.109	-0.199	0.085			
YMR268C				-0.122	-0.165	0.553
YMR269W	0.359	-0.133	-0.048			
YMR270C				-0.049	0.043	-0.117
YMR271C	0.119	-0.035	-0.151			
YMR272C	-0.512	0.495	-0.315			
YMR273C	0.256	0.422	0.27			
YMR274C	-0.083	-0.275	-0.205			
YMR275C	0.042	-0.035	0.397			
YMR276W	-0.121	0.038	-0.246			
YMR277W				-0.012	-0.117	0.489
YMR278W	-0.124	0.148	0.014			
YMR279C	-0.415	-0.249	-0.348			
YMR280C	0.04	0.076	0.257			
YMR281W				-0.157	-0.429	-0.363
YMR282C	-0.144	0.04	0.293			
YMR283C	0.119	0.231	0.466			
YMR284W	0.032	0.15	-0.326			
YMR285C	-0.055	0.024	-0.009			
YMR286W	0.117	0.035	1.667			
YMR287C	0.046	0.045	0.448			
YMR288W				-0.298	-0.459	-0.303
YMR289W	-0.968	-0.009	-1.276			
YMR290C				-0.155	0.006	-0.185
YMR290W-A				0.004	-0.108	0.246
YMR291W	-0.238	0.199	-0.388			
YMR292W	0.03	0.075	0.003			
YMR293C	0.136	0.027	0.885			
YMR294W	0.111	-0.298	0.498			
YMR294W-A	-0.432	-0.716	-1.064			
YMR295C	-0.175	-0.186	-0.242			
YMR296C				-0.155	0.013	-0.32
YMR297W	-0.263	-0.086	-0.192			
YMR298W				0.623	-0.119	0.094
YMR299C	-0.048	0.095	-0.141			
YMR300C	0.006	-0.075	-0.338			
YMR301C				-0.085	0.037	0.06
YMR302C	-0.073	-0.32	-0.345			
YMR303C	-0.23	-0.272	-0.261			
YMR304C-A	0.027	0.298	0.082			
YMR304W	-0.267	0.473	-0.307			
YMR305C	-0.055	0.019	0.313			
YMR306C-A	0.135	0.086	-0.096			
YMR306W	0.183	0.029	0.156			
YMR307W	0.032	1.148	5.035			
YMR308C				-0.108	-0.14	-0.12
YMR309C				1.091	2.992	0.354
YMR310C	0.208	0.151	-0.165			
YMR311C	0.16	0.357	0.115			
YMR312W	-0.063	0.082	0.314			
YMR313C	0.11	0.218	0.015			
YMR314W				-0.177	-0.121	-0.055
YMR315W	0.007	-0.347	0.009			
YMR316C-A	-0.25	-0.422	-0.368			
YMR316C-B	0.123	0.043	0.212			
YMR316W	0.171	0.213	0.792			
YMR317W	0.42	0.434	0.264			
YMR318C	-0.095	0.111	0.191			
YMR319C	-0.121	0.231	0.201			
YMR320W	-0.15	0.283	-0.116			
YMR322C	0.033	-0.133	0.116			
YMR326C	0.266	0.168	-0.082			
YNL001W	0.149	0.181	0.628			
YNL002C				0.331	0.754	0.227
YNL004W	0.013	-0.076	-0.201			
YNL005C	0.015	0.085	0.049			
YNL006W				0.176	0.05	0.072
YNL007C				0.039	-0.214	-0.312
YNL009W	0.464	0.366	0.421			
YNL010W	-0.124	-0.107	-0.033			
YNL011C	-0.189	0.053	-0.345			
YNL012W	0.309	0.701	0.229			
YNL013C	0.049	0.366	0.548			
YNL014W	-0.363	0.145	-0.823			
YNL016W	-0.021	0.961	0.09			
YNL020C	0.071	0.026	0.288			
YNL022C	-0.084	0.375	0.769			
YNL023C	0.151	0.203	0.282			
YNL024C	-0.037	-0.108	0.132			
YNL025C	0.026	-0.172	0.03			
YNL026W				0.256	-0.094	0.483
YNL027W	-0.524	-0.325	-0.031			
YNL031C	0.326	0.229	-0.086			
YNL032W	0.18	0.14	0.005			
YNL034W	0.038	0.065	-0.067			
YNL035C	-0.187	0.133	-0.319			
YNL038W				0.298	-0.072	0.026
YNL039W				0.354	0.724	1.121
YNL041C	0.627	2.212	1.604			
YNL042W	-0.041	-0.035	-0.062			
YNL043C	0.044	-0.155	-0.18			
YNL044W	0.137	0.301	0.116			
YNL045W	0.077	0.062	-0.152			
YNL046W	-0.12	-0.072	0.104			
YNL047C	0.084	0.214	0.017			
YNL049C	0.018	0.292	-0.078			
YNL050C	0.193	0.557	0.043			
YNL051W	0.277	0.623	1.109			
YNL052W	-0.015	0.303	-0.183			
YNL053W	-0.138	-0.074	-0.124			
YNL054W	-0.426	0.391	0.709			
YNL055C	-0.219	0.074	0.821			
YNL056W	-0.232	0.091	0.276			
YNL057W	0.028	0.054	-0.189			
YNL058C	0.29	-0.015	0.004			
YNL059C	-1.224	-0.728	1.781			
YNL061W				0.001	-0.088	0.077
YNL062C				0.234	-0.089	0.224
YNL063W	0.177	0.076	-0.334			
YNL065W	-0.03	0.005	0.124			
YNL066W	0.375	0.516	-0.258			
YNL067W	-0.131	-0.132	-0.216			
YNL068C	0.006	-0.069	-0.291			
YNL069C	-0.03	-0.076	0.198			
YNL070W	-0.087	0.447	1.737			
YNL071W	-0.025	0.074	-0.031			
YNL072W	-0.091	-0.273	-0.162			
YNL073W	-0.177	-0.185	-0.257			
YNL074C	-0.057	0.024	-0.076			
YNL075W				0.005	-0.106	0.07
YNL076W	0.007	0.169	0.403			
YNL077W	-0.353	-0.605	-0.549			
YNL078W	-0.303	-0.01	-0.105			
YNL079C	-0.058	0.234	0.397			
YNL080C	-0.136	0.714	0.243			
YNL081C	-0.054	-0.279	0.019			
YNL082W	-0.542	-0.234	-0.537			
YNL083W	0.08	-0.35	0.038			
YNL084C	0.015	0.201	0.281			
YNL085W	0.857	0.073	0.217			
YNL086W	0.178	0.281	0.045			
YNL087W	0.037	0.269	-0.32			
YNL088W				0.114	-0.088	0.069
YNL089C	0.259	-0.366	-0.301			
YNL090W	0.442	0.079	0.253			
YNL091W	-0.171	-0.118	0.168			
YNL092W	-0.068	0.087	0.022			
YNL093W	-0.178	0.347	-0.163			
YNL094W	0.115	-0.099	-0.131			
YNL095C	0.374	0.072	0.109			
YNL096C	0.083	0.069	0.346			
YNL097C	-0.151	0.081	0.315			
YNL098C	0.533	-0.26	0.249			
YNL099C	-0.082	0.09	0.341			
YNL100W	0.078	0.573	-0.223			
YNL101W	-0.252	-0.328	-0.261			
YNL102W				-0.167	-0.248	-0.107
YNL103W				-0.081	-0.347	-0.024
YNL104C	0.039	-0.072	-0.126			
YNL105W	-0.073	-0.164	-0.371			
YNL106C	-0.075	0.023	0.139			
YNL107W	0.278	1.398	2.366			
YNL108C	0.138	0.468	0.158			
YNL109W	0.013	0.149	0.144			
YNL110C				0.044	-0.116	0.378
YNL111C	0.31	-0.005	-0.114			
YNL112W				-0.037	0.028	0.421
YNL113W				0.365	-0.424	-0.265
YNL114C				0.15	0.042	0.203
YNL115C	-0.081	0.044	-0.189			
YNL116W	0.108	-0.271	-0.074			
YNL117W	0.405	0.543	-0.134			
YNL118C				-0.284	-0.025	-0.121
YNL119W	0.156	0.154	0.271			
YNL120C	0.303	0.114	0.428			
YNL121C	-0.051	-0.099	0.746			
YNL122C	-0.238	-0.28	-0.325			
YNL123W	0.097	-0.12	-0.248			
YNL124W				-0.044	0.209	0.459
YNL125C	-0.077	-0.077	0.143			
YNL126W				-0.143	-0.037	0.385
YNL127W	0.106	0.471	0.243			
YNL128W	0.018	0.33	-0.009			
YNL129W	-0.054	0.136	0.113			
YNL130C	0.1	-0.084	0.092			
YNL131W				0.093	-0.003	0.498
YNL132W				0.044	-0.087	0.173
YNL133C	0.731	1.251	2.17			
YNL134C	0.004	-0.011	-0.241			
YNL135C	0.014	-0.177	1.286			
YNL136W	-0.023	0.08	0.985			
YNL137C				-0.036	0.286	0.216
YNL139C	2.96	1.089	2.927			
YNL140C	0.319	0.926	0.041			
YNL141W	0.035	0.026	-0.107			
YNL142W	0.386	0.996	-0.04			
YNL143C	-0.208	-0.01	-0.334			
YNL144C	-0.157	0.038	-0.315			
YNL145W	0.09	0.172	-0.083			
YNL146W	-0.136	0.083	-0.698			
YNL147W	0.151	0.359	1.33			
YNL148C	0.002	-0.009	-0.207			
YNL149C				-0.022	-0.118	-0.267
YNL150W				-0.715	-0.339	-0.825
YNL151C				0.185	0.045	0.348
YNL152W				-0.171	-0.182	-0.159
YNL153C	0.053	0.033	-0.382			
YNL154C	0.076	0.103	-0.216			
YNL155W	0.275	0.334	0.632			
YNL157W	0.223	0.454	-0.052			
YNL158W				0.093	0.006	-0.178
YNL159C	0.115	0.26	-0.179			
YNL160W	0.083	0.129	0.506			
YNL161W				0.31	-0.147	-0.301
YNL163C				0.219	0.187	0.381
YNL166C	-0.025	-0.038	0.157			
YNL167C	-0.046	0.093	-0.2			
YNL168C	-0.084	0.15	-0.015			
YNL170W	-0.337	-0.49	0.166			
YNL172W				-0.222	-0.133	0.015
YNL173C	0.109	-0.066	-0.013			
YNL175C	0.265	-0.008	-0.096			
YNL176C	-0.005	0.129	-0.098			
YNL177C	-0.215	-0.17	0.764			
YNL178W				0.01	-0.098	-0.129
YNL179C	0.237	0.199	-0.299			
YNL180C	-0.011	-0.124	-0.105			
YNL181W				0.273	-0.043	-0.244
YNL182C				0.739	0.024	-0.26
YNL183C	0.015	0.406	0.346			
YNL185C	0.154	0.568	-0.542			
YNL187W	-0.013	0.153	0.3			
YNL188W				0.282	-0.032	0.238
YNL189W				-0.117	-0.156	-0.236
YNL190W	-0.095	0.071	0.232			
YNL191W	0.068	0.033	0.719			
YNL193W	-0.053	-0.048	-0.153			
YNL194C	-0.021	0.021	-0.244			
YNL195C	-0.135	0.285	-0.266			
YNL196C	0.353	0.041	0.478			
YNL197C	0.075	-0.162	0.084			
YNL198C	0.112	0.196	0.362			
YNL199C	-1.241	-1.846	-2.205			
YNL200C	-0.041	0.069	0.162			
YNL201C	0.356	0.104	-0.503			
YNL202W	0.361	-0.446	-0.554			
YNL203C	0.036	0.184	0.345			
YNL204C	0.407	0.078	-0.293			
YNL205C	0.315	0.274	0.041			
YNL206C	0.29	0.393	-0.182			
YNL207W				-0.128	0.099	-0.24
YNL211C	0.064	0.005	-0.04			
YNL212W	-0.094	-0.094	-0.334			
YNL213C	0.061	0.086	0.93			
YNL214W	-0.346	0.073	-0.035			
YNL215W	-0.638	-0.427	-1.135			
YNL216W				0.01	-0.099	-0.059
YNL217W	0.032	0.188	-0.168			
YNL218W	-0.035	-0.018	0.039			
YNL219C	-0.221	0.248	0.16			
YNL220W	0.104	0.079	0.044			
YNL221C				0.331	0.296	0.28
YNL222W				0.196	-0.22	0.018
YNL224C	0.646	0.31	0.521			
YNL226W	0.177	0.138	-0.067			
YNL227C	-0.38	-0.542	-0.282			
YNL228W	-0.566	-0.507	-0.379			
YNL229C	-0.11	-0.119	0.284			
YNL230C	-0.108	0.039	0.704			
YNL231C	0.14	-0.046	0.474			
YNL232W				0.33	-0.008	0.025
YNL233W	-0.3	-0.04	-0.17			
YNL235C	0.045	-0.096	0.204			
YNL236W	0.003	0.043	0.082			
YNL237W	0.138	0.159	1.181			
YNL238W	0.161	-0.083	-0.122			
YNL239W	-0.083	-0.117	-0.269			
YNL240C				-0.194	-0.009	-0.198
YNL241C	-0.265	0.012	0.031			
YNL242W	-0.026	-0.089	-0.347			
YNL244C				-0.046	-0.184	-0.033
YNL245C				-0.07	-0.009	0.251
YNL246W	-0.23	0.03	0.559			
YNL247W				0.103	-0.078	-0.039
YNL248C	-0.365	-0.196	0.166			
YNL249C	-0.038	-0.291	0.067			
YNL250W	0.017	0.37	0.596			
YNL251C				-0.052	0.014	0.053
YNL252C	0.138	0.085	0.998			
YNL253W	0.022	-0.004	-0.088			
YNL254C	0.194	-0.052	-0.006			
YNL255C	-0.041	-0.314	-0.235			
YNL256W				-0.13	-0.196	0.01
YNL257C	0.407	0.917	1.853			
YNL258C				-0.093	0.032	0.477
YNL259C	0.27	-0.183	-0.296			
YNL260C				-0.033	0.071	-0.156
YNL261W				0.065	0.067	0.463
YNL262W				0.015	0.107	0.387
YNL263C				-0.529	0.047	0.185
YNL264C	-0.133	-0.161	0.192			
YNL265C	-0.298	-0.058	-0.44			
YNL266W	-0.006	0.032	-0.171			
YNL267W				-0.297	-0.205	-0.14
YNL268W	0.049	0.134	0.243			
YNL269W	-0.049	-0.023	-0.037			
YNL270C	-0.066	0.404	-0.474			
YNL271C	-0.225	-0.175	0.772			
YNL272C				0.105	-0.195	0.361
YNL273W	-0.041	-0.014	-0.276			
YNL274C	0.392	-0.101	-0.06			
YNL275W	-0.117	-0.263	-0.532			
YNL276C	-0.173	-0.313	-0.423			
YNL278W	0.232	0.218	0.082			
YNL279W	0.05	0.167	0.008			
YNL281W	-0.047	-0.058	0.05			
YNL282W				-0.07	-0.074	0.142
YNL283C	0.066	0.418	0.169			
YNL284C	0.09	0.189	0.161			
YNL285W	0.515	0.47	-0.009			
YNL286W	0.444	0.252	-0.182			
YNL287W				-0.033	-0.091	0.048
YNL288W	-0.181	-0.018	-0.163			
YNL289W	0.699	-0.056	0.085			
YNL290W				-0.041	0.06	-0.034
YNL291C	-0.076	-0.117	-0.037			
YNL292W	-0.19	0.35	-0.18			
YNL293W	0.239	0.013	0.051			
YNL294C	-0.121	-0.204	0.094			
YNL295W	0.174	-0.09	0.173			
YNL296W	0.194	0.057	0.875			
YNL297C	3.97	2.502	1.639			
