ORF	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YNL229C	-1.150	1.588	4.422	-0.299	3.443	5.999	1.103	2.631	2.219	0.549	0.833	3.085
YNL230C	-1.006	0.027	0.585	-0.407	0.273	1.931	-1.057	0.027	1.251	-0.360	-0.053	0.292
YNL231C	-0.434	-0.404	0.132	-0.123	-0.034	1.189	-0.277	0.360	-0.527	-0.225	0.360	1.457
YNL233W	-0.641	-0.043	1.553	-0.055	0.426	2.067	-1.255	0.961	1.059	-0.272	0.137	0.164
YNL234W	-0.529	-0.208	1.152	-0.199	0.062	0.613	-0.870	1.466	2.123	-0.116	0.358	0.584
YNL235C	-0.202	0.565	2.971	0.030	0.515	1.967	-0.360	0.308	2.651	0.064	0.097	0.074
YNL236W	-0.049	0.299	1.757	0.007	0.458	0.452	-0.800	0.534	2.086	-0.193	0.226	0.066
YNL237W	-0.469	0.533	0.779	-0.118	0.415	0.516	-0.616	1.846	2.537	-0.194	0.360	0.504
YNL238W	-0.081	-0.108	-0.041	0.089	-0.275	-0.284	-0.167	3.320	3.117	0.013	0.720	0.263
YNL239W	0.246	0.110	0.044	0.062	-0.095	-0.140	-0.016	1.276	2.042	-0.146	0.449	0.208
YNL241C	0.161	0.006	2.911	-0.055	0.066	0.161	0.374	0.116	0.160	0.550	0.448	0.099
YNL242W	-0.384	-0.407	-0.392	-0.018	-0.193	-0.096	-0.642	-0.537	-0.124	-0.136	-0.172	-0.268
YNL246W	-0.121	-0.451	-0.714	0.058	-0.268	-0.379	0.062	-0.303	0.242	0.453	0.000	0.040
YNL248C	-1.569	-1.134	-1.527	-0.227	0.012	-0.398	-1.584	-1.472	0.178	-0.256	-0.279	-0.110
YNL249C	-0.456	-0.010	0.070	0.285	0.550	0.821	-0.567	-0.960	-0.605	0.477	-0.105	-0.139
YNL250W	-0.094	0.412	2.963	-0.178	0.511	3.432	-0.057	0.334	0.986	0.340	1.240	0.914
YNL252C	-0.209	-0.110	-0.143	0.007	0.012	-0.095	-0.316	0.087	-0.279	-0.105	0.302	0.474
YNL253W	-0.210	-0.097	0.892	-0.002	0.193	1.226	-0.502	0.070	1.191	0.029	0.081	0.992
YNL254C	-0.393	-0.172	-0.051	-0.161	-0.054	0.252	-0.398	0.126	2.030	-0.072	0.235	-0.109
YNL255C	-0.501	0.266	2.302	0.242	0.782	3.032	-0.554	-0.830	0.092	0.305	-0.073	0.266
YNL257C	0.006	-0.389	-0.353	0.272	-0.274	-0.380	0.037	-0.346	-0.043	0.366	-0.129	-0.066
YNL259C	0.136	0.063	-0.062	0.127	-0.120	-0.288	0.105	0.071	0.240	0.240	-0.086	0.000
YNL264C	-0.429	-0.579	-0.612	-0.040	-0.540	-1.214	-0.139	-0.075	-0.400	0.144	0.040	-0.370
YNL265C	0.071	-0.147	-0.310	0.183	-0.038	0.079	0.068	-0.249	0.000	0.145	-0.140	-0.177
YNL266W	0.072	-0.110	-0.114	-0.115	-0.110	-0.262	-0.229	-0.095	0.212	-0.046	-0.132	-0.197
YNL268W	0.284	-0.158	0.880	-0.003	-0.254	-0.179	-0.092	-0.027	-0.323	0.020	-0.126	-0.207
YNL269W	0.031	-0.427	-0.493	0.063	-0.358	-0.482	-0.660	-0.370	-0.096	0.025	-0.176	-0.030
YNL270C	-0.487	-0.042	-0.424	0.208	0.555	0.312	-1.721	-1.024	-0.885	0.130	-0.214	-0.111
YNL271C	-1.135	-0.200	0.620	0.197	0.838	2.721	-1.286	-1.096	0.280	-0.114	0.053	0.025
YNL273W	-0.468	-0.114	1.546	-0.199	0.164	2.109	-0.720	-0.339	0.316	-0.167	-0.103	-0.344
YNL274C	-0.113	-0.301	-0.382	-0.244	-0.152	-0.142	2.613	0.855	-0.352	-0.176	-0.329	0.114
YNL275W	-0.489	-0.304	-0.107	-0.353	-0.188	-0.033	-0.799	-0.199	1.792	-0.449	-0.070	-0.197
YNL276C	-0.223	0.013	0.039	-0.378	0.003	-0.179	-0.911	-0.484	-0.114	-0.725	-0.375	-0.390
YNL277W	0.327	0.160	0.022	0.158	-0.035	-0.155	0.189	0.150	0.441	0.291	-0.036	0.084
YNL278W	-0.228	-0.307	-0.340	-0.113	-0.352	-0.491	-0.566	-0.156	-0.294	-0.162	-0.159	0.018
YNL279W	-0.216	0.225	-0.067	-0.071	0.018	-0.247	-0.172	0.691	1.377	0.167	0.119	0.669
YNL280C	0.201	0.169	-0.021	0.239	0.201	-0.065	-0.081	-0.122	-0.131	0.181	-0.011	0.082
YNL281W	0.167	-0.179	-0.157	0.151	-0.175	-0.120	-0.101	-0.158	-0.105	-0.082	-0.198	-0.128
YNL283C	-0.041	-0.096	0.087	-0.038	-0.091	0.015	0.162	-0.058	0.024	-0.010	0.051	-0.320
YNL284C	0.057	-0.335	1.138	0.089	-0.022	1.511	-0.325	-0.168	-1.617	-0.178	-0.196	0.020
YNL285W	0.274	-0.035	-0.028	-0.049	-0.212	-0.225	0.264	0.179	0.468	0.059	0.073	0.095
YNL286W	0.299	-0.157	-0.084	0.174	-0.139	-0.407	0.042	-0.162	0.098	0.186	-0.057	0.104
YNL288W	0.210	-0.221	-0.036	0.231	-0.236	-0.189	0.060	-0.295	-0.066	0.045	-0.148	0.135
YNL289W	0.082	-0.167	-0.181	0.154	-0.212	-0.423	-0.275	-0.329	-0.116	-0.123	-0.275	-0.109
YNL291C	-0.657	-0.126	-0.144	-0.563	-0.267	-0.308	-0.592	-0.134	0.779	-0.409	-0.093	-0.005
YNL292W	0.000	-0.355	-0.667	-0.002	-0.359	-0.435	-0.320	-0.454	-0.162	-0.114	-0.288	-0.326
YNL293W	0.179	0.013	-0.108	0.038	0.018	-0.029	0.062	-0.006	0.107	0.092	0.178	0.057
YNL294C	-0.577	-1.166	-0.849	-0.032	-0.254	0.039	-0.023	-0.853	-1.045	0.099	-0.035	-0.175
YNL295W	-0.100	-0.302	-0.505	-0.068	-0.276	-0.528	0.019	-0.120	-0.324	-0.086	-0.085	-0.115
YNL296W	-0.057	0.059	-0.079	0.046	0.069	0.070	-0.064	-0.043	0.284	-0.044	-0.277	0.149
YNL297C	-0.337	-0.016	-0.019	-0.140	0.144	0.046	-0.322	-0.218	0.647	-0.049	-0.086	0.128
YNL298W	-0.987	0.163	0.479	0.112	0.469	1.379	-1.198	-1.184	-1.351	-0.273	-0.288	-0.723
YNL299W	0.194	0.118	0.189	-0.045	0.152	0.095	-0.586	0.123	0.097	-0.280	-0.100	0.028
YNL300W	0.146	0.109	0.225	0.082	0.137	-0.028	0.035	0.028	0.144	0.100	-0.434	0.225
YNL301C	0.128	-0.100	0.011	-0.157	-0.254	-0.524	-0.048	-0.114	0.053	-0.168	-0.218	-0.024
YNL302C	-0.199	-0.327	-0.476	-0.207	-0.339	-0.722	-0.631	-0.181	1.145	-0.359	-0.111	0.211
YNL303W	0.219	-0.051	-0.136	0.107	-0.282	-0.399	0.190	0.061	0.122	0.063	-0.114	0.089
YNL304W	-0.062	-0.323	-0.249	-0.117	-0.302	-0.374	0.058	-0.143	-0.146	0.050	-0.010	-0.066
YNL305C	-0.110	-0.209	-0.213	0.065	-0.074	-0.180	0.053	-0.167	-0.138	0.083	0.059	-0.001
YNL307C	1.362	2.922	2.363	0.192	0.596	2.534	1.097	0.136	2.330	0.168	1.008	0.729
YNL309W	-0.130	-0.080	-0.142	-0.115	-0.187	-0.153	-0.189	-0.130	-0.156	-0.206	0.009	-0.122
YNL311C	-0.046	0.006	1.381	0.038	0.112	0.515	0.220	0.131	0.097	-0.063	0.245	0.238
YNL314W	0.403	-0.047	-0.207	0.297	0.229	-0.043	-0.368	-0.238	-0.415	-0.026	-0.127	0.038
YNL315C	-0.491	0.112	0.128	0.017	0.010	0.228	0.637	0.311	-0.387	0.815	0.732	0.653
YNL316C	-0.171	-0.048	0.274	0.065	0.158	-0.091	0.057	0.132	0.883	0.134	0.021	0.172
YNL318C	0.227	-0.004	0.267	0.139	0.012	0.166	0.014	-0.210	-0.073	-0.042	-0.247	0.024
YNL319W	-0.032	-0.218	-0.353	-0.345	-0.255	-0.449	-0.038	0.077	-0.143	-0.022	0.089	-0.093
YNL320W	-0.022	-0.081	0.036	-0.111	-0.097	-0.064	-0.015	-0.049	0.071	-0.161	-0.055	-0.117
YNL321W	0.176	-0.073	0.027	0.085	-0.039	-0.192	0.241	0.093	0.063	0.026	0.037	0.044
YNL322C	-0.450	0.116	-0.131	-0.180	0.162	-0.068	-0.578	-0.228	0.849	-0.400	-0.004	0.132
YNL323W	-0.036	-0.043	-0.194	0.006	-0.141	-0.429	-0.094	-0.027	0.156	-0.014	0.082	0.010
YNL324W	0.168	-0.029	0.067	-0.006	-0.249	-0.132	0.359	0.130	0.232	-0.035	-0.018	-0.036
YNL325C	0.316	0.114	-0.023	0.158	0.006	-0.007	0.875	0.089	-0.006	-0.076	-0.039	-0.045
YNL326C	0.267	0.071	-0.010	0.259	0.056	-0.081	-0.089	-0.078	-0.123	-0.177	0.097	-0.011
YNL327W	0.057	0.026	-0.056	-0.027	0.008	-0.033	0.019	-0.013	-0.149	-0.031	-0.037	-0.034
YNL328C	0.199	-0.058	0.084	0.214	0.188	0.038	0.146	-0.135	-0.287	0.048	-0.058	0.059
YNL329C	0.377	0.100	1.436	0.188	0.233	0.459	0.186	-0.011	-0.212	0.367	0.170	0.061
YNL330C	0.114	0.107	0.529	0.029	0.095	0.295	-0.096	0.030	0.143	-0.098	-0.036	0.051
YNL332W	0.065	-0.187	0.387	0.085	0.061	0.613	-0.051	0.080	-0.291	0.005	-0.085	-0.453
YNL333W	0.226	-0.144	0.003	-0.140	-0.083	0.249	0.283	-0.191	0.956	-0.113	-0.191	-0.187
YNL334C	0.353	0.026	-0.370	-0.109	-0.169	-0.223	0.954	-0.178	-0.274	0.052	-0.156	-0.129
YNL335W	0.069	0.199	0.014	-0.149	-0.106	-0.173	-0.025	0.185	0.886	-0.129	-0.096	-0.159
YNL336W	0.405	0.031	-0.013	0.006	-0.005	0.166	-0.102	-0.121	-0.212	-0.287	-0.186	-0.188
YNL338W	0.193	0.018	-0.021	0.157	0.025	-0.035	1.577	-0.140	-0.200	0.349	-0.029	-0.127
YNL339C	0.153	-0.066	-0.177	-0.132	-0.154	-0.200	0.648	-0.036	-0.278	-0.255	-0.167	-0.196
YNR001C	-0.337	-0.174	-1.581	-0.047	-0.059	-0.196	-0.121	-0.050	-0.303	0.205	0.223	-0.309
YNR002C	0.285	0.120	0.163	0.074	-0.114	-0.046	-0.047	0.482	-0.141	0.562	0.187	-0.260
YNR004W	0.976	0.289	-0.496	0.569	0.273	0.076	-0.349	0.197	-1.357	0.014	0.127	-0.504
YNR005C	0.469	-0.989	-0.142	0.028	-0.323	0.172	0.302	0.469	-0.641	2.628	1.859	0.419
YNR006W	1.068	1.618	1.234	0.455	0.423	3.228	0.076	1.068	-0.351	1.973	2.220	1.378
YNR007C	-0.352	-1.096	-2.298	0.171	-0.141	-0.288	-0.668	-1.071	-1.236	-0.159	-0.375	-0.148
YNR008W	-1.241	1.736	0.494	-0.382	0.092	-0.094	0.410	0.825	-0.124	-0.252	0.057	-0.088
YNR009W	-0.167	0.983	0.141	-0.486	-0.096	-0.476	0.568	-0.549	-0.120	-0.186	-0.499	-0.393
YNR010W	-0.519	0.947	2.962	-0.431	0.056	0.669	0.625	0.800	0.532	0.574	-0.046	1.177
YNR012W	-0.749	0.429	0.368	0.050	0.023	-0.112	-1.230	-0.364	-0.935	-0.426	-0.298	-0.600
YNR013C	0.478	0.126	-0.052	-0.270	-0.235	-0.355	0.165	0.474	-0.309	0.535	0.010	0.000
YNR014W	-0.219	-0.363	2.954	-0.350	-0.266	-0.006	0.465	-0.019	0.205	0.103	0.076	0.161
YNR015W	-0.327	-0.303	-0.175	0.087	-0.117	-0.108	0.344	-0.371	-0.210	0.073	-0.044	-0.094
YNR018W	0.058	-0.239	-0.350	-0.167	-0.124	-0.306	0.000	-0.121	0.142	-0.064	-0.276	-0.042
YNR019W	0.653	0.715	0.238	0.165	-0.184	0.040	-0.624	0.146	-0.136	-0.073	0.158	-0.120
YNR020C	-0.422	-0.446	0.338	0.034	0.194	0.257	-0.736	-1.139	0.282	-0.231	-0.071	-0.349
YNR021W	-0.115	0.573	0.029	0.085	0.006	-0.256	-0.725	-1.551	-1.619	-0.225	-0.491	-0.676
YNR022C	-0.392	0.070	-1.970	-0.015	-0.060	0.062	-0.548	-1.506	-2.019	-0.064	-0.552	-0.575
YNR024W	-1.097	1.332	1.570	-0.156	-0.235	0.091	-1.638	-0.290	0.599	-0.576	-0.131	0.485
YNR025C	0.788	0.798	1.734	0.068	-0.124	-0.051	0.009	0.144	0.379	0.348	1.082	0.343
YNR027W	0.389	0.066	2.262	-0.071	0.150	0.416	-0.898	-0.643	-0.235	-0.584	1.303	0.714
YNR028W	0.937	-0.360	0.466	0.057	-0.176	0.042	-1.235	-0.337	-0.235	-0.373	-0.191	0.163
YNR029C	0.408	1.325	1.647	-0.037	0.048	-1.746	-0.577	-0.417	-0.184	-0.186	-0.013	0.268
YNR030W	-0.438	-0.284	-2.361	-0.390	-0.046	-0.570	0.081	0.104	0.181	0.092	0.080	1.203
YNR031C	0.882	2.492	2.516	0.505	1.970	6.076	-1.873	-0.813	-0.540	-0.209	-0.166	1.025
YNR032C-A	0.087	0.156	1.408	0.107	0.035	0.235	0.579	0.609	-0.080	0.320	0.071	1.413
YNR032W	-0.945	0.743	0.503	-0.015	0.224	0.144	-1.021	-0.735	-0.458	-0.020	-0.240	0.073
YNR033W	0.302	-0.156	-0.379	0.169	-0.182	-0.310	0.166	-0.366	-0.702	0.108	-0.087	0.012
YNR034W	0.123	-1.462	-1.811	-0.101	-0.537	-0.577	-2.140	-0.444	-1.343	0.211	0.004	0.198
YNR036C	-0.224	-1.245	-2.331	-0.145	-0.333	-0.354	-2.610	-0.818	-1.715	-0.795	-0.128	0.391
YNR037C	1.415	-0.468	-0.631	0.637	0.034	0.127	-0.715	-0.794	-1.624	-0.090	-0.287	-0.247
YNR039C	-0.089	-0.245	-1.382	0.114	-0.070	-0.074	-1.670	-1.122	-1.225	-0.437	-0.511	-0.238
YNR040W	-0.362	0.531	1.146	-0.243	0.158	0.117	-2.388	-0.129	-0.658	-0.608	1.846	0.505
YNR041C	-0.171	0.593	1.156	-0.151	0.174	0.246	-1.928	-0.057	-0.491	-0.136	0.039	0.945
YNR042W	-0.004	0.345	2.453	-0.240	-0.005	0.354	-0.717	0.074	-0.580	-0.770	-0.419	0.790
YNR045W	1.893	0.103	0.640	0.271	0.086	0.418	1.274	-0.134	0.225	0.777	0.006	-0.273
YNR047W	0.873	0.147	2.476	0.109	0.290	1.806	-0.282	0.091	-0.335	-0.372	0.441	0.340
YNR048W	0.524	-0.040	-0.213	-0.225	-0.242	0.060	-0.241	-0.543	-1.217	-0.307	-0.628	-0.563
YNR049C	0.053	-0.050	0.073	-0.036	-0.105	0.043	-0.228	0.167	-1.302	-0.159	0.159	-0.182
YNR050C	0.475	-0.052	0.725	0.070	0.001	1.507	1.151	0.537	-0.528	0.668	0.288	0.821
YNR051C	0.238	0.385	1.318	0.107	0.213	1.468	0.039	-0.824	0.532	0.124	-0.166	1.055
YNR052C	-0.262	0.397	3.549	0.222	0.813	2.205	2.604	0.564	1.657	1.138	2.931	2.010
YNR055C	-0.054	0.237	0.229	0.082	0.023	0.170	0.570	0.138	-0.218	0.273	0.129	-0.021
YNR056C	-0.269	-0.140	-1.678	-0.357	-0.301	-0.608	0.008	-0.307	-0.109	0.085	-0.131	-0.448
YNR057C	-0.097	0.030	-0.510	0.076	0.044	-0.144	-0.161	-1.168	0.018	0.097	-0.109	-0.494
YNR058W	-0.085	-0.233	-0.545	-0.127	-0.100	-0.436	-0.509	-0.244	-0.125	-0.074	-0.114	-1.150
YNR059W	-0.331	-0.190	-0.395	0.056	-0.076	-0.126	-0.060	0.226	-0.888	0.307	0.209	-0.010
YNR060W	-0.170	-0.396	-1.264	-0.107	-0.224	-0.112	-0.580	-0.779	-0.444	-0.233	-0.081	-0.579
YNR061C	0.163	0.261	0.519	0.193	0.398	0.479	1.296	0.775	0.065	0.366	0.059	1.701
YNR062C	-0.153	-0.196	-1.106	-0.032	-0.241	-0.424	1.729	0.904	0.089	1.306	1.662	0.029
YNR063W	0.366	0.302	1.111	0.524	0.402	1.234	0.239	0.761	-0.239	-0.012	0.176	0.740
YNR064C	0.172	0.165	0.873	0.135	-0.034	0.958	-0.004	-1.232	-0.452	-0.176	-0.598	0.645
YNR065C	-0.128	-0.023	0.998	0.150	0.014	1.227	1.084	0.061	-0.646	-0.029	0.899	1.149
YNR066C	1.707	0.494	1.467	0.462	0.212	0.105	0.368	0.156	0.293	0.202	-0.091	1.015
YNR067C	0.013	0.228	-0.798	0.024	0.019	0.178	0.001	-0.804	0.308	0.127	-0.071	0.040
YNR068C	-0.062	-0.025	-0.417	-0.100	-0.093	-0.034	-0.349	-1.205	-0.603	-0.297	-0.341	-0.670
YNR069C	-0.441	-0.016	0.152	-0.197	0.025	0.097	0.312	-0.236	-0.249	0.303	0.181	-0.020
YNR070W	0.337	0.174	0.371	0.206	0.119	0.193	0.597	0.584	0.342	0.377	0.316	0.527
YNR071C	0.228	0.112	0.138	0.089	0.050	0.107	0.123	0.465	0.244	0.191	0.231	0.163
YNR072W	0.223	0.275	0.021	0.013	-0.040	-0.138	-0.082	-0.192	0.096	-0.101	0.027	-0.035
YNR073C	0.231	0.120	0.017	-0.163	-0.135	-0.030	-0.103	-0.129	0.125	-0.006	-0.147	0.022
YNR074C	-0.093	-0.214	-0.270	-0.272	-0.251	-0.281	-0.554	-0.087	0.393	-0.369	-0.292	-0.018
YNR075W	-0.089	0.222	0.230	-0.271	-0.117	-0.068	1.203	0.307	0.551	-0.015	0.180	0.516
YOL001W	0.069	0.086	-0.011	0.070	0.173	-0.104	0.431	0.227	-0.130	0.143	0.107	0.096
YOL002C	0.003	0.045	0.130	0.130	0.190	0.104	0.329	0.191	0.075	1.334	0.239	0.321
YOL003C	0.067	0.524	2.959	0.281	0.614	1.015	0.047	-0.069	0.039	-0.037	-0.009	0.344
YOL004W	-0.169	-0.194	-0.156	-0.011	-0.055	-0.088	-0.168	-0.202	-0.223	0.116	-0.031	-0.022
YOL006C	0.094	-0.123	-0.309	0.085	-0.049	-0.090	-0.281	-0.358	-0.357	-0.213	-0.143	-0.031
YOL007C	0.326	0.054	-0.048	0.190	0.156	0.006	0.086	0.069	-0.107	0.121	0.021	-0.199
YOL008W	0.085	0.058	-0.001	-0.024	-0.048	-0.072	0.212	0.063	0.117	0.315	-0.016	0.048
YOL009C	-0.320	0.017	0.166	-0.127	0.056	0.129	-0.622	-0.003	0.072	-0.208	-0.072	-0.258
YOL011W	-0.477	-0.173	-0.205	-0.247	-0.045	0.134	-0.511	-0.269	-0.152	-0.530	-0.220	-0.282
YOL012C	-0.317	-0.103	0.280	-0.085	0.131	0.449	-0.245	-0.001	0.213	0.037	0.105	-0.096
YOL013C	-0.687	-0.544	0.216	-0.072	-0.088	0.359	-2.011	-0.438	0.138	-0.302	-0.064	0.034
YOL013W-A	0.253	0.082	-0.031	0.134	-0.091	0.043	0.036	0.388	0.267	-0.118	0.052	-0.222
YOL014W	1.227	0.054	0.060	0.231	0.039	0.038	0.105	-0.055	-0.162	0.295	-0.002	-0.120
YOL015W	0.048	0.049	-0.175	0.019	0.076	-0.071	-0.093	-0.187	-0.382	0.070	-0.119	-0.146
YOL016C	-0.255	-0.376	0.270	-0.057	-0.083	-0.158	-0.044	-0.259	-0.967	0.245	0.285	-0.271
YOL017W	-0.070	-0.089	0.199	-0.041	0.068	0.202	0.117	-0.107	0.330	0.265	0.061	0.110
YOL018C	-0.206	-0.117	-0.277	0.031	-0.012	-0.182	-0.205	-0.153	-0.074	0.217	-0.019	0.072
YOL019W	-0.158	0.182	0.119	0.053	-0.365	-0.383	0.439	1.014	1.389	1.287	-0.459	-0.320
YOL020W	0.342	-0.210	-0.238	0.052	0.245	0.274	0.115	-0.088	0.550	0.274	0.065	0.307
YOL023W	0.014	0.418	0.446	0.027	0.415	0.589	0.272	0.055	0.111	0.360	0.004	-0.028
YOL024W	-0.145	0.033	-0.178	-0.212	0.018	0.018	-0.524	-0.195	0.519	-0.047	-0.234	-0.103
YOL025W	-0.447	0.003	0.113	-0.217	0.120	0.227	-0.366	-0.006	0.160	-0.309	-0.023	-0.167
YOL027C	-0.156	0.216	0.274	-0.043	0.096	0.192	-0.495	0.127	0.234	0.123	-0.037	0.098
YOL028C	-0.499	-0.013	-0.078	-0.108	0.117	0.540	-0.436	-0.301	0.063	-0.169	-0.163	0.002
YOL029C	-0.568	0.150	2.410	-0.065	1.091	1.273	-0.711	-0.337	0.168	0.101	-0.308	0.157
YOL030W	-0.024	-0.189	-0.068	0.193	0.007	0.118	-0.876	0.177	0.065	-0.067	0.336	0.318
YOL031C	-0.336	-0.258	0.000	-0.254	0.046	-0.006	-1.667	0.027	-0.212	-0.397	0.081	0.023
YOL032W	-0.299	-0.044	-0.221	-0.322	-0.083	-0.180	-1.743	-0.097	-0.011	-0.511	-0.115	-0.198
YOL033W	-0.097	-0.059	-0.326	0.067	0.134	-0.150	-0.901	-0.043	-0.073	-0.295	0.125	0.032
YOL035C	-0.512	0.034	-0.148	-0.306	-0.014	0.052	-1.512	0.233	-0.218	-0.383	0.118	-0.371
YOL036W	-0.166	-0.179	-0.276	-0.035	0.024	-0.097	-0.938	0.116	0.264	-0.286	0.221	0.058
YOL037C	-0.100	0.265	-0.066	0.047	0.244	0.153	-0.605	0.356	1.506	-0.181	0.273	0.090
YOL039W	-0.130	-0.032	0.035	-0.086	0.003	0.208	-1.529	-0.020	0.484	-0.246	-0.030	-0.137
YOL041C	-0.507	-0.384	-0.485	0.040	-0.012	-0.249	-1.074	2.167	2.359	-0.448	0.130	0.377
YOL042W	-0.143	-0.129	0.070	-0.050	0.025	0.356	-0.908	0.165	2.257	-0.387	-0.038	0.193
YOL043C	-0.429	-0.334	-0.280	0.064	0.199	0.119	0.063	0.132	2.399	0.353	0.181	0.477
YOL044W	-0.502	0.061	0.101	-0.274	0.324	-0.362	-0.396	-0.549	-0.722	-0.154	-0.315	-0.274
YOL045W	0.843	0.287	-0.753	0.226	0.299	-0.293	2.222	0.828	0.583	1.396	-0.011	0.139
YOL046C	0.748	0.910	-0.728	-0.056	0.284	-0.424	0.497	-0.158	-0.295	0.410	-0.114	-0.053
YOL047C	-0.151	0.238	-0.432	-0.127	0.139	-0.226	-0.227	0.060	0.493	0.267	0.025	0.180
YOL048C	-0.222	0.172	-0.138	-0.182	0.132	-0.030	0.751	0.135	0.479	0.732	-0.015	0.020
YOL049W	1.629	5.283	3.149	-0.083	3.647	1.759	4.343	1.615	1.352	1.669	3.326	3.093
YOL050C	-0.443	0.037	-0.319	-0.237	0.051	-0.063	1.695	-0.043	-0.133	0.444	-0.003	-0.100
YOL051W	1.749	2.309	4.013	0.419	2.003	3.333	2.739	0.806	0.639	3.781	0.346	0.139
YOL052C	-0.550	0.191	-0.374	-0.444	-0.180	-0.440	0.746	1.601	1.393	1.020	0.130	0.072
YOL053C-A	-0.223	0.266	0.156	-0.171	0.174	0.023	-0.148	-0.068	0.699	0.144	-0.079	0.142
YOL053W	-0.184	0.252	0.067	-0.296	0.114	0.214	1.122	-0.086	-0.017	0.280	-0.009	-0.199
YOL054W	-0.262	0.135	0.308	-0.200	0.217	0.354	1.645	-0.234	0.026	0.459	-0.040	-0.109
YOL055C	-0.225	-0.096	0.042	-0.081	0.044	0.036	0.252	-0.288	-0.428	0.090	-0.103	-0.080
YOL056W	0.484	-0.015	-0.226	0.420	0.050	-0.042	0.811	-0.299	-0.229	0.208	-0.188	-0.048
YOL057W	1.262	0.100	-0.133	0.314	0.017	-0.060	0.336	1.269	0.431	0.372	0.210	0.303
YOL058W	5.991	2.912	5.513	-0.125	3.108	2.649	-0.404	2.540	2.277	-0.179	0.206	0.145
YOL059W	-0.122	-0.027	-0.303	-0.109	-0.152	-0.482	0.021	-0.044	0.482	-0.086	-0.177	0.167
YOL060C	0.110	0.165	-0.023	-0.165	0.078	-0.111	0.201	0.310	0.844	1.817	0.346	0.720
YOL061W	0.164	0.308	0.346	-0.051	0.118	0.179	0.516	0.672	0.361	0.190	0.167	0.126
YOL062C	1.160	-0.092	-0.173	0.227	-0.118	-0.161	0.574	0.065	-0.143	0.279	-0.004	-0.132
YOL063C	0.322	0.223	0.341	0.219	0.222	0.359	-0.034	0.103	0.132	0.012	0.110	0.147
YOL064C	0.037	0.022	1.983	0.114	0.039	0.325	-0.257	-0.315	0.322	0.001	-0.228	0.020
YOL065C	0.529	0.183	0.243	0.369	0.057	0.244	0.123	-0.304	-0.190	0.216	-0.058	-0.070
YOL067C	0.852	0.167	0.408	0.013	0.292	0.298	1.427	2.163	0.294	1.676	0.156	0.690
YOL068C	0.009	0.015	-0.013	0.096	0.205	0.106	0.247	-0.121	-0.084	0.230	-0.131	0.093
YOL070C	0.141	-0.107	-0.302	0.051	0.046	-0.194	0.337	-0.360	-0.146	0.232	-0.236	-0.213
YOL071W	0.466	0.039	-0.206	0.290	0.101	-0.171	0.103	0.125	0.034	0.247	0.091	0.092
YOL072W	0.845	-0.096	1.970	0.141	-0.064	2.043	0.029	-0.705	-0.774	-0.448	-0.251	-0.344
YOL075C	0.533	0.262	0.197	0.168	0.083	0.035	-0.268	0.335	-0.146	0.265	0.213	-0.080
YOL076W	-0.350	0.172	0.001	-0.235	0.217	-0.032	0.152	-0.045	0.135	-0.243	0.022	-0.078
YOL079W	-0.206	0.057	-0.363	-0.182	-0.088	-0.356	-0.692	0.365	0.184	-0.114	0.026	0.072
YOL080C	0.374	0.352	0.125	0.156	0.156	0.050	0.978	0.946	-0.382	0.403	0.224	-0.153
YOL081W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL082W	0.404	0.185	0.201	0.101	0.112	0.135	0.263	0.680	0.041	0.176	0.364	0.100
YOL083W	-0.461	-0.135	-0.249	-0.184	0.067	0.093	-0.197	0.199	-0.284	-0.385	-0.029	-0.224
YOL084W	-0.361	-0.248	0.078	-0.230	-0.023	0.312	0.183	-0.376	-0.234	0.131	-0.225	-0.220
YOL085C	0.170	-0.040	-0.118	0.238	0.093	-0.081	0.174	-0.243	-0.571	0.111	-0.052	-0.190
YOL086C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
