ORF	number of metabolites (lysine-related) in stationary growth phase	number of metabolites (arginine) in stationary growth phase	number of metabolites (biotin) in stationary growth phase	number of metabolites (N-acetyl ornithine) in stationary growth phase	number of metabolites (leucine + isoleucine + citrulline) in stationary growth phase	number of metabolites (glutamine + valine) in stationary growth phase	number of metabolites (methionine + proline) in stationary growth phase	number of metabolites (threonine) in stationary growth phase	number of metabolites (alanine) in stationary growth phase	number of metabolites (serine) in stationary growth phase	number of metabolites (asparagine + tyrosine) in stationary growth phase	number of metabolites (glycine) in stationary growth phase	number of metabolites (lysine) in stationary growth phase	number of metabolites (ornithine) in stationary growth phase	number of metabolites (glutamate) in stationary growth phase	number of metabolites (aspartic acid) in stationary growth phase
YNL187W	NaN	0.659	0.753	NaN	0.961	1.072	0.618	0.386	0.905	0.529	0.857	0.702	0.754	0.692	0.941	0.227
YNL190W	NaN	0.558	1.437	NaN	1.021	1.060	0.585	0.486	0.953	0.551	0.867	0.724	0.526	0.500	0.987	0.195
YNL191W	NaN	1.880	NaN	0.943	1.226	1.349	1.372	1.582	1.626	0.594	0.836	1.286	0.644	1.069	1.713	0.881
YNL193W	NaN	0.657	1.946	0.459	0.793	1.022	0.799	0.663	0.967	0.620	0.823	0.727	0.706	0.719	1.024	0.638
YNL194C	NaN	1.634	NaN	1.296	1.255	1.226	1.508	1.130	1.253	0.475	1.938	2.067	0.513	0.927	1.221	0.415
YNL195C	NaN	2.687	NaN	1.032	1.415	1.228	2.164	1.349	1.549	0.694	1.922	2.211	0.651	1.482	2.068	1.128
YNL196C	NaN	0.380	NaN	0.000	0.985	1.029	0.385	0.204	0.844	0.935	1.081	0.378	0.301	0.196	5.094	3.807
YNL198C	NaN	2.140	NaN	2.110	0.976	1.541	0.268	1.046	1.202	NaN	0.508	0.584	2.218	2.736	1.374	0.875
YNL200C	NaN	0.863	2.165	NaN	0.841	0.965	0.910	0.520	1.013	0.625	0.823	0.667	0.760	0.937	1.378	3.181
YNL203C	NaN	1.274	NaN	1.064	1.309	1.211	1.008	0.955	1.135	0.525	1.801	1.210	0.365	0.908	0.645	3.197
YNL205C	NaN	0.616	1.525	0.692	0.599	0.818	0.946	0.749	0.923	NaN	0.592	0.970	0.869	0.740	0.896	0.601
YNL211C	NaN	1.020	2.451	0.450	0.926	1.192	1.129	0.691	1.219	0.469	0.942	0.799	0.634	0.841	1.432	0.394
YNL213C	1.351	0.396	NaN	0.689	1.478	0.816	0.727	0.445	0.872	1.061	1.826	1.062	1.488	NaN	1.395	2.750
YNL217W	2.061	1.180	0.500	0.930	1.288	1.199	0.915	0.764	1.159	0.622	1.390	1.229	0.756	1.072	1.029	0.177
YNL226W	0.000	0.909	2.869	0.703	1.096	1.199	0.722	0.534	1.014	0.628	1.094	0.940	0.628	0.676	0.815	0.244
YNL228W	0.000	1.380	1.621	1.144	1.305	1.333	0.722	1.556	1.067	0.642	0.982	0.407	1.187	1.134	1.670	0.674
YNL235C	NaN	1.356	0.534	0.761	0.997	1.137	1.046	0.687	1.366	0.654	0.966	1.085	1.188	2.423	1.703	0.241
YNL254C	2.974	0.524	0.368	0.464	0.875	0.900	1.249	1.046	1.039	0.756	0.964	0.832	0.541	0.682	2.307	NaN
YNL266W	0.582	1.304	NaN	9.716	1.608	0.827	1.248	2.085	0.920	3.458	1.565	5.520	1.021	1.794	2.659	0.365
YNL275W	NaN	0.504	NaN	1.482	0.869	0.978	0.769	0.931	1.233	0.923	0.968	1.087	0.524	0.431	0.451	1.288
YNL285W	NaN	0.620	NaN	1.425	0.707	0.865	0.773	0.790	0.797	0.506	0.750	0.661	0.498	0.332	0.615	1.587
YNL295W	NaN	0.824	NaN	0.729	1.030	1.253	0.964	1.042	1.093	1.337	0.751	0.817	0.602	0.550	0.860	1.943
YNL296W	NaN	1.142	NaN	1.477	1.218	1.186	0.759	1.066	0.805	0.785	1.517	0.414	0.670	0.531	0.548	2.876
YNL300W	NaN	1.111	0.495	NaN	0.831	0.923	1.226	1.599	0.799	1.196	0.919	1.130	0.689	1.618	1.468	1.453
YNL303W	NaN	0.596	0.856	0.904	0.853	0.938	0.832	1.045	0.805	0.694	0.957	0.790	0.631	0.711	0.546	2.613
YNL305C	2.383	1.267	NaN	0.784	1.301	1.113	1.409	0.848	1.195	1.753	0.719	1.317	1.548	1.248	1.848	0.347
YNL311C	NaN	0.552	0.475	1.354	0.662	0.798	0.957	0.928	1.084	0.544	0.624	0.712	0.583	0.230	0.695	1.547
YNL319W	NaN	0.734	NaN	2.093	0.978	1.150	0.864	1.017	0.660	0.668	1.001	0.790	0.173	0.670	0.572	2.629
YNL320W	NaN	0.643	NaN	2.268	0.757	0.903	0.925	0.871	0.752	0.922	0.806	1.303	0.595	0.908	0.111	5.505
YNL321W	NaN	0.640	NaN	0.535	0.677	0.864	1.047	0.968	0.830	1.050	0.800	1.357	0.586	0.865	0.554	3.676
YNL324W	1.307	1.424	0.351	0.696	1.442	1.271	1.594	1.021	1.138	1.833	0.917	0.612	0.763	4.950	0.752	1.427
YNL335W	0.000	0.762	1.761	0.736	1.137	1.045	0.869	1.398	0.568	0.685	1.277	0.953	0.540	3.013	1.218	0.517
YNL338W	NaN	0.639	0.947	1.889	0.927	1.077	0.827	0.618	1.334	0.835	1.029	1.119	0.900	0.933	9.624	1.200
YNR004W	0.500	1.269	NaN	34.786	1.674	0.937	0.585	0.437	1.215	0.828	1.048	1.487	1.398	2.164	1.260	0.810
YNR005C	0.500	0.573	3.933	1.835	1.179	1.035	1.201	1.097	0.989	0.546	0.893	1.019	1.258	0.989	1.362	0.943
YNR014W	1.000	0.936	NaN	NaN	0.718	0.779	1.039	0.789	0.715	0.000	1.007	0.642	0.646	0.865	0.659	1.814
YNR018W	0.500	0.791	NaN	1.035	0.750	0.986	0.830	0.892	0.977	0.390	0.769	0.861	0.553	0.762	1.185	NaN
YNR020C	0.500	0.748	NaN	1.104	1.098	1.187	1.187	1.096	1.218	0.575	1.143	1.187	0.544	0.630	1.426	0.199
YNR021W	0.500	1.706	3.357	0.805	0.969	1.080	1.624	0.449	1.281	0.710	1.039	0.968	1.119	1.926	2.397	0.415
YNR024W	0.500	0.829	NaN	NaN	1.009	0.982	0.877	0.506	0.874	0.436	1.069	0.534	1.006	0.906	1.098	0.790
YNR025C	0.500	0.690	1.349	NaN	0.739	0.745	0.860	0.606	0.746	0.373	0.748	0.727	0.756	0.797	0.953	NaN
YNR029C	0.500	1.370	NaN	0.720	0.924	0.955	1.342	1.316	1.338	1.282	1.355	1.549	0.689	1.318	1.425	0.833
YNR036C	0.500	0.566	NaN	0.000	0.876	0.850	0.948	0.511	0.874	0.000	0.949	0.638	0.300	0.627	1.040	1.558
YNR040W	1.000	0.917	NaN	NaN	0.907	0.823	1.049	0.811	0.803	0.000	0.881	0.509	1.126	0.939	0.891	NaN
YNR042W	0.500	0.579	NaN	0.603	1.045	0.864	0.834	0.523	1.003	0.488	1.126	1.023	1.517	0.792	1.425	0.823
YNR047W	0.500	0.773	NaN	NaN	0.995	0.991	0.944	0.793	1.178	0.000	1.038	0.842	0.475	0.770	0.970	2.151
YNR048W	0.500	1.319	NaN	0.667	1.246	1.277	1.577	0.725	1.379	0.649	1.650	1.750	0.663	0.547	1.569	1.030
YNR061C	NaN	0.794	0.506	0.259	0.805	0.524	1.439	0.812	1.159	0.485	0.718	0.599	0.617	0.657	1.924	1.679
YNR062C	NaN	0.490	0.551	0.602	0.708	1.139	0.293	0.681	0.880	0.300	0.600	0.430	0.323	0.405	0.942	0.801
YNR063W	NaN	1.462	0.277	0.807	1.363	1.183	1.711	1.824	1.675	0.953	2.316	1.806	0.520	0.895	3.259	1.931
YNR064C	NaN	0.329	0.493	0.152	0.806	0.354	1.045	0.492	0.737	0.194	0.722	0.697	0.451	0.360	0.812	0.599
YNR065C	NaN	1.081	0.386	7.542	0.719	1.342	0.549	0.408	0.976	0.329	0.863	0.935	1.636	1.262	3.568	1.548
YNR066C	4.453	2.325	0.252	1.152	1.156	1.968	1.501	1.009	0.987	10.263	0.603	0.661	1.035	1.927	7.209	8.255
YNR068C	NaN	0.633	0.590	0.384	0.888	0.957	0.265	0.324	0.861	0.307	0.801	0.556	2.018	0.721	2.482	3.001
YNR070W	2.519	2.050	4.785	0.711	0.899	1.190	1.449	1.065	1.148	5.564	0.773	0.959	0.687	1.046	0.568	0.680
YNR071C	1.624	1.295	2.012	0.833	1.063	1.155	1.042	3.301	1.029	4.466	0.903	1.213	0.546	0.761	0.809	1.218
YNR073C	0.500	0.944	2.363	0.488	1.093	1.083	0.823	3.251	0.991	3.311	1.033	1.164	0.592	0.523	0.719	0.194
YOL014W	NaN	0.765	0.127	0.154	0.969	1.018	0.819	1.252	0.709	0.954	1.145	1.085	0.590	0.564	0.517	0.901
YOL015W	NaN	0.726	1.283	0.205	0.866	0.875	0.955	1.109	0.763	0.693	1.028	1.137	0.537	0.349	0.690	4.363
YOL019W	1.541	2.116	0.078	2.878	2.108	1.100	1.216	2.396	1.129	1.610	1.187	1.445	3.190	3.319	6.249	0.501
YOL024W	3.939	1.774	0.198	NaN	1.057	0.856	1.741	1.499	1.234	1.078	1.217	0.403	0.317	4.539	1.649	2.060
YOL029C	NaN	0.897	1.323	0.213	0.858	0.963	1.080	1.282	0.847	1.402	0.967	1.016	0.376	0.399	2.389	1.980
YOL035C	0.000	0.876	0.140	0.166	0.766	0.839	0.873	1.089	0.743	0.741	0.826	0.798	0.678	0.572	1.044	0.731
YOL036W	0.000	1.005	0.091	0.308	0.890	0.872	1.025	1.224	0.772	0.843	0.840	0.789	0.721	0.582	1.420	0.510
YOL037C	NaN	1.004	0.078	NaN	1.013	1.043	1.032	1.360	0.791	0.936	1.035	1.042	0.723	0.835	1.470	0.921
YOL046C	NaN	0.281	0.191	1.345	0.832	0.891	0.596	1.155	0.546	0.583	0.992	0.627	0.329	0.597	0.870	0.486
YOL047C	3.805	1.224	0.092	1.873	0.903	1.015	0.963	1.227	0.779	0.610	1.139	1.537	0.967	0.633	1.057	1.120
YOL048C	0.895	0.764	1.272	0.440	0.915	0.990	0.900	1.129	0.827	0.738	1.039	0.871	0.618	0.561	1.030	0.719
YOL050C	NaN	1.317	0.097	0.210	1.188	1.157	1.446	1.599	1.188	1.307	0.974	0.803	0.822	1.227	3.816	0.755
YOL053W	0.000	0.095	0.263	NaN	0.862	1.231	1.402	1.297	1.526	1.077	0.550	1.315	0.869	1.075	0.825	0.895
YOL054W	NaN	1.076	0.086	1.829	0.899	1.115	0.560	1.127	1.050	1.130	0.938	0.823	0.875	0.692	1.653	1.135
YOL057W	12.292	0.908	1.188	0.218	0.839	0.965	1.184	1.235	0.978	1.885	0.976	0.992	0.535	0.680	1.339	0.242
YOL070C	NaN	0.906	1.250	0.371	1.117	1.256	0.997	1.114	1.115	0.526	0.598	0.884	2.334	1.152	0.791	0.558
YOL075C	0.096	1.175	0.453	1.822	1.083	1.144	0.862	0.290	0.767	2.957	0.854	2.461	0.538	2.224	1.149	1.385
YOL079W	NaN	2.105	3.430	0.235	1.269	1.358	1.361	1.074	1.037	1.249	0.992	1.022	0.944	1.479	2.871	0.892
YOL083W	1.538	0.545	0.761	NaN	1.000	0.878	0.596	NaN	0.786	0.726	1.144	0.957	0.948	NaN	0.839	1.142
YOL085C	NaN	0.293	1.501	3.479	0.818	0.832	0.256	0.100	0.763	NaN	0.886	0.626	0.230	NaN	0.676	NaN
YOL087C	0.500	1.850	NaN	1.382	0.986	0.894	0.261	0.099	0.615	6.214	1.103	0.283	0.904	0.418	0.561	NaN
YOL092W	1.719	1.908	1.400	NaN	0.882	0.815	1.126	0.945	0.864	NaN	0.800	0.811	1.752	1.168	0.757	0.718
YOL098C	NaN	0.732	0.707	NaN	0.918	0.835	1.108	1.052	1.156	NaN	0.895	1.393	0.700	0.819	0.825	0.911
YOL099C	0.500	0.474	0.349	NaN	0.780	0.771	0.579	1.778	0.711	0.259	0.831	0.761	0.568	0.492	0.828	0.445
YOL106W	0.981	1.130	0.638	5.210	1.247	0.565	1.350	0.727	1.052	0.405	0.750	1.288	0.778	1.061	1.433	1.047
YOL107W	0.777	2.120	0.871	NaN	0.916	1.174	1.518	1.092	1.361	0.727	1.042	1.437	0.654	1.164	2.090	1.102
YOL114C	0.500	0.745	0.489	0.210	0.882	1.063	0.575	0.839	0.878	0.661	0.930	0.783	0.735	0.734	1.257	0.859
YOL118C	0.500	0.685	0.328	0.226	0.822	0.847	0.712	0.511	0.881	0.374	0.819	0.956	0.568	0.771	0.979	0.495
YOL125W	0.500	1.122	7.938	NaN	1.068	0.942	0.846	1.331	1.190	0.834	0.857	1.712	1.818	1.878	1.434	2.019
YOL131W	0.760	0.837	0.630	0.337	1.007	1.016	1.503	0.441	0.944	0.637	0.946	1.008	0.991	1.350	1.215	1.584
YOL138C	0.500	1.326	NaN	0.554	1.220	0.812	0.928	0.952	0.937	0.652	0.851	1.644	0.460	0.879	1.493	1.837
YOL150C	0.000	0.811	NaN	0.332	0.898	1.255	0.518	0.610	0.836	0.504	1.000	0.840	0.549	0.461	1.790	2.308
YOL159C	NaN	0.449	NaN	0.486	0.817	0.802	0.730	3.085	0.511	0.797	1.029	0.755	0.136	0.633	2.167	2.748
YOL160W	NaN	0.568	4.123	NaN	0.718	0.888	0.918	3.641	0.617	0.776	0.972	0.777	0.144	0.656	1.637	2.225
YOL162W	NaN	0.193	NaN	NaN	0.714	0.693	0.300	NaN	0.411	0.275	1.012	0.370	0.060	0.097	0.899	1.099
YOL163W	NaN	0.177	NaN	NaN	0.808	0.784	0.364	0.462	0.431	0.468	1.146	0.354	0.151	0.279	0.970	1.188
YPR028W	NaN	1.247	NaN	1.958	0.988	1.295	0.518	1.111	0.887	0.000	1.393	1.122	0.669	0.933	1.392	0.000
YOR006C	NaN	0.329	0.405	1.077	0.821	0.899	0.484	0.862	0.608	0.520	1.014	0.388	0.545	0.408	0.642	0.475
YOR013W	NaN	0.768	0.362	NaN	0.787	0.869	0.827	1.089	0.812	0.551	0.977	0.362	0.490	0.737	0.878	0.290
YOR015W	NaN	0.604	0.492	NaN	0.775	0.867	0.624	0.909	0.346	0.484	0.993	0.663	0.342	1.025	0.518	1.751
YOR021C	NaN	0.159	NaN	0.000	0.684	0.686	0.467	NaN	0.904	0.567	0.744	0.554	0.401	0.000	0.912	1.582
YOR022C	NaN	0.448	0.113	1.469	1.107	0.950	1.131	0.132	1.819	1.213	0.831	2.035	0.905	0.265	1.328	0.000
YOR024W	NaN	0.901	NaN	1.206	1.057	1.220	1.116	0.155	1.773	0.991	0.949	1.105	0.907	1.576	3.703	NaN
YOR029W	3.203	1.418	0.407	1.086	0.858	0.953	1.352	0.574	1.020	1.545	0.720	1.324	0.903	1.514	1.403	0.336
YOR041C	2.136	1.116	0.560	1.130	0.808	0.892	1.516	1.010	1.098	1.078	0.693	0.924	0.614	2.002	3.021	0.951
YOR044W	NaN	0.376	2.506	0.333	0.823	0.998	0.760	0.947	0.942	1.109	0.798	0.845	0.696	1.576	0.729	0.662
YOR050C	NaN	0.315	2.152	NaN	1.007	1.069	0.714	0.585	1.150	0.703	1.088	0.668	0.646	0.192	1.325	0.330
YOR051C	NaN	0.485	8.042	0.519	1.052	0.861	0.732	1.429	0.542	0.856	0.906	0.827	0.581	0.372	1.051	0.286
YOR052C	NaN	0.389	0.109	0.549	0.866	0.997	0.932	1.505	0.866	1.332	1.008	0.838	0.363	0.189	1.089	0.524
YOR053W	NaN	0.366	0.405	0.000	0.707	0.679	0.443	0.896	0.407	0.650	0.724	0.507	0.431	0.292	0.828	0.327
YOR055W	1.418	0.680	0.273	0.710	0.956	0.969	0.839	1.376	0.582	0.942	1.035	0.472	0.562	0.661	1.918	0.338
YOR059C	NaN	0.478	0.104	0.758	0.865	1.049	0.779	0.698	0.989	0.663	0.646	0.697	0.722	0.584	0.815	0.755
YOR062C	0.672	0.365	0.337	0.418	0.911	1.029	0.824	1.173	0.988	0.743	0.798	0.873	0.620	0.597	0.800	1.271
YOR066W	NaN	0.320	1.597	NaN	0.987	0.919	0.701	0.510	0.987	0.724	0.979	0.733	0.613	1.501	1.138	NaN
YOR071C	NaN	0.480	0.816	NaN	0.854	0.768	0.468	0.773	0.585	0.491	0.835	0.507	0.537	0.467	0.589	0.666
YOR072W	NaN	0.341	0.226	0.584	0.659	0.727	0.700	0.826	0.755	0.637	0.682	0.656	0.724	0.719	0.746	0.960
YOR084W	NaN	0.435	0.450	0.820	0.780	1.006	0.208	0.670	1.068	0.787	0.776	0.943	0.604	0.580	0.736	NaN
YOR093C	NaN	0.559	1.263	1.082	1.018	1.254	1.161	0.934	1.393	0.999	0.973	1.047	0.981	0.979	1.165	0.749
YOR097C	0.000	0.481	NaN	0.373	0.885	1.094	0.779	0.586	1.348	1.121	0.812	1.091	0.654	0.682	0.772	0.472
YGR281W	12.239	2.214	NaN	0.853	1.709	1.023	2.553	2.963	0.887	3.635	1.182	1.232	0.829	1.450	17.080	5.939
YOR105W	NaN	0.699	NaN	0.481	0.859	0.928	0.855	0.439	0.739	2.112	0.563	0.930	0.549	0.880	0.982	0.459
YOR111W	NaN	0.758	NaN	0.570	0.928	0.947	0.745	0.455	0.909	1.441	0.837	0.724	0.729	0.931	0.883	0.594
YOR112W	NaN	1.011	NaN	NaN	1.170	1.208	0.780	1.004	1.306	1.638	0.735	0.879	0.995	1.208	0.729	0.879
YOR114W	NaN	0.727	3.954	NaN	0.838	0.957	1.021	1.407	0.761	0.580	1.002	0.977	0.729	1.057	0.751	0.421
YOR118W	NaN	0.590	1.492	NaN	0.826	0.902	0.811	1.208	0.821	0.477	0.916	1.072	0.834	0.911	0.905	0.421
YOR121C	NaN	0.553	NaN	NaN	0.837	0.763	0.722	1.210	0.549	0.318	0.937	0.924	0.669	0.691	0.847	0.761
YOR129C	NaN	0.150	2.380	NaN	0.849	0.950	0.706	1.879	0.513	0.738	1.038	0.753	0.476	0.529	0.172	NaN
YOR131C	NaN	0.656	NaN	NaN	0.986	0.817	0.863	1.272	0.686	0.310	0.989	0.698	0.629	0.747	0.938	0.649
YOR135C	NaN	0.646	NaN	0.516	1.084	1.079	0.815	0.469	1.324	0.390	1.109	0.976	0.877	0.853	0.851	0.604
YOR139C	NaN	1.220	NaN	0.811	0.929	0.900	0.682	1.274	0.756	0.405	1.092	0.716	1.340	1.268	1.755	0.733
YOR152C	NaN	0.588	NaN	0.462	0.924	0.994	0.680	1.450	0.824	NaN	0.955	0.808	0.710	0.745	1.133	0.466
YOR154W	NaN	0.791	NaN	NaN	0.746	1.151	0.832	0.828	1.266	NaN	0.883	0.847	0.738	1.204	0.752	0.592
YOR164C	NaN	1.699	0.989	1.032	1.125	1.536	1.296	2.001	1.364	0.702	1.016	1.443	0.735	1.747	5.173	0.402
YOR166C	NaN	1.674	2.749	1.169	0.991	1.086	0.937	1.487	1.059	0.468	1.074	1.038	1.396	1.896	2.993	1.032
YOR170W	NaN	0.812	1.760	0.973	1.085	1.020	1.137	1.471	1.086	0.630	0.905	0.909	0.903	NaN	1.695	1.024
YOR175C	NaN	0.527	NaN	NaN	1.009	1.097	0.606	1.215	0.499	0.649	1.301	1.968	0.610	0.856	1.346	0.381
YOR186W	11.121	1.081	10.163	NaN	1.227	1.617	0.981	1.014	0.834	0.998	1.071	0.904	0.977	1.291	0.661	0.546
YOR192C	13.154	2.337	1.252	3.134	0.550	0.671	0.546	0.817	1.212	NaN	0.621	0.533	1.766	1.927	0.961	0.807
YOR199W	NaN	1.497	NaN	NaN	1.262	1.644	1.334	1.113	1.060	NaN	0.910	0.755	1.457	1.736	1.051	0.558
YOR200W	NaN	0.232	1.142	2.062	0.638	0.566	0.663	0.804	0.665	0.679	1.632	2.093	0.892	0.172	0.524	0.621
YOR201C	NaN	0.911	NaN	NaN	1.152	1.439	0.885	0.978	0.920	0.821	0.889	0.821	1.426	0.947	1.233	0.637
YOR205C	NaN	0.511	NaN	NaN	0.623	0.803	0.615	0.634	0.599	0.656	0.721	0.515	0.553	0.555	0.585	0.637
YOR214C	NaN	1.520	NaN	1.474	0.697	0.693	0.500	0.978	0.939	1.014	0.655	0.595	0.803	1.366	1.140	1.032
YOR215C	NaN	0.977	NaN	NaN	1.272	1.820	0.959	1.016	1.049	0.852	0.932	0.828	0.878	1.006	0.754	0.435
YOR220W	NaN	0.639	NaN	1.886	1.099	0.403	0.485	0.969	1.037	0.824	0.904	0.715	0.671	0.655	0.895	0.617
YOR223W	NaN	0.760	NaN	NaN	0.837	1.010	1.183	0.792	0.779	0.701	0.858	0.460	0.600	0.896	0.692	0.644
YOR225W	NaN	0.887	NaN	NaN	0.865	1.225	1.050	0.889	1.017	NaN	0.716	0.679	0.842	1.406	1.273	1.404
YOR227W	NaN	0.911	3.556	0.000	0.636	0.967	1.057	0.815	0.944	0.659	0.795	0.699	0.695	0.807	0.934	0.977
YOR228C	NaN	0.627	NaN	NaN	0.685	0.891	1.264	0.792	0.911	0.834	0.849	0.840	0.566	0.641	0.830	0.878
YOR235W	NaN	0.717	NaN	1.461	0.691	0.747	0.992	0.444	1.072	0.702	1.132	1.142	0.974	1.174	4.067	9.006
YOR238W	NaN	1.208	NaN	0.629	0.847	1.043	1.339	0.521	1.118	0.900	0.788	1.330	0.577	1.003	3.669	7.773
YOR246C	NaN	1.035	NaN	0.250	0.989	1.005	0.997	0.445	1.144	0.833	1.138	0.875	1.449	0.361	4.734	1.090
YOR248W	NaN	0.666	NaN	NaN	1.171	1.553	0.858	0.965	1.064	0.780	1.168	0.850	0.904	1.032	1.167	1.012
YOR251C	NaN	0.981	0.710	0.516	1.104	0.824	1.090	0.464	1.065	0.758	0.904	0.914	0.741	0.397	4.990	9.493
YOR263C	NaN	1.098	NaN	NaN	1.026	1.154	1.248	0.948	1.069	0.496	0.754	0.709	0.802	1.357	1.183	1.135
YOR268C	NaN	0.728	1.272	NaN	0.908	1.053	0.348	1.090	0.876	NaN	1.067	0.705	0.646	0.648	0.859	0.766
YOR271C	1.000	1.769	NaN	3.852	4.812	1.978	0.813	NaN	1.804	1.000	1.164	1.768	0.562	1.947	1.258	1.454
YOR277C	NaN	0.836	NaN	NaN	0.652	1.122	1.111	0.878	1.109	0.532	0.716	0.659	0.617	0.685	1.223	1.416
YOR283W	NaN	1.563	NaN	3.853	1.088	0.465	0.599	1.277	1.054	1.225	1.483	1.217	1.500	1.328	1.187	0.898
YOR285W	NaN	0.618	NaN	2.747	0.925	0.277	0.460	0.862	1.002	1.079	1.010	0.698	0.831	0.556	0.977	0.858
YOR286W	NaN	1.195	NaN	1.361	0.896	1.075	1.239	0.397	1.197	0.907	0.414	0.843	0.862	0.369	5.926	12.977
YOR289W	NaN	0.598	0.661	NaN	1.372	1.265	1.019	1.420	1.188	1.230	1.843	1.521	1.248	1.106	0.116	0.821
YOR291W	NaN	0.400	0.963	0.576	0.519	0.597	0.672	0.523	1.006	1.135	0.621	0.854	0.652	0.856	0.800	NaN
YOR292C	NaN	0.496	0.519	0.853	0.674	0.880	0.325	0.699	1.267	1.530	0.837	0.956	0.808	0.891	0.861	0.694
YOR296W	NaN	0.064	0.546	1.164	1.142	1.514	1.208	1.280	1.238	1.765	1.163	1.002	0.977	1.064	0.903	0.788
YOR300W	NaN	0.489	9.184	NaN	0.960	0.737	0.398	0.847	0.655	1.000	0.864	0.837	0.427	0.858	0.782	1.128
YOR302W	0.250	0.366	0.289	0.695	0.851	0.740	1.949	0.609	0.419	0.711	0.854	0.889	1.372	4.940	0.968	0.758
YOR309C	NaN	0.582	0.515	1.864	1.115	0.793	0.673	0.544	0.742	0.867	0.830	0.632	0.633	0.420	1.039	1.368
YOR314W	NaN	1.265	0.197	1.385	0.929	1.289	0.631	1.591	1.553	0.842	0.931	1.144	1.126	0.534	0.763	0.497
YOR318C	1.503	0.666	1.502	NaN	0.594	0.744	1.002	NaN	1.063	0.836	0.602	0.908	0.441	NaN	0.528	0.495
YOR325W	NaN	0.789	0.614	1.171	1.244	0.793	0.784	0.325	0.935	0.936	0.764	0.466	0.680	0.803	1.639	2.433
YOR331C	NaN	0.328	1.211	1.744	0.954	0.475	0.583	0.456	1.186	1.000	0.463	0.596	0.209	0.131	0.060	2.410
YOR333C	0.000	0.768	0.540	0.246	0.652	0.903	0.946	0.365	0.777	1.025	1.215	0.780	0.629	0.523	2.383	2.959
YOR338W	NaN	0.911	0.223	0.737	1.136	1.235	0.920	0.142	1.307	0.375	1.106	1.008	0.572	0.321	1.011	0.813
YOR342C	11.116	0.891	11.222	NaN	0.530	0.671	0.833	NaN	0.778	NaN	0.055	1.540	0.921	0.644	0.921	NaN
YOR343C	NaN	1.335	1.019	0.538	1.221	1.491	1.543	0.254	1.622	1.017	0.732	1.371	1.073	0.870	0.903	0.774
YOR345C	NaN	0.791	0.427	0.096	0.563	1.098	0.706	0.495	0.885	0.500	0.664	0.853	0.308	0.421	1.535	2.051
YOR352W	0.000	1.003	1.159	0.338	1.183	1.044	0.840	1.369	1.158	0.306	1.110	0.962	0.843	0.373	1.508	1.479
YOR356W	NaN	1.114	0.144	0.284	0.922	0.925	0.915	0.683	0.869	0.434	0.771	0.828	0.793	0.559	1.084	1.347
YOR364W	NaN	0.964	6.468	2.606	0.728	0.997	1.312	0.934	1.165	NaN	0.759	0.747	1.018	1.600	0.885	0.853
YOR365C	0.000	0.911	4.512	0.747	1.107	1.008	1.198	0.491	1.154	0.409	0.986	1.164	0.642	0.713	1.467	2.219
YOR366W	NaN	0.804	0.558	1.075	0.861	1.000	0.795	0.515	0.949	0.867	0.676	0.892	0.375	0.612	1.867	2.701
YOR376W	NaN	0.639	0.405	NaN	1.324	0.953	1.086	1.353	1.001	1.058	1.222	1.643	1.113	0.778	1.177	NaN
YOR378W	NaN	1.593	1.078	2.234	1.016	1.032	1.228	0.673	1.184	0.853	0.960	1.069	0.916	1.006	1.811	1.697
YOR379C	NaN	0.295	1.228	0.613	0.805	1.069	1.412	0.331	1.110	0.550	0.633	0.858	1.779	0.314	4.335	1.347
YOR385W	NaN	0.741	1.388	NaN	0.808	0.927	0.930	0.694	1.088	0.833	0.768	0.926	0.607	0.360	0.922	0.572
YDR057W	1.214	2.046	0.405	0.950	1.119	1.061	1.910	1.015	0.978	2.164	0.807	0.860	1.208	1.298	0.838	1.402
YML027W	NaN	0.667	2.616	NaN	1.277	1.343	0.809	NaN	1.262	1.681	1.532	0.662	0.314	0.432	1.418	3.084
YBR183W	NaN	0.790	NaN	0.955	0.894	0.943	0.897	0.699	0.963	0.320	0.933	0.892	0.490	0.638	1.266	0.942
YKL126W	0.490	0.840	0.479	NaN	0.775	0.692	0.848	0.575	0.807	1.458	0.889	0.410	2.235	1.006	3.182	3.227
YMR104C	0.500	0.649	1.366	NaN	1.055	1.155	0.363	0.474	0.772	0.869	1.024	0.594	0.450	0.505	0.782	NaN
YPL009C	NaN	1.000	1.224	1.176	1.119	1.101	0.897	1.617	0.706	0.587	1.305	0.849	1.132	1.003	1.253	2.891
YPL014W	NaN	0.862	1.195	0.643	0.991	0.995	0.913	1.593	0.695	0.513	1.137	0.816	0.765	0.829	0.841	1.655
YPL017C	0.500	2.351	NaN	3.692	1.126	1.053	1.109	0.882	1.142	1.221	1.117	0.914	4.294	0.520	1.604	1.497
YPL025C	NaN	0.884	2.605	0.811	0.933	0.882	1.106	1.436	0.658	0.471	1.237	1.045	0.818	0.784	0.903	1.775
YPL030W	NaN	0.792	1.819	0.960	0.928	1.007	0.915	1.165	0.700	0.551	1.022	0.856	0.664	0.669	0.873	1.438
YPL033C	NaN	0.764	NaN	NaN	1.047	1.041	0.341	1.256	0.739	0.418	0.924	0.961	1.236	0.208	0.829	1.165
