ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YOR153W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.276	0.266	0.284	-0.212	-0.168
YOR154W	0.729	-0.666	-0.271	-0.248	-0.091	0.773	-0.947	-0.092	NaN	0.346	NaN	NaN	-0.324	-0.801
YOR155C	-0.272	-0.234	-0.353	-0.256	-0.655	-0.303	-0.093	0.228	-0.000	0.107	0.072	0.101	-0.512	0.031
YOR156C	0.815	-0.144	-0.348	-0.252	-0.357	0.454	0.248	0.002	-0.080	0.165	-0.088	0.084	-0.208	-0.154
YOR157C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.240	0.054	-0.441	-0.820	0.055	-0.268
YOR158W	-0.479	-1.064	0.607	0.331	-0.619	-0.066	-0.377	0.023	0.291	-0.391	-0.134	0.071	0.529	0.489
YOR159C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.288	0.219	-0.230	-0.209	-0.708	0.014
YOR160W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.452	0.018	-0.029	-0.202	0.025
YOR161C	0.484	0.263	-0.307	-0.251	0.956	0.638	-0.203	-0.277	-0.000	-0.274	-0.203	-0.081	0.028	0.008
YOR162C	0.133	-0.968	-0.214	0.402	-0.415	0.507	-0.026	0.687	-0.000	0.505	-0.430	-0.681	-0.888	-0.365
YOR163W	0.154	-0.719	-0.083	-0.078	0.318	0.143	0.169	-0.179	0.224	0.510	-0.223	-0.256	0.308	0.159
YOR164C	0.916	-0.148	-0.301	-0.274	-0.362	0.100	-0.664	-0.399	-0.000	-0.194	0.308	0.220	-0.888	-0.213
YOR165W	-0.520	-0.286	1.256	0.745	0.041	1.236	-0.914	-0.609	-0.000	-0.306	-0.087	-0.247	-0.299	-0.137
YOR166C	0.650	-0.553	0.539	0.388	-0.257	0.625	0.026	-0.086	0.040	-0.282	0.830	0.607	0.150	-0.453
YOR167C	-1.157	-1.317	0.382	-0.322	0.050	-0.457	-0.196	-0.178	-0.159	-0.983	-0.278	0.031	0.032	-0.076
YOR168W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-1.239	0.126	0.011	1.749	1.635
YOR169C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.106	0.180	-0.292	-0.244	-0.027	-0.018
YOR170W	0.787	1.102	-0.233	0.319	0.349	0.383	0.076	0.526	-0.000	0.289	-0.054	-0.069	0.253	-0.139
YOR171C	-0.481	-0.859	0.819	0.720	0.544	0.942	0.054	0.003	-0.000	-0.472	-0.166	-0.111	-0.219	-0.065
YOR172W	0.117	0.299	0.719	0.241	-0.608	-0.542	-0.178	-0.133	-0.000	0.107	-0.187	-0.397	0.645	0.125
YOR173W	0.525	-0.369	0.015	-0.045	-0.292	1.066	-0.482	-0.033	-0.000	-0.037	0.082	0.109	-1.836	-0.727
YOR174W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.090	-1.201	-0.066	-0.583	-0.089	-0.316
YOR175C	-0.190	-0.517	-0.049	0.062	-1.512	-0.512	-0.498	0.158	-0.000	-0.616	-0.458	-0.502	0.230	-0.265
YOR176W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.313	NaN	NaN	-0.899	0.273
YOR177C	-0.087	-0.551	-0.111	-0.216	-0.318	0.410	0.118	-0.284	-0.000	-1.024	0.293	-0.099	0.410	-0.012
YOR178C	-0.218	-0.070	-0.024	0.177	-0.587	-0.567	-0.206	0.206	NaN	-0.737	NaN	NaN	NaN	NaN
YOR179C	-0.179	-0.588	0.078	0.590	-0.527	0.855	-0.100	0.015	NaN	0.340	NaN	NaN	-0.058	0.235
YOR180C	0.116	-0.374	0.640	0.670	-0.533	-0.411	0.377	0.202	-0.000	-0.690	0.066	0.055	0.401	0.188
YOR181W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	NaN	NaN	-0.210	-0.765
YOR182C	-0.633	-0.578	0.036	-0.272	0.502	-0.139	-0.611	0.291	NaN	-0.509	NaN	NaN	-0.329	-0.805
YOR183W	-0.391	-0.032	-0.512	-1.004	0.093	-0.362	-0.583	-1.052	0.983	-0.168	0.406	-2.570	-0.336	0.252
YOR184W	0.819	1.407	-0.160	-0.498	-0.749	-0.749	-1.083	-1.083	-0.000	0.210	0.096	-0.026	-0.355	0.172
YOR185C	-0.134	-0.049	-0.170	-0.140	-0.024	0.373	0.000	-0.040	0.086	-0.034	-0.792	-0.004	-0.259	0.635
YOR186W	0.309	-0.501	-0.366	0.201	-0.385	0.913	-0.462	0.126	NaN	-0.703	NaN	NaN	-0.198	0.475
YOR187W	-1.504	-3.075	3.148	2.624	-2.737	0.288	NaN	NaN	NaN	NaN	NaN	NaN	-2.928	0.531
YOR188W	0.051	0.008	-0.193	0.004	-0.447	-0.229	-0.258	0.182	-0.000	0.628	-0.339	-0.033	-0.280	-0.500
YOR189W	0.738	-0.127	-0.910	-1.189	0.118	-0.513	-0.114	-0.417	-0.000	1.291	-0.016	-0.175	-0.184	-0.120
YOR190W	-0.593	1.259	-0.373	0.033	-0.559	-0.204	0.184	0.404	-0.000	0.208	0.141	-0.003	-0.135	-0.136
YOR191W	-0.482	0.077	0.157	-0.148	-0.132	-0.349	-0.262	0.279	-0.000	-0.431	0.242	0.248	-0.446	-0.143
YOR192C	0.300	0.080	-0.306	-0.167	0.850	0.608	0.155	-0.155	-0.000	-0.087	0.203	0.337	-0.082	0.176
YOR193W	0.555	0.455	0.007	0.092	-0.827	-0.629	0.301	0.068	0.142	0.615	-0.105	0.209	0.467	-0.078
YOR194C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.527	0.108	-0.011	0.131	0.099
YOR195W	-0.342	-0.258	-0.724	-0.318	0.153	-0.530	0.471	0.040	-0.000	-1.018	-0.149	-0.037	-0.095	0.010
YOR196C	-0.413	1.231	0.273	0.116	0.505	-1.198	1.404	1.499	NaN	0.185	NaN	NaN	-0.232	-0.124
YOR197W	-0.044	-0.389	0.465	0.256	-0.845	0.324	-0.432	-0.398	-0.000	0.317	-0.298	0.064	-0.342	0.243
YOR198C	0.039	-2.089	0.388	-0.001	-0.256	1.400	-0.665	-0.574	-0.000	0.335	-0.050	-0.270	0.521	-0.348
YOR199W	-0.103	2.185	0.675	0.182	0.521	-1.889	2.961	2.696	-0.000	0.116	-0.690	-0.482	0.213	-0.133
YOR200W	-0.037	1.460	0.190	-0.181	0.335	-0.652	0.567	0.522	-0.000	-0.427	0.094	0.180	0.255	0.122
YOR201C	-1.142	0.338	0.103	-1.034	0.641	-2.396	0.319	-0.414	NaN	0.462	NaN	NaN	-0.188	0.159
YOR202W	0.467	-0.637	-0.010	0.163	-1.442	0.311	0.063	-0.011	-0.000	-0.391	-1.625	-0.528	0.385	0.528
YOR203W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.620	NaN	NaN	-0.736	0.166
YOR204W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.006	0.199	0.257	0.373	0.475	0.008
YOR205C	-1.205	-0.009	0.020	-0.482	-0.160	-2.807	0.340	-0.490	-0.000	0.119	0.147	0.026	0.178	-0.416
YOR206W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.071	-0.812	-0.331	-0.714	-0.198	-0.219
YOR207C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.383	-0.168	0.622	-0.047	-1.449	-1.092
YOR208W	0.150	-1.068	0.602	0.610	0.041	2.343	-0.020	0.328	-0.000	0.417	-0.334	-0.016	-0.192	-0.019
YOR209C	0.015	-2.746	0.035	-0.583	-1.653	-0.448	0.091	-0.644	-0.000	0.341	-0.226	-0.490	0.274	-0.172
YOR210W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.058	-0.391	0.003	-0.093	1.197	0.498
YOR211C	-0.758	-0.109	0.373	-0.609	0.093	-2.598	-0.372	-0.317	-0.000	0.002	-0.233	0.226	0.517	0.111
YOR212W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.020	-0.566	-0.423	-0.655	-0.440
YOR213C	-0.627	-0.180	-0.115	0.180	0.228	0.156	-0.204	0.039	-0.000	0.035	-0.407	-0.634	0.374	0.073
YOR214C	0.042	-0.544	-0.372	-0.366	0.927	0.397	0.115	0.070	-0.000	-0.349	-0.588	-0.319	0.101	0.114
YOR215C	0.437	0.234	-0.445	-0.104	-0.698	0.249	0.738	0.267	0.134	-0.418	-0.350	-0.264	0.067	0.176
YOR216C	-0.053	0.400	-0.162	-0.129	0.843	0.416	0.115	-0.702	-0.000	0.108	-0.312	-0.293	0.165	-0.181
YOR217W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.611	-0.360	-0.002	0.123	0.023
YOR218C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.188	0.343	0.299	-0.595	-0.404
YOR219C	-0.035	-0.062	-0.290	0.066	-0.096	0.218	0.789	0.355	NaN	-0.468	NaN	NaN	-0.959	-1.172
YOR220W	-0.276	1.078	0.066	0.162	0.098	-1.143	-0.073	0.428	-0.200	0.906	0.321	0.427	0.479	0.480
YOR221C	0.074	1.488	0.397	-0.085	0.095	-1.937	0.709	0.353	-0.000	-0.198	-0.027	-0.169	0.273	-0.274
YOR222W	0.139	-0.392	0.049	-0.125	0.628	0.528	0.451	0.177	-0.000	-0.153	-0.026	0.005	-0.605	0.143
YOR223W	0.106	-0.384	-0.165	0.198	-0.237	-0.133	0.303	0.216	0.165	0.284	-0.022	-0.488	0.036	-0.153
YOR224C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	-0.368	-1.261	0.224	-0.472
YOR225W	0.083	0.391	-0.280	0.096	-0.028	0.941	-0.503	0.178	-0.000	-0.016	0.297	0.300	-0.980	-0.120
YOR226C	-0.191	-1.395	0.108	0.007	-0.731	0.274	-0.756	-0.491	NaN	-0.112	NaN	NaN	0.775	1.220
YOR227W	-0.284	-0.973	0.213	0.376	-0.099	0.482	-0.215	-0.140	-0.000	-0.099	-0.220	0.144	-0.542	-0.387
YOR228C	0.510	-0.131	0.144	-0.071	-0.961	0.871	0.134	0.080	-0.000	0.076	0.037	0.277	0.675	0.218
YOR229W	-0.270	0.053	0.335	0.197	0.194	-0.451	0.057	-0.151	-0.000	0.054	0.119	-0.125	-0.745	-0.494
YOR230W	0.257	0.036	-0.215	-0.414	0.620	1.728	-0.827	-0.260	NaN	-0.053	NaN	NaN	-0.544	-0.435
YOR231W	0.526	-1.027	-0.227	-0.296	0.929	1.043	0.706	0.048	-0.144	0.131	0.578	0.122	-0.005	-0.718
YOR232W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.079	-0.308	-0.726	-0.547	0.340	-0.098
YOR233W	0.016	-0.288	0.664	0.442	-0.391	-0.895	-0.650	-0.091	NaN	0.286	NaN	NaN	-0.095	-0.571
YOR234C	0.286	-1.174	0.215	0.049	-0.260	0.514	-0.106	-0.465	-0.000	NaN	NaN	NaN	NaN	NaN
YOR235W	-0.514	-1.432	-0.519	-0.950	-0.158	-0.732	-0.853	-0.766	0.589	NaN	0.759	0.920	-0.821	-0.913
YOR236W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.078	0.154	-0.871	-0.418	-0.608	-0.172
YOR237W	0.348	-0.491	-0.002	-0.048	-0.396	0.239	1.269	0.452	0.051	-0.781	-1.003	-0.037	0.425	0.263
YOR238W	0.021	-0.277	-0.091	0.029	0.027	0.106	0.172	0.087	NaN	0.276	NaN	NaN	-0.355	-1.687
YOR239W	-0.279	-0.077	-0.126	-0.057	0.509	0.453	0.316	0.103	0.069	-0.202	0.104	0.092	-0.098	-0.249
YOR241W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.017	-0.362	0.098	-0.109	0.292
YOR242C	0.288	0.063	-0.128	0.316	1.051	1.216	0.580	0.214	-0.000	-0.129	0.014	0.346	-0.545	0.232
YOR243C	0.264	-1.879	0.030	-0.095	-0.981	0.302	-0.057	-0.370	-0.000	1.417	-0.312	-0.298	0.150	-0.553
YOR244W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	1.080	-0.399	0.295	-0.566	0.635
YOR245C	0.420	-1.623	0.243	-0.157	-0.465	1.014	0.013	-0.180	-0.000	0.479	-0.413	-0.499	0.658	0.152
YOR246C	-0.135	1.433	-0.286	-0.295	0.068	-1.008	-0.566	-0.605	-0.000	-0.104	-0.002	0.175	-1.348	0.083
YOR247W	0.468	0.369	0.108	-0.199	0.860	-0.303	0.084	0.134	-0.000	NaN	0.631	0.971	-0.097	-1.443
YOR248W	0.402	-1.076	-0.063	0.247	-0.896	0.448	0.337	0.374	-0.000	-0.509	-0.154	-0.396	-0.151	0.121
YOR249C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.749	0.104	0.022	0.112	-0.202
YOR250C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.247	-0.691	-0.990	NaN	NaN
YOR251C	-0.285	-0.173	0.142	-0.439	0.269	-0.379	0.157	-0.848	-0.000	-0.391	-0.729	-0.829	0.162	0.087
YOR252W	0.270	-0.212	-0.725	-0.039	-0.131	1.326	0.228	0.222	-0.000	0.173	0.400	0.175	-0.671	-0.402
YOR253W	0.405	0.729	0.146	0.096	0.634	0.422	0.567	0.967	0.244	-0.540	-0.423	-0.250	0.334	0.150
YOR254C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.268	-0.088	0.242	0.399	0.480	0.606
YOR255W	-0.325	0.023	0.442	0.297	-0.704	-0.327	0.055	-0.219	0.083	0.283	-0.064	-0.067	-0.606	-1.540
YOR256C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.058	0.297	-0.188	-0.411	0.270	0.034
YOR257W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.242	0.215	-0.541	-0.611	-0.501
YOR258W	0.547	-1.770	-0.243	0.081	-0.993	1.501	-0.613	-0.785	-0.000	0.673	0.250	0.406	-0.541	-0.087
YOR259C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.175	-0.217	-0.109	0.529	-0.228	1.050
YOR260W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.202	0.355	-0.439	-1.595	-0.821	-0.850
YOR261C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.655	-0.501	-0.499	0.186	-1.291
YOR262W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.026	0.039	-0.203	0.529	0.688
YOR263C	0.725	0.227	0.360	0.060	-0.350	0.166	0.251	0.116	-0.000	0.469	0.072	-0.134	0.041	-0.898
YOR264W	1.645	0.896	-1.484	-0.638	-0.447	-0.521	0.026	-0.166	-0.000	0.126	-0.261	-0.482	-0.358	-0.249
YOR265W	0.100	0.086	-0.613	-0.013	0.146	0.070	NaN	NaN	-0.000	-0.784	-0.335	-0.282	0.262	0.206
YOR266W	0.624	0.385	0.353	-0.142	1.181	-0.046	-0.050	0.387	0.013	-0.192	0.102	0.579	0.129	0.355
YOR267C	0.017	-0.713	-0.145	-0.087	0.700	1.322	0.486	0.253	-0.000	0.175	-0.048	-0.177	-0.086	-0.106
YOR268C	0.084	-0.066	0.393	0.137	-0.585	0.244	0.752	0.161	-0.000	0.352	0.141	0.128	0.281	-0.301
YOR269W	NaN	NaN	NaN	NaN	0.632	-0.279	NaN	NaN	0.049	-0.657	-0.098	-0.345	0.236	-0.507
YOR270C	0.732	1.337	-0.731	-0.691	-1.064	-2.036	1.049	-0.173	-0.000	0.140	-0.515	0.021	-0.248	-0.033
YOR271C	-0.308	-0.714	-0.259	-0.003	-0.805	0.109	-0.493	-0.267	-0.000	-0.118	-0.848	-0.067	-0.077	0.112
YOR272W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.334	0.208	0.159	0.315	-0.239
YOR273C	0.354	0.124	0.025	-0.112	-0.011	0.482	-0.420	-0.277	-0.000	-0.555	-0.190	0.346	-0.293	-0.292
YOR274W	0.445	-1.572	-0.878	-0.839	-0.670	0.995	-0.196	-0.896	-0.000	0.361	0.108	0.216	-0.246	-0.132
YOR275C	0.132	-3.337	0.034	-0.062	-1.021	2.063	-0.594	-1.454	-0.022	-0.050	-0.300	-0.056	-0.084	0.090
YOR276W	0.042	-1.115	-0.100	0.615	0.233	-0.108	-0.657	-0.379	-0.000	0.128	-0.254	-0.015	-0.214	-0.174
YOR277C	0.365	-0.628	-0.084	0.123	-0.521	0.044	0.044	-0.242	NaN	NaN	NaN	NaN	NaN	NaN
YOR278W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.171	NaN	NaN	0.112	-0.102
YOR279C	0.007	-0.201	-0.350	-0.235	1.530	1.194	0.538	0.307	-0.000	0.131	0.584	0.607	0.128	0.053
YOR280C	0.010	-2.220	0.863	0.245	-0.314	0.576	0.649	0.576	-0.000	0.015	-0.119	-0.063	-0.136	0.072
YOR281C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.269	0.288	0.562	-0.316	1.105
YOR282W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.003	-0.278	-1.108	0.361	-0.303
YOR283W	0.063	-0.458	0.436	0.421	0.075	0.870	0.002	-0.041	-0.000	-0.168	-0.152	-0.407	0.109	-0.488
YOR284W	0.383	-0.771	-0.461	0.054	0.450	0.788	0.016	0.215	NaN	-0.052	NaN	NaN	-0.272	-0.854
YOR285W	0.312	-0.563	-0.206	-0.127	0.117	0.955	0.141	-0.317	-0.144	0.291	0.026	0.506	0.200	-0.286
YOR286W	0.365	0.110	-0.386	-0.006	0.430	0.503	0.045	-0.045	-0.000	0.089	0.025	-0.250	0.224	0.337
YOR287C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.064	0.346	0.585	-0.778	-0.778
YOR288C	0.703	0.563	0.419	0.040	0.011	0.192	0.554	0.008	-0.000	-0.134	0.097	0.142	0.435	0.072
YOR289W	-0.774	-0.774	-0.113	0.363	0.074	-0.102	0.124	0.132	-0.000	-0.068	-0.408	-0.496	-0.000	-0.005
YOR290C	-1.610	-1.069	0.000	-0.097	-0.258	-0.653	0.100	-0.063	-0.000	0.627	-0.257	-0.098	0.522	0.453
YOR291W	0.289	-0.496	0.619	0.488	-1.046	-0.509	-0.617	-0.495	0.151	0.453	-0.230	-0.004	0.318	0.311
YOR292C	0.152	0.020	-0.004	-0.377	1.301	0.754	-0.047	-0.366	NaN	-0.609	NaN	NaN	-0.058	-0.715
YOR293W	-0.589	-0.589	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.540	1.431	0.474	-1.281	0.351
YOR295W	-0.545	-1.053	0.111	-0.077	0.194	-0.063	NaN	NaN	NaN	-0.812	NaN	NaN	0.227	0.542
YOR296W	0.280	-0.009	-0.438	-0.298	0.638	0.396	-0.110	-0.081	NaN	0.049	NaN	NaN	-0.360	-0.395
YOR297C	-0.123	1.844	-0.165	-0.101	0.320	-1.116	0.575	0.867	-0.031	0.059	0.179	0.394	0.208	0.038
YOR298C-A	0.232	-0.698	0.327	0.344	0.515	0.892	NaN	NaN	-0.000	-0.393	-0.424	-0.020	-0.652	-0.302
YOR298W	0.352	0.385	0.018	-0.124	0.291	0.187	0.426	-0.053	0.070	0.389	0.356	0.184	0.010	0.063
YOR299W	0.160	0.248	-0.247	-0.214	-0.239	0.647	0.144	-0.011	0.067	0.732	0.166	0.041	0.112	0.106
YOR300W	0.353	-0.214	-0.330	-0.293	0.329	1.781	0.260	0.379	NaN	0.052	NaN	NaN	-0.207	-0.487
YOR301W	0.348	0.426	-0.243	-0.098	0.264	0.084	-0.113	-0.098	0.011	0.052	0.055	-0.133	-0.386	-0.593
YOR302W	-0.473	-1.217	0.441	0.124	-0.418	-0.248	NaN	NaN	-0.442	-0.019	-0.011	-0.267	0.454	0.284
YOR303W	0.183	0.125	0.990	0.632	-1.398	-0.921	-0.811	-0.124	-0.117	-0.785	-0.103	-0.196	0.570	0.710
YOR304C-A	-0.087	-1.245	0.593	0.510	-0.793	0.342	-0.532	0.142	NaN	-0.666	NaN	NaN	1.112	1.828
YOR304W	-0.677	-0.226	1.302	0.806	-1.022	-0.673	-0.891	0.007	0.022	0.169	-0.571	-0.644	0.056	-0.287
YOR305W	0.202	1.357	0.026	-0.387	0.092	-1.677	0.590	-0.164	NaN	-0.294	NaN	NaN	-0.001	0.381
YOR306C	0.123	-1.162	0.601	0.416	0.470	0.409	-1.070	-0.617	NaN	-0.008	NaN	NaN	1.036	-0.258
YOR307C	-0.679	-0.774	0.691	0.499	-0.493	0.246	0.188	0.046	-0.000	0.176	-0.097	-0.070	-0.237	-0.228
YOR308C	-0.033	2.954	0.291	-0.123	0.438	-2.829	-0.192	0.255	0.020	0.339	-0.120	-0.023	-0.313	0.455
YOR309C	-0.001	-1.616	-0.839	-1.453	-0.537	-0.480	-0.755	-1.058	-0.000	0.228	0.032	-0.029	-0.399	-0.028
YOR310C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.827	NaN	NaN	1.151	0.372
YOR311C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.639	NaN	NaN	0.591	-0.017
YOR312C	-1.628	-1.628	-0.197	-2.004	-0.785	-0.962	NaN	NaN	NaN	-0.061	NaN	NaN	-0.251	-0.365
YOR313C	NaN	NaN	0.056	0.336	NaN	NaN	NaN	NaN	NaN	-0.503	NaN	NaN	0.205	-0.549
YOR314W	0.152	-0.330	1.382	1.301	-0.069	0.345	0.004	-0.012	NaN	-0.905	NaN	NaN	-0.058	-0.464
YOR315W	-0.512	-1.222	0.604	0.704	-0.272	-1.128	-1.412	-1.095	NaN	-0.086	NaN	NaN	0.614	0.635
YOR316C	0.105	-1.027	0.165	0.106	0.043	0.244	-0.012	0.152	-0.000	0.185	-0.289	-0.307	-0.061	-0.250
YOR317W	0.481	-0.378	0.093	0.088	-0.380	0.495	-0.010	0.151	-0.000	0.503	-0.468	-0.198	-0.393	-0.324
YOR318C	0.599	-0.031	-0.354	-0.053	-0.232	-0.008	0.159	-0.164	-0.428	NaN	-0.633	1.810	NaN	NaN
YOR319W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.510	0.198	0.009	0.566	0.553
YOR320C	-0.375	-0.902	0.441	0.139	-1.140	-0.665	-0.608	-0.492	NaN	NaN	NaN	NaN	NaN	NaN
YOR321W	-0.338	-0.338	NaN	NaN	-0.858	-0.308	-0.454	-0.338	NaN	NaN	NaN	NaN	NaN	NaN
YOR322C	0.296	-0.338	-0.307	-0.265	-0.363	-0.614	-1.041	-1.494	-0.000	0.442	-0.856	-0.638	-0.014	-0.365
YOR323C	-0.296	-0.206	0.851	0.616	-0.901	-1.763	-0.844	-0.537	NaN	-0.353	NaN	NaN	0.264	-0.142
YOR324C	0.663	-0.100	-0.293	-0.182	0.852	0.809	-0.002	-0.528	NaN	0.260	NaN	NaN	-0.239	-0.130
YOR325W	0.717	0.383	0.206	0.147	0.582	-0.195	-0.009	0.237	-0.000	0.680	-0.203	-0.098	0.445	0.039
YOR326W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.008	0.239	0.135	0.179	-0.002
YOR327C	0.120	-0.208	-0.587	-0.374	0.140	-0.237	0.116	-0.289	NaN	NaN	NaN	NaN	NaN	NaN
YOR328W	0.368	-0.630	-0.067	0.124	0.187	0.422	0.339	0.250	0.311	0.165	0.473	0.309	-0.313	-0.204
YOR329C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.349	0.742	0.692	-0.452	0.283
YOR330C	0.108	1.847	0.596	0.578	0.335	-0.696	0.720	0.534	-0.000	0.059	0.306	0.049	0.438	-0.011
YOR331C	NaN	NaN	NaN	NaN	-0.493	-0.523	NaN	NaN	-0.000	-0.935	-0.290	-0.166	0.047	1.097
YOR332W	-0.052	0.107	0.146	-0.257	0.115	-2.193	0.474	0.278	-0.000	-0.846	-0.116	-0.244	-0.825	-0.989
YOR333C	0.620	0.644	0.407	-0.552	0.470	-1.552	0.053	-0.092	NaN	-0.043	NaN	NaN	0.783	0.465
YOR334W	0.209	0.326	0.348	0.189	-0.072	0.309	1.305	0.941	-0.000	-0.709	-0.204	-0.083	0.112	-0.287
YOR335C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.247	NaN	NaN	0.052	0.136
YOR336W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.205	0.319	0.269	-0.599	-0.250
YOR337W	0.097	0.177	0.206	-0.246	-0.498	-0.148	-0.175	-0.226	0.021	0.560	0.232	-0.167	0.017	0.199
YOR338W	-0.392	-0.928	0.472	0.093	0.665	0.560	-0.202	-0.160	-0.215	-0.053	-0.252	-0.167	-0.020	0.369
YOR339C	0.437	0.180	-0.184	-0.070	-0.264	-0.498	-0.161	0.122	-0.225	0.176	-0.256	-0.545	0.145	-0.618
YOR340C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.048	0.249	-0.039	-0.185	0.218
YOR341W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.046	0.457	0.021	-0.237	-0.186
YOR342C	0.196	-1.839	-0.126	-0.124	-0.209	1.075	-0.334	-0.209	-0.000	0.058	-0.521	-0.399	-0.170	0.202
YOR343C	0.261	0.086	-0.322	-0.360	0.160	0.755	-0.004	-0.342	NaN	0.136	NaN	NaN	-0.473	0.273
YOR344C	0.402	0.360	-0.052	0.045	0.359	0.201	-0.037	-0.549	-0.000	0.355	-0.135	0.080	-0.473	-0.065
YOR345C	0.201	0.898	-0.629	-0.196	0.850	0.112	-0.091	0.261	-0.000	-0.416	0.082	0.121	-0.198	0.387
YOR346W	-0.049	0.295	-0.306	0.025	0.362	-0.237	-0.264	-0.249	-0.000	0.017	0.741	0.418	-0.818	-0.671
