ORF	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YJL038C	0.329	0.070
YJL039C	NaN	-0.992
YJL041W	NaN	-1.468
YJL042W	-0.028	-0.623
YJL043W	0.218	-0.122
YJL044C	0.182	0.136
YJL045W	0.017	0.136
YJL046W	0.885	-0.141
YJL047C	0.028	0.799
YJL048C	-0.224	0.007
YJL049W	-0.508	-0.161
YJL050W	NaN	3.684
YJL051W	0.166	-0.067
YJL052W	1.596	-0.113
YJL053W	-12.936	-3.161
YJL054W	0.031	0.116
YJL055W	0.264	-0.026
YJL056C	-0.191	0.123
YJL057C	-0.019	-0.206
YJL058C	-0.026	-0.093
YJL060W	-0.015	-1.497
YJL061W	NaN	-0.674
YJL062W	-6.548	-0.136
YJL063C	3.486	1.054
YJL064W	0.570	-0.552
YJL065C	0.285	0.337
YJL066C	0.527	0.054
YJL067W	0.178	-0.747
YJL068C	-0.010	-0.382
YJL069C	NaN	3.563
YJL070C	-0.098	-0.066
YJL071W	-0.041	-0.246
YJL072C	NaN	0.025
YJL073W	-0.262	-0.835
YJL074C	NaN	-0.336
YJL075C	-0.355	-0.082
YJL076W	NaN	-2.018
YJL077C	-0.323	-0.095
YJL078C	0.118	-0.150
YJL079C	0.574	0.174
YJL080C	-0.564	-0.170
YJL081C	NaN	-5.057
YJL082W	0.021	-12.344
YJL083W	-0.020	0.250
YJL084C	-0.266	-0.118
YJL085W	NaN	0.187
YJL086C	NaN	-0.025
YJL087C	NaN	0.453
YJL088W	NaN	0.191
YJL089W	0.069	NaN
YJL090C	NaN	-0.407
YJL091C	NaN	-0.040
YJL092W	-0.988	-0.030
YJL093C	-0.022	-0.188
YJL094C	-3.939	-0.633
YJL095W	-2.322	0.176
YJL096W	3.926	-0.605
YJL097W	3.688	0.188
YJL098W	-0.449	0.010
YJL099W	-1.953	1.055
YJL100W	0.035	-0.009
YJL101C	0.282	0.046
YJL102W	1.465	-2.744
YJL103C	0.408	-0.019
YJL104W	NaN	-0.444
YJL105W	-0.037	0.256
YJL106W	-0.090	0.031
YJL107C	0.170	0.010
YJL108C	-0.422	0.885
YJL109C	NaN	0.246
YJL110C	-0.235	-0.355
YJL111W	NaN	0.252
YJL112W	-0.344	-0.221
YJL115W	-0.066	-0.151
YJL116C	-0.318	-0.261
YJL117W	3.185	0.290
YJL118W	0.162	0.210
YJL119C	0.281	-0.074
YJL120W	-0.002	0.053
YJL121C	-0.158	0.288
YJL122W	0.315	0.086
YJL123C	-0.140	-0.005
YJL124C	-6.950	0.335
YJL125C	NaN	-0.381
YJL126W	-0.055	1.807
YJL127C	-3.534	0.376
YJL128C	-0.279	0.198
YJL129C	0.575	-0.446
YJL130C	-0.113	-8.649
YJL131C	-0.612	-0.028
YJL132W	-0.018	0.107
YJL133W	-1.836	-0.536
YJL134W	-0.109	0.032
YJL135W	0.045	0.133
YJL136C	1.995	2.888
YJL137C	-0.007	-0.085
YJL138C	NaN	1.567
YJL139C	-4.436	0.360
YJL140W	-4.826	-5.531
YJL141C	1.188	0.081
YJL142C	-0.011	-1.031
YJL143W	NaN	-0.071
YJL144W	0.460	-0.216
YJL145W	-0.257	-2.831
YJL146W	0.224	-0.075
YJL147C	-0.039	-0.279
YJL148W	0.500	-1.342
YJL149W	0.196	-0.562
YJL150W	-0.019	-0.228
YJL151C	0.243	0.400
YJL152W	-0.004	0.010
YJL153C	0.324	0.541
YJL154C	-18.184	-3.332
YJL155C	1.063	0.358
YJL156C	NaN	0.106
YJL157C	0.293	0.013
YJL158C	0.307	-0.056
YJL159W	-0.087	-0.917
YJL160C	-0.275	-0.021
YJL161W	0.041	-0.054
YJL162C	-2.140	-0.035
YJL163C	0.070	0.169
YJL164C	-1.670	1.752
YJL165C	0.906	0.061
YJL166W	3.493	-13.552
YJL167W	NaN	0.760
YJL168C	-0.291	0.066
YJL169W	-2.561	0.192
YJL170C	0.236	0.231
YJL171C	-0.443	-1.296
YJL172W	-0.002	0.475
YJL173C	NaN	-0.670
YJL174W	NaN	-3.528
YJL175W	-2.285	-1.382
YJL176C	NaN	-3.001
YJL177W	1.573	1.606
YJL178C	-0.636	-0.433
YJL179W	0.033	0.937
YJL180C	-0.059	-0.457
YJL181W	-0.748	-0.305
YJL182C	-0.469	2.027
YJL183W	-11.233	0.092
YJL184W	NaN	-0.505
YJL185C	0.970	0.009
YJL186W	-2.966	0.010
YJL187C	-0.923	-0.415
YJL188C	NaN	-5.170
YJL189W	2.889	0.203
YJL190C	0.758	1.789
YJL191W	0.606	0.039
YJL192C	-1.464	1.316
YJL193W	0.650	0.089
YJL194W	NaN	-0.619
YJL195C	NaN	-0.121
YJL196C	0.040	0.859
YJL197W	0.326	0.109
YJL198W	0.293	0.402
YJL199C	0.440	0.157
YJL200C	-0.245	0.008
YJL201W	NaN	-0.106
YJL202C	NaN	0.098
YJL203W	NaN	0.015
YJL204C	-15.883	-0.092
YJL206C	0.172	-0.079
YJL207C	-1.425	-1.070
YJL208C	0.238	0.939
YJL209W	1.404	0.315
YJL210W	0.247	0.076
YJL211C	1.138	0.542
YJL212C	0.958	-0.034
YJL213W	0.038	0.088
YJL214W	0.011	-0.120
YJL215C	-1.246	0.129
YJL216C	0.220	-0.405
YJL217W	0.562	0.091
YJL218W	0.407	0.074
YJR001W	0.155	0.009
YJR002W	NaN	0.092
YJR003C	0.780	-0.724
YJR004C	0.010	-0.127
YJR005W	-1.988	-0.795
YJR006W	0.547	-0.063
YJR007W	NaN	7.240
YJR008W	0.146	-0.883
YJR009C	-0.182	-0.169
YJR010C-A	0.649	-0.047
YJR010W	0.352	0.109
YJR011C	-0.112	-0.281
YJR012C	NaN	0.206
YJR013W	NaN	0.013
YJR014W	-0.574	-0.066
YJR015W	0.008	-0.047
YJR016C	NaN	-0.143
YJR017C	NaN	-0.109
YJR018W	NaN	-0.207
YJR019C	0.073	-0.348
YJR020W	0.448	-0.436
YJR021C	-0.434	0.145
YJR022W	NaN	-1.074
YJR023C	NaN	-7.901
YJR024C	0.139	0.992
YJR025C	-0.204	-0.165
YJR030C	0.250	NaN
YJR031C	0.363	0.032
YJR032W	5.076	0.254
YJR033C	-15.402	-0.554
YJR034W	2.197	-0.123
YJR035W	0.857	-0.651
YJR036C	0.347	0.289
YJR037W	0.097	0.469
YJR038C	0.613	-0.045
YJR039W	0.072	-6.526
YJR040W	-12.026	-1.328
YJR041C	NaN	-0.169
YJR042W	NaN	-0.988
YJR043C	-3.588	0.079
YJR044C	-2.100	0.786
YJR045C	NaN	0.078
YJR047C	1.021	0.052
YJR048W	0.356	0.278
YJR049C	0.455	-0.399
YJR050W	-0.548	-0.139
YJR051W	0.021	0.110
YJR052W	0.082	0.088
YJR053W	-0.768	-0.622
YJR054W	0.502	2.298
YJR055W	4.414	-0.413
YJR056C	0.415	0.123
YJR057W	NaN	-0.026
YJR058C	-2.187	0.207
YJR059W	0.239	0.027
YJR060W	1.262	0.430
YJR061W	0.494	0.507
YJR062C	-0.022	-0.150
YJR063W	NaN	1.260
YJR064W	NaN	2.356
YJR065C	NaN	-11.269
YJR066W	0.568	0.677
YJR067C	NaN	-0.007
YJR068W	NaN	0.140
YJR069C	0.048	-0.795
YJR070C	0.656	-0.087
YJR072C	NaN	-0.114
YJR073C	-1.559	-0.703
YJR074W	-0.012	-0.147
YJR075W	-6.402	-0.344
YJR076C	NaN	0.248
YJR077C	2.346	-0.234
YJR078W	-0.129	0.015
YJR079W	0.741	0.060
YJR080C	0.386	-0.664
YJR082C	0.371	-0.052
YJR083C	-1.663	0.512
YJR084W	0.524	0.523
YJR087W	-1.215	0.086
YJR088C	-1.068	0.200
YJR090C	NaN	-1.778
YJR091C	0.021	-0.234
YJR092W	-0.923	-0.093
YJR093C	NaN	0.816
YJR094C	-0.068	0.306
YJR094W-A	1.215	0.268
YJR095W	0.172	-0.524
YJR096W	0.250	0.537
YJR097W	0.858	-0.233
YJR098C	0.033	-0.455
YJR099W	-0.064	0.249
YJR100C	-0.178	-0.227
YJR102C	-18.127	-0.936
YJR103W	-0.176	-0.202
YJR104C	NaN	-0.447
YJR105W	2.491	-1.670
YJR106W	0.047	-0.041
YJR107W	0.012	0.278
YJR108W	-0.010	0.050
YJR109C	-0.489	-0.007
YJR110W	-0.425	0.309
YJR111C	-0.069	-0.442
YJR112W	NaN	-0.354
YJR113C	4.550	-0.513
YJR115W	-0.323	-0.891
YJR116W	0.225	-0.034
YJR117W	1.428	1.596
YJR118C	-2.478	-0.043
YJR119C	0.030	-0.900
YJR120W	0.480	0.046
YJR121W	4.379	0.110
YJR122W	NaN	-0.016
YJR123W	NaN	-10.119
YJR124C	0.470	0.456
YJR125C	-1.827	0.470
YJR126C	0.404	-0.411
YJR127C	0.398	1.393
YJR128W	0.324	2.340
YJR129C	0.071	-0.054
YJR130C	0.304	0.016
YJR131W	0.225	-0.059
YJR133W	0.044	-0.009
YJR134C	0.036	0.364
YJR135C	-0.494	0.960
YJR137C	0.008	-0.975
YJR139C	NaN	-0.085
YJR140C	1.056	-0.615
YJR141W	NaN	-0.708
YJR142W	-0.153	-0.086
YJR144W	2.957	-0.110
YJR145C	-0.200	1.802
YJR146W	0.055	-0.154
YJR147W	0.089	-0.169
YJR148W	0.051	0.043
YJR149W	-0.022	0.231
YJR150C	0.676	-0.017
YJR152W	0.684	0.386
YJR153W	0.036	-1.107
YJR154W	0.141	-0.248
YKL001C	-0.161	0.173
YKL002W	-13.286	-0.006
YKL003C	2.478	0.027
YKL004W	NaN	0.318
YKL005C	-0.043	0.170
YKL006C-A	NaN	0.136
YKL006W	-3.931	-4.566
YKL007W	-9.459	-0.205
YKL008C	0.327	-0.224
YKL009W	1.800	5.979
YKL010C	-0.027	-1.324
YKL011C	0.543	0.202
YKL012W	NaN	-1.031
YKL013C	NaN	-9.424
YKL014C	NaN	-0.158
YKL015W	0.288	0.392
YKL016C	4.496	-0.951
YKL017C	-0.795	-0.001
YKL018W	NaN	0.466
YKL019W	NaN	-0.384
YKL020C	-1.093	-1.009
YKL021C	NaN	0.363
YKL022C	NaN	-0.223
YKL023W	-1.735	-4.675
YKL024C	NaN	-0.977
YKL025C	-0.471	0.049
YKL026C	-0.152	0.006
YKL027W	0.305	0.256
YKL028W	NaN	-1.286
YKL029C	-0.401	-0.618
YKL030W	0.516	0.165
YKL031W	0.543	0.854
YKL032C	-1.714	1.510
YKL033W	NaN	-0.871
YKL033W-A	-0.263	0.433
YKL034W	-1.482	-0.028
YKL035W	NaN	-0.958
YKL036C	NaN	-1.515
YKL037W	-5.282	-1.156
YKL038W	-0.195	-0.012
YKL039W	0.897	1.300
YKL040C	0.658	-3.864
YKL041W	-13.497	1.439
YKL042W	NaN	-0.296
YKL043W	0.035	-0.801
YKL044W	0.026	-1.065
YKL045W	NaN	-0.168
YKL046C	-1.898	-0.410
YKL047W	-0.465	0.011
YKL048C	-6.214	-0.792
YKL049C	NaN	-2.586
YKL050C	0.558	0.131
YKL051W	-0.420	-0.828
YKL052C	NaN	-0.020
YKL053C-A	0.960	-0.181
YKL053W	-2.778	0.034
YKL054C	2.938	-0.259
YKL055C	NaN	0.535
YKL056C	0.043	0.738
YKL057C	0.689	0.039
YKL058W	NaN	-4.249
YKL059C	2.753	-0.340
YKL060C	NaN	0.143
YKL061W	-0.672	0.473
YKL062W	0.362	-0.572
YKL063C	-0.430	-0.116
YKL064W	1.202	1.558
YKL065C	0.235	NaN
YKL066W	-0.238	-0.015
YKL067W	-0.615	0.034
YKL068W	-0.910	-2.088
YKL069W	-0.075	-1.264
YKL070W	-0.070	-0.537
YKL071W	-0.007	-0.018
YKL072W	-0.039	-0.225
YKL073W	-0.275	-0.966
YKL074C	2.217	-0.176
YKL075C	-0.059	-2.224
YKL076C	0.781	-2.353
YKL077W	-13.502	-0.052
YKL078W	NaN	0.027
YKL079W	-0.108	-0.115
YKL080W	NaN	-2.708
YKL081W	-1.014	-0.228
YKL082C	NaN	-0.069
YKL083W	NaN	-0.690
YKL084W	-0.424	-0.038
YKL085W	0.100	0.065
YKL086W	-0.283	-0.030
YKL087C	0.911	0.108
YKL088W	NaN	0.800
YKL089W	NaN	-0.029
YKL090W	0.126	-0.016
YKL091C	0.022	0.457
YKL092C	0.034	-0.635
YKL093W	0.095	0.510
YKL094W	-0.513	-0.304
YKL095W	NaN	-0.616
YKL096W	0.000	-0.225
YKL096W-A	0.155	0.259
YKL097C	-0.287	0.067
YKL098W	-0.051	-0.097
YKL099C	NaN	-0.209
YKL100C	-0.543	-1.439
YKL101W	-1.418	0.316
YKL102C	-0.425	-0.740
YKL103C	-0.338	-0.400
YKL104C	NaN	-0.850
YKL105C	-0.215	-0.299
YKL106W	-0.314	-0.423
YKL107W	-0.190	-0.269
YKL108W	1.682	0.157
YKL109W	0.139	0.012
YKL110C	2.888	0.286
YKL111C	1.184	-3.162
YKL112W	NaN	-3.130
YKL113C	1.360	-0.006
YKL114C	2.270	-0.009
YKL115C	-0.776	-0.005
YKL116C	-0.120	-0.004
YKL117W	0.012	0.505
YKL118W	-9.368	-0.026
YKL119C	-5.627	-0.755
YKL120W	0.480	0.167
YKL121W	-1.602	0.127
YKL122C	NaN	-0.063
YKL123W	-0.072	0.018
YKL124W	-0.157	0.057
YKL125W	NaN	0.049
YKL126W	4.037	-1.152
YKL127W	-0.255	-0.460
YKL128C	0.231	1.113
YKL129C	-0.467	-0.921
YKL130C	0.065	1.123
YKL131W	-0.073	0.552
YKL132C	-0.040	0.401
YKL133C	0.216	-0.070
YKL134C	1.943	0.164
YKL135C	-9.595	-3.694
YKL136W	-3.248	-1.119
YKL137W	-0.078	-0.557
YKL138C	4.572	-0.340
YKL139W	-0.094	0.597
YKL140W	-0.137	-0.457
YKL141W	NaN	-0.027
YKL142W	0.112	-0.023
YKL143W	NaN	-0.528
YKL144C	NaN	-1.761
YKL145W	NaN	-0.473
YKL146W	-0.114	-0.043
YKL147C	-0.324	-0.394
YKL148C	0.628	-0.009
YKL149C	0.044	0.197
YKL150W	0.046	0.323
YKL151C	-0.015	0.144
YKL152C	NaN	0.107
YKL153W	NaN	0.717
YKL154W	NaN	-0.063
YKL155C	1.593	-0.173
YKL156W	0.620	0.139
YKL157W	0.024	0.043
YKL159C	0.901	0.240
YKL160W	-0.072	-0.990
YKL161C	-0.066	-1.497
YKL162C	-0.144	-0.321
YKL162C-A	0.014	0.089
YKL163W	-0.008	-0.073
YKL164C	-0.121	-0.600
YKL165C	NaN	-0.925
YKL166C	-0.391	0.081
YKL167C	1.352	-0.021
YKL168C	-0.101	-0.062
YKL169C	4.025	-0.093
YKL170W	NaN	-0.036
YKL171W	0.247	0.621
YKL172W	NaN	4.756
YKL173W	NaN	-0.181
YKL174C	-0.436	-0.964
YKL175W	-0.594	0.052
YKL176C	3.657	0.826
YKL177W	-4.469	-0.110
YKL178C	NaN	0.388
YKL179C	-0.564	0.029
YKL180W	NaN	-0.035
YKL181W	NaN	-3.039
YKL182W	NaN	-3.288
YKL183W	0.013	-0.289
YKL184W	-0.588	-0.011
YKL185W	-0.025	-0.761
YKL186C	NaN	-0.214
YKL187C	-0.481	0.411
YKL188C	0.097	0.248
YKL189W	NaN	0.934
YKL190W	1.199	0.576
YKL191W	0.034	-1.913
YKL192C	NaN	0.169
YKL193C	NaN	-0.052
YKL194C	NaN	-0.032
YKL195W	NaN	0.560
YKL196C	NaN	0.386
YKL197C	0.403	0.258
YKL198C	0.040	0.076
YKL201C	-1.213	-0.861
YKL202W	-0.071	0.023
YKL203C	NaN	0.000
YKL204W	NaN	-0.492
YKL205W	-0.811	-0.884
YKL206C	0.437	0.504
YKL207W	-1.039	0.053
YKL208W	0.658	-0.365
YKL209C	NaN	0.069
YKL210W	NaN	1.079
YKL211C	NaN	0.096
YKL212W	-16.951	3.480
YKL213C	-0.322	2.737
YKL214C	0.270	0.874
YKL215C	-0.439	0.198
YKL216W	-1.497	0.406
YKL217W	0.298	0.146
YKL218C	-0.029	0.051
YKL220C	0.149	0.052
YKL221W	0.233	1.293
YKL222C	0.253	1.484
YKR001C	-11.406	-0.932
YKR002W	NaN	-2.339
YKR003W	0.018	0.133
YKR004C	NaN	0.035
YKR005C	-0.049	-0.098
YKR006C	1.630	-0.027
YKR007W	2.959	0.391
YKR008W	NaN	-1.884
YKR009C	-0.074	0.106
YKR010C	0.041	-0.290
YKR011C	-0.391	0.080
YKR012C	-0.504	0.269
YKR013W	-0.426	-4.163
YKR014C	-2.130	-0.551
YKR015C	-0.297	-0.092
YKR016W	0.164	0.766
YKR017C	0.073	0.862
YKR018C	-0.267	-0.536
YKR019C	-6.762	-9.725
YKR020W	-14.073	0.238
YKR021W	-0.439	-0.186
YKR022C	NaN	0.363
YKR023W	0.248	2.099
YKR024C	0.043	-0.517
YKR025W	NaN	-0.486
YKR026C	-0.056	0.113
YKR027W	-1.953	0.058
YKR028W	-0.154	-1.633
YKR029C	-0.044	0.510
YKR030W	-0.414	-0.544
YKR031C	0.398	-0.437
YKR032W	-0.088	-0.015
YKR033C	0.162	0.012
YKR034W	-0.001	0.024
YKR035C	-8.061	0.394
YKR035W-A	-8.053	0.175
YKR036C	0.042	-0.313
YKR037C	NaN	-0.555
YKR038C	NaN	-0.015
YKR039W	-0.031	-1.590
YKR040C	0.301	0.175
YKR041W	0.312	0.265
YKR042W	0.588	1.926
YKR043C	0.002	0.055
YKR044W	-0.423	-0.526
YKR045C	-1.326	-0.869
YKR046C	-0.018	-0.850
YKR047W	-2.582	0.699
YKR048C	-3.842	0.920
YKR049C	-0.006	0.062
YKR050W	-0.294	0.008
YKR051W	0.747	-0.458
YKR052C	-0.421	-0.831
YKR053C	0.044	0.054
YKR054C	-0.953	-0.001
YKR055W	-0.003	-0.295
YKR056W	-0.080	0.187
YKR057W	0.157	3.826
YKR058W	-0.224	0.497
YKR059W	2.333	2.019
YKR060W	0.927	1.278
YKR061W	0.195	-0.374
YKR062W	NaN	-0.267
YKR063C	NaN	-0.929
YKR064W	0.052	0.337
YKR065C	0.764	-0.535
YKR066C	0.178	0.354
YKR067W	0.012	1.156
YKR068C	NaN	0.492
YKR069W	-0.134	0.575
YKR070W	-0.168	-0.003
YKR071C	NaN	-0.429
YKR072C	1.641	2.271
YKR073C	1.419	2.009
YKR074W	-6.006	0.352
YKR075C	0.475	-0.111
YKR076W	-0.070	0.179
YKR077W	0.038	0.395
YKR078W	0.150	-9.241
YKR079C	NaN	0.217
YKR080W	0.548	0.226
YKR081C	NaN	0.911
YKR082W	NaN	-0.053
YKR083C	-0.070	-0.475
YKR084C	0.947	-0.028
YKR085C	4.715	0.163
YKR086W	NaN	0.082
YKR087C	0.040	-0.197
YKR088C	-1.253	0.078
YKR089C	-0.316	-0.730
YKR090W	-0.135	-0.165
YKR091W	0.031	-0.354
YKR092C	5.154	1.330
YKR093W	-0.201	-0.114
YKR094C	0.060	3.010
YKR095W	-1.661	0.118
YKR096W	-0.012	-0.959
YKR097W	0.185	0.038
YKR098C	0.115	0.896
YKR099W	0.170	0.325
YKR100C	-1.440	-0.131
YKR101W	0.448	0.891
YKR102W	0.150	0.014
YKR103W	0.607	0.151
YKR104W	0.339	0.770
YKR105C	0.788	0.112
YKR106W	0.939	1.196
YLL001W	0.001	0.069
YLL002W	-0.027	0.005
YLL003W	NaN	-0.138
YLL004W	NaN	-0.068
YLL005C	0.457	-0.484
YLL006W	5.062	-0.925
YLL007C	-0.054	-0.126
YLL008W	NaN	0.112
YLL009C	3.046	-4.717
YLL010C	-1.191	-1.043
YLL011W	NaN	0.131
YLL012W	0.727	0.363
YLL013C	0.093	0.185
YLL014W	-1.202	0.551
YLL015W	-2.251	-0.801
YLL018C	NaN	-0.011
YLL018C-A	1.515	0.115
YLL019C	-1.505	-1.649
YLL020C	-1.433	-0.789
YLL021W	-2.314	0.177
YLL023C	0.016	-0.095
YLL024C	0.480	0.668
YLL025W	0.071	0.079
YLL026W	0.040	0.515
YLL027W	NaN	-0.098
YLL028W	-0.751	-0.002
YLL029W	0.699	1.231
YLL030C	-0.085	-0.028
YLL031C	NaN	0.222
YLL032C	0.125	-0.665
YLL033W	4.259	-0.055
YLL034C	NaN	0.251
YLL035W	NaN	0.031
YLL036C	NaN	0.001
YLL037W	NaN	-0.960
YLL038C	-2.983	-3.010
YLL039C	-0.626	0.056
YLL040C	-9.888	-0.065
YLL041C	0.693	0.780
YLL042C	0.108	0.029
YLL043W	2.450	0.152
YLL044W	0.065	-0.172
YLL045C	2.710	0.133
YLL046C	0.479	0.141
YLL047W	0.475	0.290
YLL048C	0.214	0.319
YLL049W	-0.612	0.001
YLL050C	-2.886	-0.098
YLL051C	-0.109	0.829
YLL052C	0.474	0.438
YLL053C	-0.071	0.473
YLL054C	0.005	0.439
YLL055W	0.403	0.389
YLL056C	-0.050	-0.146
YLL057C	0.149	-0.296
YLL058W	0.823	0.174
YLL059C	0.069	-0.415
YLL060C	1.305	-0.053
YLL061W	0.812	0.760
YLL062C	0.451	0.376
YLL063C	0.814	0.753
YLR001C	-0.020	-0.090
YLR002C	NaN	0.598
YLR003C	0.659	-0.439
YLR004C	-0.331	-0.060
YLR005W	NaN	0.130
YLR006C	0.281	0.039
YLR007W	NaN	0.012
YLR008C	NaN	0.254
YLR009W	NaN	3.744
YLR010C	NaN	0.362
YLR011W	-0.026	-0.067
YLR012C	0.358	0.045
YLR013W	-0.036	-0.024
YLR014C	1.173	1.012
YLR015W	0.660	1.600
YLR016C	0.231	0.367
YLR017W	0.340	-0.524
YLR018C	0.359	0.123
YLR019W	-0.512	-0.122
YLR020C	-8.657	-1.537
YLR021W	0.372	0.008
YLR022C	2.474	0.805
YLR023C	-0.158	0.117
YLR024C	2.282	1.266
YLR025W	-20.842	-33.144
YLR026C	NaN	0.522
YLR027C	NaN	0.153
YLR028C	-0.195	0.069
YLR029C	NaN	-6.105
YLR030W	-0.143	-0.454
YLR031W	0.277	-0.067
YLR032W	1.009	-0.132
YLR033W	NaN	-4.177
YLR034C	0.034	-0.028
YLR035C	-0.174	-0.267
YLR036C	0.270	-0.613
YLR037C	0.022	-1.112
YLR038C	1.660	-1.222
YLR039C	-2.750	-0.048
YLR040C	-0.027	0.075
YLR041W	-0.109	-0.040
YLR042C	-0.077	-0.635
YLR043C	0.041	-0.083
YLR044C	1.421	1.863
YLR045C	NaN	-0.227
YLR046C	-0.895	-0.649
YLR047C	-0.156	0.111
YLR048W	-0.360	5.126
YLR049C	0.228	-0.113
YLR050C	-0.318	-0.178
YLR051C	NaN	-0.088
YLR052W	2.968	0.081
YLR053C	-0.134	-1.250
YLR054C	-0.277	-0.013
YLR055C	0.200	0.588
YLR056W	-17.139	-0.018
YLR057W	-1.276	-0.051
YLR058C	-0.181	0.042
YLR059C	0.383	-0.351
YLR060W	NaN	-0.674
YLR061W	2.134	2.432
YLR062C	0.299	1.975
YLR063W	0.061	-0.405
YLR064W	0.541	0.116
YLR065C	-0.685	-0.509
YLR066W	NaN	1.781
YLR067C	2.468	0.329
YLR068W	2.657	-0.011
YLR069C	3.910	0.017
YLR070C	-0.107	0.091
YLR071C	NaN	-0.024
YLR072W	-0.080	-0.803
YLR073C	-0.440	-0.699
YLR074C	-0.833	-8.065
YLR075W	NaN	-0.193
YLR076C	NaN	-1.783
YLR077W	-0.185	0.006
YLR078C	NaN	0.498
YLR079W	-1.129	0.515
YLR080W	-0.498	-0.060
YLR081W	-0.512	0.203
YLR082C	0.813	0.089
YLR083C	-0.724	0.401
YLR084C	-0.432	NaN
YLR085C	-2.759	-0.045
YLR086W	NaN	0.326
YLR087C	-2.197	0.532
YLR088W	NaN	1.118
YLR089C	0.510	0.271
YLR090W	-0.257	-6.026
YLR091W	3.799	0.186
YLR092W	0.067	0.784
YLR093C	-0.479	-0.392
YLR094C	-1.298	-0.586
YLR095C	-1.943	-0.789
YLR096W	-0.455	0.128
YLR097C	-0.455	-0.008
YLR098C	-0.023	0.614
YLR099C	0.412	-0.777
YLR100W	NaN	-0.225
YLR101C	2.908	-0.497
YLR102C	0.472	0.046
YLR103C	NaN	-0.564
YLR104W	-0.346	-0.275
YLR105C	NaN	-0.256
YLR106C	NaN	-0.731
YLR107W	0.632	0.181
YLR108C	-0.034	0.090
YLR109W	-0.581	0.322
YLR110C	-9.409	-0.474
YLR111W	-8.774	0.220
YLR112W	-0.111	0.273
YLR113W	-0.401	0.930
YLR114C	-0.385	-0.031
YLR115W	NaN	0.584
YLR116W	NaN	1.234
YLR117C	NaN	0.091
YLR118C	0.031	NaN
YLR119W	-13.540	0.258
YLR120C	-0.605	-0.018
YLR121C	-1.030	-0.139
YLR122C	0.064	0.667
YLR123C	-0.009	0.164
YLR124W	-0.861	-0.044
YLR125W	-0.405	NaN
YLR126C	-0.188	0.156
YLR127C	NaN	0.100
YLR128W	-0.742	-0.435
YLR129W	NaN	0.416
YLR130C	-0.345	-0.885
YLR131C	4.738	1.729
YLR132C	NaN	-0.124
YLR133W	0.565	-0.123
YLR134W	0.004	NaN
YLR135W	0.008	-0.891
YLR136C	-0.426	-0.070
YLR137W	-0.002	0.147
YLR138W	0.417	0.945
YLR139C	4.090	1.292
YLR140W	NaN	0.224
YLR141W	NaN	-0.039
YLR142W	0.058	0.007
YLR143W	0.173	0.013
YLR144C	-0.735	-2.930
YLR145W	NaN	-0.229
YLR146C	0.619	-0.090
YLR147C	NaN	1.258
YLR148W	-6.367	-0.472
YLR149C	3.902	0.042
YLR150W	-1.147	-3.300
YLR151C	0.104	0.422
YLR152C	0.319	-0.095
YLR153C	NaN	1.428
YLR154C	0.210	0.426
YLR163C	NaN	-0.667
YLR164W	-0.037	0.742
YLR165C	-0.037	-0.012
YLR166C	NaN	-0.200
YLR167W	NaN	2.368
YLR168C	1.745	-0.527
YLR169W	-2.032	-0.064
YLR170C	-2.946	0.455
YLR171W	-3.157	0.046
YLR172C	0.427	-0.073
YLR173W	-0.016	0.234
YLR174W	-0.053	0.450
YLR175W	NaN	-0.668
YLR176C	0.592	0.206
YLR177W	-0.364	-0.287
YLR178C	0.010	-0.164
YLR179C	0.172	0.372
YLR180W	-0.022	-0.992
YLR181C	-7.133	1.220
YLR182W	NaN	0.709
YLR183C	1.233	2.056
YLR184W	NaN	3.514
YLR185W	1.130	3.486
YLR186W	NaN	-0.183
YLR187W	0.074	-0.462
YLR188W	0.522	0.090
YLR189C	0.447	0.169
YLR190W	1.034	0.042
YLR191W	0.279	-0.455
YLR192C	4.539	0.459
YLR193C	2.491	-0.001
YLR194C	-0.224	0.400
YLR195C	NaN	-1.061
YLR196W	NaN	0.578
YLR197W	1.959	3.370
YLR198C	NaN	3.687
YLR199C	0.375	0.032
YLR200W	-1.164	-0.063
YLR201C	3.469	1.125
YLR202C	1.942	1.367
YLR203C	2.557	0.345
YLR204W	-2.927	0.503
YLR205C	0.012	-0.189
YLR206W	0.340	-0.125
YLR207W	0.009	0.195
YLR208W	NaN	-23.389
YLR209C	-0.071	-0.101
YLR210W	-0.447	-0.024
YLR211C	0.021	0.067
YLR212C	NaN	-0.225
YLR213C	0.106	-0.570
YLR214W	0.729	-0.584
YLR215C	NaN	-0.388
YLR216C	2.831	0.034
YLR217W	1.599	0.815
YLR218C	0.279	-0.031
YLR219W	-0.283	0.017
YLR220W	-0.966	-0.033
YLR221C	1.219	0.052
YLR222C	NaN	3.429
YLR223C	NaN	-0.263
YLR224W	0.167	-0.091
YLR225C	-0.502	1.065
YLR226W	1.029	-0.360
YLR227C	-0.046	-0.008
YLR228C	-0.702	-0.014
YLR229C	NaN	-0.003
YLR230W	0.336	-0.729
YLR231C	-0.038	-0.000
YLR232W	-1.632	0.587
YLR233C	0.308	-0.270
