ORF	hom | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	hom | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013
YGL183C	-0.030	0.137	-0.050	-0.025
YGL184C	-0.184	0.108	0.329	1.644
YGL185C	-0.430	0.379	0.310	0.643
YGL186C	-0.289	0.649	0.551	0.228
YGL188C-A	0.256	0.574	0.050	0.498
YGL190C	0.214	0.490	0.285	0.971
YGL191W	-0.449	-1.115	0.030	1.145
YGL192W	-1.402	0.424	0.173	1.376
YGL194C	-0.138	-1.013	0.676	2.789
YGL195W	-0.024	0.287	-0.004	0.272
YGL196W	-0.176	-0.475	0.051	0.443
YGL197W	-2.367	-0.858	-0.245	-0.103
YGL198W	-0.883	-1.255	-0.086	1.637
YGL199C	-0.665	-0.573	0.155	1.322
YGL200C	0.003	0.268	0.177	0.556
YGL201C	NaN	NaN	0.152	1.470
YGL202W	-0.234	-0.209	0.211	1.325
YGL203C	1.038	0.494	0.527	1.025
YGL205W	-0.140	-0.748	-0.118	2.338
YGL206C	0.024	0.590	0.019	0.526
YGL207W	NaN	NaN	0.230	0.308
YGL208W	-0.648	-0.683	1.022	1.572
YGL209W	-0.397	-1.166	0.068	3.155
YGL210W	-0.293	-0.498	0.013	1.001
YGL211W	0.189	0.887	-0.205	0.858
YGL212W	-0.033	0.585	0.326	0.919
YGL213C	-0.018	0.323	0.138	2.677
YGL214W	-0.010	-0.209	-0.068	-0.206
YGL215W	0.457	0.865	0.471	0.993
YGL216W	0.237	0.450	-0.390	1.409
YGL217C	0.004	-0.290	0.393	1.542
YGL218W	0.051	1.044	0.496	1.009
YGL219C	0.152	0.845	0.211	0.649
YGL220W	0.378	0.603	0.399	1.401
YGL221C	-0.016	0.104	-0.674	1.879
YGL222C	-0.630	-0.589	0.050	2.496
YGL223C	0.459	1.822	-0.324	0.258
YGL224C	0.197	-0.196	0.338	1.171
YGL225W	NaN	NaN	0.181	0.740
YGL226C-A	0.267	-0.127	-0.116	0.530
YGL226W	-0.073	0.057	0.153	0.503
YGL227W	1.245	0.982	0.203	1.506
YGL228W	0.138	0.736	0.432	3.280
YGL229C	0.080	0.806	-0.033	0.674
YGL230C	-0.037	0.373	-0.591	0.401
YGL231C	-0.093	-0.674	0.300	0.251
YGL232W	-0.185	-0.029	0.175	0.654
YGL233W	NaN	NaN	0.220	1.133
YGL234W	-1.177	0.463	0.237	0.369
YGL235W	-0.239	-0.014	-0.007	-0.711
YGL236C	-0.383	1.137	0.348	2.547
YGL237C	0.164	0.583	-0.205	0.680
YGL238W	NaN	NaN	-0.393	2.488
YGL239C	NaN	NaN	-0.681	0.921
YGL240W	0.141	1.456	0.045	1.177
YGL241W	-0.242	-0.340	-0.136	2.136
YGL242C	0.169	-0.108	-0.280	2.952
YGL243W	-0.003	-0.071	-0.014	1.940
YGL244W	0.091	1.659	0.209	1.606
YGL245W	NaN	NaN	0.152	1.331
YGL246C	-0.130	3.699	-0.033	1.531
YGL247W	NaN	NaN	0.231	1.792
YGL248W	-0.341	-0.312	-0.346	0.582
YGL249W	-0.066	0.009	0.287	1.845
YGL250W	0.308	0.398	-1.320	0.276
YGL251C	-0.150	0.829	0.076	1.068
YGL252C	0.029	-0.712	-0.238	0.706
YGL253W	-0.615	1.066	0.781	1.234
YGL254W	-0.068	-0.378	-0.456	1.179
YGL255W	-2.791	-1.573	0.797	2.345
YGL256W	-0.047	-0.330	0.110	0.690
YGL257C	-0.054	-0.189	0.168	0.707
YGL258W	0.110	0.059	0.677	0.818
YGL258W-A	-0.041	-0.231	-0.013	-0.154
YGL259W	0.003	-0.933	0.449	2.053
YGL260W	-0.063	-0.458	0.296	2.931
YGL261C	-0.002	-1.762	0.622	2.081
YGL262W	-0.064	-0.778	-0.173	1.412
YGL263W	-0.082	-0.992	0.577	1.649
YGR001C	-0.020	-1.421	0.020	0.714
YGR002C	NaN	NaN	0.095	0.949
YGR003W	-0.402	-1.092	0.911	2.075
YGR004W	1.633	0.927	0.259	2.204
YGR005C	NaN	NaN	0.150	2.168
YGR006W	0.123	0.766	-0.070	1.411
YGR007W	-0.119	-0.353	-0.239	0.542
YGR008C	-0.049	-0.014	0.031	1.394
YGR009C	NaN	NaN	1.164	1.559
YGR010W	-0.300	-0.748	0.292	2.390
YGR011W	-0.012	0.214	-0.305	1.245
YGR012W	-0.020	-1.494	-0.538	1.525
YGR013W	NaN	NaN	0.940	2.294
YGR014W	-0.418	-0.348	0.088	1.456
YGR015C	0.045	0.087	-0.071	0.553
YGR016W	0.140	0.600	0.261	0.893
YGR017W	0.209	1.060	-0.043	1.357
YGR018C	0.445	0.313	0.382	1.169
YGR019W	-0.116	-0.501	1.172	2.318
YGR020C	0.396	2.748	0.195	0.987
YGR021W	0.112	0.147	0.228	0.858
YGR022C	-0.655	-1.238	-0.587	0.725
YGR023W	-0.033	-0.290	-0.048	2.549
YGR024C	NaN	NaN	0.270	0.821
YGR025W	0.053	-0.324	-0.202	0.815
YGR026W	-0.163	-1.477	0.688	0.909
YGR027C	-0.155	-0.531	0.185	0.243
YGR028W	0.220	-0.028	0.779	1.651
YGR029W	NaN	NaN	0.368	2.553
YGR030C	NaN	NaN	-0.032	0.969
YGR031W	0.392	-1.372	0.658	3.203
YGR032W	0.555	0.068	-0.519	1.034
YGR033C	-0.316	-0.839	0.978	2.332
YGR034W	-0.738	-1.784	0.631	1.628
YGR035C	0.096	0.201	0.408	2.606
YGR035W-A	-0.090	0.136	0.476	1.055
YGR036C	0.147	1.584	0.074	0.399
YGR037C	0.778	0.749	0.086	0.675
YGR038W	0.917	1.629	-0.122	2.484
YGR039W	-0.001	-0.977	-0.065	0.708
YGR040W	0.172	-1.074	0.882	1.967
YGR041W	-0.303	-0.407	0.017	0.671
YGR042W	-0.112	-0.887	-0.104	1.688
YGR043C	0.027	-1.073	0.408	2.188
YGR044C	0.105	-0.351	0.758	0.933
YGR045C	0.104	-0.768	-0.462	1.833
YGR046W	NaN	NaN	-0.206	0.013
YGR047C	NaN	NaN	0.224	0.099
YGR048W	NaN	NaN	0.514	1.033
YGR049W	0.033	-0.842	0.201	0.035
YGR050C	0.951	0.057	0.144	2.107
YGR051C	0.781	0.050	0.858	1.196
YGR052W	1.147	0.423	0.633	1.051
YGR053C	-0.026	-0.286	0.618	1.333
YGR054W	0.255	-0.152	1.247	1.588
YGR055W	2.296	0.941	-0.757	0.941
YGR056W	-0.049	2.745	-0.360	0.935
YGR057C	-1.495	0.456	-0.328	0.987
YGR058W	0.227	-0.178	0.181	1.367
YGR059W	-0.044	-0.021	-0.690	0.044
YGR060W	NaN	NaN	-0.112	1.481
YGR061C	-3.547	-0.266	-0.474	1.983
YGR062C	0.389	0.826	0.253	0.785
YGR063C	-0.239	0.931	0.360	0.579
YGR064W	-0.085	0.780	0.147	0.127
YGR065C	NaN	NaN	-0.421	1.705
YGR066C	-0.276	-1.520	0.186	0.175
YGR067C	-0.176	-0.758	0.139	1.278
YGR068C	-0.640	-0.631	-0.473	0.878
YGR069W	-0.696	-0.850	0.551	2.146
YGR070W	0.700	0.317	0.030	0.982
YGR071C	0.836	1.309	-0.016	0.997
YGR072W	-0.808	0.592	-0.377	1.519
YGR073C	NaN	NaN	-0.107	0.124
YGR074W	NaN	NaN	0.253	1.690
YGR075C	NaN	NaN	-0.135	0.536
YGR076C	0.134	0.666	-0.160	2.865
YGR077C	1.552	0.000	-0.253	1.414
YGR078C	-1.452	0.241	-0.157	2.085
YGR079W	0.328	0.061	-0.262	0.050
YGR080W	-0.143	-1.656	-0.355	0.706
YGR081C	-0.606	0.217	-0.258	1.287
YGR082W	NaN	NaN	-1.570	1.646
YGR083C	NaN	NaN	0.272	2.007
YGR084C	-0.272	-1.188	0.180	0.585
YGR085C	-0.579	1.817	0.193	0.573
YGR086C	0.670	0.336	0.029	1.988
YGR087C	-0.059	0.143	-0.323	0.058
YGR088W	-0.366	-0.853	0.439	0.960
YGR089W	0.663	1.885	-0.288	2.325
YGR090W	NaN	NaN	0.272	1.677
YGR091W	NaN	NaN	0.600	1.515
YGR092W	0.061	1.097	-0.286	1.331
YGR093W	-0.076	-1.382	0.295	1.668
YGR094W	NaN	NaN	0.360	1.509
YGR095C	NaN	NaN	0.005	0.869
YGR096W	0.146	-0.239	-0.228	0.536
YGR097W	0.696	0.378	1.060	1.857
YGR098C	NaN	NaN	0.093	2.361
YGR099W	NaN	NaN	0.394	1.375
YGR100W	-0.075	0.225	1.063	1.449
YGR101W	0.392	1.454	-0.061	0.414
YGR102C	1.127	2.752	0.550	2.093
YGR103W	NaN	NaN	0.202	2.651
YGR104C	-0.101	1.930	-0.070	2.278
YGR105W	-0.002	0.939	0.501	0.509
YGR106C	0.462	-0.458	-0.326	2.593
YGR107W	-0.124	-1.088	-0.008	0.862
YGR108W	-0.245	-0.319	0.153	1.308
YGR109C	-0.165	0.468	-0.367	0.571
YGR110W	0.266	0.434	-0.001	0.622
YGR111W	-1.091	-0.419	0.097	2.407
YGR112W	-0.281	0.817	-0.136	1.499
YGR113W	NaN	NaN	-0.073	1.429
YGR114C	NaN	NaN	0.472	1.322
YGR115C	NaN	NaN	1.013	0.457
YGR116W	NaN	NaN	2.116	3.172
YGR117C	0.195	0.124	0.412	1.548
YGR118W	0.374	1.469	-0.038	0.037
YGR119C	NaN	NaN	-0.082	1.199
YGR120C	NaN	NaN	0.389	0.836
YGR121C	0.072	-0.928	0.769	1.933
YGR121W-A	-0.014	0.457	0.132	0.352
YGR122C-A	0.773	-0.030	0.273	1.106
YGR122W	0.885	0.408	-0.131	0.301
YGR123C	-0.555	-1.207	0.437	2.151
YGR124W	-0.150	-0.375	-0.095	-0.366
YGR125W	-0.343	-0.972	0.310	0.788
YGR126W	0.344	-0.613	0.472	0.488
YGR127W	-0.142	-0.324	0.325	2.022
YGR128C	NaN	NaN	-0.263	0.253
YGR129W	-0.148	-1.791	0.399	-1.793
YGR130C	-0.621	-0.563	0.794	1.296
YGR131W	0.077	-0.618	-0.591	-1.150
YGR132C	0.206	0.071	-1.730	-1.006
YGR133W	1.628	0.255	0.241	0.659
YGR134W	-0.153	-1.729	-0.050	0.886
YGR135W	-0.578	0.204	-0.090	0.079
YGR136W	-0.082	-0.234	0.421	0.841
YGR137W	-0.160	-0.870	0.205	0.113
YGR138C	-0.676	-1.842	-0.276	1.278
YGR139W	-0.176	-3.303	0.191	-0.061
YGR140W	NaN	NaN	-0.034	0.400
YGR141W	-0.018	-2.903	-0.240	1.892
YGR142W	-0.195	-0.433	-0.695	-0.294
YGR143W	0.043	-1.064	-0.084	-0.637
YGR144W	0.592	1.589	2.050	1.851
YGR145W	NaN	NaN	-0.009	2.816
YGR146C	-0.077	-0.110	0.092	2.072
YGR146C-A	-0.204	0.199	-0.659	0.096
YGR147C	NaN	NaN	0.392	0.316
YGR148C	0.006	0.543	-0.565	-0.061
YGR149W	-0.352	-2.170	0.265	-1.338
YGR150C	1.722	2.238	-0.702	-0.254
YGR151C	-0.242	-0.233	-0.193	-0.559
YGR152C	-0.327	-1.264	-0.492	1.112
YGR153W	-0.028	-0.411	0.260	0.610
YGR154C	-0.001	-0.584	-0.069	0.101
YGR155W	0.540	0.872	0.059	-0.799
YGR156W	NaN	NaN	-0.103	0.234
YGR157W	-2.264	-1.538	0.472	0.959
YGR158C	NaN	NaN	-1.499	1.216
YGR159C	-0.022	0.591	-0.028	0.606
YGR160W	0.042	0.434	0.065	1.730
YGR161C	-0.098	-1.930	-0.402	0.521
YGR161W-C	-0.790	0.268	0.005	-2.066
YGR162W	-0.020	0.466	1.872	-0.300
YGR163W	-0.122	-0.476	-1.599	-1.172
YGR164W	-0.392	-0.802	-0.046	0.231
YGR165W	0.271	0.927	0.045	0.177
YGR166W	0.738	-1.574	0.120	-1.075
YGR167W	0.069	0.232	-0.376	1.046
YGR168C	0.169	-0.917	-0.461	-0.844
YGR169C	-0.053	-1.205	-0.214	0.870
YGR169C-A	-0.050	0.571	-0.335	-0.260
YGR170W	0.543	-0.934	0.016	-0.851
YGR171C	-0.032	-0.297	-0.372	0.690
YGR172C	NaN	NaN	-0.320	0.069
YGR173W	0.080	-1.316	0.001	1.208
YGR174C	-0.471	0.119	0.266	0.436
YGR174W-A	-0.175	-1.425	-0.195	-1.280
YGR175C	NaN	NaN	0.093	1.036
YGR176W	1.231	-1.150	-0.728	-1.751
YGR177C	-0.082	-0.608	-0.009	1.028
YGR178C	0.476	0.230	-0.419	0.347
YGR179C	NaN	NaN	0.357	0.858
YGR180C	-0.020	0.619	-0.473	-0.116
YGR181W	0.006	-1.011	0.038	1.035
YGR182C	-0.047	-1.191	-0.022	-2.248
YGR183C	0.101	0.194	0.178	0.857
YGR184C	-1.514	0.009	-0.917	0.772
YGR185C	NaN	NaN	-0.238	-0.252
YGR186W	NaN	NaN	0.182	0.640
YGR187C	-0.429	-1.122	-0.497	-0.350
YGR188C	0.206	0.373	-0.465	-0.702
YGR189C	-0.256	-1.363	0.634	0.509
YGR190C	NaN	NaN	-1.027	0.103
YGR191W	NaN	NaN	-0.693	-0.238
YGR192C	-0.344	-0.739	-0.738	-1.858
YGR193C	-0.253	-0.522	0.378	0.640
YGR194C	-0.224	-1.107	-0.853	0.111
YGR195W	NaN	NaN	-0.093	0.570
YGR196C	0.646	-2.073	0.335	-0.196
YGR197C	0.263	0.447	0.301	0.712
YGR198W	NaN	NaN	0.232	0.783
YGR199W	0.225	-0.857	0.332	0.051
YGR200C	0.922	0.950	0.112	-0.455
YGR201C	-0.224	-1.123	-0.606	0.563
YGR202C	0.672	0.052	0.278	-2.219
YGR203W	-0.202	-0.191	0.206	0.068
YGR204C-A	0.014	0.526	0.728	0.748
YGR204W	-1.772	0.872	-0.230	0.318
YGR205W	-0.491	-1.110	1.316	1.650
YGR206W	0.352	0.025	-0.121	1.663
YGR207C	0.007	-1.191	0.353	-0.836
YGR208W	-4.288	-1.020	0.365	-0.018
YGR209C	0.283	-0.091	0.186	1.758
YGR210C	-0.144	-0.163	0.586	-0.579
YGR211W	NaN	NaN	0.536	-0.266
YGR212W	-0.045	-0.204	-0.249	0.203
YGR213C	-0.189	-0.793	0.128	-0.293
YGR214W	0.080	1.866	-0.038	-1.744
YGR215W	-1.216	1.362	0.400	0.587
YGR216C	NaN	NaN	1.025	-0.853
YGR217W	-0.058	0.006	0.402	0.720
YGR218W	NaN	NaN	0.867	0.408
YGR219W	-0.108	0.108	0.018	1.080
YGR220C	0.054	0.516	0.057	1.002
YGR221C	0.032	-1.423	0.083	0.326
YGR222W	-0.197	-0.162	0.088	0.953
YGR223C	-0.616	-1.692	-0.122	-0.239
YGR224W	-0.137	0.247	-0.518	0.900
YGR225W	-0.067	0.382	0.037	0.400
YGR226C	-0.196	-1.104	-0.023	1.067
YGR227W	0.421	0.540	-0.662	1.501
YGR228W	0.248	-0.440	0.280	0.390
YGR229C	-0.072	0.325	0.003	-0.711
YGR230W	-0.307	-1.238	0.116	0.040
YGR231C	0.723	0.253	0.501	0.869
YGR232W	0.301	-0.365	0.365	1.297
YGR233C	2.960	3.220	0.038	0.583
YGR234W	-0.228	-0.353	-0.469	-0.897
YGR235C	0.002	-1.009	-0.307	1.158
YGR236C	0.001	-0.342	0.117	1.135
YGR237C	0.957	0.254	0.551	-0.628
YGR238C	0.156	-0.272	0.420	0.104
YGR239C	0.459	-0.418	0.162	0.038
YGR240C	-0.168	0.515	-0.469	0.259
YGR240C-A	-0.082	0.232	-0.006	0.499
YGR241C	0.020	-1.624	0.042	-0.909
YGR242W	-0.218	-1.021	-0.467	-0.668
YGR243W	-0.015	-0.386	0.295	1.430
YGR244C	-0.080	-1.243	0.251	0.603
YGR245C	NaN	NaN	-0.457	0.971
YGR246C	NaN	NaN	0.401	1.367
YGR247W	-0.063	-1.153	-0.438	0.232
YGR248W	-0.110	-0.942	0.043	-0.066
YGR249W	0.066	0.231	-0.210	0.829
YGR250C	-1.030	-0.028	0.373	2.496
YGR251W	NaN	NaN	-0.055	0.309
YGR252W	0.025	1.713	-0.066	0.512
YGR253C	NaN	NaN	1.461	2.633
YGR254W	-0.126	1.315	0.169	-1.257
YGR255C	-0.727	1.233	-1.380	0.479
YGR256W	-0.047	-1.063	-0.151	1.186
YGR257C	0.743	2.617	0.756	1.078
YGR258C	0.532	1.118	0.478	0.358
YGR259C	0.237	-0.326	1.136	1.028
YGR260W	0.158	-0.537	0.324	-1.252
YGR261C	1.389	0.882	0.323	0.867
YGR262C	-0.099	0.898	0.023	0.528
YGR263C	-0.165	-0.582	-0.042	0.490
YGR264C	NaN	NaN	0.142	0.758
YGR265W	NaN	NaN	-0.123	0.404
YGR266W	-0.002	-0.442	0.447	1.086
YGR267C	NaN	NaN	0.217	1.025
YGR268C	-0.502	-0.139	-0.643	1.038
YGR269W	-0.092	-0.066	-0.180	0.947
YGR270W	0.793	-0.204	0.344	0.977
YGR271C-A	0.050	1.430	-0.065	0.437
YGR271W	0.068	-0.358	-0.356	-1.472
YGR273C	0.297	0.618	-0.064	0.522
YGR274C	NaN	NaN	-0.002	2.804
YGR275W	-0.374	-0.028	-0.241	0.951
YGR276C	-0.453	1.450	-0.712	0.499
YGR277C	NaN	NaN	-0.200	0.218
YGR278W	NaN	NaN	0.058	0.952
YGR279C	0.149	0.003	0.242	0.873
YGR280C	NaN	NaN	-0.025	0.363
YGR281W	-0.222	0.222	-0.694	0.778
YGR282C	-0.042	0.848	-0.815	-0.446
YGR283C	-1.066	-1.305	0.084	0.674
YGR284C	0.044	0.238	-0.224	0.375
YGR285C	0.056	4.769	-0.938	-1.297
YGR286C	-0.266	-0.330	-0.421	-0.166
YGR287C	-0.021	-1.074	0.125	-0.603
YGR288W	-0.364	-0.181	-0.310	-1.847
YGR289C	0.026	0.309	0.084	0.353
YGR290W	0.120	-0.483	0.021	-0.549
YGR291C	0.069	0.195	-0.635	-0.246
YGR292W	-0.477	-0.081	-1.621	-3.028
YGR295C	-0.217	-1.654	-0.396	1.555
YHL001W	1.109	0.224	0.026	0.841
YHL002W	0.316	-1.312	-0.124	-0.127
YHL003C	-0.036	-0.376	0.233	-0.397
YHL004W	0.575	2.789	-0.131	0.470
YHL005C	0.294	1.311	0.477	0.414
YHL006C	-0.084	-0.961	-0.003	-2.133
YHL007C	1.072	-0.985	0.705	1.679
YHL008C	-0.048	-0.601	0.053	-0.621
YHL009C	1.043	1.341	0.644	2.283
YHL010C	-0.384	-1.143	-0.292	-0.527
YHL011C	-0.137	1.719	-0.181	1.151
YHL012W	-0.122	-0.624	0.018	-0.221
YHL013C	-0.445	-1.351	-0.469	-1.017
YHL014C	-0.229	-0.354	1.019	1.910
YHL015W	NaN	NaN	-0.477	-2.872
YHL015W-A	-0.875	-0.155	-1.340	-1.236
YHL016C	-0.401	-2.032	-0.165	-0.615
YHL017W	-0.044	-0.454	-0.136	1.068
YHL019C	0.494	0.570	1.096	2.179
YHL020C	1.125	0.724	0.249	-1.313
YHL021C	-0.046	0.270	-0.265	-0.220
YHL022C	0.184	0.505	-1.613	-0.175
YHL023C	-1.411	0.386	0.485	1.312
YHL024W	-0.205	0.131	0.166	1.366
YHL025W	-0.008	1.428	0.116	0.467
YHL026C	-0.039	-0.292	0.069	-0.062
YHL027W	0.332	0.120	0.479	-2.125
YHL028W	-0.250	-0.032	0.453	1.775
YHL029C	0.174	0.273	0.399	1.216
YHL030W	0.022	-0.709	0.612	1.007
YHL031C	1.397	1.577	0.032	-1.464
YHL032C	-0.014	-0.228	0.136	0.073
YHL033C	0.447	1.614	0.324	-1.152
YHL034C	-0.645	-1.520	-0.060	2.927
YHL035C	0.056	0.207	0.437	-1.720
YHL036W	-0.016	-0.373	0.519	1.422
YHL037C	-0.243	-0.426	-0.146	-1.966
YHL038C	0.245	2.688	-0.169	-2.386
YHL039W	0.186	0.003	-0.229	0.658
YHL040C	-0.153	-0.585	0.278	-1.247
YHL041W	-0.256	-0.902	-0.802	0.431
YHL042W	0.048	-0.168	-0.215	0.934
YHL043W	-0.236	-0.499	0.175	-0.242
YHL044W	-0.667	-0.225	0.499	1.075
YHL045W	0.050	-0.015	0.183	0.126
YHL046C	-0.149	-0.592	-0.084	0.484
YHL047C	-0.214	-0.368	-0.020	-1.306
YHR001W	-0.310	0.333	0.318	0.338
YHR001W-A	0.541	-1.226	1.424	0.148
YHR003C	-0.300	-0.341	-0.106	0.318
YHR004C	0.008	2.700	-0.263	-0.310
YHR005C	0.181	0.053	-0.033	0.892
YHR005C-A	NaN	NaN	-0.280	-0.971
YHR006W	-0.995	0.196	-0.765	0.721
YHR007C	NaN	NaN	3.163	3.004
YHR007C-A	-0.817	-0.727	-0.706	-0.164
YHR008C	0.260	0.599	0.086	0.135
YHR009C	0.519	1.638	-0.549	-0.833
YHR010W	0.410	3.831	1.346	1.403
YHR011W	1.245	1.292	0.059	1.691
YHR012W	0.032	0.552	0.032	0.114
YHR013C	0.334	0.396	-0.272	-0.503
YHR014W	0.107	0.007	0.131	-0.502
YHR015W	-0.254	-0.981	-0.037	-1.762
YHR016C	-0.033	-0.516	0.577	1.249
YHR017W	-0.311	-0.034	0.486	1.270
YHR018C	-0.358	0.278	-0.377	0.066
YHR019C	NaN	NaN	-0.056	-0.090
YHR020W	NaN	NaN	0.018	0.629
YHR021C	0.107	0.437	-0.520	-0.584
YHR021W-A	0.035	-0.357	-0.418	0.240
YHR022C	-0.331	0.023	-0.073	-0.019
YHR022C-A	0.128	0.471	0.175	0.667
YHR023W	NaN	NaN	-0.071	0.659
YHR024C	NaN	NaN	-0.096	-1.338
YHR025W	-2.425	-0.016	-0.381	0.277
YHR026W	-0.086	0.445	-0.023	0.697
YHR028C	-0.023	-1.824	0.094	-0.343
YHR029C	0.379	-0.004	-0.391	1.373
YHR030C	0.093	0.080	0.090	-0.888
YHR031C	-0.488	0.324	-0.373	-0.726
YHR032W	-0.079	-1.203	0.200	-1.399
YHR033W	0.185	-0.029	0.502	-0.942
YHR034C	-0.516	0.474	-0.266	0.062
YHR035W	-0.087	0.060	0.454	1.496
YHR036W	NaN	NaN	-0.140	-0.406
YHR037W	0.011	-0.952	-0.796	-1.171
YHR038W	0.031	1.542	1.192	0.864
YHR039C	-0.149	-0.399	-0.591	0.113
YHR039C-A	0.205	1.406	0.253	1.647
YHR040W	NaN	NaN	0.102	-0.054
YHR041C	-0.192	0.693	0.223	1.554
YHR042W	NaN	NaN	-0.685	-1.607
YHR043C	0.143	-0.389	0.307	0.185
YHR044C	-0.139	-1.017	0.366	-0.290
YHR045W	1.663	-0.657	0.357	0.247
YHR046C	-0.572	-0.122	0.187	-0.890
YHR047C	0.622	0.365	0.663	-0.197
YHR048W	0.036	-0.418	-0.012	0.438
YHR049C-A	-0.251	-1.122	-0.312	-2.321
YHR049W	-0.318	-0.622	0.293	0.590
YHR050W	0.163	0.369	0.105	0.320
YHR050W-A	-0.671	0.532	0.136	0.254
YHR051W	1.201	2.865	0.217	-0.426
YHR052W	0.167	0.357	0.140	0.502
YHR057C	-0.008	0.188	-0.302	-0.213
YHR058C	NaN	NaN	0.113	-0.283
YHR059W	0.059	1.332	-0.642	0.675
YHR060W	-0.157	2.060	-0.023	-1.675
YHR061C	-0.303	-0.769	-0.387	0.118
YHR062C	NaN	NaN	-0.393	1.547
YHR063C	-0.138	0.082	0.562	0.647
YHR064C	-0.466	0.572	1.030	0.185
YHR065C	NaN	NaN	-1.734	-1.877
YHR066W	-0.758	-0.011	-0.209	-0.391
YHR067W	-0.331	-0.006	-0.534	0.499
YHR068W	NaN	NaN	-0.393	0.066
YHR069C	NaN	NaN	-0.207	0.260
YHR070W	NaN	NaN	-0.753	-2.401
YHR071W	-0.068	0.792	0.429	1.506
YHR072W	NaN	NaN	-0.064	-0.263
YHR072W-A	0.260	0.426	-0.302	0.286
YHR073W	-1.769	-0.619	-0.543	0.070
YHR074W	NaN	NaN	-0.159	-1.527
YHR075C	-0.208	0.466	0.851	-0.106
YHR076W	0.038	0.427	-0.263	-0.185
YHR077C	-0.806	0.663	-1.522	-1.348
YHR078W	-0.706	-0.566	-0.056	0.310
YHR079C	-0.557	-1.090	-1.046	0.524
YHR079C-A	-0.084	-0.208	0.029	0.241
YHR080C	-0.491	-1.367	-0.510	-2.060
YHR081W	-0.813	1.657	1.210	-1.256
YHR082C	-0.858	-0.308	-0.240	0.404
YHR083W	NaN	NaN	0.168	0.125
YHR084W	0.084	0.468	0.222	0.181
YHR085W	NaN	NaN	0.446	0.615
YHR086W	0.220	0.298	-0.349	0.419
YHR086W-A	-0.001	-0.878	-0.656	-0.818
YHR087W	0.057	-0.917	-0.237	-0.572
YHR088W	NaN	NaN	-0.230	-0.163
YHR089C	0.265	0.716	-0.200	0.120
YHR090C	0.186	0.713	0.271	0.511
YHR091C	-0.179	1.081	-0.677	0.082
YHR092C	0.514	-0.904	2.173	1.998
YHR093W	0.001	-0.023	-0.533	-0.743
YHR094C	-0.852	-1.436	-0.356	-0.404
YHR095W	-0.734	-1.534	0.370	0.268
YHR096C	-0.168	-0.704	-0.156	1.248
YHR097C	0.078	-0.417	0.429	0.554
YHR098C	-0.375	1.367	-0.505	-0.328
YHR100C	0.482	1.166	0.086	-1.459
YHR101C	NaN	NaN	-0.196	0.502
YHR102W	-0.009	0.343	-1.932	0.946
YHR103W	0.222	-0.037	1.071	-1.018
YHR104W	0.843	-2.111	-0.066	-0.243
YHR105W	-0.293	0.137	0.354	0.356
YHR106W	-0.282	-0.352	-0.367	-0.419
YHR107C	NaN	NaN	0.060	0.289
YHR108W	-0.689	-0.950	-0.085	-1.731
YHR109W	0.330	-1.121	0.215	1.345
YHR110W	-0.245	0.014	0.161	0.063
YHR111W	1.285	0.550	-0.723	-1.775
YHR112C	-0.058	-0.479	0.302	-0.844
YHR113W	-0.398	-1.051	-0.760	-0.940
YHR114W	0.063	-0.690	0.427	0.809
YHR115C	-0.232	-0.463	-0.076	0.333
YHR116W	-0.319	-0.292	-0.100	-0.826
YHR117W	0.041	-0.963	-0.831	0.093
YHR118C	NaN	NaN	0.165	0.398
YHR120W	0.038	0.705	0.056	-1.460
YHR121W	0.334	0.104	-0.811	1.572
YHR122W	NaN	NaN	-0.792	0.294
YHR123W	0.175	-0.605	-0.541	-1.548
YHR124W	-0.369	-0.499	0.338	2.726
YHR125W	-0.225	-0.229	0.240	0.735
YHR126C	-0.139	-0.662	0.160	1.126
YHR127W	-0.141	-1.391	-0.212	2.673
YHR128W	0.125	0.442	-0.009	0.203
YHR129C	-0.281	-0.247	0.331	0.463
YHR130C	-0.127	-1.126	-0.195	-0.397
YHR131C	0.084	-0.246	0.306	1.497
YHR132C	-0.491	-1.177	-0.543	1.132
YHR132W-A	0.049	0.933	-0.966	1.545
YHR133C	-0.150	-0.454	-0.017	-0.195
YHR134W	-0.381	-0.034	-0.098	-0.061
YHR135C	0.082	0.277	0.465	0.552
YHR136C	0.291	-0.171	0.772	0.499
YHR137W	0.491	-0.289	0.274	1.068
YHR138C	-0.136	-0.856	-0.461	0.899
YHR139C	-0.183	-0.462	-0.659	0.756
YHR139C-A	-0.086	-0.679	-0.511	0.969
YHR140W	-0.302	-0.702	-0.228	2.640
YHR141C	0.147	0.975	0.461	0.775
YHR142W	1.607	2.299	-0.463	0.609
YHR143W	0.103	-0.005	-0.943	0.241
YHR143W-A	NaN	NaN	1.470	0.658
YHR146W	0.033	0.260	0.007	0.325
YHR147C	0.983	2.675	0.375	1.756
YHR148W	NaN	NaN	0.180	0.267
