ORF	Gene	strain	CPT	T/C
YOR049C	RSB1	31825	2975	1.046
YGR038W	ORM1	36980	2976	1.046
YPR194C	OPT2	35609	2977	1.046
YMR144W		30725	2978	1.046
YIR027C	DAL1	35962	2979	1.046
YOR050C		31826	2980	1.046
YDL019C	OSH2	33715	2981	1.046
YML022W	APT1	36719	2982	1.046
YDR051C		33987	2983	1.047
YLR451W	LEU3	34082	2984	1.047
YLL045C	RPL8B	31533	2985	1.047
YGR089W	NNF2	36989	2986	1.047
YGL041C		34409	2987	1.047
YPL168W		32084	2988	1.047
YNL301C	RPL18B	31143	2989	1.047
YOL105C	WSC3	36255	2990	1.047
YGL154C	LYS5	34521	2991	1.047
YJL161W		37010	2992	1.047
YJL149W		31276	2993	1.047
YDL172C		33870	2994	1.047
YML012W	ERV25	30562	2995	1.047
YJL108C	PRM10	31315	2996	1.047
YBL032W	HEK2	33058	2997	1.047
YGL148W	ARO2	34515	2998	1.047
YNL160W	YGP1	32052	2999	1.047
YKL211C	TRP3	35061	3000	1.047
YMR120C	ADE17	36561	3001	1.047
YOR279C	RFM1	32535	3002	1.047
YHR097C		31925	3003	1.047
YJR050W	ISY1	36848	3004	1.047
YJR107W		36915	3005	1.047
YNL066W	SUN4	37214	3006	1.047
YHR131C		36625	3007	1.048
YDL010W		33706	3008	1.048
YDR046C	BAP3	33982	3009	1.048
YCL012W		33420	3010	1.048
YOR035C	SHE4	31811	3011	1.048
YGL090W	LIF1	34457	3012	1.048
YML083C		30487	3013	1.048
YHR087W		31915	3014	1.048
YGR287C		35939	3015	1.048
YDL188C	PPH22	33886	3016	1.048
YGR141W	VPS62	34771	3017	1.048
YJR011C		36809	3018	1.048
YGR137W		34767	3019	1.048
YLR266C	PDR8	35175	3020	1.048
YDR110W	FOB1	34044	3021	1.048
YLR432W	IMD3	36035	3022	1.048
YBR185C	MBA1	33325	3023	1.048
YOL147C	PEX11	37129	3024	1.048
YNL202W	SPS19	32009	3025	1.048
YPR096C		35513	3026	1.048
YKR055W	RHO4	35126	3027	1.048
YLL021W	SPA2	31509	3028	1.048
YER007W	PAC2	30329	3029	1.048
YLR363C	NMD4	35272	3030	1.048
YGR276C	RNH70	37293	3031	1.049
YPL200W	CSM4	31092	3032	1.049
YJL012C	VTC4	36780	3033	1.049
YMR261C	TPS3	30847	3034	1.049
YFR033C	QCR6	35847	3035	1.049
YJL123C		31302	3036	1.049
YGR011W		34641	3037	1.049
YBR113W		33252	3038	1.049
YDR480W	DIG2	34314	3039	1.049
YJR096W		36908	3040	1.049
YJL037W		31385	3041	1.049
YHR018C	ARG4	30981	3042	1.049
YKL132C	RMA1	34982	3043	1.049
YLR258W	GSY2	35167	3044	1.049
YPR188C	MLC2	35603	3045	1.049
YCR064C		37191	3046	1.049
YPL240C	HSP82	31052	3047	1.049
YKL124W	SSH4	34974	3048	1.049
YMR226C		30812	3049	1.049
YGL059W		34426	3050	1.049
YMR241W	YHM2	30827	3051	1.049
YML006C	GIS4	30570	3052	1.049
YJL158C	CIS3	31267	3053	1.049
YPR077C		35496	3054	1.049
YDR452W	PPN1	34286	3055	1.049
YBL029W		33055	3056	1.05
YPL139C	UME1	32113	3057	1.05
YDR344C		34181	3058	1.05
YNL079C	TPM1	37224	3059	1.05
YDR032C	PST2	33971	3060	1.05
YPR026W	ATH1	37145	3061	1.05
YDR522C	SPS2	34356	3062	1.05
YLR349W		35258	3063	1.05
YDR444W		37259	3064	1.05
YDR445C		36972	3065	1.05
YOL126C	MDH2	36276	3066	1.05
YDR438W		34274	3067	1.05
YLR269C		35178	3068	1.05
YIR033W	MGA2	35968	3069	1.05
YBL019W	APN2	33045	3070	1.05
YGR193C	PDX1	34823	3071	1.05
YGL096W	TOS8	34463	3072	1.05
YMR122C		36563	3073	1.05
YLR446W		36050	3074	1.051
YER073W	ALD5	30213	3075	1.051
YNR044W	AGA1	35419	3076	1.051
YGL262W		34629	3077	1.051
YIL119C	RPI1	32278	3078	1.051
YOL141W	PPM2	36650	3079	1.051
YKL190W	CNB1	35040	3080	1.051
YML097C	VPS9	36495	3081	1.051
YGR059W	SPR3	34689	3082	1.051
YDR294C	DPL1	33653	3083	1.051
YJL162C		31263	3084	1.051
YDR539W		35834	3085	1.051
YDR314C		33673	3086	1.051
YMR184W		30769	3087	1.051
YEL001C		30241	3088	1.051
YFL032W		35651	3089	1.051
YIL020C	HIS6	31413	3090	1.051
YNL011C		37369	3091	1.051
YKR033C		35104	3092	1.051
YOR304C-A		31600	3093	1.051
YOR188W	MSB1	32444	3094	1.052
YCR085W		35803	3095	1.052
YGL049C	TIF4632	34417	3096	1.052
YGR197C	SNG1	34827	3097	1.052
YJL105W	SET4	37099	3098	1.052
YJR058C	APS2	36856	3099	1.052
YOR129C		32385	3100	1.052
YBR020W	GAL1	33157	3101	1.052
YDL022W	GPD1	33718	3102	1.052
YDR073W	SNF11	34008	3103	1.052
YKL162C		35012	3104	1.052
YDR265W	PEX10	33624	3105	1.052
YDR005C	MAF1	33945	3106	1.052
YIL016W	SNL1	31409	3107	1.052
YDR447C	RPS17B	34281	3108	1.052
YIL123W	SIM1	32282	3109	1.052
YLR330W	CHS5	35239	3110	1.052
YKL023W		34872	3111	1.052
YPL185W		32066	3112	1.052
YBR094W		33233	3113	1.052
YPL202C	AFT2	31090	3114	1.052
YER187W		36183	3115	1.052
YGL043W	DST1	34411	3116	1.052
YPR152C		35567	3117	1.052
YDR244W	PEX5	33603	3118	1.052
YDR105C	TMS1	34040	3119	1.052
YNL179C		32033	3120	1.052
YDR269C		33628	3121	1.052
YOL092W		36242	3122	1.052
YLR113W	HOG1	32724	3123	1.052
YIR031C	DAL7	35966	3124	1.052
YJL003W	COX16	36771	3125	1.052
YEL017W	GTT3	30258	3126	1.052
YDR206W	EBS1	33565	3127	1.053
YPR154W	PIN3	35569	3128	1.053
YIL103W		32262	3129	1.053
YLR280C		35189	3130	1.053
YDR384C	ATO3	34220	3131	1.053
YNR009W		35384	3132	1.053
YBR131W	CCZ1	37164	3133	1.053
YCL009C	ILV6	33417	3134	1.053
YDL127W	PCL2	33824	3135	1.053
YDR030C	RAD28	33969	3136	1.053
YJR130C	STR2	32608	3137	1.053
YGL157W		34524	3138	1.053
YLR238W	FAR10	35147	3139	1.053
YMR034C		30610	3140	1.053
YFL043C		35664	3141	1.053
YKR076W	ECM4	35992	3142	1.053
YDL114W		33811	3143	1.053
YER051W		30186	3144	1.053
YML088W	UFO1	30482	3145	1.053
YDL061C	RPS29B	33758	3146	1.053
YJL126W	NIT2	31299	3147	1.053
YBR162C	TOS1	33301	3148	1.053
YLR348C	DIC1	35257	3149	1.053
YDL236W	PHO13	33933	3150	1.053
YMR037C	MSN2	37117	3151	1.053
YEL043W		30284	3152	1.054
YFR008W	FAR7	35687	3153	1.054
YER001W	MNN1	30322	3154	1.054
YML111W	BUL2	36511	3155	1.054
YNL205C		32007	3156	1.054
YAL040C	CLN3	30366	3157	1.054
YLR204W	QRI5	34153	3158	1.054
YPR028W	YOP1	35447	3159	1.054
YJL045W		31378	3160	1.054
YOL070C		31762	3161	1.054
YOR113W	AZF1	32369	3162	1.054
YNL254C		31190	3163	1.054
YCR015C		33495	3164	1.054
YMR026C	PEX12	30601	3165	1.054
YJR077C	MIR1	36897	3166	1.054
YKL069W		34918	3167	1.054
YNL303W		31141	3168	1.054
YKL126W	YPK1	34976	3169	1.054
YKL039W	PTM1	34888	3170	1.054
YNL044W	YIP3	35369	3171	1.054
YAL028W		30380	3172	1.054
YBR014C		33151	3173	1.054
YDL133W		33830	3174	1.054
YER052C	HOM3	30187	3175	1.054
YNL020C	ARK1	35346	3176	1.054
YMR075C-A		36208	3177	1.055
YLR254C		35163	3178	1.055
YBR108W		33247	3179	1.055
YOR268C		37326	3180	1.055
YER062C	HOR2	30199	3181	1.055
YKL175W	ZRT3	35025	3182	1.055
YER182W		36178	3183	1.055
YDR340W		34179	3184	1.055
YGR111W		34741	3185	1.055
YDR014W	RAD61	33953	3186	1.055
YDR490C	PKH1	34324	3187	1.055
YGR214W	RPS0A	34844	3188	1.055
YKR075C		35991	3189	1.055
YGL156W	AMS1	34523	3190	1.055
YLR283W		35192	3191	1.055
YCR010C	ADY2	33490	3192	1.055
YMR133W	REC114	36574	3193	1.055
YJL058C	BIT1	31365	3194	1.055
YOL110W	SHR5	36260	3195	1.055
YKR054C	DYN1	35125	3196	1.055
YDL168W	SFA1	33866	3197	1.056
YGL170C	SPO74	34537	3198	1.056
YKL041W	VPS24	34890	3199	1.056
YJL135W		31290	3200	1.056
YPR185W	APG13	35600	3201	1.056
YCL050C	APA1	33457	3202	1.056
YFL010W-A	AUA1	37277	3203	1.056
YGL082W		34449	3204	1.056
YGR205W		34835	3205	1.056
YDL068W		33765	3206	1.056
YBR285W		35733	3207	1.056
YBR044C	TCM62	33181	3208	1.056
YOR339C	UBC11	31636	3209	1.056
YGR004W		34634	3210	1.056
YMR155W		30737	3211	1.056
YDL085W	NDE2	33782	3212	1.056
YMR010W		30585	3213	1.056
YHR134W	WSS1	31962	3214	1.056
YER032W	FIR1	30164	3215	1.057
YDR001C	NTH1	33941	3216	1.057
YLR190W	MTM1	34139	3217	1.057
YDR008C		33948	3218	1.057
YGR122C-A		37283	3219	1.057
YPL056C		32772	3220	1.057
YFR054C		35868	3221	1.057
YCL033C		33440	3222	1.057
YGR271W	SLH1	37290	3223	1.057
YGR207C		34837	3224	1.057
YKL077W		34926	3225	1.057
YMR052C-A		36185	3226	1.057
YMR169C	ALD3	36071	3227	1.057
YOL085C		31776	3228	1.057
YBR003W	COQ1	33138	3229	1.057
YER081W	SER3	30221	3230	1.057
YGR021W		34651	3231	1.057
YDR512C	EMI1	34346	3232	1.057
YKL151C		35001	3233	1.057
YPR189W	SKI3	35604	3234	1.057
YLR428C		36031	3235	1.057
YPR029C	APL4	35448	3236	1.057
YML113W	DAT1	36513	3237	1.057
YPL207W		31085	3238	1.057
YFR055W		35869	3239	1.057
YDR239C		33598	3240	1.057
YJL146W	IDS2	31279	3241	1.058
YBR205W	KTR3	33345	3242	1.058
YPR171W	BSP1	35586	3243	1.058
YAR002C-A	ERP1	37153	3244	1.058
YML020W		30553	3245	1.058
YER181C		36177	3246	1.058
YBR006W	UGA2	33141	3247	1.058
YKR052C	MRS4	35123	3248	1.058
YGR052W		34682	3249	1.058
YPR157W		35572	3250	1.058
YNL014W	HEF3	37370	3251	1.058
YGR146C		34776	3252	1.058
YOL060C	MAM3	31752	3253	1.058
YKL185W	ASH1	35035	3254	1.058
YLR455W		37111	3255	1.058
YJR092W	BUD4	32569	3256	1.058
YOR076C	SKI7	31852	3257	1.058
YKL218C		35068	3258	1.058
YMR299C		30887	3259	1.058
YBR295W	PCA1	35743	3260	1.058
YIL146C	ECM37	32305	3261	1.058
YKR070W		35986	3262	1.058
YGR199W	PMT6	34829	3263	1.059
YER067C-A		30206	3264	1.059
YJL179W	PFD1	31246	3265	1.059
YGR170W	PSD2	34800	3266	1.059
YHR051W	COX6	31879	3267	1.059
YNL022C		35348	3268	1.059
YHR139C-A		31968	3269	1.059
YGL026C	TRP5	34394	3270	1.059
YPR090W		35507	3271	1.059
YKR044W	UIP5	35115	3272	1.059
YER123W	YCK3	36122	3273	1.059
YDL242W		33939	3274	1.059
YHL019C	APM2	30944	3275	1.059
YNR049C	MSO1	35424	3276	1.059
YKL158W		35008	3277	1.059
YEL052W	AFG1	30293	3278	1.059
YBR139W		33278	3279	1.059
YPL017C		37339	3280	1.059
YMR022W	QRI8	30597	3281	1.059
YLR146C	SPE4	36945	3282	1.059
YGL166W	CUP2	34533	3283	1.06
YKL043W	PHD1	34892	3284	1.06
YHL008C		30955	3285	1.06
YGR049W	SCM4	34679	3286	1.06
YMR172W	HOT1	36957	3287	1.06
YNL043C		35368	3288	1.06
YNL227C		31986	3289	1.06
YER056C	FCY2	30191	3290	1.06
YGL007W		34375	3291	1.06
YDR506C		37265	3292	1.06
YGR149W		34779	3293	1.06
YNL196C	SLZ1	32016	3294	1.06
YER049W		30184	3295	1.06
YLR139C	SLS1	34096	3296	1.06
YHR015W	MIP6	30978	3297	1.061
YDR063W		33998	3298	1.061
YNL078W	NIS1	37223	3299	1.061
YKR060W	UTP30	35131	3300	1.061
YCR033W	SNT1	37182	3301	1.061
YOL109W		36259	3302	1.061
YFL027C	GYP8	35646	3303	1.061
YIL096C		31487	3304	1.061
YOL106W		36256	3305	1.061
YDR104C	SPO71	34039	3306	1.061
YFR045W		35859	3307	1.061
YNL175C	NOP13	32038	3308	1.061
YIL108W		32267	3309	1.061
YEL041W		30282	3310	1.061
YOR314W		31611	3311	1.061
YPR133W-A	TOM5	37406	3312	1.061
YHL033C	RPL8A	30930	3313	1.061
YEL042W	GDA1	30283	3314	1.061
YAL007C	ERP2	30401	3315	1.062
YHR108W	GGA2	31936	3316	1.062
YDR329C	PEX3	33688	3317	1.062
YLR092W	SUL2	32703	3318	1.062
YNR015W	SMM1	35390	3319	1.062
YHR132C	ECM14	31960	3320	1.062
YGR050C		36984	3321	1.062
YFR047C	BNA6	35861	3322	1.062
YDL036C		33732	3323	1.062
YDR018C		33957	3324	1.062
YGR085C	RPL11B	34715	3325	1.062
YGL009C	LEU1	34377	3326	1.062
YGR033C		34663	3327	1.062
YNL049C	SFB2	35374	3328	1.062
YOL099C		36249	3329	1.062
YER141W	COX15	36139	3330	1.062
YMR057C		36191	3331	1.063
YBR031W	RPL4A	33168	3332	1.063
YDR317W		33676	3333	1.063
YDL194W	SNF3	37201	3334	1.063
YDR003W		33943	3335	1.063
YKL220C	FRE2	37039	3336	1.063
YNL176C		32036	3337	1.063
YER039C-A		35838	3338	1.063
YDR335W	MSN5	33694	3339	1.063
YDR107C		34041	3340	1.063
YDR322W	MRPL35	33681	3341	1.063
YKL123W		34973	3342	1.063
YOL111C		36261	3343	1.063
YGR290W		35942	3344	1.063
YOR147W	MDM32	32403	3345	1.063
YHR189W	PTH1	32883	3346	1.063
YGR133W	PEX4	34763	3347	1.063
YML035C	AMD1	37055	3348	1.063
YHR003C		36600	3349	1.063
YOR002W	ALG6	31778	3350	1.064
YKR069W	MET1	35985	3351	1.064
YDR152W	GIR2	33510	3352	1.064
YKL159C	RCN1	35009	3353	1.064
YFL010C	WWM1	37276	3354	1.064
YGL056C	SDS23	34423	3355	1.064
YNL050C		35375	3356	1.064
YFL046W		35667	3357	1.064
YKR039W	GAP1	37050	3358	1.064
YDL144C		33842	3359	1.064
YDL072C		33769	3360	1.064
YLR180W	SAM1	34129	3361	1.064
YNL279W	PRM1	36468	3362	1.064
YIL120W	QDR1	32279	3363	1.064
YIL098C	FMC1	32257	3364	1.064
YGR043C		34673	3365	1.064
YOL107W		36257	3366	1.064
YLR311C		35219	3367	1.064
YGR268C	HUA1	35920	3368	1.065
YER057C	HMF1	30193	3369	1.065
YPR008W	HAA1	37137	3370	1.065
YKL155C	RSM22	35005	3371	1.065
YAL011W	SWC1	30397	3372	1.065
YGR070W	ROM1	34700	3373	1.065
YJL098W	SAP185	31325	3374	1.065
YIL125W	KGD1	32284	3375	1.065
YLR332W	MID2	35241	3376	1.065
YBR064W		33201	3377	1.065
YER007C-A		30328	3378	1.065
YDR273W	DON1	33632	3379	1.065
YDL243C	AAD4	33940	3380	1.065
YGR196C	FYV8	34826	3381	1.065
YGL062W	PYC1	34429	3382	1.065
YER180C	ISC10	36176	3383	1.065
YJL120W		31304	3384	1.065
YKL001C	MET14	34849	3385	1.065
YGR100W	MDR1	34730	3386	1.065
YGR281W	YOR1	35933	3387	1.065
YPR047W	MSF1	35466	3388	1.065
YOR216C	RUD3	32472	3389	1.065
YOL015W		31706	3390	1.065
YDL088C	ASM4	33785	3391	1.065
YPL267W		31025	3392	1.065
YGL083W	SCY1	34450	3393	1.065
YIL140W	AXL2	32299	3394	1.066
YGL037C	PNC1	34405	3395	1.066
YGR239C	PEX21	36997	3396	1.066
YCR020C-A	MAK31	33501	3397	1.066
YLR433C	CNA1	36036	3398	1.066
YDR056C		33992	3399	1.066
YAL062W	GDH3	30345	3400	1.066
YBR005W		33140	3401	1.066
YOR298C-A	MBF1	37335	3402	1.066
YGR061C	ADE6	34691	3403	1.066
YCR061W		35782	3404	1.066
YMR056C	AAC1	36190	3405	1.066
YDL034W		33730	3406	1.066
YGL140C		34507	3407	1.066
YGL254W	FZF1	34621	3408	1.066
YML102W	CAC2	36502	3409	1.067
YFR032C		35845	3410	1.067
YGR212W		34842	3411	1.067
YBR042C		33179	3412	1.067
YGR054W		34684	3413	1.067
YDL037C	BSC1	33733	3414	1.067
YLR210W	CLB4	34159	3415	1.067
YLR014C	PPR1	31569	3416	1.067
YGL153W	PEX14	34520	3417	1.067
YPL259C	APM1	31033	3418	1.067
YBR250W		33390	3419	1.067
YMR194C-A		36074	3420	1.067
YLR278C		35187	3421	1.067
YER060W	FCY21	30196	3422	1.067
YGL160W		34527	3423	1.067
YDL073W		33770	3424	1.067
YIR036C		35971	3425	1.067
YDR229W	IVY1	33588	3426	1.067
YJL182C		31244	3427	1.067
YJR073C	OPI3	32551	3428	1.068
YPL226W	NEW1	31066	3429	1.068
YLR299W	ECM38	35209	3430	1.068
YIL045W	PIG2	31438	3431	1.068
YNR061C		36088	3432	1.068
YKR032W		35103	3433	1.068
YIR024C	GIF1	35959	3434	1.068
YLR018C	POM34	31573	3435	1.068
YLR281C		35190	3436	1.068
YGR010W	NMA2	34640	3437	1.068
YFR012W		35691	3438	1.068
YDR436W	PPZ2	34272	3439	1.068
YOR384W	FRE5	31681	3440	1.068
YGL222C	EDC1	34588	3441	1.068
YGR260W	TNA1	35912	3442	1.069
YBR288C	APM3	37174	3443	1.069
YIL111W	COX5B	32270	3444	1.069
YDR387C		34223	3445	1.069
YMR271C	URA10	36448	3446	1.069
YDR363W-A	SEM1	35828	3447	1.069
YGR224W	AZR1	35877	3448	1.069
YFR035C		35849	3449	1.069
YIL023C		31416	3450	1.069
YIL112W	HOS4	32271	3451	1.069
YML100W	TSL1	36498	3452	1.069
YKL197C	PEX1	35047	3453	1.069
YLR168C		34117	3454	1.069
YPR045C		35464	3455	1.069
YDR380W	ARO10	34216	3456	1.069
YDR036C	EHD3	33975	3457	1.07
YNL214W	PEX17	31998	3458	1.07
YER144C	UBP5	35842	3459	1.07
YOR115C	TRS33	32371	3460	1.07
YIL165C		32324	3461	1.07
YDR518W	EUG1	34352	3462	1.07
YMR080C	NAM7	36214	3463	1.07
YLR328W	NMA1	35237	3464	1.07
YLR273C	PIG1	35182	3465	1.07
YJR059W	PTK2	36857	3466	1.07
YKL164C	PIR1	35014	3467	1.07
YKL131W		34981	3468	1.07
YMR280C	CAT8	30866	3469	1.07
YGL158W	RCK1	34525	3470	1.07
YCR075C	ERS1	37196	3471	1.07
YGR045C		34675	3472	1.07
YLR391W		35300	3473	1.071
YOR359W	VTS1	31656	3474	1.071
YLR325C	RPL38	35234	3475	1.071
YGR031W		34661	3476	1.071
YMR084W		36218	3477	1.071
YDR077W	SED1	34012	3478	1.071
YML120C	NDI1	36521	3479	1.071
YMR009W		30584	3480	1.071
YDR307W		33666	3481	1.071
YKR094C	RPL40B	37103	3482	1.071
YOR235W		32491	3483	1.071
YOR324C		31621	3484	1.071
YGR284C	ERV29	35936	3485	1.071
YHR004C	NEM1	36601	3486	1.071
YMR322C	SNO4	37315	3487	1.072
YPL092W	SSU1	32160	3488	1.072
YNL086W		37377	3489	1.072
YER078C		36392	3490	1.072
YEL063C	CAN1	30305	3491	1.072
YCR050C		35774	3492	1.072
YIL167W		32326	3493	1.072
YDL089W		33786	3494	1.072
YDR448W	ADA2	34282	3495	1.072
YFL006W		35622	3496	1.072
YJL046W		31377	3497	1.072
YKL046C	DCW1	34895	3498	1.072
YDL238C		33935	3499	1.072
YOR107W	RGS2	32363	3500	1.072
YLR220W	CCC1	34169	3501	1.072
YER087W		30227	3502	1.072
YLR405W	DUS4	35314	3503	1.072
YAL009W	SPO7	30399	3504	1.072
YGR266W		35918	3505	1.072
YGR097W	ASK10	34727	3506	1.072
YOL024W		31715	3507	1.073
YDL136W	RPL35B	33834	3508	1.073
YHR032W		36412	3509	1.073
YDR374C		34210	3510	1.073
YDR536W	STL1	35831	3511	1.073
YOR253W	NAT5	32509	3512	1.073
YIL030C	SSM4	37299	3513	1.073
YNR018W		35393	3514	1.073
YNR028W	CPR8	35403	3515	1.074
YLR366W		35275	3516	1.074
YCL011C	GBP2	33419	3517	1.074
YLR453C	RIF2	36056	3518	1.074
YAL022C	FUN26	30386	3519	1.074
YLL041C	SDH2	31529	3520	1.074
YJL175W		37015	3521	1.074
YKL094W	YJU3	34943	3522	1.074
YOL093W	TRM10	36243	3523	1.074
YLR345W		35254	3524	1.074
YJR040W	GEF1	36838	3525	1.074
YJL136C	RPS21B	37002	3526	1.074
YMR300C	ADE4	30888	3527	1.074
YOR247W	SRL1	32503	3528	1.074
YKR036C	CAF4	37048	3529	1.074
YDR537C		36973	3530	1.074
YGR222W	PET54	35875	3531	1.074
YMR129W	POM152	36570	3532	1.074
YFR006W		35685	3533	1.075
YLR095C	IOC2	32706	3534	1.075
YFR053C	HXK1	35867	3535	1.075
YOR139C		32395	3536	1.075
YGR035C		34665	3537	1.075
YFL003C	MSH4	37272	3538	1.075
YHR061C	GIC1	31889	3539	1.075
YPL042C	SSN3	32786	3540	1.075
YER137C		36136	3541	1.075
YKR031C	SPO14	35102	3542	1.075
YMR315W		36455	3543	1.075
YPR158W		35573	3544	1.075
YPR130C		35545	3545	1.075
YCR089W	FIG2	37200	3546	1.075
YKL051W	SFK1	34900	3547	1.075
YKR010C	TOF2	37041	3548	1.075
YPR012W		35431	3549	1.075
YGL228W	SHE10	34595	3550	1.076
YMR143W	RPS16A	30724	3551	1.076
YBL022C	PIM1	33048	3552	1.076
YFR046C		35860	3553	1.076
YMR162C	DNF3	30745	3554	1.076
YLR290C		35200	3555	1.076
YJL064W		31358	3556	1.076
YDR313C	PIB1	33672	3557	1.076
YLR176C	RFX1	34125	3558	1.076
YOL035C		31726	3559	1.076
YKR041W		37052	3560	1.076
YER124C	DSE1	36123	3561	1.076
YER074W	RPS24A	30214	3562	1.076
YGL017W	ATE1	34385	3563	1.076
YML082W		30488	3564	1.076
YKL163W	PIR3	35013	3565	1.076
YKR014C	YPT52	35085	3566	1.076
YNL119W		37242	3567	1.077
YGR063C	SPT4	36986	3568	1.077
YNL057W		33017	3569	1.077
YMR103C		36543	3570	1.077
YIL025C		31418	3571	1.077
YOR318C		31615	3572	1.077
YKL105C		34955	3573	1.077
YDR085C	AFR1	34020	3574	1.077
YGL159W		34526	3575	1.077
YNL319W		31125	3576	1.077
YDR099W	BMH2	34034	3577	1.077
YHL028W	WSC4	30935	3578	1.077
YLR268W	SEC22	35177	3579	1.077
YDR078C	SHU2	34013	3580	1.078
YML081C-A	ATP18	36068	3581	1.078
YHR035W		30998	3582	1.078
YKR015C		35086	3583	1.078
YML110C	COQ5	36510	3584	1.078
YLR227C	ADY4	34176	3585	1.078
YBR181C	RPS6B	33321	3586	1.078
YER153C	PET122	36150	3587	1.078
YGR032W	GSC2	36979	3588	1.078
YKL133C		34983	3589	1.078
YPR092W		35509	3590	1.078
YDR068W	DOS2	34003	3591	1.078
YJR054W		36852	3592	1.078
YKR106W		37312	3593	1.078
YDR385W	EFT2	34221	3594	1.078
YDR146C	SWI5	34080	3595	1.078
YLR067C	PET309	32678	3596	1.078
YER185W		36181	3597	1.079
YML108W		36508	3598	1.079
YDR019C	GCV1	33958	3599	1.079
YAL058C-A		36869	3600	1.079
YDL100C	ARR4	33797	3601	1.079
YLR354C	TAL1	35263	3602	1.079
YJR070C		36894	3603	1.079
YKL157W	APE2	35007	3604	1.079
YDR093W	DNF2	34028	3605	1.079
YBR103W	SIF2	33242	3606	1.079
YHR079C-B		35949	3607	1.079
YGR181W	TIM13	34811	3608	1.079
YGR108W	CLB1	34738	3609	1.079
YDR316W		33675	3610	1.079
YBR284W		35732	3611	1.079
YCR059C	YIH1	35780	3612	1.079
YDR094W		34029	3613	1.079
YFL001W	DEG1	37270	3614	1.079
YGR165W	MRPS35	34795	3615	1.079
YPL248C	GAL4	31044	3616	1.08
YFR038W		35852	3617	1.08
YKL011C	CCE1	34860	3618	1.08
YNL095C		37233	3619	1.08
YLR307W	CDA1	35215	3620	1.08
YPR065W	ROX1	35484	3621	1.08
YER005W	YND1	30326	3622	1.08
YPR037C	ERV2	37147	3623	1.08
YML010W-A		30565	3624	1.08
YMR158W-A		30741	3625	1.08
YLR387C		35296	3626	1.08
YGR129W	SYF2	34759	3627	1.08
YPL229W		31063	3628	1.08
YOR123C	LEO1	32379	3629	1.08
YML103C	NUP188	36503	3630	1.081
YGR204W	ADE3	36591	3631	1.081
YOR355W	GDS1	31652	3632	1.081
YDR323C	PEP7	33682	3633	1.081
YNL213C		31999	3634	1.081
YNR030W	ECM39	35405	3635	1.081
YFL054C		35675	3636	1.081
YER156C		36153	3637	1.081
YKR051W		35122	3638	1.081
YDL079C	MRK1	33776	3639	1.081
YDR184C	ATC1	33543	3640	1.081
YIL084C	SDS3	31475	3641	1.081
YDL026W		33722	3642	1.081
YER046W-A		30181	3643	1.081
YML073C	RPL6A	37368	3644	1.081
YLR384C	IKI3	35293	3645	1.081
YIR034C	LYS1	35969	3646	1.081
YOL071W	EMI5	31763	3647	1.082
YPL270W	MDL2	31022	3648	1.082
YGL259W	YPS5	34626	3649	1.082
YLR448W	RPL6B	36052	3650	1.082
YJL157C	FAR1	31268	3651	1.082
YML067C	ERV41	36952	3652	1.082
YNL241C	ZWF1	31971	3653	1.082
YMR127C	SAS2	36568	3654	1.082
YKL147C		34997	3655	1.082
YLR351C	NIT3	35260	3656	1.082
YLR218C		34167	3657	1.082
YER113C		36111	3658	1.082
YNR050C	LYS9	36077	3659	1.082
YDR310C	SUM1	33669	3660	1.083
YDR028C	REG1	33967	3661	1.083
YPR014C		35433	3662	1.083
YKR046C	PET10	37053	3663	1.083
YGR001C		34631	3664	1.083
YPL005W		32823	3665	1.083
YER129W	PAK1	36128	3666	1.083
YER098W	UBP9	36404	3667	1.083
YMR230W	RPS10B	30816	3668	1.083
YOL098C		36248	3669	1.083
YPR095C	SYT1	35512	3670	1.083
YEL023C		30264	3671	1.083
YNL045W		35370	3672	1.084
YDR291W		33650	3673	1.084
YKR042W	UTH1	35113	3674	1.084
YDR535C		35830	3675	1.084
YGR125W		34755	3676	1.084
YLR309C	IMH1	35217	3677	1.084
YCR082W		35800	3678	1.084
YPL089C	RLM1	32739	3679	1.084
YKL202W		37035	3680	1.084
YGL213C	SKI8	34579	3681	1.084
YDR523C	SPS1	34357	3682	1.084
YGR230W	BNS1	35883	3683	1.084
YGL081W		34448	3684	1.084
YDL156W		33854	3685	1.084
YLR172C	DPH5	34121	3686	1.085
YDR034C	LYS14	33973	3687	1.085
YPL191C		31101	3688	1.085
YKR090W	PXL1	36006	3689	1.085
YGL086W	MAD1	34453	3690	1.085
YCR014C	POL4	33494	3691	1.085
YFL034C-A	RPL22B	35844	3692	1.085
YMR068W	AVO2	36201	3693	1.085
YOR164C		32420	3694	1.085
YMR150C	IMP1	30732	3695	1.085
YOL108C	INO4	36258	3696	1.085
YPL013C	MRPS16	32815	3697	1.085
YCR087C-A		35805	3698	1.085
YMR207C	HFA1	30793	3699	1.086
YHR209W		32903	3700	1.086
YOR350C	MNE1	31647	3701	1.086
YMR278W		30864	3702	1.086
YDR067C		34002	3703	1.086
YPR038W		35457	3704	1.086
YMR219W	ESC1	30805	3705	1.086
YPR111W	DBF20	35527	3706	1.086
YLR202C		34151	3707	1.086
YHL035C		30928	3708	1.086
YOR255W	OSW1	32511	3709	1.086
YDR411C		34247	3710	1.086
