ORF	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YJR133W	NaN	0.011	NaN	NaN
YJR135C	-0.012	-0.010	-0.016	NaN
YJR137C	NaN	0.010	NaN	NaN
YJR140C	NaN	0.018	NaN	NaN
YJR141W	NaN	0.019	0.037	NaN
YJR142W	-0.015	NaN	-0.019	NaN
YJR144W	NaN	NaN	-0.011	NaN
YJR146W	-0.052	-0.050	-0.080	NaN
YJR148W	NaN	0.017	NaN	NaN
YJR149W	NaN	NaN	0.020	NaN
YJR150C	NaN	NaN	-0.013	NaN
YJR153W	-0.028	-0.008	-0.030	NaN
YJR154W	NaN	NaN	NaN	0.059
YKL001C	NaN	0.010	NaN	NaN
YKL005C	NaN	0.011	NaN	NaN
YKL006W	0.020	NaN	NaN	NaN
YKL007W	NaN	NaN	-0.012	NaN
YKL008C	NaN	NaN	-0.030	NaN
YKL009W	-0.041	-0.048	-0.097	NaN
YKL010C	NaN	0.010	NaN	0.013
YKL012W	0.014	NaN	NaN	NaN
YKL013C	0.019	0.009	NaN	NaN
YKL020C	NaN	0.012	NaN	NaN
YKL022C	NaN	0.009	NaN	NaN
YKL023W	-0.049	NaN	NaN	-0.024
YKL025C	NaN	0.012	NaN	NaN
YKL026C	NaN	NaN	-0.016	NaN
YKL027W	NaN	NaN	-0.014	NaN
YKL029C	NaN	0.007	NaN	NaN
YKL030W	NaN	0.011	NaN	NaN
YKL032C	NaN	NaN	NaN	0.014
YKL033W	NaN	NaN	-0.020	NaN
YKL036C	NaN	0.008	NaN	NaN
YKL038W	0.023	0.008	NaN	NaN
YKL039W	NaN	0.014	NaN	NaN
YKL040C	-0.033	NaN	NaN	NaN
YKL041W	NaN	NaN	-0.012	NaN
YKL043W	NaN	NaN	-0.011	NaN
YKL044W	-0.035	NaN	NaN	NaN
YKL045W	0.024	0.014	0.019	0.017
YKL046C	NaN	NaN	-0.016	NaN
YKL048C	0.015	0.010	NaN	0.013
YKL051W	0.035	0.018	NaN	NaN
YKL052C	NaN	NaN	-0.011	NaN
YKL054C	0.015	-0.048	-0.017	NaN
YKL058W	NaN	0.020	NaN	NaN
YKL059C	-0.065	-0.068	-0.044	-0.015
YKL060C	NaN	-0.021	NaN	0.025
YKL061W	NaN	NaN	-0.028	NaN
YKL062W	0.016	0.015	0.013	NaN
YKL063C	NaN	0.007	-0.015	NaN
YKL064W	NaN	0.007	NaN	0.012
YKL067W	0.017	0.014	NaN	NaN
YKL069W	0.015	NaN	NaN	NaN
YKL070W	NaN	0.007	NaN	NaN
YKL071W	NaN	NaN	NaN	0.011
YKL072W	NaN	0.007	NaN	NaN
YKL074C	0.014	0.013	NaN	0.013
YKL076C	0.012	NaN	NaN	0.013
YKL078W	NaN	NaN	-0.016	NaN
YKL081W	0.016	NaN	NaN	NaN
YKL084W	0.015	0.012	NaN	0.015
YKL085W	NaN	0.009	NaN	NaN
YKL086W	NaN	0.009	NaN	NaN
YKL088W	NaN	NaN	NaN	0.016
YKL090W	0.011	0.012	NaN	NaN
YKL091C	NaN	0.008	NaN	NaN
YKL092C	0.020	NaN	NaN	NaN
YKL093W	-0.018	NaN	NaN	NaN
YKL094W	0.015	0.012	NaN	0.017
YKL095W	NaN	-0.031	-0.022	NaN
YKL096W-A	NaN	0.040	NaN	NaN
YKL097C	0.021	0.010	NaN	0.013
YKL099C	0.023	0.010	0.014	0.013
YKL100C	0.011	NaN	NaN	NaN
YKL102C	NaN	0.012	NaN	NaN
YKL103C	NaN	NaN	-0.012	NaN
YKL105C	-0.069	-0.063	-0.101	-0.018
YKL107W	NaN	NaN	NaN	0.011
YKL108W	NaN	-0.014	NaN	NaN
YKL109W	NaN	-0.013	-0.023	NaN
YKL110C	NaN	-0.009	-0.013	NaN
YKL111C	-0.017	0.016	0.013	NaN
YKL112W	-0.020	NaN	-0.019	NaN
YKL115C	0.024	0.016	NaN	0.015
YKL117W	NaN	NaN	NaN	0.015
YKL119C	-0.027	-0.037	-0.049	NaN
YKL121W	NaN	NaN	-0.016	NaN
YKL122C	NaN	NaN	NaN	0.013
YKL124W	-0.073	-0.080	-0.123	-0.024
YKL126W	NaN	0.010	NaN	0.013
YKL129C	-0.029	-0.021	-0.066	NaN
YKL130C	-0.013	NaN	-0.022	NaN
YKL131W	NaN	NaN	NaN	0.011
YKL134C	-0.028	-0.020	-0.056	NaN
YKL136W	NaN	NaN	NaN	0.010
YKL137W	NaN	NaN	NaN	0.011
YKL138C	-0.041	-0.038	-0.095	NaN
YKL139W	NaN	-0.008	0.013	0.013
YKL140W	0.022	NaN	NaN	0.015
YKL141W	NaN	NaN	NaN	0.012
YKL143W	-0.059	-0.061	-0.100	-0.017
YKL144C	0.013	0.008	NaN	0.014
YKL145W	NaN	0.010	NaN	NaN
YKL146W	NaN	0.010	NaN	NaN
YKL147C	NaN	0.011	NaN	NaN
YKL151C	NaN	NaN	NaN	0.011
YKL152C	NaN	NaN	-0.012	NaN
YKL153W	NaN	NaN	-0.013	NaN
YKL155C	-0.016	-0.022	-0.042	NaN
YKL156W	NaN	NaN	NaN	0.014
YKL157W	-0.003	0.011	-0.025	0.015
YKL160W	NaN	-0.034	-0.029	NaN
YKL161C	-0.015	NaN	-0.020	NaN
YKL162C	NaN	NaN	-0.011	NaN
YKL164C	NaN	0.008	NaN	NaN
YKL166C	NaN	-0.014	-0.031	NaN
YKL167C	0.027	0.016	NaN	NaN
YKL168C	-0.031	-0.037	NaN	NaN
YKL170W	NaN	NaN	NaN	0.013
YKL172W	NaN	NaN	-0.016	NaN
YKL175W	0.018	NaN	NaN	0.017
YKL177W	NaN	0.008	NaN	NaN
YKL178C	NaN	NaN	NaN	0.012
YKL179C	NaN	-0.008	-0.014	NaN
YKL180W	0.016	-0.011	NaN	NaN
YKL181W	0.022	0.010	NaN	0.015
YKL187C	NaN	NaN	-0.013	NaN
YKL189W	NaN	-0.014	NaN	0.014
YKL190W	NaN	NaN	-0.013	NaN
YKL191W	NaN	NaN	-0.022	NaN
YKL192C	NaN	NaN	-0.025	0.015
YKL193C	NaN	0.013	NaN	NaN
YKL195W	NaN	0.008	-0.009	NaN
YKL196C	NaN	NaN	NaN	0.013
YKL198C	NaN	0.011	NaN	NaN
YKL202W	NaN	NaN	-0.021	NaN
YKL203C	NaN	NaN	NaN	0.012
YKL204W	NaN	NaN	-0.020	NaN
YKL205W	NaN	NaN	NaN	0.019
YKL206C	0.025	0.017	0.015	NaN
YKL207W	NaN	NaN	-0.009	0.012
YKL208W	NaN	NaN	NaN	0.012
YKL209C	0.009	0.010	NaN	NaN
YKL210W	0.026	0.016	NaN	NaN
YKL211C	0.020	NaN	NaN	NaN
YKL212W	-0.029	NaN	NaN	NaN
YKL213C	NaN	0.011	NaN	NaN
YKL215C	NaN	0.013	NaN	0.013
YKL216W	-0.029	-0.028	-0.051	NaN
YKL217W	-0.022	-0.010	-0.024	NaN
YKL220C	NaN	NaN	NaN	0.020
YKR002W	0.028	0.016	0.014	0.015
YKR003W	NaN	NaN	NaN	0.012
YKR004C	NaN	NaN	NaN	0.015
YKR007W	NaN	0.009	-0.017	NaN
YKR008W	-0.029	-0.054	NaN	NaN
YKR009C	NaN	0.014	NaN	0.017
YKR010C	-0.014	NaN	-0.017	NaN
YKR012C	NaN	NaN	-0.018	NaN
YKR013W	0.023	NaN	NaN	0.018
YKR014C	NaN	0.010	-0.019	0.013
YKR015C	0.019	0.011	0.011	0.018
YKR019C	NaN	-0.065	-0.023	NaN
YKR021W	0.020	NaN	NaN	NaN
YKR022C	NaN	NaN	NaN	0.017
YKR023W	-0.015	NaN	-0.019	NaN
YKR024C	0.013	0.008	NaN	0.017
YKR025W	NaN	-0.012	-0.027	NaN
YKR028W	NaN	0.013	-0.017	NaN
YKR029C	-0.032	-0.033	-0.072	NaN
YKR030W	NaN	0.009	NaN	NaN
YKR033C	NaN	NaN	-0.012	0.018
YKR035W-A	-0.024	NaN	-0.027	NaN
YKR036C	NaN	NaN	NaN	0.032
YKR037C	NaN	NaN	-0.016	NaN
YKR038C	NaN	NaN	NaN	0.018
YKR039W	0.017	NaN	NaN	0.015
YKR040C	NaN	NaN	-0.011	NaN
YKR042W	NaN	-0.011	-0.025	NaN
YKR044W	NaN	0.010	NaN	NaN
YKR045C	NaN	0.009	-0.010	0.012
YKR046C	NaN	NaN	-0.009	0.013
YKR047W	0.015	0.010	NaN	0.015
YKR048C	NaN	0.010	NaN	NaN
YKR049C	NaN	NaN	-0.013	NaN
YKR050W	-0.021	NaN	NaN	NaN
YKR051W	NaN	NaN	-0.017	NaN
YKR052C	NaN	NaN	-0.011	NaN
YKR055W	0.016	0.011	NaN	0.012
YKR056W	-0.022	-0.009	-0.020	NaN
YKR058W	NaN	NaN	NaN	0.010
YKR063C	NaN	NaN	NaN	0.013
YKR065C	-0.069	-0.065	-0.129	NaN
YKR066C	NaN	NaN	-0.019	-0.014
YKR067W	NaN	NaN	-0.032	NaN
YKR069W	NaN	NaN	-0.016	NaN
YKR070W	0.028	0.017	NaN	NaN
YKR072C	NaN	NaN	-0.036	NaN
YKR073C	-0.029	-0.042	-0.065	NaN
YKR074W	NaN	NaN	-0.020	NaN
YKR075C	0.018	0.010	0.010	NaN
YKR080W	NaN	NaN	-0.017	NaN
YKR081C	-0.015	NaN	NaN	NaN
YKR084C	NaN	NaN	-0.008	NaN
YKR087C	0.019	0.009	NaN	NaN
YKR088C	-0.014	NaN	-0.016	NaN
YKR090W	NaN	NaN	-0.014	NaN
YKR091W	-0.021	-0.011	-0.037	NaN
YKR092C	NaN	NaN	-0.025	NaN
YKR094C	0.014	NaN	NaN	NaN
YKR096W	-0.026	NaN	-0.029	NaN
YKR099W	NaN	0.010	NaN	NaN
YKR102W	NaN	0.013	NaN	NaN
YKR103W	NaN	0.010	-0.010	NaN
YKR104W	NaN	NaN	-0.019	NaN
YKR106W	NaN	0.013	NaN	NaN
YLL009C	-0.061	NaN	0.023	-0.017
YLL010C	NaN	NaN	0.015	NaN
YLL013C	NaN	NaN	-0.016	0.016
YLL018C	NaN	NaN	0.023	NaN
YLL019C	NaN	-0.012	NaN	NaN
YLL020C	-0.029	-0.040	NaN	NaN
YLL024C	NaN	-0.018	-0.019	NaN
YLL025W	NaN	NaN	-0.015	NaN
YLL026W	NaN	-0.013	-0.017	NaN
YLL027W	-0.053	-0.049	-0.049	NaN
YLL028W	NaN	0.017	NaN	NaN
YLL031C	-0.038	-0.006	NaN	NaN
YLL034C	NaN	0.009	0.012	NaN
YLL036C	NaN	NaN	0.022	NaN
YLL039C	NaN	-0.053	-0.058	NaN
YLL041C	NaN	NaN	0.022	NaN
YLL043W	NaN	NaN	NaN	0.013
YLL044W	NaN	NaN	-0.011	NaN
YLL046C	NaN	NaN	NaN	0.013
YLL047W	NaN	NaN	0.030	NaN
YLL050C	NaN	NaN	0.026	NaN
YLL052C	-0.018	NaN	NaN	NaN
YLL057C	NaN	0.011	0.050	NaN
YLR001C	NaN	NaN	0.027	NaN
YLR004C	NaN	NaN	-0.016	NaN
YLR005W	NaN	-0.009	-0.023	NaN
YLR008C	NaN	NaN	NaN	0.021
YLR009W	0.011	NaN	NaN	NaN
YLR010C	0.022	NaN	-0.016	0.015
YLR013W	NaN	NaN	-0.018	NaN
YLR015W	-0.019	NaN	NaN	NaN
YLR016C	-0.019	-0.014	-0.036	NaN
YLR020C	-0.015	NaN	-0.013	NaN
YLR021W	0.020	0.012	0.018	NaN
YLR022C	-0.035	-0.013	-0.044	NaN
YLR025W	NaN	NaN	-0.018	NaN
YLR026C	NaN	-0.022	-0.015	NaN
YLR027C	NaN	NaN	-0.012	NaN
YLR028C	NaN	NaN	NaN	0.017
YLR030W	NaN	NaN	-0.015	NaN
YLR033W	NaN	-0.053	NaN	NaN
YLR034C	NaN	NaN	-0.017	NaN
YLR037C	-0.030	-0.020	-0.024	NaN
YLR039C	-0.022	NaN	-0.024	NaN
YLR040C	-0.022	-0.012	-0.031	NaN
YLR041W	NaN	0.008	-0.014	NaN
YLR042C	NaN	NaN	-0.013	-0.012
YLR044C	NaN	NaN	-0.024	0.023
YLR045C	NaN	NaN	-0.014	NaN
YLR046C	NaN	-0.009	NaN	NaN
YLR048W	NaN	NaN	-0.022	NaN
YLR051C	NaN	0.013	NaN	NaN
YLR053C	0.013	0.009	0.011	NaN
YLR055C	NaN	NaN	-0.017	NaN
YLR056W	NaN	NaN	-0.015	NaN
YLR058C	NaN	NaN	-0.027	NaN
YLR059C	0.015	NaN	NaN	NaN
YLR064W	NaN	0.011	NaN	0.015
YLR066W	NaN	NaN	0.046	NaN
YLR067C	NaN	NaN	NaN	0.012
YLR068W	0.024	0.016	NaN	0.014
YLR071C	NaN	-0.021	NaN	NaN
YLR072W	0.013	0.012	NaN	0.012
YLR074C	0.049	0.029	0.035	NaN
YLR076C	0.024	-0.023	NaN	NaN
YLR077W	0.028	NaN	-0.016	NaN
YLR079W	NaN	NaN	-0.012	NaN
YLR082C	NaN	0.009	NaN	NaN
YLR085C	0.015	NaN	0.015	NaN
YLR089C	NaN	NaN	-0.009	NaN
YLR090W	-0.031	-0.031	-0.048	NaN
YLR092W	NaN	NaN	-0.027	NaN
YLR095C	NaN	0.008	NaN	NaN
YLR099C	NaN	0.023	0.017	NaN
YLR100W	0.014	NaN	NaN	NaN
YLR101C	NaN	0.006	-0.012	0.011
YLR102C	NaN	NaN	-0.014	NaN
YLR103C	NaN	0.009	NaN	NaN
YLR104W	NaN	NaN	-0.014	NaN
YLR110C	NaN	-0.019	-0.023	NaN
YLR111W	NaN	-0.009	-0.015	NaN
YLR113W	NaN	0.014	NaN	NaN
YLR126C	NaN	NaN	-0.015	NaN
YLR127C	NaN	NaN	NaN	0.015
YLR129W	NaN	0.008	NaN	NaN
YLR130C	NaN	0.015	-0.029	NaN
YLR136C	NaN	-0.017	NaN	NaN
YLR139C	NaN	NaN	-0.034	NaN
YLR140W	NaN	0.016	NaN	NaN
YLR142W	NaN	NaN	-0.014	NaN
YLR146C	-0.015	NaN	-0.016	NaN
YLR149C	0.010	NaN	NaN	NaN
YLR150W	0.030	NaN	NaN	NaN
YLR152C	NaN	0.009	NaN	NaN
YLR153C	NaN	NaN	-0.014	NaN
YLR163C	NaN	NaN	-0.023	NaN
YLR164W	NaN	NaN	-0.018	-0.013
YLR166C	-0.016	-0.008	-0.028	NaN
YLR167W	0.019	NaN	NaN	NaN
YLR168C	NaN	NaN	-0.022	NaN
YLR169W	-0.019	-0.009	-0.018	NaN
YLR171W	-0.016	NaN	-0.018	NaN
YLR172C	NaN	0.011	NaN	NaN
YLR173W	0.014	0.008	NaN	NaN
YLR175W	NaN	NaN	-0.015	NaN
YLR177W	-0.014	NaN	NaN	NaN
YLR178C	NaN	NaN	-0.017	NaN
YLR180W	NaN	NaN	-0.013	NaN
YLR181C	0.022	NaN	NaN	0.012
YLR182W	0.018	NaN	NaN	0.015
YLR184W	0.021	NaN	NaN	0.012
YLR185W	0.019	NaN	NaN	0.011
YLR189C	0.014	NaN	NaN	NaN
YLR190W	NaN	0.013	NaN	NaN
YLR191W	0.014	0.009	NaN	0.012
YLR192C	NaN	NaN	NaN	-0.014
YLR194C	-0.015	-0.013	-0.015	NaN
YLR195C	NaN	NaN	0.034	NaN
YLR199C	NaN	NaN	-0.012	NaN
YLR204W	NaN	NaN	-0.015	NaN
YLR205C	-0.017	NaN	-0.022	NaN
YLR206W	0.020	0.016	NaN	0.016
YLR207W	NaN	-0.009	-0.029	NaN
YLR208W	-0.030	-0.066	-0.074	NaN
YLR209C	0.018	0.012	NaN	NaN
YLR210W	NaN	NaN	NaN	0.021
YLR212C	NaN	NaN	-0.012	NaN
YLR213C	NaN	NaN	-0.017	NaN
YLR214W	NaN	-0.011	-0.025	NaN
YLR216C	NaN	NaN	-0.013	NaN
YLR217W	NaN	NaN	-0.017	NaN
YLR221C	NaN	0.007	NaN	NaN
YLR222C	NaN	0.023	NaN	NaN
YLR223C	0.015	-0.021	NaN	0.017
YLR226W	0.023	NaN	NaN	NaN
YLR227C	NaN	NaN	NaN	0.014
YLR233C	0.016	NaN	NaN	NaN
YLR236C	NaN	-0.013	NaN	NaN
YLR237W	NaN	NaN	0.020	NaN
YLR238W	0.041	0.028	NaN	0.015
YLR239C	NaN	NaN	NaN	0.013
YLR240W	NaN	NaN	NaN	0.013
YLR243W	NaN	NaN	-0.018	0.013
YLR244C	-0.019	-0.015	-0.026	NaN
YLR246W	-0.020	-0.029	-0.022	NaN
YLR247C	NaN	NaN	-0.019	NaN
YLR249W	-0.021	-0.019	-0.029	NaN
YLR250W	-0.014	NaN	-0.013	NaN
YLR252W	NaN	NaN	NaN	0.014
YLR255C	NaN	0.010	NaN	NaN
YLR257W	0.028	NaN	NaN	NaN
YLR258W	-0.023	-0.015	-0.026	NaN
YLR259C	0.019	NaN	NaN	0.018
YLR260W	NaN	NaN	NaN	0.016
YLR261C	-0.022	NaN	-0.028	NaN
YLR262C-A	0.026	0.014	0.020	0.012
YLR263W	NaN	NaN	NaN	0.015
YLR265C	-0.026	NaN	-0.030	NaN
YLR266C	NaN	NaN	-0.015	NaN
YLR267W	0.012	NaN	NaN	0.015
YLR271W	NaN	NaN	NaN	0.015
YLR272C	NaN	NaN	-0.012	0.014
YLR273C	NaN	0.007	-0.010	0.011
YLR274W	NaN	NaN	-0.018	NaN
YLR276C	0.008	0.008	NaN	0.015
YLR277C	NaN	NaN	NaN	0.012
YLR279W	0.030	0.023	0.015	0.015
YLR280C	0.022	0.018	NaN	0.018
YLR281C	0.037	0.027	0.040	0.018
YLR282C	0.018	0.018	0.011	NaN
YLR283W	0.037	0.043	0.018	0.014
YLR284C	0.029	0.021	0.021	0.017
YLR285W	0.024	0.014	NaN	NaN
YLR286C	-0.056	-0.048	-0.045	NaN
YLR287C	0.017	0.017	NaN	0.022
YLR287C-A	0.029	0.018	NaN	NaN
YLR288C	0.019	0.014	NaN	0.020
YLR289W	0.022	0.016	NaN	NaN
YLR290C	0.019	0.022	NaN	NaN
YLR292C	0.023	0.018	NaN	0.013
YLR293C	-0.015	-0.028	-0.041	0.011
YLR294C	0.025	0.021	0.014	NaN
YLR295C	0.049	0.018	0.028	NaN
YLR296W	0.027	0.020	0.016	NaN
YLR297W	0.040	0.026	0.038	0.015
YLR299W	0.033	0.021	0.016	NaN
YLR300W	0.026	0.021	0.016	0.014
YLR303W	-0.024	-0.026	-0.061	NaN
YLR304C	0.050	0.013	NaN	0.014
YLR305C	NaN	NaN	-0.012	NaN
YLR306W	NaN	0.021	NaN	NaN
YLR307W	0.038	0.033	0.039	NaN
YLR308W	0.023	0.017	NaN	0.013
YLR309C	0.017	0.012	NaN	NaN
YLR310C	NaN	-0.030	-0.032	NaN
YLR311C	0.035	0.025	0.023	NaN
YLR312C	0.032	0.024	0.017	0.015
YLR312W-A	0.023	0.020	0.014	0.022
YLR313C	0.020	0.022	NaN	0.018
YLR315W	0.070	0.042	0.058	NaN
YLR317W	NaN	NaN	-0.012	0.014
YLR318W	0.026	0.027	0.016	0.016
YLR319C	0.027	0.017	NaN	NaN
YLR320W	0.013	NaN	NaN	NaN
YLR321C	NaN	-0.040	0.053	NaN
YLR322W	-0.021	-0.048	NaN	NaN
YLR323C	NaN	NaN	-0.013	0.015
YLR324W	NaN	NaN	-0.018	NaN
YLR326W	NaN	NaN	-0.020	NaN
YLR330W	-0.034	-0.050	-0.044	NaN
YLR331C	NaN	NaN	NaN	0.018
YLR335W	NaN	NaN	-0.015	NaN
YLR336C	NaN	NaN	0.025	NaN
YLR337C	NaN	NaN	-0.017	NaN
YLR338W	0.012	0.009	NaN	NaN
YLR339C	0.013	NaN	-0.014	NaN
YLR340W	NaN	NaN	-0.012	0.014
YLR342W	-0.062	-0.069	-0.016	-0.035
YLR344W	NaN	NaN	-0.011	0.013
YLR345W	0.015	0.013	NaN	NaN
YLR346C	NaN	NaN	-0.010	NaN
YLR347C	NaN	NaN	-0.018	NaN
YLR348C	NaN	NaN	NaN	0.011
YLR349W	-0.017	NaN	-0.019	NaN
YLR350W	-0.024	-0.015	-0.022	NaN
YLR353W	NaN	NaN	-0.011	NaN
YLR356W	-0.022	-0.007	-0.030	NaN
YLR357W	0.014	-0.017	0.020	0.013
YLR358C	0.026	NaN	0.024	0.019
YLR367W	0.014	0.008	NaN	NaN
YLR369W	NaN	NaN	-0.011	0.013
YLR370C	0.018	0.011	0.025	NaN
YLR371W	0.015	0.015	NaN	0.015
YLR372W	0.052	0.026	NaN	0.014
YLR373C	-0.029	-0.007	NaN	NaN
YLR374C	-0.044	-0.022	-0.022	NaN
YLR375W	0.026	NaN	NaN	0.015
YLR376C	0.021	0.009	NaN	NaN
YLR378C	0.021	NaN	NaN	NaN
YLR379W	NaN	NaN	-0.016	NaN
YLR380W	NaN	NaN	-0.013	0.013
YLR381W	0.015	0.013	NaN	NaN
YLR384C	0.059	NaN	-0.023	0.016
YLR386W	NaN	0.015	NaN	0.012
YLR389C	NaN	NaN	-0.016	NaN
YLR390W-A	NaN	0.009	NaN	NaN
YLR393W	NaN	NaN	NaN	0.014
YLR394W	NaN	NaN	NaN	0.025
YLR397C	NaN	0.012	NaN	NaN
YLR399C	NaN	NaN	-0.026	0.019
YLR401C	NaN	NaN	-0.014	NaN
YLR402W	NaN	-0.012	-0.053	NaN
YLR403W	NaN	NaN	-0.036	NaN
YLR404W	NaN	NaN	NaN	0.017
YLR405W	NaN	0.012	NaN	0.012
YLR406C	NaN	-0.015	-0.028	NaN
YLR407W	0.019	NaN	-0.022	NaN
YLR408C	NaN	0.013	NaN	NaN
YLR409C	NaN	NaN	NaN	0.014
YLR410W	0.013	NaN	-0.010	0.014
YLR414C	NaN	0.015	0.008	0.011
YLR415C	NaN	0.009	-0.013	0.016
YLR416C	-0.015	NaN	-0.025	NaN
YLR417W	NaN	NaN	-0.016	0.033
YLR418C	NaN	-0.065	-0.078	NaN
YLR421C	0.029	NaN	-0.017	NaN
YLR422W	NaN	-0.012	-0.025	NaN
YLR424W	NaN	NaN	-0.023	NaN
YLR425W	0.014	0.011	NaN	NaN
YLR428C	NaN	-0.011	-0.025	NaN
YLR429W	-0.021	NaN	-0.022	NaN
YLR430W	NaN	NaN	-0.014	0.011
YLR433C	-0.025	-0.075	-0.098	-0.024
YLR435W	NaN	NaN	-0.021	NaN
YLR437C	NaN	NaN	-0.012	NaN
YLR438W	0.012	0.009	NaN	NaN
YLR439W	NaN	NaN	-0.018	NaN
YLR440C	0.026	NaN	NaN	NaN
YLR442C	NaN	0.008	NaN	0.011
YLR445W	NaN	0.010	NaN	NaN
YLR446W	NaN	NaN	-0.015	NaN
YLR447C	-0.023	NaN	NaN	NaN
YLR450W	NaN	-0.017	NaN	NaN
YLR451W	-0.015	-0.014	-0.013	NaN
YLR452C	0.014	NaN	NaN	NaN
YLR453C	0.013	0.008	NaN	0.013
YLR455W	NaN	NaN	-0.022	NaN
YLR457C	-0.024	NaN	-0.021	NaN
YLR458W	NaN	NaN	NaN	0.011
YLR460C	0.013	0.010	0.013	NaN
YML001W	NaN	-0.028	NaN	NaN
YML002W	NaN	NaN	0.015	NaN
YML003W	NaN	0.014	0.042	0.013
YML004C	NaN	NaN	0.036	NaN
YML008C	NaN	NaN	0.020	NaN
YML009C	-0.010	NaN	-0.016	NaN
YML009C-A	NaN	NaN	NaN	0.022
YML009W-B	0.016	-0.030	NaN	NaN
YML010W	0.018	0.020	NaN	NaN
YML011C	NaN	NaN	0.019	NaN
YML012C-A	NaN	NaN	0.020	NaN
YML012W	-0.018	-0.024	NaN	NaN
YML013W	NaN	NaN	0.025	NaN
YML015C	0.015	NaN	0.022	NaN
YML016C	NaN	NaN	0.032	NaN
YML017W	NaN	0.011	NaN	NaN
YML018C	NaN	NaN	0.031	NaN
YML019W	NaN	NaN	0.017	NaN
YML021C	NaN	NaN	-0.017	NaN
YML022W	0.016	0.010	NaN	NaN
YML025C	NaN	-0.010	NaN	NaN
YML028W	NaN	NaN	0.019	NaN
YML029W	0.020	NaN	0.023	NaN
YML030W	NaN	NaN	0.023	NaN
YML031W	NaN	-0.031	-0.031	NaN
YML032C	-0.015	NaN	NaN	NaN
YML034C-A	NaN	-0.010	NaN	NaN
YML034W	NaN	-0.015	NaN	NaN
YML037C	NaN	NaN	0.027	NaN
YML038C	0.026	0.016	NaN	NaN
YML041C	0.027	NaN	NaN	NaN
YML042W	NaN	NaN	NaN	0.012
YML043C	NaN	NaN	-0.026	NaN
YML046W	0.024	0.012	NaN	NaN
YML048W	NaN	-0.012	NaN	NaN
YML058W	-0.023	-0.015	-0.019	NaN
YML065W	NaN	-0.009	-0.020	-0.019
YML066C	NaN	NaN	-0.017	NaN
YML068W	NaN	NaN	-0.027	NaN
YML069W	0.014	0.011	0.013	0.014
YML071C	-0.019	-0.008	-0.018	NaN
YML072C	NaN	0.025	NaN	NaN
YML073C	NaN	-0.010	0.014	0.014
YML074C	-0.022	-0.016	-0.034	NaN
YML075C	-0.015	-0.011	NaN	NaN
YML077W	0.020	0.009	NaN	0.013
YML079W	NaN	0.015	NaN	NaN
YML081C-A	-0.044	-0.055	-0.093	-0.020
YML083C	NaN	0.009	NaN	NaN
YML085C	-0.017	-0.058	-0.059	NaN
YML086C	NaN	0.007	NaN	0.013
YML089C	-0.021	NaN	NaN	NaN
YML090W	NaN	0.009	NaN	0.012
YML091C	-0.016	NaN	-0.015	NaN
YML093W	0.030	-0.014	-0.022	NaN
YML094C-A	NaN	NaN	-0.012	NaN
YML097C	NaN	-0.044	-0.024	NaN
YML099C	-0.021	-0.036	-0.018	NaN
YML099W-A	0.029	0.018	NaN	NaN
YML101C	0.015	0.011	NaN	NaN
YML101C-A	NaN	NaN	-0.026	NaN
YML102W	NaN	0.015	-0.023	NaN
YML103C	NaN	0.010	NaN	NaN
YML104C	0.009	NaN	NaN	NaN
YML106W	NaN	NaN	-0.023	NaN
YML107C	NaN	0.009	-0.024	NaN
YML108W	NaN	NaN	-0.015	NaN
YML109W	NaN	NaN	-0.012	NaN
YML111W	NaN	NaN	-0.012	NaN
YML112W	0.018	0.010	0.013	0.014
YML113W	NaN	NaN	-0.019	NaN
YML115C	NaN	-0.040	-0.051	NaN
YML117W	0.012	-0.026	-0.018	0.011
YML119W	NaN	NaN	-0.017	NaN
YML120C	-0.022	-0.018	-0.028	NaN
YML121W	NaN	NaN	-0.037	NaN
YML122C	NaN	NaN	-0.034	NaN
YML123C	0.016	0.011	NaN	NaN
YML125C	NaN	0.007	NaN	0.012
YML127W	NaN	-0.045	0.049	NaN
YML128C	NaN	NaN	NaN	0.014
YML129C	NaN	0.008	0.021	NaN
YML130C	NaN	NaN	0.044	NaN
YML131W	NaN	0.009	NaN	NaN
YMR001C	NaN	NaN	0.040	NaN
YMR004W	NaN	NaN	NaN	-0.017
YMR006C	NaN	0.008	0.030	NaN
YMR007W	NaN	-0.021	NaN	NaN
YMR008C	NaN	NaN	0.021	NaN
YMR009W	NaN	NaN	0.025	NaN
YMR010W	NaN	NaN	0.017	NaN
YMR011W	NaN	NaN	0.023	NaN
YMR012W	NaN	NaN	0.022	NaN
YMR016C	NaN	0.014	NaN	NaN
YMR017W	NaN	NaN	0.022	NaN
YMR018W	NaN	NaN	0.023	NaN
YMR019W	NaN	NaN	0.028	NaN
YMR020W	NaN	NaN	0.032	NaN
YMR021C	NaN	NaN	0.025	NaN
