orf	hap a | cell conductivity | electric field [300 kHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013	hap a | cell conductivity | electric field [10 MHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013
YKL208W	0.1293	-0.0819
YKL211C	0.1695	-0.2422
YKL212W	-0.2907	-1.239
YKL213C	0.8972	0.1235
YKL214C	0.3583	-0.0734
YKL215C	1.3243	0.0452
YKL216W	0.1215	-0.0699
YKL217W	0.5691	0.0658
YKL218C	0.2084	0.0012
YKL220C	0.1576	-0.0732
YKL221W	-0.2113	-0.0491
YKL222C	-0.1051	0.0537
YKR001C	0.3201	-0.0799
YKR003W	-0.0896	-0.0493
YKR005C	-0.3579	-0.1055
YKR006C	0.3239	-0.0569
YKR007W	0.5588	-0.8859
YKR009C	0.5897	-0.0422
YKR011C	-0.2182	0.0988
YKR012C	-0.2662	0.135
YKR014C	0.098	-0.2497
YKR015C	0.1837	0.0527
YKR016W	0.1553	-0.0446
YKR017C	0.2712	-0.0094
YKR018C	0.1435	0.2811
YKR019C	-0.4076	-0.3834
YKR020W	0.3201	-0.1302
YKR021W	0.664	-0.0596
YKR023W	0.4002	0.4717
YKR024C	0.6215	-0.985
YKR026C	0.1513	0.1616
YKR027W	0.3846	-0.0138
YKR028W	0.0053	0.4635
YKR029C	0.8417	0.1024
YKR030W	0.4362	-0.1313
YKR031C	0.1672	0.1694
YKR032W	0.0384	0.1759
YKR033C	0.3537	
YKR034W	-0.0431	0.384
YKR035C	0.1225	0.2037
YKR035W-A	0.1113	0.1859
YKR036C	0.2151	0.1928
YKR039W	0.2328	-0.1586
YKR040C	0.0926	0.0873
YKR041W	0.5258	0.4435
YKR042W	0.5047	0.1605
YKR043C	0.3819	-0.0769
YKR044W	0.0187	0.0747
YKR045C	0.036	-0.0624
YKR046C	-0.0584	0.0813
YKR047W	-0.1893	-0.4592
YKR048C	0.1459	-0.0749
YKR049C	0.0505	0.1271
YKR050W	-0.1567	0.0847
YKR052C	-0.473	0.0138
YKR053C	0.364	0.0915
YKR054C	0.0637	0.0713
YKR055W	-0.6418	-0.2373
YKR056W	0.4211	-0.1368
YKR057W	0.3647	-0.1024
YKR058W	0.3235	-0.019
YKR059W	0.3536	-0.11
YKR061W	0.3047	0.3275
YKR064W	0.6009	0.447
YKR065C	-0.1068	0.3052
YKR066C	0.3762	0.2362
YKR067W	0.3953	0.715
YKR069W	0.1472	-0.1881
YKR070W	0.0721	0.112
YKR072C	0.2134	-0.1263
YKR073C	-0.0772	-0.1698
YKR074W	0.5523	-0.4832
YKR075C	-0.2872	0.5104
YKR076W	-0.0774	0.1809
YKR077W	0.5633	0.1053
YKR078W	-0.1377	-0.1765
YKR080W	-0.1492	-0.0521
YKR084C	0.2846	-0.5062
YKR087C	-0.4732	0.1515
YKR088C	-0.7581	-0.1893
YKR089C	-0.1815	-0.1571
YKR090W	0.1642	-0.0066
YKR091W	0.9516	0.0451
YKR092C	0.3388	-0.5935
YKR093W	0.475	0.235
YKR094C	-0.0861	-0.7624
YKR095W	-0.4651	-0.2577
YKR096W	-0.0429	-0.042
YKR097W	0.5594	0.4903
YKR098C	0.6065	-0.1006
YKR099W	-0.7115	-0.1605
YKR100C	-0.2988	-0.0909
YKR101W	0.3841	-0.0103
YKR102W	-0.0012	0.0291
YKR103W	0.7595	-0.1216
YKR104W	-0.1586	0.1324
YKR105C	-0.1914	-0.1347
YKR106W	0.2088	-0.1544
YLL001W	0.2372	0.0879
YLL002W	1.4924	0.2686
YLL005C	0.078	0.2918
YLL006W	-0.1334	-0.4215
YLL009C	0.4068	-0.322
YLL012W	-0.6212	-0.0447
YLL013C	0.1932	0.0839
YLL014W	0.3765	0.3068
YLL015W	0.7987	0.513
YLL018C-A	0.074	-0.1958
YLL019C	1.0651	-0.2908
YLL020C	-0.235	0.1501
YLL021W	-0.2708	-0.1233
YLL023C	-0.0228	-0.025
YLL024C	-0.167	-0.1833
YLL025W	-0.2296	-0.0929
YLL026W	1.471	0.0769
YLL027W	0.0685	
YLL030C	0.6613	1.2147
YLL032C	1.2027	0.2219
YLL038C	0.8236	-0.0351
YLL039C	0.5045	-0.1214
YLL040C	0.3917	0.8063
YLL041C	0.4961	-0.3451
YLL042C	-0.5253	-0.0465
YLL043W	0.1973	-0.6641
YLL044W	1.629	0.6618
YLL045C	-0.2191	-0.4893
YLL046C	0.247	0.0056
YLL047W	0.5168	-0.0571
YLL048C	-0.1995	-0.1221
YLL049W	1.9202	0.8785
YLL051C	0.2907	-0.1873
YLL052C	1.0284	-0.1116
YLL053C	-0.7575	0.1353
YLL054C	-0.4819	-0.23
YLL055W	-0.2431	0.524
YLL056C	0.452	0.1429
YLL057C	0.1074	-0.0265
YLL058W	-0.0139	0.1358
YLL059C	0.2266	0.5871
YLL060C	0.5922	-0.137
YLL061W	-0.0392	0.027
YLL062C	0.5663	0.2635
YLL063C	0.563	0.1311
YLR001C	-0.3778	-0.2432
YLR003C	0.0975	0.2026
YLR004C	0.2066	-0.0855
YLR006C	0.0703	-0.1478
YLR011W	0.2616	0.037
YLR012C	0.137	0.0709
YLR013W	-0.0898	-0.1978
YLR014C	0.2914	-0.0968
YLR015W	-0.0297	0.7308
YLR016C	-0.3131	-0.0335
YLR017W	0.7406	-0.2033
YLR018C	0.8057	-0.155
YLR019W	0.2521	-0.107
YLR020C	0.2929	-0.0328
YLR021W	0.7466	0.5513
YLR023C	0.5287	-0.1076
YLR024C	0.4355	0.0881
YLR025W	2.8315	-0.7088
YLR027C	0.0738	-1.0164
YLR028C	0.3704	-0.0285
YLR030W	-0.1612	0.4019
YLR031W	0.8224	-0.0306
YLR032W	0.1102	0.332
YLR034C	0.4481	-0.0206
YLR035C	-0.0909	0.0178
YLR036C	0.4132	-0.0136
YLR037C	0.6732	0.031
YLR038C	-0.2761	-0.5099
YLR039C	-0.1259	-0.3205
YLR040C	0.7616	0.075
YLR041W	0.6416	0.0892
YLR042C	0.0275	-0.0293
YLR043C	0.6466	0.7292
YLR044C	0.5174	0.0779
YLR046C	-0.0043	0.2113
YLR048W	0.8995	-0.4264
YLR049C	0.7646	0.9705
YLR050C	0.5554	0.0278
YLR052W	0.4705	-0.8628
YLR053C	0.4074	0.9904
YLR054C	0.2431	0.0903
YLR055C	0.497	-0.2614
YLR057W	-0.3115	0.1941
YLR058C	-0.1665	0.1039
YLR059C	0.2999	0.4058
YLR061W	0.4981	-0.6283
YLR062C	0.4458	-0.5679
YLR063W	-0.2123	0.3112
YLR064W	0.553	0.1064
YLR065C	-0.0864	0.261
YLR067C	1.1861	-0.6854
YLR068W	0.7381	-1.1887
YLR069C	0.1272	-0.3231
YLR070C	-0.2691	-0.0043
YLR072W	-0.1122	-0.0178
YLR077W	0.0078	0.2775
YLR079W	1.1755	-0.7407
YLR080W	0.0046	0.0397
YLR081W	-0.0763	-0.1628
YLR082C	-0.4073	-0.2258
YLR083C	0.2298	0.705
YLR085C	0.4447	0.2726
YLR087C	-0.3772	-0.8794
YLR089C	1.0095	-0.1339
YLR090W	0.1128	0.203
YLR091W	0.9526	-0.4857
YLR092W	0.0201	0.324
YLR093C	0.1864	0.1275
YLR094C	0.4214	0.2228
YLR095C	0.4079	0.0635
YLR096W	0.6903	-0.0725
YLR097C	0.737	0.064
YLR098C	0.3028	-0.1691
YLR099C	0.5799	0.0009
YLR102C	0.1312	0.2314
YLR104W	0.2213	-0.0112
YLR107W	0.6189	0.3198
YLR108C	-0.0393	-0.0129
YLR109W	0.9594	0.1073
YLR110C	0.8958	-0.2223
YLR111W	1.3419	0.0892
YLR112W	-0.0793	0.011
YLR113W	0.449	0.2346
YLR114C	1.1803	-0.2882
YLR118C	0.323	-0.1252
YLR119W	0.0833	-1.3132
YLR120C	0.2171	0.1403
YLR121C	-0.2257	0.198
YLR122C	0.0429	-0.128
YLR123C	-0.3904	-0.2265
YLR124W	0.27	-0.1852
YLR126C	0.6832	0.0189
YLR128W	0.7623	0.6079
YLR130C	-0.0723	-0.0485
YLR131C	-1.7044	-1.5452
YLR134W	0.6252	-0.0028
YLR135W	0.2902	0.2698
YLR136C	0.5879	0.5692
YLR137W	-0.3084	0.015
YLR138W	-0.1896	0.1523
YLR139C	-0.0193	-0.6875
YLR142W	0.1996	-0.0394
YLR143W	0.0617	-0.2247
YLR144C	-0.5141	0.1433
YLR146C	0.2383	0.2482
YLR149C	-0.1289	-0.1105
YLR150W	0.9099	0.5844
YLR151C	0.8041	0.4739
YLR152C	0.9265	0.2696
YLR154C	-0.009	-0.0816
YLR164W	-0.0824	-0.0396
YLR165C	-0.0389	-0.171
YLR168C	-0.3105	-0.2612
YLR169W	-0.5212	0.1326
YLR170C	-0.4684	0.1129
YLR171W	0.092	0.066
YLR172C	0.2335	0.1755
YLR173W	0.141	0.171
YLR174W	-0.0192	-0.213
YLR176C	0.471	0.8017
YLR177W	-0.0409	0.1161
YLR178C	0.3466	-0.3067
YLR179C	0.3683	0.0693
YLR180W	2.5216	1.2327
YLR181C	-0.4329	-0.2131
YLR182W	-1.7557	-1.2531
YLR183C	0.0734	-0.0017
YLR184W	0.8317	-0.7858
YLR185W	0.1677	-1.1627
YLR187W	0.0345	0.3173
YLR188W	-0.4363	-0.3971
YLR189C	0.6535	0.0698
YLR190W	0.2293	-0.1232
YLR191W	0.1191	0.2168
YLR192C	0.1647	-0.7525
YLR193C	0.0629	0.6936
YLR194C	0.3029	-0.1779
YLR199C	0.6756	0.1824
YLR200W	-0.5271	-1.6469
YLR201C	0.323	-0.1134
YLR202C	-0.2709	-0.2851
YLR203C	1.3265	-0.164
YLR204W	-0.1384	-1.0181
YLR205C	0.1759	0.1229
YLR206W	0.4066	-0.0026
YLR207W	0.675	0.2769
YLR209C	-0.2552	0.0387
YLR210W	0.2528	0.126
YLR211C	0.2842	0.0259
YLR213C	0.6841	-0.1123
YLR214W	0.4565	0.1236
YLR216C	0.3074	0.1219
YLR217W	0.4073	0.2784
YLR218C	0.3465	1.1184
YLR219W	0.2662	0.0726
YLR220W	0.1408	-0.0974
YLR221C	0.3646	-0.3758
YLR224W	0.8073	0.2941
YLR225C	0.0485	0.0547
YLR226W		-0.1084
YLR227C	-0.0962	-0.2756
YLR228C	0.0137	-0.0548
YLR231C	0.3029	-0.0889
YLR232W	0.3015	0.1144
YLR233C	-0.2897	-0.5695
YLR234W	1.4565	0.4756
YLR235C	0.4389	-0.2334
YLR236C	0.5024	0.0095
YLR237W	0.1599	0.1476
YLR238W	-0.1259	-0.6072
YLR239C	0.112	-0.3338
YLR241W	1.3601	0.1989
YLR242C	0.3226	-1.8771
YLR246W	0.5208	-0.3926
YLR247C	0.2391	0.1102
YLR248W	0.8755	0.7865
YLR250W	0.0197	-0.1118
YLR251W	0.323	-0.086
YLR252W	0.4725	-0.1409
YLR253W	0.5905	0.1329
YLR254C	0.6152	0.4671
YLR255C	0.3273	-0.0057
YLR257W	0.2435	0.2058
YLR258W	0.4906	-0.3286
YLR260W	0.9017	-0.4104
YLR261C	-0.3433	-0.252
YLR262C	0.3766	-0.0349
YLR262C-A	0.3564	-0.1505
YLR263W	-0.1241	0.1521
YLR264W	0.0056	-0.6259
YLR265C	-0.2831	0.2283
YLR266C	-0.0946	-0.2668
YLR267W	0.0915	-0.0633
YLR268W	0.4469	-0.4072
YLR269C	0.4054	-0.1867
YLR270W	0.024	-0.7353
YLR271W	0.1028	-0.1645
YLR273C	0.6948	-0.0542
YLR278C	-0.0996	-0.0614
YLR279W	0.0649	-0.1983
YLR280C	0.0076	0.1761
YLR281C	0.0916	0.3373
YLR282C	0.6131	-0.026
YLR283W		-0.11
YLR284C	-0.3065	-0.1474
YLR285W	0.8216	0.0048
YLR287C	0.0459	-0.0541
YLR287C-A	0.8709	-1.0438
YLR288C	1.0531	-0.4734
YLR289W	-0.0718	-0.0499
YLR290C	0.2395	-0.0741
YLR292C	-0.0421	0.1058
YLR294C	0.2621	0.444
YLR296W	0.3061	-0.1058
YLR297W	0.4707	0.6065
YLR299W	-0.4146	-0.144
YLR300W	-0.0871	-0.1046
YLR303W	0.2739	-0.0885
YLR306W		-0.1242
YLR307W	0.5252	0.2261
YLR308W	-0.1591	0.5328
YLR309C	0.1822	-0.122
YLR311C	-0.0159	-0.2858
YLR312C	0.492	0.1828
YLR312W-A	-0.2294	-0.986
YLR313C	0.2371	0.09
YLR315W	0.0891	-0.0017
YLR319C	-0.4964	-0.5273
YLR320W	1.3861	0.256
YLR322W	-0.6807	0.8387
YLR324W	0.3356	-0.1425
YLR325C	0.3874	-0.0382
YLR326W	0.1562	0.0548
YLR327C	-0.2172	0.0354
YLR328W	0.0357	0.0179
YLR330W	0.7845	-0.1392
YLR331C	-0.1506	0.0239
YLR332W	0.3704	-0.139
YLR334C	-0.571	-0.0647
YLR335W	-0.4484	-0.2671
YLR341W	0.0078	0.0378
YLR342W	0.25	-0.2182
YLR343W	0.2487	0.0342
YLR344W	-0.114	-0.1607
YLR345W	-0.1736	-0.1693
YLR346C	0.1109	-0.0359
YLR348C	-0.0449	0.3922
YLR349W	-0.152	-0.0996
YLR350W	0.2982	-0.0943
YLR351C	0.4602	-0.0519
YLR352W	-0.1385	-0.1694
YLR353W	-0.1125	-0.4083
YLR356W	-0.5277	-0.0188
YLR357W	0.4534	-0.3786
YLR358C	0.7016	-0.5485
YLR360W	-0.1537	-0.019
YLR361C	0.8928	0.0966
YLR362W	0.6679	0.1468
YLR363C	0.2746	-0.0287
YLR364W	0.3617	-0.1134
YLR365W	0.0806	-0.0475
YLR366W	0.6077	-0.2161
YLR367W	0.3073	-0.2348
YLR368W	-0.0158	-0.5576
YLR370C	0.3772	-0.1986
YLR371W	0.2614	-0.0671
YLR372W	-0.0623	-1.5632
YLR373C	0.1426	-0.3924
YLR374C	-0.4705	0.2678
YLR375W	0.0781	-0.1613
YLR376C	0.373	0.0324
YLR377C	0.2856	0.1093
YLR380W	0.5448	-0.3088
YLR381W	0.808	-0.0421
YLR382C	0.1943	-0.8459
YLR384C	-0.0823	-0.0129
YLR385C	-0.1682	-0.1856
YLR386W	-0.0143	-1.1842
YLR387C	0.4085	-0.0188
YLR388W	1.1074	-0.6854
YLR389C	-0.1256	
YLR390W	0.1741	-0.4023
YLR390W-A	0.0762	-0.3628
YLR392C	-0.1973	-0.609
YLR393W	0.9536	-0.7453
YLR394W	-0.1588	-0.0188
YLR395C	-0.0605	0.0048
YLR398C	0.7998	-0.1204
YLR400W	0.2523	0.0296
YLR401C	0.145	-0.1533
YLR402W	0.2647	-0.4112
YLR404W	-0.6833	0.2508
YLR405W	-0.3779	0.2117
YLR406C	-0.4436	-0.2948
YLR407W	0.625	-0.1218
YLR408C	0.7546	-0.0848
YLR410W	-0.6997	-0.665
YLR412W	-0.0336	-0.4703
YLR413W	0.3198	0.1841
YLR414C	-0.3076	0.4564
YLR415C	0.3229	-0.1456
YLR416C	-0.0144	-0.3007
YLR417W	2.1547	-1.1334
YLR418C	0.9418	-0.1068
YLR420W	0.0564	0.02
YLR421C	-0.2975	-0.2077
YLR422W	0.0092	-0.0018
YLR423C	-0.0924	-0.0896
YLR425W	-0.4074	-1.1212
YLR426W	-0.3586	0.405
YLR427W	-0.2333	0.1784
YLR428C	0.5301	-0.2388
YLR431C	-0.014	-0.1047
YLR432W	0.3636	-0.0626
YLR433C	0.3822	0.1013
YLR434C	0.267	-0.1081
YLR435W	0.6337	-1.0434
YLR436C	0.382	0.1455
YLR437C	-0.3814	-0.1455
YLR438W	-0.2486	-0.1248
YLR439W	0.383	
YLR441C	0.2078	-0.3223
YLR442C	1.0339	0.0124
YLR443W	0.0243	0.1003
YLR444C	0.017	-0.1517
YLR445W	0.3364	-0.2215
YLR446W	0.2855	0.1137
YLR448W	0.435	-0.8982
YLR449W	0.1904	-0.0798
YLR450W	0.1958	-0.1776
YLR451W	0.4238	-0.3156
YLR452C	0.1973	0.4927
YLR453C	0.37	-0.0441
YLR454W	0.4409	-0.2276
YLR455W	-0.1483	0.135
YLR456W	-0.3141	0.2125
YLR461W	0.1569	-0.0714
YML001W	-0.5084	-0.4957
YML002W	-0.0863	-0.271
YML003W	0.1161	-0.1114
YML005W	0.3354	-0.093
YML006C	0.7536	-0.3805
YML007W	-0.0619	-0.0438
YML009C	0.50905	0.34555
YML009C-A	0.5538	-0.4519
YML009W-B	1.097	-0.8925
YML011C	0.3732	-0.2895
YML012C-A	0.7469	-0.3382
YML012W	0.1918	-0.4023
YML013W	0.8285	-0.2568
YML014W	0.2849	0.2839
YML016C	0.0664	-0.1584
YML017W	0.0084	-0.1134
YML018C	-0.0529	0.0235
YML019W	-0.045	0.032
YML020W	0.2952	-0.1666
YML021C	1.7106	0.0623
YML022W	0.2765	-0.0308
YML024W	1.194	-0.8055
YML026C	-0.0466	-0.3252
YML027W	0.28	0.8203
YML028W	-0.0692	-0.0011
YML029W	0.2262	0.0203
YML030W	0.2035	-0.0141
YML032C	-0.2665	-0.1624
YML034C-A	0.2061	0.0133
YML034W	1.1199	0.0407
YML035C	0.3791	0.1493
YML036W	0.2072	-0.4819
YML037C		-0.1166
YML038C	-0.3137	0.2469
YML041C	0.5356	0.4015
YML042W	-0.3328	-0.1006
YML047C	-0.5857	-0.1047
YML047W-A	0.6881	0.2564
YML051W	0.4694	0.0668
YML052W	1.0257	-0.2471
YML053C	0.2975	0.0178
YML054C	0.3637	-0.1084
YML055W	0.9582	-0.0425
YML056C	0.4052	-0.4067
YML057C-A	-0.1743	0.1553
YML057W	-0.0018	-0.1885
YML058W	0.0077	-0.1835
YML059C	-0.0258	-0.2128
YML060W	0.3598	-0.2119
YML062C	0.7531	-0.2801
YML066C	-0.054	-0.0154
YML067C	0.048	-0.0465
YML068W	0.3373	0.0728
YML070W	0.4654	-0.1126
YML071C	0.2755	-0.0058
YML072C	0.2142	0.005
YML074C	-0.12	0.0827
YML075C	0.0152	-0.2481
YML076C	0.3537	0.4035
YML078W	0.3886	0.0817
YML079W	0.6051	-0.0917
YML080W	-0.0991	-0.2548
YML081C-A	0.514	0.1205
YML081W		-0.1292
YML083C	-0.0529	-0.1304
YML084W	0.1272	-0.0527
YML086C	0.3399	-0.1481
YML087C	0.775	-0.0122
YML088W	0.3809	-0.139
YML090W	0.4207	0.0783
YML094C-A	0.2727	-0.3817
YML094W	-0.5879	-0.1891
YML095C	0.4721	-0.2437
YML096W	0.1238	-0.0077
YML099C	-0.0122	0.1441
YML100W	0.3131	0.0567
YML100W-A	0.1411	0.1497
YML101C	-0.4733	0.1714
YML101C-A	-0.6508	0.1442
YML102W	-0.4849	0.1872
YML103C	-0.3315	0.0174
YML104C	-0.2615	0.1253
YML106W	-0.2614	-0.4525
YML107C	0.0465	-0.1624
YML108W	-0.1497	0.1368
YML109W	-0.3583	-0.2696
YML113W	0.0293	0.1508
YML115C	0.3202	-0.1071
YML116W	-0.1814	-0.0584
YML116W-A	0.2633	-0.142
YML117W	0.386	0.3243
YML118W	0.21	0.6766
YML119W	0.5515	-0.1094
YML120C	0.1413	-0.2235
YML121W	0.1461	-0.9637
YML122C	0.2204	-0.0558
YML123C	0.0927	-0.3766
YML124C	0.3465	0.101
YML128C	0.4434	-0.1844
YML131W	-0.2243	0.0035
YMR003W	0.7906	-0.2503
YMR004W	0.2158	-0.109
YMR006C	0.3662	0.0892
YMR007W	0.4037	-0.1326
YMR008C	0.6655	-0.0809
YMR009W	0.1604	-0.2791
YMR010W	0.1833	-0.3208
YMR011W	0.053	-0.1931
YMR012W	0.2892	0.0156
YMR014W	0.7446	-0.1355
YMR015C	-0.1304	-0.089
YMR016C	0.1475	-0.15
YMR017W		-0.1084
YMR018W	0.3226	-0.0959
YMR019W	0.7846	-0.0931
YMR020W	0.7951	-0.0943
YMR022W	0.2506	0.0275
YMR023C	0.2151	0.4882
YMR025W	0.3575	-0.127
YMR027W	0.4797	-0.0959
YMR029C	0.5991	-0.1089
YMR030W	0.5075	0.0667
YMR031C	0.3643	-0.1099
YMR031W-A	0.7915	0.6374
YMR034C	0.3401	-0.1743
YMR035W	0.376	-0.2864
YMR036C	0.4089	0.3996
YMR037C	0.4407	0.2752
YMR038C	0.2853	-0.138
YMR039C	0.419	-0.1583
YMR042W	0.2067	-0.0278
YMR044W	0.3143	-0.1781
YMR048W	-0.1433	-0.1042
YMR052C-A	-0.0928	-0.693
YMR052W	0.3785	-1.0519
YMR053C	-0.3033	0.0484
YMR054W	0.0947	-0.0387
YMR055C	0.2117	-0.0521
YMR056C	0.3098	0.0874
YMR057C	0.2449	0.0727
YMR058W	-0.0275	-0.0238
YMR060C	-0.5866	0.1864
YMR062C	0.3585	-0.0313
YMR063W	0.3482	0.1066
YMR065W	0.0602	-0.1626
YMR067C	0.3273	-0.0155
YMR068W	-0.2401	0.0964
YMR069W	0.1093	0.2321
YMR070W	0.3514	0.9087
YMR071C	0.31	-0.1977
YMR072W	0.3239	-0.1257
YMR073C	-0.013	0.3018
YMR074C	-0.2907	0.1306
YMR075C-A	-0.199	0.0938
YMR075W	0.2234	0.5263
YMR077C	2.6368	-0.5669
YMR078C	0.3202	
YMR080C	0.2113	0.1309
YMR081C	-0.0293	0.1171
YMR082C	-0.1699	0.1423
YMR083W	0.3864	-0.8435
YMR084W	-0.0393	-0.6657
YMR085W	0.1596	0.2119
YMR086C-A	-0.2458	-0.4376
YMR086W	0.019	-0.0637
YMR087W	0.1337	0.4228
YMR088C	0.523	0.6787
YMR089C	0.2531	-0.6398
YMR090W	0.5311	0.4426
YMR091C	0.2464	-0.0672
YMR092C	0.0204	-0.1616
YMR095C	0.2053	-0.0068
YMR096W	-0.0281	-0.0159
YMR099C	0.2372	0.1479
YMR100W	0.3012	-0.147
YMR101C	0.0481	0.1947
YMR102C	0.5431	0.1106
YMR103C	0.0691	-0.1508
YMR104C	-0.0416	0.1193
YMR105C	0.3373	-0.0899
YMR106C	-0.1433	0.3323
YMR107W	0.3966	0.0744
YMR109W	-0.1907	0.167
YMR110C	0.6047	-0.2099
YMR111C	0.3168	-0.0755
YMR114C	0.0806	0.2114
YMR115W	-0.1189	-0.3445
YMR116C	-0.1199	-0.1253
YMR118C	-0.0528	0.0006
YMR119W-A	0.1428	0.2808
YMR120C	-0.1111	0.0884
YMR121C	0.242	-0.3202
YMR122C	0.7724	0.5088
YMR123W	-0.1427	-0.3214
YMR124W	0.692	0.4911
YMR125W	0.4126	0.1693
YMR126C	-0.1043	-0.3502
YMR127C	-0.021	0.3003
YMR129W	0.3627	-0.3059
YMR130W	0.8312	-0.0211
YMR132C	0.8733	0.13
YMR133W	0.6653	0.0776
YMR135C	1.6063	0.2782
YMR135W-A	0.0903	0.3386
YMR136W	0.4237	-0.481
YMR137C	1.0278	0.2747
YMR138W	-0.3159	0.0903
YMR139W	0.6209	0.1237
YMR140W	1.4474	-0.1314
YMR141C	0.4504	0.1079
YMR142C	0.278	-0.0212
YMR143W	1.0803	-0.8589
YMR144W	0.1992	-0.0034
YMR145C	0.0429	-0.4126
YMR147W	-0.1808	0.0118
YMR148W	-0.4052	0.0436
YMR150C	0.6297	-0.8369
YMR151W	0.0251	-0.6786
YMR152W	1.3345	0.4532
YMR153C-A	-0.0364	0.2259
YMR153W	0.0207	-0.0645
YMR154C	1.8641	-0.0205
YMR155W	0.0648	-0.0449
YMR156C	1.0841	-0.0223
YMR157C	0.9391	0.1901
YMR158C-A	-0.1625	-0.109
YMR158W		-0.307
YMR158W-B	0.9657	0.0937
YMR159C	0.0193	0.1213
YMR160W	0.7189	-0.1911
YMR161W	-0.0551	-0.0576
YMR162C	0.4026	0.5895
YMR163C	-0.0623	-0.5945
YMR164C	0.6662	0.4083
YMR166C	0.4003	0.0127
YMR167W	0.5515	0.2892
YMR169C	0.29505000000000003	0.00415
YMR170C	-0.333	0.2772
YMR171C	-0.4285	0.0104
YMR172C-A	0.464	0.0769
YMR172W	0.2961	-0.1242
YMR173W	0.3577	0.0176
YMR173W-A	0.3984	0.0689
YMR174C	-0.1191	-0.1321
YMR175W	0.6455500000000001	0.4363
YMR176W	0.9574	-0.0354
YMR177W	0.0393	0.1917
YMR178W	0.2773	0.2244
YMR179W	-0.1618	0.2876
YMR180C	0.1067	-0.1443
YMR181C	0.0487	0.3448
YMR182C	0.4955	-0.2664
YMR183C	0.1551	-0.2882
YMR184W	1.0768	-0.6984
YMR186W	0.447	0.39
YMR187C	0.3301	-0.0734
YMR188C		-0.1302
YMR189W	-0.0627	0.0215
YMR190C	0.2267	0.0747
YMR191W	0.1047	0.31925000000000003
YMR192W	-0.0797	0.2475
YMR193C-A	0.0077	-0.9006
YMR193W	0.3062	-0.3252
YMR194C-A	0.2393	-0.3253
YMR194W	-0.1471	-0.6966
YMR195W	-0.3004	0.1155
YMR196W	-0.2447	-0.1667
YMR198W	0.8069999999999999	0.04765
YMR199W	-0.6294	-0.1326
YMR201C	0.4164	0.0132
YMR202W	-0.0486	-1.2094
YMR204C	0.3607	0.1296
YMR206W	0.5487	-0.1283
YMR207C	0.1718	-0.2504
YMR209C	0.2241	0.221
YMR210W	0.9063	0.1767
YMR214W	0.54	0.4235
YMR215W	0.3789	0.2228
YMR216C	0.4321	-0.1213
YMR219W	-0.3675	-0.4126
YMR221C	0.6105	-0.0951
YMR222C	0.0157	-0.1691
YMR223W	0.2012	-0.0887
YMR225C	0.4504	0.3023
YMR226C	0.016	-0.2157
YMR228W	0.5548	-0.0316
YMR230W	0.306	-0.7834
YMR232W	1.0719	-0.0612
YMR233W	-0.0869	0.0127
YMR234W	0.1181	-0.0611
YMR237W	0.8917	-0.5676
YMR238W	0.4147	0.0213
YMR241W	0.2017	-0.1963
YMR242C	0.9478	-1.2945
YMR243C	0.0257	0.0464
YMR244C-A	0.2891	0.1979
YMR244W	-0.2112	0.2718
YMR245W	0.4524	0.2168
YMR246W	0.2298	-0.1048
YMR247C	-0.091	-0.075
YMR250W	0.5956	0.6606
YMR251W	-0.3341	0.0645
YMR251W-A	-0.4394	-0.0181
YMR252C	-0.2205	0.3494
YMR253C	0.4581	0.0948
YMR254C	0.143	-0.0648
YMR255W	0.0535	0.0135
YMR256C	-0.1649	-0.329
YMR257C	0.6286	-0.4145
YMR258C	0.1498	0.0218
YMR259C	-0.1771	0.0134
YMR261C	0.1992	0.6925
YMR262W	0.1509	0.551
YMR264W	-0.0319	0.0576
YMR265C	-0.1926	0.0124
YMR266W	0.3508	-0.1045
YMR267W	0.3367	-0.8664
YMR269W	0.4052	-0.352
YMR271C	0.2954	0.0277
YMR272C	0.9257	-0.1855
YMR273C	-0.1449	0.211
YMR274C	0.5621	-0.4166
YMR275C	-0.5005	-0.4715
YMR276W	0.0935	0.2973
YMR278W	-0.0483	-0.0099
YMR279C	-0.3937	-0.04
YMR280C	0.7964	0.9544
YMR283C	-0.6294	-0.0731
YMR284W	0.691	0.0038
YMR285C	-0.16	0.4032
YMR286W	0.265	-0.3957
YMR287C	0.289	-1.201
YMR289W	0.3566	0.6983
YMR291W	0.0208	-0.0071
YMR292W	-0.0654	-0.1471
YMR293C	0.1597	-0.8835
YMR294W	1.743	0.1361
YMR294W-A	0.0276	-0.043
YMR295C	0.7883	0.0368
YMR297W	0.2503	0.0011
YMR299C	1.2425	0.2734
YMR300C	1.3603	0.4506
YMR302C	0.369	-0.3485
YMR303C	-0.5242	0.0509
YMR304C-A	0.2019	0.1777
YMR304W	0.7161	0.3764
YMR305C	-0.3038	-0.3591
YMR306C-A	0.168	0.092
YMR306W	-0.3269	0.2603
YMR307W	-0.7818	-2.0412
YMR310C	-0.0305	-0.1807
YMR311C	0.6588	0.0662
YMR312W	0.7067	-0.8429
YMR313C	-0.0681	-0.0027
YMR315W	-0.1144	0.3091
YMR316C-A	0.8257	0.7823
YMR316C-B	0.4682	0.3221
YMR316W	0.3089	0.025
