ORF	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012
YML102W	1.033	0.191	0.675	1.069	1.221	-1.817	0.009	0.663	-0.823	0.334	0.330	-0.042	-0.226	-0.011	1.222	-0.281	0.021	0.005	-0.242	-1.525	-0.897	-0.057	0.181	0.362	0.601	0.003	-0.011	0.314	0.233	-0.219	0.440	-0.145	0.217
YML103C	3.495	-0.114	0.082	2.580	3.283	1.789	0.750	3.148	3.349	3.351	3.907	3.751	-0.440	3.519	5.305	3.709	-0.005	-0.837	1.058	0.102	-0.018	-0.037	-0.100	0.049	-0.395	-0.008	-0.053	-0.078	0.019	-0.071	0.296	0.064	0.060
YML104C	0.117	0.024	0.200	-0.247	-0.001	0.405	0.073	-0.228	1.415	-0.011	0.166	-0.269	1.309	0.781	0.694	-0.780	-0.010	0.336	0.521	-0.076	0.009	-0.110	-0.003	0.275	-0.469	0.068	-1.152	1.287	0.070	1.029	0.170	0.670	0.212
YML105C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.250	1.626	-0.183	-0.032	0.565	1.891	-0.011	-0.285	0.136	0.016	-0.008	1.792	1.473	-0.189	-0.021	0.040	1.602
YML106W	-0.899	0.008	-0.036	-4.498	-3.702	-0.005	-1.488	-3.376	-1.594	-3.412	-3.425	-3.700	-0.987	-0.098	-3.087	-3.738	-3.219	-2.226	-1.452	-0.041	-1.456	-1.006	-0.250	0.035	0.129	-0.384	-3.391	-3.761	-5.467	-0.009	0.666	-5.102	-6.378
YML107C	-0.083	0.003	-0.024	-1.691	-1.632	-0.536	-0.996	-0.378	-0.051	-1.923	-2.484	-1.807	0.154	-1.064	-0.233	-2.615	-0.776	-2.093	0.059	0.249	-1.942	-1.910	-0.031	-0.178	-0.664	-2.461	-3.279	-4.767	-4.615	0.213	-0.246	-2.256	-5.007
YML108W	0.175	-0.894	-0.217	1.558	1.447	0.326	0.385	0.163	0.828	0.253	0.128	0.052	1.072	1.659	0.607	0.021	0.008	-1.774	0.844	-0.519	-2.147	0.060	-0.015	0.243	0.052	-0.002	-0.097	0.117	-0.156	0.162	-0.639	-1.008	-0.813
YML109W	0.052	-0.697	0.423	-1.741	-1.486	-0.059	-0.064	-0.733	-1.304	0.099	0.033	-1.548	0.156	0.005	-0.022	-0.472	-0.722	-0.197	-0.167	0.715	-0.428	-1.017	-0.138	-0.060	-1.423	-0.024	-1.837	-0.109	-2.041	-0.080	-0.127	-1.264	-1.046
YML110C	0.012	-0.030	0.043	3.059	0.927	-0.004	-2.297	-0.501	-3.301	-0.882	0.165	-0.189	-2.156	-1.723	-0.234	-0.888	-0.322	-0.012	0.401	0.376	0.825	0.624	-0.399	-0.001	-0.122	1.515	-0.058	1.484	0.672	0.204	0.215	1.758	0.859
YML111W	0.016	0.063	0.009	-0.461	-0.005	-0.686	-1.066	0.007	-0.313	0.024	-1.966	-1.984	-0.270	-0.003	-0.308	-1.786	0.034	-1.874	-0.193	0.015	-0.127	-0.285	-0.005	-0.876	0.083	0.082	-1.206	1.214	-0.016	0.149	0.282	-0.432	-0.023
YML112W	2.768	-2.767	-0.706	-0.302	-0.101	2.028	-0.018	-1.682	-0.749	-0.113	-1.712	-3.852	0.788	0.158	-2.015	-6.084	-0.741	-0.264	-0.342	0.361	-0.048	0.051	-2.629	-0.206	0.144	1.702	-0.063	0.287	0.363	0.094	0.323	-0.056	-0.044
YML113W	0.067	-1.225	0.110	-0.557	-0.283	-0.130	0.104	-1.184	-0.091	0.033	-0.208	-2.025	-1.685	-0.134	-0.765	-0.475	-0.326	-0.170	0.331	0.117	0.868	2.657	0.033	0.148	0.232	0.216	-1.853	-0.756	0.049	0.030	0.205	-0.540	-0.284
YML114C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.217	0.941	1.788	0.054	0.151	0.003	-1.143	1.209	0.119	0.116	0.334	1.296	1.962	-0.543	1.108	0.120	1.981
YML115C	-1.089	0.000	-0.502	-2.962	-2.726	-3.245	-2.651	-1.408	0.363	0.067	-0.767	-2.057	-0.148	0.036	-0.432	-2.218	0.010	-0.032	1.223	0.132	0.132	-0.020	0.148	-0.038	0.064	1.275	0.110	-0.027	0.375	0.438	-0.935	0.045	0.473
YML116W	-0.432	0.116	0.270	0.014	-0.259	-0.041	-0.046	0.009	-0.045	0.075	-0.016	-0.085	-0.157	-0.086	-0.163	-0.084	0.165	0.327	0.700	-0.022	-0.003	-0.271	-0.030	-0.006	0.037	-0.052	-0.177	0.024	0.003	-0.228	-0.179	-0.068	0.059
YML117W	-1.361	0.038	-0.050	0.174	0.908	-1.796	1.466	1.012	2.913	0.442	2.318	1.279	2.303	3.096	1.186	0.011	0.177	0.041	-0.206	-0.133	1.730	2.193	0.618	-1.799	0.001	0.162	0.279	1.884	1.034	0.029	0.022	0.287	1.605
YML118W	-0.224	0.243	0.313	-0.009	0.002	-0.001	0.284	-0.167	0.027	0.104	0.021	-0.473	1.305	-0.017	0.327	-0.142	1.135	-0.526	-0.476	-1.892	-0.151	-0.076	-0.056	1.508	1.845	0.366	-0.043	0.473	0.725	-0.073	-0.058	0.019	0.187
YML119W	0.123	0.002	-0.023	0.562	-0.001	-0.356	-0.223	0.124	0.121	-0.032	0.771	0.896	0.001	0.139	0.162	0.175	-0.118	0.655	-1.493	-0.140	0.317	0.655	-0.463	0.463	0.821	-0.104	-0.636	0.037	-0.024	-0.037	0.011	-0.065	0.062
YML120C	-0.007	-0.794	-0.032	-0.389	0.047	0.019	-0.841	-0.117	0.077	-2.313	-0.407	-0.483	-0.372	0.452	0.067	-0.116	-0.117	-0.074	1.295	-2.521	1.910	2.662	-0.004	0.037	0.307	0.081	-0.138	0.009	-1.531	0.079	-0.355	-0.185	-1.607
YML121W	0.881	0.011	0.640	0.233	0.020	-0.035	-0.867	0.067	0.338	2.796	0.903	0.230	-0.075	0.049	0.563	0.755	0.000	-0.182	1.621	0.350	0.050	2.156	0.190	-1.508	0.957	-0.202	-0.081	-1.473	-2.669	0.539	-2.872	-1.543	-2.018
YML122C	0.254	-0.035	1.524	3.101	2.324	-0.284	-0.048	-0.739	-0.038	-0.025	-0.231	3.165	-3.105	-2.385	1.829	0.044	-0.033	-0.767	0.684	-1.903	-3.178	-3.136	-0.001	-1.795	-0.033	0.916	-0.171	0.012	3.297	-0.274	0.324	-0.023	1.349
YML123C	4.055	0.278	-0.422	8.910	6.886	-0.367	0.033	-3.646	2.377	5.076	3.076	5.640	-1.810	2.049	8.408	6.729	-0.095	-0.973	0.659	-0.087	-5.625	-5.445	0.329	-0.008	0.018	-0.322	0.650	0.051	2.180	-1.231	-0.001	-0.035	2.426
YML124C	0.043	-0.019	-0.021	1.033	-0.044	-0.514	0.017	3.848	0.801	0.059	-0.069	-0.256	-0.337	0.004	0.010	-1.777	-1.519	-0.113	-0.848	0.151	0.005	0.026	-0.229	-0.038	0.566	-0.008	-0.996	-0.956	-0.211	-0.048	-0.049	-0.919	-0.098
YML125C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.008	-0.133	-0.827	-0.019	0.192	0.035	-0.376	-0.005	-0.042	1.234	-0.018	0.044	-0.125	0.074	0.022	0.022	-0.280
YML126C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.450	-0.021	-0.411	-0.206	-0.874	-0.592	-0.016	0.052	0.057	-0.256	-1.179	0.005	-0.144	0.127	0.048	-0.142	-1.193
YML127W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.103	6.158	4.158	-1.141	-0.240	1.686	-0.161	-0.058	0.074	-0.227	0.715	0.886	-0.020	-2.346	0.562	2.747	2.242
YML128C	0.110	-0.147	0.191	-0.205	0.043	-1.128	0.069	-0.312	0.049	0.008	0.042	-0.299	-3.067	-0.257	-0.639	-1.386	0.267	0.675	-0.561	-1.630	0.044	0.340	-1.720	0.077	1.533	1.007	0.066	0.878	0.295	-0.038	0.162	0.068	0.023
YML129C	0.413	-0.439	-0.006	0.659	0.781	-0.028	-0.216	0.148	0.070	0.140	-0.349	-0.202	0.103	-2.025	-0.190	-1.532	0.047	-0.011	-0.143	0.101	0.191	-0.964	0.003	0.067	0.091	0.027	-0.753	0.035	0.593	0.156	0.003	-0.021	-0.081
YML130C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.005	0.844	0.066	-0.233	0.031	-0.082	-0.054	-0.102	0.983	-0.239	-0.029	0.041	-0.649	-0.070	-0.017	-1.553	-0.563
YML131W	0.128	-0.079	1.242	-0.069	-0.101	-0.028	0.099	0.426	0.238	0.765	0.065	-0.002	0.019	0.077	0.331	-0.077	0.416	-0.648	1.308	0.103	-0.833	-0.318	-0.739	-0.573	-0.136	1.919	-0.297	0.228	-0.065	-1.442	0.079	-1.311	0.022
YMR001C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.012	-1.234	0.866	-0.345	-2.442	-4.216	0.074	-1.828	-0.103	-0.125	-0.055	-1.724	-1.970	-0.103	-0.332	-0.145	-2.128
YMR002W	-0.549	-0.667	-0.708	-0.003	0.047	-0.370	-0.647	-0.054	-2.424	-0.658	-0.810	-0.044	-1.162	-0.225	-1.054	-0.022	-2.281	-0.036	1.616	-0.112	0.004	0.030	-0.305	-0.453	-0.784	0.013	0.046	-0.005	0.046	-0.051	0.171	-0.403	-0.012
YMR003W	0.369	-0.519	-0.016	-0.010	1.586	-0.027	-0.019	0.008	-0.142	-1.669	-0.205	1.298	0.074	2.155	0.158	-0.024	-0.651	-3.278	-0.637	-3.601	-0.033	-0.038	0.130	3.800	-0.043	0.044	0.014	1.554	-0.079	-1.193	0.100	0.092	0.066
YMR004W	-0.319	-0.073	-0.144	-1.831	-1.652	1.038	-0.013	0.150	-0.006	-0.059	0.212	0.697	0.237	1.138	0.052	0.124	-0.042	-0.150	0.714	-0.312	0.663	-0.011	-0.013	0.192	0.790	2.061	0.454	0.116	0.616	-1.874	0.240	0.001	1.250
YMR005W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.048	1.599	-1.439	0.053	0.923	1.977	-0.093	0.153	0.146	1.159	0.039	0.853	1.448	0.239	0.111	0.946	1.577
YMR006C	-0.166	1.342	0.280	0.163	0.008	-0.054	-0.573	0.029	-0.151	0.035	0.067	0.020	-0.543	-0.223	-0.076	0.147	1.030	0.004	-0.450	0.228	0.259	0.257	-0.066	-0.098	0.036	0.045	0.627	0.003	-0.268	-0.048	-0.289	-0.102	0.013
YMR007W	-0.814	0.127	1.066	-0.254	-1.048	-0.175	-0.065	-0.008	0.007	-0.208	0.044	-0.107	-0.079	-0.016	-0.030	0.103	-0.041	-0.059	-0.571	1.464	0.003	-0.055	0.070	0.003	0.599	-0.674	0.195	-0.083	0.023	0.024	0.083	-0.087	-0.011
YMR008C	-0.014	-0.089	0.001	0.016	0.383	1.971	0.822	0.058	0.093	-0.227	0.015	0.033	0.148	0.215	0.434	0.018	0.725	0.144	0.977	2.364	0.006	0.043	-0.026	0.071	-0.559	-0.064	0.094	0.076	-0.067	0.044	0.026	0.070	0.003
YMR009W	-0.056	0.080	-0.505	0.886	0.102	-0.012	-0.176	-0.008	-0.103	-0.013	-0.005	0.007	-0.021	-1.281	-0.024	0.328	0.048	-0.109	0.230	-0.016	0.300	0.037	0.132	-1.156	-0.074	-0.026	0.026	0.004	-0.211	-0.082	-0.289	-0.332	-0.039
YMR010W	-2.058	-0.187	-0.600	1.188	1.602	0.194	0.033	0.487	-1.382	-4.286	-1.274	-0.177	0.829	2.862	0.059	0.034	-0.182	-1.784	0.489	-0.006	-1.686	-2.462	0.142	0.008	-1.968	0.284	0.194	-1.106	-0.326	-0.059	-0.098	0.109	-0.360
YMR011W	-0.241	0.482	0.138	-0.462	-0.025	0.019	-0.033	-0.143	0.015	-0.482	-0.014	-0.049	-0.040	0.380	-0.899	1.067	-0.004	0.951	0.016	0.132	0.357	0.020	0.308	-0.009	-0.398	-0.021	0.020	-0.124	0.000	0.097	0.134	-0.012	-0.020
YMR012W	-0.283	-0.012	-0.030	0.505	0.014	-0.163	0.029	0.054	-0.044	0.087	0.535	-0.040	-0.027	0.007	0.006	0.163	-0.019	0.062	0.604	0.079	0.173	0.533	0.308	0.228	-0.095	-0.038	0.089	0.226	-0.590	0.035	-0.849	0.742	0.023
YMR013C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.175	-1.549	1.012	0.263	-0.580	-0.680	0.038	-0.170	-0.179	-1.269	-0.016	0.015	0.241	0.221	-0.003	0.034	-0.050
YMR014W	0.712	0.084	NaN	2.770	2.208	NaN	-0.549	0.089	0.061	NaN	2.849	4.837	-0.466	1.021	0.289	4.367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR015C	-1.033	1.625	-0.161	-1.922	-3.331	-0.763	-0.692	0.237	0.120	-0.210	0.008	-0.083	-0.056	0.234	-0.005	-0.747	-0.202	-0.378	0.757	0.037	-1.429	-2.275	-0.059	0.051	-0.068	-0.115	0.132	0.320	-0.031	0.058	-0.505	0.164	0.678
YMR016C	1.824	-0.327	-0.008	0.349	2.984	0.069	0.562	0.553	2.252	0.335	0.682	1.988	0.229	6.176	3.784	0.540	0.532	0.001	-0.170	1.093	-2.721	-4.596	-0.026	-0.007	-2.730	0.555	0.006	0.186	-1.020	-0.057	-1.686	0.020	-1.653
YMR017W	0.002	-0.055	-1.038	-0.085	0.023	-0.003	1.173	0.011	-0.065	-0.244	0.015	-0.005	0.878	-1.045	-0.054	0.003	0.980	-0.060	1.327	0.142	0.708	-0.062	-1.090	-0.003	-0.151	-0.004	-1.294	0.615	-0.165	0.841	-0.221	0.005	-0.546
YMR018W	-0.891	-0.131	-0.004	-0.080	0.021	0.129	-3.216	-0.139	-0.013	-0.222	-0.185	-0.006	-0.010	-1.669	-0.808	-0.272	-0.134	-1.419	-0.156	0.136	0.517	0.005	-0.726	-0.048	-0.171	0.141	-0.284	-0.003	-0.136	0.027	0.089	0.052	0.013
YMR019W	-0.043	0.211	2.010	0.265	0.032	0.148	0.002	0.086	0.021	1.223	0.202	0.049	-0.031	-0.110	-0.078	0.593	0.093	0.021	-0.195	0.003	0.035	-0.018	0.159	0.110	-0.010	-0.011	0.766	-0.423	0.020	-0.009	-0.078	-0.010	0.016
YMR020W	-0.646	0.061	1.267	0.008	0.012	-0.126	0.029	0.273	-0.031	0.527	0.010	0.027	-0.057	-0.037	-0.008	0.330	0.979	0.125	0.476	0.127	-0.242	-0.045	0.177	-0.033	0.058	-0.072	0.161	-0.043	0.165	-0.087	0.019	-0.057	0.085
YMR021C	-8.415	-0.173	-1.789	-2.605	-3.327	-3.608	-2.801	-6.789	-8.811	-8.355	-6.356	-3.793	0.162	-11.016	-12.321	-6.150	0.975	0.049	-1.791	-0.834	0.043	0.267	0.469	0.125	0.684	-0.143	0.268	-0.665	0.859	-0.069	0.055	-0.245	0.161
YMR022W	-0.412	-0.013	1.338	-0.196	-0.066	-0.598	-0.204	-0.974	-0.405	-0.019	-0.246	-1.283	-0.124	-1.531	-2.223	-1.777	0.099	0.264	-0.183	0.193	0.129	0.145	0.078	0.276	0.051	-0.078	0.065	-0.177	0.156	0.085	0.082	0.047	0.644
YMR023C	-0.751	0.019	0.054	-0.020	-0.085	0.020	-0.155	-0.378	-1.067	0.704	0.059	0.152	0.003	-0.858	-0.618	0.837	0.013	0.323	-0.197	0.011	0.220	0.041	0.188	-0.628	0.003	-0.053	0.050	-0.005	0.124	-0.107	-0.026	-0.176	0.108
YMR025W	1.356	0.505	-0.159	0.233	1.122	0.160	1.640	-0.043	0.130	0.304	0.641	1.180	-0.057	0.391	0.108	1.307	0.238	0.023	0.215	0.298	0.663	-0.100	-0.461	-2.520	-0.208	0.759	-0.132	0.027	-0.546	0.223	-1.940	0.094	-0.099
YMR026C	0.072	1.893	1.425	-0.752	-0.039	0.298	-0.028	-0.097	0.073	-0.030	-0.223	0.015	0.048	0.073	-0.507	-0.994	-0.007	0.684	1.286	0.129	0.099	0.071	0.416	0.442	0.370	-0.016	1.199	-0.062	0.418	0.026	0.155	0.002	0.023
YMR027W	-0.028	-0.524	-2.371	0.636	0.078	0.799	-0.002	0.044	-0.364	-2.245	-0.272	0.088	0.466	0.683	-0.179	-0.031	-1.708	-0.107	0.688	-0.106	-0.426	-1.330	-0.017	1.053	0.060	0.223	-0.039	0.662	-0.063	0.133	0.204	2.737	0.903
YMR028W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.252	-0.315	-0.035	0.126	0.056	-0.253	-0.157	-0.051	-1.630	-0.036	0.039	-0.008	-0.555	0.149	-1.735	-0.014	-0.649
YMR029C	0.059	0.236	0.285	0.000	-0.003	-0.066	-1.537	1.040	-0.026	0.133	-0.008	0.680	-0.106	0.002	0.029	1.029	-0.139	0.443	-1.683	0.158	0.001	-0.155	0.105	-0.220	-0.019	0.050	1.010	0.227	0.567	-0.059	-0.004	0.038	0.759
YMR030W	0.003	0.064	-0.302	0.115	0.008	-0.081	-0.299	0.297	-0.061	-0.225	-0.059	0.163	-0.818	-0.638	-0.338	-0.002	1.348	1.536	-0.316	-0.095	0.026	0.034	0.692	-0.037	-0.022	0.283	1.577	0.043	1.317	0.516	0.043	0.956	1.197
YMR031C	-0.046	0.018	1.291	-1.029	-0.403	0.204	0.016	-0.027	0.025	-0.045	-0.046	-0.671	0.001	-0.221	-1.180	-0.336	1.269	0.196	0.714	-0.682	0.427	-0.673	0.266	0.084	0.353	0.058	1.866	0.075	0.743	0.118	0.159	0.139	0.729
YMR031W-A	-0.029	0.032	0.038	-0.178	0.001	0.048	-0.173	0.898	-0.010	0.006	-0.036	0.074	-0.015	0.009	0.016	0.503	1.560	0.008	1.218	0.196	0.182	-0.072	0.160	0.068	1.487	0.055	0.885	0.043	0.572	-0.051	-0.013	-0.016	0.610
YMR033W	0.041	0.137	1.723	-0.015	0.194	0.438	0.010	-0.448	2.934	0.224	-0.560	0.001	-0.118	0.110	-0.064	-0.335	2.423	1.353	0.344	0.040	-0.239	0.004	0.039	0.560	-0.091	0.240	-0.358	-0.728	-2.837	0.001	-0.042	-0.022	-3.503
YMR034C	-0.057	0.293	0.097	0.189	0.061	-0.004	-0.052	0.789	-0.095	0.094	0.022	-0.052	-0.001	-0.086	-0.035	0.084	0.890	-0.003	0.748	0.504	0.761	0.662	-0.314	0.012	0.084	0.061	0.510	-0.024	0.564	-0.024	0.089	-0.006	0.026
YMR035W	-0.173	-0.746	-0.684	1.618	0.744	-0.149	2.252	3.723	2.500	-0.145	0.826	-0.080	0.649	-0.091	0.811	-0.036	0.123	0.963	1.040	-0.156	-0.229	-0.762	-0.014	-0.108	-0.370	0.063	-0.094	0.151	0.244	-0.001	-0.696	-0.016	0.046
YMR036C	-0.639	-0.122	-0.471	-0.883	-0.918	0.062	-0.026	-0.015	-0.132	-2.019	-1.409	-0.142	0.453	0.024	-1.265	-0.127	-0.006	0.062	-0.078	0.228	-6.094	-5.839	-0.078	0.180	0.024	0.011	1.049	1.127	1.024	0.166	-0.013	0.716	2.168
YMR037C	0.031	-0.177	0.676	1.902	1.774	0.381	1.456	-0.018	-0.272	0.197	-0.002	-0.061	-0.140	0.582	0.001	0.027	0.107	-0.400	0.548	-1.117	3.291	3.820	0.047	0.145	0.455	0.914	-0.046	0.605	1.661	-0.117	-0.045	0.539	0.434
YMR038C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.010	0.016	-0.655	0.019	0.058	-0.086	0.049	-1.266	-2.097	0.121	-0.170	-0.145	-0.036	0.446	-0.107	0.000	-0.028
YMR039C	0.202	0.080	-0.025	3.250	2.536	0.776	1.706	2.370	0.626	1.670	0.999	1.151	0.859	1.398	1.785	2.638	0.087	0.046	1.178	-0.265	-0.339	-0.002	0.255	-0.012	-0.117	-0.071	1.201	0.344	0.416	-0.093	-0.034	0.075	0.010
YMR040W	-2.213	0.074	0.440	-0.387	-0.508	0.052	-1.532	-0.060	-0.761	-0.036	-0.111	-0.966	-2.577	-3.190	-1.278	-0.180	2.321	0.205	-0.144	-0.091	0.214	0.565	0.389	-0.086	0.042	-0.128	0.010	-0.729	0.054	-0.495	-0.227	-0.150	-0.118
YMR041C	-0.031	-0.023	0.221	-0.000	-0.033	0.237	0.032	0.099	-0.080	0.025	0.011	-0.806	-0.101	-0.036	-0.012	0.046	-0.112	0.724	1.122	0.096	0.039	-0.008	0.127	0.459	0.531	-0.013	1.399	-0.055	0.739	0.100	0.295	-0.006	0.351
YMR042W	-0.068	0.361	0.685	-0.989	-0.259	0.046	-0.001	-3.121	-0.759	0.111	-1.704	-1.066	-0.135	-1.143	-1.168	-0.153	1.164	-0.775	0.489	0.037	0.162	0.361	-0.011	-0.049	-0.077	0.012	-0.021	0.029	0.041	0.232	-1.356	-0.007	1.037
YMR043W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.015	-0.055	0.922	-0.465	0.313	0.018	0.206	-0.018	0.213	0.003	-0.362	-1.543	-1.314	0.008	0.082	-0.032	-1.592
YMR044W	0.567	-0.287	-0.266	-0.008	-0.501	0.057	0.423	0.014	-0.045	0.195	-1.355	-0.224	0.468	0.010	0.539	-0.716	-0.070	0.035	0.574	-0.043	0.008	1.444	0.791	-0.033	-0.883	0.966	0.367	0.409	0.383	0.302	-0.071	1.698	0.132
YMR047C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.675	1.382	-0.777	-0.043	-1.088	-1.112	0.349	-0.012	0.557	0.218	0.041	0.537	1.086	0.041	-0.551	0.022	0.426
YMR048W	0.037	-0.058	-0.017	1.501	1.762	0.515	0.465	0.087	0.397	1.277	0.956	1.610	0.190	0.153	0.787	1.592	-0.012	0.693	0.274	-0.001	1.427	-0.020	0.718	-0.000	-0.012	1.185	-0.342	1.204	0.001	1.904	0.114	0.344	-0.612
YMR049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.453	1.818	1.398	-0.717	-0.017	0.012	0.390	-0.413	-0.111	-0.036	0.482	-0.134	0.066	-0.169	-0.042	-0.130	0.019
YMR052C-A	0.665	-0.070	0.044	-0.603	-0.009	1.286	-0.030	0.148	-0.060	-0.050	0.058	1.809	-2.035	0.179	-0.008	1.042	0.176	0.673	1.131	0.043	-0.202	0.485	-0.270	-0.836	-0.610	0.147	0.068	1.223	-0.025	-0.002	-0.052	0.133	0.413
YMR052W	-0.293	0.048	-0.198	-0.003	-0.122	1.507	-0.408	0.047	-0.054	-0.006	-0.063	0.800	0.013	0.015	0.057	1.374	0.084	-0.038	0.048	-0.008	-0.096	0.433	0.093	-0.132	0.004	-0.061	-0.240	-0.070	-0.458	-0.008	-1.109	0.021	-0.083
YMR053C	-0.176	-0.018	-1.625	-1.114	-1.087	-0.012	0.009	0.271	0.013	-0.270	-0.274	0.194	0.169	-0.012	-0.229	0.006	-3.809	-12.987	1.423	-0.088	-6.478	-9.413	-0.034	-3.969	-1.995	-10.726	-16.253	-13.972	-7.202	-0.071	-7.468	-12.885	-10.742
YMR054W	-1.876	-0.048	0.204	-1.841	-3.166	-0.090	0.257	-0.001	0.919	-0.143	-0.087	0.146	1.415	-0.025	-0.003	0.341	-0.253	-0.739	0.901	-1.143	-3.568	-3.444	0.568	-0.052	-1.170	-1.065	0.001	-1.109	0.413	-0.294	-2.296	-0.200	0.785
YMR055C	-0.001	-0.046	0.004	1.485	1.086	-0.288	-0.870	-0.001	-1.091	0.006	0.292	0.001	-0.848	-0.833	-0.006	0.037	0.020	0.239	-1.011	0.034	0.373	1.170	-0.046	-0.545	-0.026	0.065	-0.039	-0.071	-0.021	-0.007	-0.364	0.320	0.360
