ORF	hap alpha | cell death | phosphate starvation [unknown] | Gresham D~Botstein D, 2011	hap alpha | cell death | leucine starvation [unknown] | Gresham D~Botstein D, 2011
YML101C	0.002	0.029
YML101C-A	0.002	0.020
YML103C	0.004	0.025
YML104C	0.002	0.023
YML106W	0.002	0.028
YML107C	0.004	0.024
YML108W	0.002	0.031
YML109W	0.003	0.034
YML110C	0.005	0.065
YML111W	0.002	0.029
YML112W	0.029	0.054
YML113W	0.002	0.030
YML115C	0.002	0.071
YML116W	0.000	0.033
YML116W-A	0.002	0.031
YML117W	0.003	0.031
YML118W	0.002	0.025
YML119W	0.000	0.028
YML120C	0.005	0.038
YML121W	0.004	0.011
YML122C	0.013	0.023
YML123C	0.017	0.032
YML124C	0.003	0.026
YML128C	0.003	0.043
YML129C	0.005	0.038
YMR002W	0.002	0.032
YMR003W	0.003	0.041
YMR004W	0.004	0.010
YMR006C	0.003	0.030
YMR007W	0.002	0.027
YMR008C	0.003	0.029
YMR009W	0.002	0.031
YMR010W	0.004	0.028
YMR011W	0.001	0.032
YMR012W	0.002	0.031
YMR015C	0.004	0.057
YMR016C	0.002	0.028
YMR017W	0.002	0.025
YMR018W	0.002	0.027
YMR019W	0.002	0.025
YMR020W	0.002	0.027
YMR021C	0.004	0.022
YMR022W	0.003	0.027
YMR023C	0.003	0.026
YMR025W	0.003	0.031
YMR027W	0.002	0.029
YMR029C	0.001	0.025
YMR030W	0.002	0.024
YMR031W-A	0.003	0.033
YMR034C	0.003	0.026
YMR035W	0.005	0.058
YMR036C	0.001	0.019
YMR037C	0.002	0.026
YMR038C	0.002	0.030
YMR039C	-0.001	0.027
YMR040W	0.002	0.021
YMR041C	0.002	0.032
YMR042W	0.002	0.030
YMR044W	0.003	0.040
YMR048W	0.002	0.023
YMR052C-A	0.002	0.030
YMR052W	0.000	0.024
YMR053C	0.003	0.032
YMR054W	0.004	0.038
YMR055C	0.003	0.030
YMR056C	0.003	0.030
YMR057C	0.002	0.029
YMR058W	0.008	0.017
YMR060C	-0.001	0.038
YMR062C	0.002	0.018
YMR063W	0.003	0.023
YMR064W	0.004	0.110
YMR065W	0.002	0.033
YMR066W	0.000	0.056
YMR069W	0.002	0.030
YMR070W	0.004	NaN
YMR071C	0.002	0.034
YMR072W	0.006	0.112
YMR073C	0.002	0.017
YMR074C	0.002	0.024
YMR075C-A	0.003	0.036
YMR078C	0.003	0.022
YMR080C	0.004	NaN
YMR081C	0.002	0.030
YMR082C	0.003	0.030
YMR083W	0.003	0.034
YMR084W	0.002	0.029
YMR085W	0.002	0.033
YMR086C-A	0.002	0.025
YMR086W	0.002	0.025
YMR087W	0.002	0.028
YMR088C	0.002	0.029
YMR089C	0.004	0.084
YMR090W	0.002	0.029
YMR091C	0.016	NaN
YMR092C	0.002	0.031
YMR095C	0.002	0.027
YMR096W	0.002	0.031
YMR098C	0.005	0.071
YMR099C	0.002	0.047
YMR100W	0.001	-0.002
YMR101C	0.006	0.030
YMR103C	0.003	0.031
YMR104C	0.002	0.032
YMR105C	0.002	0.033
YMR106C	0.004	0.033
YMR107W	0.003	0.031
YMR109W	0.003	0.034
YMR110C	0.002	0.021
YMR111C	0.000	0.036
YMR114C	0.002	0.031
YMR115W	0.002	0.030
YMR116C	0.009	0.009
YMR118C	0.002	0.029
YMR119W	0.001	0.056
YMR119W-A	0.001	0.027
YMR120C	0.002	0.034
YMR122C	0.003	0.031
YMR123W	0.003	0.034
YMR124W	0.001	0.030
YMR125W	0.007	0.021
YMR126C	0.003	0.025
YMR127C	0.002	0.046
YMR129W	0.003	0.035
YMR130W	0.001	0.042
YMR132C	0.002	0.068
YMR133W	0.002	0.028
YMR135C	0.009	0.033
YMR135W-A	0.000	0.017
YMR136W	0.019	NaN
YMR137C	0.002	0.030
YMR138W	0.002	0.030
YMR139W	0.004	0.031
YMR140W	0.002	0.021
YMR141C	0.002	0.028
YMR142C	0.009	0.013
YMR143W	0.002	0.029
YMR144W	0.002	0.031
YMR145C	0.002	0.020
YMR147W	0.002	0.030
YMR148W	0.002	0.032
YMR150C	0.005	0.049
YMR151W	0.005	0.059
YMR152W	0.002	0.027
YMR153C-A	0.002	0.030
YMR153W	0.002	0.028
YMR154C	0.003	0.031
YMR155W	0.002	0.030
YMR156C	0.002	0.028
YMR157C	0.002	0.031
YMR158C-A	0.002	0.027
YMR158W	0.004	0.046
YMR158W-B	0.009	0.031
YMR159C	0.010	0.039
YMR160W	0.003	0.028
YMR161W	0.002	0.025
YMR162C	0.003	0.023
YMR163C	0.003	0.027
YMR164C	0.004	0.023
YMR166C	-0.001	0.044
YMR167W	0.002	-0.005
YMR169C	0.002	0.027
YMR170C	0.003	0.030
YMR171C	0.003	0.032
YMR172C-A	0.002	0.028
YMR173W	0.001	0.015
YMR173W-A	0.002	0.031
YMR174C	0.000	0.035
YMR175W	0.001	0.030
YMR176W	0.002	0.022
YMR177W	0.003	0.028
YMR178W	0.002	0.032
YMR179W	0.003	0.018
YMR180C	0.002	0.031
YMR181C	0.002	0.027
YMR182C	0.000	0.017
YMR183C	0.001	0.033
YMR184W	0.002	0.025
YMR186W	0.002	0.031
YMR187C	0.002	0.026
YMR188C	0.004	0.055
YMR189W	0.005	0.030
YMR190C	-0.000	0.052
YMR191W	0.002	0.027
YMR192W	0.002	0.026
YMR193C-A	0.002	0.030
YMR193W	0.005	0.094
YMR194C-A	0.003	0.027
YMR194W	0.002	0.026
YMR195W	0.005	0.026
YMR196W	0.003	0.029
YMR198W	0.007	0.033
YMR199W	0.002	0.025
YMR201C	0.003	0.025
YMR202W	0.004	0.046
YMR204C	0.002	0.030
YMR205C	0.003	0.036
YMR206W	0.004	0.029
YMR209C	0.002	0.027
YMR210W	0.003	0.028
YMR214W	0.002	0.023
YMR215W	0.001	0.025
YMR216C	-0.001	0.022
YMR219W	0.002	0.023
YMR222C	0.000	0.019
YMR223W	0.002	0.036
YMR224C	0.002	0.013
YMR225C	0.002	0.029
YMR226C	0.003	0.021
YMR228W	0.005	0.071
YMR230W	0.002	0.027
YMR231W	0.019	0.008
YMR232W	0.003	0.028
YMR234W	0.002	0.029
YMR237W	0.001	0.035
YMR238W	0.004	0.034
YMR241W	0.003	0.027
YMR242C	0.005	0.023
YMR243C	0.002	0.023
YMR244C-A	0.004	0.020
YMR244W	0.001	0.031
YMR245W	0.004	0.028
YMR246W	0.002	0.026
YMR247C	0.002	0.066
YMR250W	0.004	0.028
YMR251W	0.002	0.030
YMR251W-A	0.003	0.028
YMR252C	0.002	0.030
YMR253C	0.002	0.019
YMR254C	0.002	0.027
YMR255W	0.003	0.029
YMR256C	0.004	0.037
YMR257C	0.004	0.055
YMR258C	0.003	0.026
YMR259C	0.002	0.031
YMR261C	0.003	0.029
YMR262W	0.003	0.029
YMR263W	0.004	0.018
YMR264W	0.004	0.037
YMR265C	0.001	0.022
YMR267W	0.005	0.057
YMR269W	0.003	0.023
YMR271C	0.002	0.029
YMR272C	0.002	0.055
YMR273C	0.002	0.028
YMR274C	0.003	0.035
YMR275C	0.005	-0.002
YMR276W	0.002	0.047
YMR278W	0.003	0.026
YMR280C	0.001	0.022
YMR282C	0.005	0.098
YMR283C	0.002	0.031
YMR284W	0.004	0.036
YMR285C	0.003	0.033
YMR286W	0.005	0.086
YMR287C	0.005	0.073
YMR289W	0.002	0.029
YMR291W	0.002	0.028
YMR292W	0.002	0.030
YMR293C	0.005	0.056
YMR294W	0.004	0.027
YMR294W-A	0.003	0.033
YMR295C	0.003	0.031
YMR297W	0.002	0.033
YMR298W	-0.001	NaN
YMR299C	0.003	0.028
YMR300C	0.005	NaN
YMR302C	0.003	0.033
YMR303C	0.002	0.030
YMR304C-A	0.002	0.018
YMR304W	0.006	0.040
YMR305C	0.002	0.015
YMR306C-A	0.002	0.031
YMR306W	0.002	0.031
YMR307W	0.015	0.019
YMR310C	0.002	0.029
YMR311C	0.006	0.032
YMR312W	0.005	0.025
YMR313C	0.003	0.026
YMR315W	0.002	0.028
YMR316C-A	0.002	0.029
YMR316C-B	0.003	0.028
YMR316W	0.002	0.028
YMR317W	0.002	0.029
YMR318C	0.002	0.027
YMR320W	0.002	0.021
YMR322C	0.004	0.039
YMR326C	0.003	0.035
YNL001W	0.003	0.048
YNL004W	0.001	0.028
YNL005C	0.004	0.125
YNL008C	0.002	0.031
YNL009W	0.003	0.029
YNL010W	0.002	0.032
YNL011C	0.002	0.032
YNL012W	0.002	0.029
YNL013C	-0.001	0.014
YNL014W	0.003	0.032
YNL015W	-0.001	0.020
YNL016W	0.003	0.058
YNL020C	0.002	0.033
YNL021W	0.005	0.023
YNL022C	0.000	0.043
YNL023C	0.002	0.028
YNL024C	0.002	0.030
YNL025C	-0.001	0.016
YNL027W	0.002	0.002
YNL028W	0.001	0.009
YNL029C	0.003	0.032
YNL031C	0.002	0.031
YNL032W	0.001	0.006
YNL034W	0.005	0.033
YNL035C	0.000	0.056
YNL037C	-0.002	0.031
YNL040W	0.002	0.027
YNL041C	0.003	0.042
YNL042W	0.003	0.033
YNL043C	0.002	0.029
YNL044W	0.002	0.026
YNL045W	0.003	0.029
YNL046W	0.003	0.031
YNL047C	0.002	0.034
YNL049C	0.002	0.024
YNL050C	0.003	0.028
YNL051W	0.003	0.027
YNL052W	0.003	0.043
YNL053W	0.002	0.026
YNL054W	0.003	0.021
YNL055C	0.005	0.076
YNL056W	0.001	0.015
YNL057W	-0.001	0.015
YNL058C	0.003	0.024
YNL059C	0.011	0.039
YNL063W	0.003	0.032
YNL064C	0.003	0.091
YNL065W	0.000	0.006
YNL066W	0.001	0.029
YNL067W	0.001	0.045
YNL068C	0.001	0.020
YNL069C	0.004	0.043
YNL070W	0.004	0.030
YNL071W	0.002	0.054
YNL072W	0.000	0.003
YNL073W	0.005	0.085
YNL076W	0.003	0.045
YNL077W	0.001	0.021
YNL078W	0.002	0.020
YNL079C	0.005	0.030
YNL080C	0.007	0.045
YNL081C	0.004	0.062
YNL082W	NaN	0.022
YNL083W	0.001	0.028
YNL084C	0.002	0.031
YNL085W	0.001	0.034
YNL086W	0.003	0.029
YNL087W	0.002	0.028
YNL089C	0.003	0.035
YNL090W	0.003	0.034
YNL091W	0.005	0.043
YNL092W	0.002	0.025
YNL093W	0.002	0.029
YNL094W	0.003	0.033
YNL095C	0.002	0.030
YNL096C	0.002	0.031
YNL099C	-0.000	0.018
YNL100W	0.001	0.020
YNL101W	0.003	0.031
YNL104C	0.002	0.062
YNL105W	0.002	0.032
YNL106C	0.001	0.041
YNL107W	0.010	0.026
YNL108C	0.002	0.020
YNL109W	0.002	0.032
YNL111C	0.001	0.025
YNL115C	0.001	0.038
YNL116W	0.000	0.028
YNL119W	0.001	0.034
YNL120C	0.001	0.036
YNL121C	0.004	0.018
YNL122C	0.002	0.033
YNL125C	0.002	0.032
YNL127W	0.001	0.023
YNL128W	0.002	0.029
YNL129W	0.002	0.028
YNL130C	0.002	0.027
YNL133C	0.014	0.029
YNL134C	0.002	0.037
YNL135C	-0.003	0.067
YNL136W	0.008	0.019
YNL139C	0.058	0.048
YNL140C	0.004	0.019
YNL141W	0.002	0.029
YNL142W	0.002	0.032
YNL143C	0.000	0.031
YNL144C	0.003	0.033
YNL145W	0.002	0.029
YNL146W	0.002	0.030
YNL147W	0.007	0.023
YNL148C	0.000	0.034
YNL154C	0.003	0.040
YNL155W	0.007	0.026
YNL157W	0.002	0.047
YNL159C	0.005	0.030
YNL160W	0.001	0.040
YNL167C	0.002	0.056
YNL168C	0.000	0.023
YNL170W	0.007	NaN
YNL175C	0.002	0.031
YNL176C	0.002	0.031
YNL177C	0.004	0.013
YNL179C	-0.001	0.041
YNL180C	0.004	0.094
YNL183C	0.002	0.040
YNL184C	0.006	0.117
YNL185C	0.005	0.072
YNL187W	0.001	0.043
YNL190W	0.003	0.008
YNL191W	-0.000	0.017
YNL193W	0.003	0.033
YNL194C	0.001	0.026
YNL195C	0.001	0.023
YNL197C	0.009	0.059
YNL198C	0.002	0.031
YNL199C	0.002	0.031
YNL200C	0.002	0.032
YNL201C	0.002	0.012
YNL202W	0.001	0.033
YNL203C	0.002	0.025
YNL204C	0.004	0.032
YNL205C	0.001	0.044
YNL206C	0.001	0.032
YNL210W	0.003	0.033
YNL211C	0.000	0.038
YNL212W	0.003	0.055
YNL213C	0.005	0.081
YNL214W	0.002	0.025
YNL215W	0.001	0.074
YNL217W	0.002	0.028
YNL218W	0.002	0.021
YNL219C	0.003	0.036
YNL224C	0.001	0.028
YNL225C	0.012	0.069
YNL226W	0.002	0.032
YNL227C	0.002	0.028
YNL228W	0.002	0.041
YNL229C	0.003	0.031
YNL230C	0.003	0.024
YNL231C	0.003	0.032
YNL233W	0.003	0.030
YNL235C	0.003	0.044
YNL236W	0.009	0.082
YNL237W	0.002	0.027
YNL239W	0.001	0.023
YNL241C	0.006	0.040
YNL242W	0.011	0.036
YNL243W	0.029	NaN
YNL248C	0.004	0.028
YNL249C	-0.000	0.018
YNL250W	0.002	0.028
YNL252C	0.005	0.061
YNL253W	0.002	0.026
YNL254C	0.002	0.027
YNL255C	0.005	0.021
YNL257C	0.002	0.033
YNL259C	0.004	0.034
YNL264C	0.002	0.026
YNL265C	0.000	0.012
YNL266W	0.001	0.023
YNL268W	0.002	0.029
YNL269W	0.002	0.027
YNL270C	0.002	0.029
YNL271C	0.004	0.022
YNL273W	0.002	0.022
YNL274C	0.002	0.026
YNL275W	0.002	0.032
YNL278W	0.001	0.038
YNL279W	0.002	0.030
YNL280C	0.005	0.032
YNL281W	0.002	0.009
YNL283C	-0.001	0.017
YNL285W	0.002	0.032
YNL286W	0.002	0.024
YNL288W	0.001	0.043
YNL289W	0.001	0.035
YNL291C	-0.001	0.038
YNL292W	0.003	0.041
YNL293W	0.003	0.028
YNL294C	0.003	0.029
YNL295W	0.002	0.041
YNL296W	0.002	0.040
YNL297C	0.002	-0.000
YNL298W	0.005	0.014
YNL299W	0.001	0.016
YNL300W	0.002	0.027
YNL301C	0.003	0.025
YNL302C	0.004	0.031
YNL303W	0.002	0.030
YNL305C	0.001	0.015
YNL307C	-0.000	0.089
YNL311C	0.002	0.024
YNL314W	0.002	0.029
YNL315C	0.004	0.046
YNL316C	0.003	NaN
YNL318C	0.002	0.029
YNL319W	0.002	0.030
YNL320W	0.002	0.028
YNL321W	0.001	0.031
YNL322C	0.001	0.010
YNL323W	0.008	0.028
YNL324W	0.002	0.019
YNL325C	0.003	0.038
YNL326C	0.000	0.011
YNL327W	0.003	0.026
YNL328C	0.002	0.030
YNL329C	0.001	0.022
YNL330C	0.004	0.016
YNL332W	0.002	0.030
YNL333W	0.000	0.022
YNL334C	0.002	0.032
YNL335W	0.002	0.023
YNL336W	0.002	0.031
YNL338W	0.000	0.005
YNL339C	0.001	0.042
YNR001C	0.003	0.018
YNR002C	0.002	0.030
YNR004W	0.001	0.021
YNR005C	0.002	0.030
YNR007C	0.010	0.039
YNR008W	0.002	0.029
YNR009W	0.002	0.038
YNR010W	0.003	0.053
YNR012W	0.003	0.028
YNR013C	0.003	0.009
YNR014W	0.002	0.027
YNR015W	0.003	0.027
YNR018W	0.002	0.032
YNR019W	0.003	0.024
YNR021W	0.003	0.034
YNR023W	0.008	0.036
YNR024W	0.002	0.023
YNR025C	0.019	0.031
YNR027W	0.001	0.036
YNR028W	0.001	0.030
YNR029C	0.001	0.023
YNR030W	0.004	0.035
YNR031C	0.002	0.018
YNR032C-A	0.002	0.029
YNR033W	0.002	0.026
YNR034W	-0.000	0.044
YNR036C	0.016	NaN
YNR037C	0.004	0.071
YNR039C	0.004	0.034
YNR040W	0.002	0.032
YNR041C	0.006	0.077
YNR042W	0.007	0.083
YNR044W	0.000	0.020
YNR045W	0.005	0.061
YNR048W	0.002	0.021
YNR049C	0.002	0.030
YNR050C	-0.000	0.022
YNR051C	0.002	0.025
YNR052C	0.010	0.050
YNR055C	0.002	0.030
YNR056C	0.002	0.029
YNR057C	0.002	0.028
YNR058W	0.002	0.030
YNR059W	0.001	0.025
YNR060W	0.002	0.021
YNR061C	0.002	0.030
YNR062C	0.002	0.025
YNR063W	0.001	0.019
YNR064C	0.001	0.030
YNR065C	0.002	0.032
YNR066C	0.000	0.027
YNR067C	0.001	0.024
YNR068C	0.000	0.023
YNR069C	0.002	0.024
YNR070W	0.002	0.030
YNR071C	0.002	0.029
YNR072W	0.002	0.029
YNR074C	0.002	0.025
YNR075W	0.002	0.033
YOL001W	0.003	0.037
YOL002C	0.003	0.023
YOL003C	0.003	0.035
YOL004W	0.011	0.018
YOL006C	0.007	0.023
YOL007C	0.002	0.023
YOL008W	0.002	0.038
YOL009C	0.016	0.033
YOL011W	0.002	0.045
YOL012C	0.013	0.034
YOL013C	0.001	0.034
YOL013W-B	0.002	0.029
YOL014W	0.002	0.028
YOL015W	0.002	0.027
YOL016C	0.002	0.031
YOL017W	0.003	0.029
YOL018C	0.004	0.018
YOL019W	-0.000	0.024
YOL020W	0.002	0.052
YOL023W	0.005	0.034
YOL024W	0.002	0.029
YOL025W	0.003	0.028
YOL027C	0.003	0.018
YOL028C	0.004	0.022
YOL029C	0.002	0.030
YOL030W	0.002	0.030
YOL031C	0.003	0.021
YOL032W	0.002	0.031
YOL033W	0.005	0.052
YOL035C	0.002	0.031
YOL036W	0.002	0.033
YOL037C	0.002	0.024
YOL039W	0.003	0.031
YOL041C	0.000	0.023
YOL042W	0.000	0.032
YOL043C	0.003	0.029
YOL044W	0.005	0.010
YOL045W	0.003	0.039
YOL046C	0.002	0.032
YOL047C	0.002	0.030
YOL048C	0.002	0.030
YOL049W	0.004	0.025
YOL050C	0.004	0.023
YOL051W	0.005	0.050
YOL052C	0.003	0.017
YOL052C-A	0.001	0.023
YOL053W	0.003	0.038
YOL054W	0.002	0.033
YOL055C	0.002	0.031
YOL057W	0.002	0.030
YOL059W	0.002	0.031
YOL060C	0.003	0.036
YOL061W	0.002	0.025
YOL062C	0.002	0.027
YOL063C	0.002	0.031
YOL065C	0.002	0.033
YOL068C	0.003	0.026
YOL070C	0.002	0.030
YOL071W	0.004	0.009
YOL072W	0.009	0.031
YOL075C	0.003	0.027
YOL076W	0.015	0.065
YOL079W	0.002	0.029
YOL080C	0.002	0.029
YOL081W	0.007	0.122
YOL082W	0.002	0.031
YOL083W	0.005	0.071
YOL084W	0.002	0.030
YOL085C	0.002	0.029
YOL086C	0.002	0.029
YOL087C	0.003	0.023
YOL088C	0.000	0.018
YOL089C	0.002	0.027
YOL090W	0.006	0.033
YOL091W	0.003	0.056
YOL092W	0.002	0.031
YOL095C	0.005	0.098
YOL096C	0.006	0.051
YOL098C	0.003	0.034
YOL099C	0.001	0.040
YOL100W	0.002	0.022
YOL101C	0.002	0.028
YOL103W	0.002	0.030
YOL104C	0.003	0.032
YOL105C	0.002	0.034
YOL106W	0.002	0.031
YOL107W	0.000	0.041
YOL108C	0.002	0.062
YOL109W	0.003	0.038
YOL110W	0.003	0.059
YOL112W	0.002	0.027
YOL113W	0.002	0.020
YOL114C	0.002	0.029
YOL115W	0.004	0.038
YOL116W	0.002	0.027
YOL117W	0.003	0.034
YOL118C	0.003	0.030
YOL119C	0.002	0.032
YOL122C	0.002	0.032
YOL124C	0.002	0.023
YOL125W	0.004	0.035
YOL126C	0.003	0.020
YOL128C	0.001	0.040
YOL129W	0.007	0.013
YOL131W	0.002	0.036
YOL136C	0.002	0.031
YOL138C	0.002	0.071
YOL141W	0.002	0.033
YOL150C	0.002	0.031
YOL151W	0.001	0.032
YOL152W	0.002	0.025
YOL155C	0.002	0.026
YOL158C	0.002	0.031
YOL159C	0.003	0.033
YOL160W	0.002	0.034
YOL162W	0.002	0.047
YOL163W	0.002	0.031
YOR001W	0.008	0.011
YOR002W	0.004	0.029
YOR003W	0.002	0.027
YOR005C	0.001	0.011
YOR006C	0.002	0.033
YOR008C	0.002	0.027
YOR008C-A	0.003	0.037
YOR009W	0.002	0.029
YOR010C	0.002	0.029
YOR011W	0.002	0.029
YOR012W	0.001	0.033
YOR013W	0.002	0.030
YOR014W	0.007	-0.000
YOR015W	0.002	0.034
YOR016C	0.003	0.033
YOR017W	0.002	0.028
YOR018W	0.004	0.093
YOR019W	0.002	0.029
YOR021C	0.003	0.029
YOR022C	0.003	0.030
YOR023C	0.002	0.027
YOR024W	0.002	0.026
YOR025W	0.002	0.027
YOR026W	0.006	0.048
YOR028C	0.003	0.026
YOR029W	0.003	0.030
YOR030W	0.002	0.027
YOR032C	0.003	0.030
YOR033C	0.001	0.025
YOR034C	0.002	0.028
YOR035C	0.003	0.035
YOR037W	0.003	0.040
YOR038C	0.001	0.037
YOR039W	0.009	0.031
YOR040W	0.003	0.028
YOR041C	0.003	0.023
YOR042W	0.003	0.024
YOR043W	0.000	0.019
YOR044W	0.002	0.029
YOR045W	0.004	0.025
YOR047C	0.002	0.026
YOR049C	0.002	0.030
YOR050C	0.002	0.026
YOR051C	0.002	0.032
YOR052C	0.002	0.030
YOR053W	0.003	0.032
YOR054C	0.001	0.020
YOR055W	0.003	0.030
YOR058C	0.004	0.034
YOR059C	0.003	0.029
YOR061W	0.002	0.055
YOR062C	0.002	0.033
YOR064C	0.003	0.025
YOR065W	0.005	0.034
YOR066W	0.002	0.027
YOR067C	0.003	0.029
YOR068C	0.002	0.022
YOR069W	0.003	0.025
YOR070C	0.005	0.023
YOR071C	0.002	0.026
YOR072W	0.002	0.029
YOR073W	0.003	0.035
YOR076C	-0.000	0.032
YOR078W	0.001	0.035
YOR079C	0.002	0.029
YOR081C	0.002	0.021
YOR082C	0.002	0.039
YOR083W	0.003	0.042
YOR084W	0.002	0.031
YOR085W	0.002	0.027
YOR086C	0.002	0.026
YOR087W	0.003	0.030
YOR089C	0.006	0.022
YOR090C	0.002	0.031
YOR091W	0.002	0.030
YOR092W	0.002	0.025
YOR093C	0.002	0.038
YOR094W	0.002	0.029
YOR096W	0.004	0.050
YOR097C	0.002	0.026
YOR099W	0.002	0.024
YOR100C	0.001	0.027
YOR101W	0.003	0.028
YOR104W	0.003	0.027
YOR105W	0.002	0.021
YOR107W	0.002	0.027
YOR108W	0.002	0.027
YOR109W	0.002	0.030
YOR111W	0.003	0.027
YOR112W	0.002	0.026
YOR113W	0.003	0.039
YOR114W	0.002	0.028
YOR115C	0.002	0.027
YOR118W	0.003	0.034
YOR120W	0.002	0.023
YOR123C	0.001	0.026
YOR124C	0.001	0.010
YOR125C	0.006	0.095
YOR126C	0.002	0.028
YOR127W	0.004	0.103
YOR128C	0.002	NaN
YOR129C	0.003	0.028
YOR130C	0.008	0.034
YOR131C	0.001	0.032
YOR132W	0.003	0.025
YOR133W	0.002	0.024
YOR135C	0.002	0.031
YOR136W	0.002	0.032
YOR137C	0.003	0.044
YOR138C	0.002	0.009
YOR139C	0.003	0.018
YOR140W	0.001	0.040
YOR141C	0.001	0.059
YOR142W	0.003	0.025
YOR144C	0.001	0.025
YOR147W	0.002	0.031
YOR150W	0.003	0.081
YOR152C	0.003	0.030
YOR153W	0.002	0.031
YOR154W	0.002	0.023
YOR155C	0.003	0.076
YOR156C	0.003	0.021
YOR162C	0.002	0.019
YOR163W	0.002	0.020
YOR165W	0.002	0.022
YOR166C	0.003	0.029
YOR167C	0.002	0.028
YOR170W	0.002	0.029
YOR171C	0.009	0.009
YOR172W	0.003	0.026
YOR173W	0.002	0.025
YOR175C	0.002	0.027
YOR177C	0.003	0.026
YOR178C	0.000	0.021
YOR179C	0.003	0.034
YOR182C	0.002	0.027
YOR183W	0.004	0.040
YOR185C	0.003	0.031
YOR186W	0.002	0.030
YOR187W	0.006	NaN
YOR188W	0.002	0.028
YOR189W	0.005	0.026
YOR190W	0.002	0.031
YOR191W	0.009	0.056
YOR192C	0.001	0.032
YOR193W	0.002	0.030
YOR195W	0.003	0.029
YOR196C	0.006	0.062
YOR197W	0.002	0.030
YOR202W	0.002	0.030
YOR208W	0.002	0.027
YOR209C	0.006	0.021
YOR211C	0.007	0.064
YOR212W	0.002	0.066
YOR213C	0.002	0.025
YOR214C	0.002	0.032
YOR215C	0.003	0.017
YOR216C	0.002	0.048
YOR219C	0.002	0.024
YOR220W	0.003	0.028
YOR222W	0.003	0.039
YOR223W	0.003	0.026
YOR225W	0.002	0.031
YOR226C	0.002	0.044
YOR227W	0.002	0.030
YOR228C	0.002	0.031
YOR229W	0.001	0.029
YOR230W	0.004	0.034
YOR231W	0.003	0.035
YOR233W	0.002	0.023
YOR234C	0.002	0.030
YOR235W	0.004	0.035
YOR237W	0.002	0.030
YOR238W	0.002	0.030
YOR239W	0.002	0.031
YOR242C	0.002	0.027
YOR243C	-0.000	0.064
YOR245C	0.002	0.031
YOR246C	0.004	0.032
YOR247W	0.002	0.036
YOR248W	0.002	0.031
YOR251C	0.002	0.028
YOR252W	0.002	0.030
YOR253W	-0.000	0.031
YOR255W	0.002	0.030
YOR258W	0.011	0.022
YOR263C	0.002	0.031
YOR264W	0.002	0.031
YOR265W	0.002	0.050
YOR266W	0.002	0.029
YOR267C	0.001	0.011
YOR268C	0.002	0.031
YOR269W	-0.001	0.024
YOR270C	0.007	0.038
YOR271C	0.003	0.028
YOR273C	0.002	0.034
YOR274W	0.002	0.031
YOR275C	0.003	0.028
YOR276W	0.002	0.023
YOR277C	0.003	0.010
YOR279C	0.003	0.021
YOR280C	0.002	0.030
YOR283W	0.003	0.032
YOR284W	0.002	0.029
YOR285W	0.002	0.042
YOR286W	0.004	0.042
YOR289W	0.003	0.032
YOR291W	0.003	0.059
YOR292C	0.005	0.012
YOR293W	0.001	0.032
YOR295W	0.002	0.027
YOR296W	0.002	0.028
YOR297C	0.001	0.031
YOR298C-A	0.002	0.039
YOR298W	0.002	0.027
YOR299W	0.003	0.035
YOR300W	0.003	0.033
YOR301W	0.003	0.022
YOR302W	0.005	0.033
YOR303W	0.005	0.017
YOR304C-A	0.002	0.035
YOR304W	0.003	0.014
YOR305W	0.004	0.042
YOR306C	0.002	0.085
YOR307C	0.002	0.029
YOR308C	0.002	0.030
YOR309C	0.001	0.021
YOR311C	0.000	0.019
YOR312C	0.007	0.029
YOR313C	0.000	0.028
YOR314W	0.003	0.026
YOR315W	0.007	0.047
YOR316C	0.002	0.030
YOR317W	0.002	0.026
YOR318C	0.005	0.068
YOR320C	0.002	0.032
YOR321W	0.002	0.026
YOR322C	0.004	0.024
YOR323C	0.004	0.021
YOR324C	0.002	0.029
YOR325W	0.002	0.033
YOR327C	0.002	0.043
YOR328W	0.002	0.031
YOR330C	0.004	0.082
YOR331C	0.020	0.063
YOR332W	0.016	0.043
YOR333C	0.003	0.036
YOR334W	0.004	0.044
YOR337W	0.003	0.058
YOR338W	0.002	0.031
YOR339C	0.002	0.030
YOR342C	0.002	0.025
YOR343C	0.002	0.031
YOR344C	0.002	0.022
YOR345C	0.002	0.029
YOR346W	0.002	0.031
YOR347C	0.002	0.027
YOR348C	0.002	0.029
YOR349W	0.003	0.022
YOR350C	0.003	0.028
YOR351C	0.002	0.030
YOR355W	0.002	0.028
YOR356W	0.001	0.036
YOR357C	-0.000	0.049
YOR358W	0.001	0.049
YOR359W	0.002	0.031
YOR360C	-0.001	0.009
YOR363C	0.002	0.028
YOR364W	0.003	0.048
YOR365C	0.002	0.029
YOR366W	0.002	0.026
YOR367W	0.002	0.031
YOR368W	0.002	0.013
YOR369C	0.000	0.049
YOR371C	0.002	0.040
YOR374W	0.003	0.022
YOR375C	0.005	0.002
YOR376W	0.002	0.006
YOR377W	0.002	0.023
YOR378W	0.002	0.028
YOR379C	0.003	0.032
YOR381W	0.002	0.029
YOR382W	0.002	0.029
YOR383C	0.002	0.030
YOR384W	0.002	0.028
YOR385W	0.002	0.032
YOR386W	0.002	0.029
YPL001W	0.003	0.030
YPL002C	0.012	0.022
YPL003W	0.001	0.029
