ORF	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YKR043C	-0.200	-0.200
YKR044W	-0.350	-0.610
YKR045C	-1.450	-1.110
YKR046C	1.230	-0.310
YKR047W	-0.570	-1.340
YKR048C	3.320	-1.180
YKR049C	0.250	-0.500
YKR050W	0.260	1.340
YKR051W	0.570	0.750
YKR052C	-0.240	0.410
YKR053C	-0.120	0.320
YKR054C	1.380	2.070
YKR055W	0.510	3.400
YKR056W	0.780	0.930
YKR057W	0.840	-1.360
YKR058W	-0.150	-0.070
YKR059W	0.940	1.860
YKR060W	-1.250	-1.120
YKR061W	0.400	0.530
YKR064W	0.910	0.160
YKR065C	0.820	1.310
YKR066C	-1.230	-1.450
YKR067W	-0.960	-1.630
YKR069W	-0.690	-1.910
YKR070W	-0.510	-1.450
YKR072C	0.110	-1.850
YKR073C	0.930	-0.510
YKR074W	3.450	-0.090
YKR075C	0.210	-0.110
YKR076W	-0.340	-0.710
YKR077W	0.190	-0.460
YKR078W	-0.710	-0.480
YKR080W	-0.930	-1.160
YKR082W	5.630	5.060
YKR084C	0.100	-0.860
YKR085C	0.090	-0.550
YKR087C	-1.540	-2.270
YKR088C	-1.030	-1.560
YKR089C	-1.070	-0.700
YKR090W	-0.280	-0.220
YKR091W	-0.470	-0.410
YKR092C	1.650	0.410
YKR093W	-0.010	-1.100
YKR094C	1.670	4.300
YKR095W	-0.410	-0.570
YKR096W	-0.190	-1.140
YKR097W	-1.270	-1.060
YKR098C	-1.980	-2.340
YKR099W	-0.930	-1.660
YKR100C	-0.250	-0.880
YKR101W	-0.210	-0.020
YKR102W	0.490	-1.310
YKR103W	-0.190	-0.700
YKR104W	0.360	0.070
YKR105C	-0.490	-0.800
YKR106W	0.490	0.480
YLL001W	-0.030	-0.500
YLL002W	-0.800	-0.960
YLL005C	-0.840	-0.840
YLL006W	-1.230	-1.110
YLL007C	0.780	-0.890
YLL009C	-0.380	-0.090
YLL010C	0.550	0.580
YLL012W	0.880	1.210
YLL013C	-0.600	-0.880
YLL014W	-0.580	-0.050
YLL015W	-1.370	-1.250
YLL016W	-0.440	-0.410
YLL017W	-0.130	0.100
YLL018C-A	0.410	-0.090
YLL019C	-0.210	0.180
YLL020C	0.610	0.660
YLL021W	0.380	-0.200
YLL023C	-0.500	-0.500
YLL024C	-0.450	-0.540
YLL025W	-0.140	-0.290
YLL026W	0.410	0.030
YLL027W	0.280	1.410
YLL028W	4.460	-3.070
YLL029W	-2.280	1.130
YLL030C	0.970	0.140
YLL032C	0.000	0.790
YLL033W	-0.740	-1.130
YLL038C	-2.600	1.370
YLL039C	-0.100	0.480
YLL040C	-2.600	0.900
YLL041C	-0.930	-0.580
YLL042C	5.650	-2.110
YLL043W	1.080	-2.710
YLL044W	2.850	2.130
YLL045C	3.340	2.910
YLL046C	-0.360	-0.570
YLL047W	-0.480	-0.400
YLL048C	0.410	0.070
YLL049W	0.320	0.100
YLL051C	1.240	1.510
YLL052C	-0.140	-0.120
YLL053C	-1.020	0.330
YLL054C	-0.030	0.400
YLL055W	-0.610	0.260
YLL056C	-0.750	-0.510
YLL057C	-1.230	-1.280
YLL058W	0.020	0.230
YLL059C	0.010	0.610
YLL060C	0.250	0.110
YLL061W	-0.340	-0.970
YLL062C	-0.530	-0.670
YLL063C	-0.400	-0.490
YLR001C	0.000	0.250
YLR003C	-0.050	0.790
YLR004C	-0.030	-0.060
YLR006C	-0.910	0.820
YLR011W	-1.020	-0.820
YLR012C	-0.440	-0.080
YLR013W	0.150	0.010
YLR014C	-0.660	-0.370
YLR015W	1.340	0.350
YLR016C	0.180	-0.140
YLR017W	-0.650	-0.730
YLR018C	1.370	0.990
YLR019W	-1.050	-0.270
YLR020C	0.100	0.100
YLR021W	0.710	1.090
YLR023C	-1.350	-1.310
YLR024C	0.710	-0.060
YLR025W	-0.050	5.000
YLR027C	0.440	3.750
YLR028C	-1.100	-0.180
YLR030W	-0.450	-0.250
YLR031W	-0.440	-0.260
YLR032W	0.980	0.450
YLR034C	-0.230	0.740
YLR035C	-0.450	0.000
YLR036C	-0.480	-0.280
YLR037C	0.380	0.500
YLR038C	1.020	0.060
YLR039C	-0.490	2.160
YLR040C	0.630	1.120
YLR041W	-0.110	0.180
YLR042C	-1.600	-1.080
YLR043C	-1.630	-1.080
YLR044C	0.110	1.590
YLR046C	1.210	-0.500
YLR047C	2.750	-4.150
YLR048W	NaN	NaN
YLR049C	-2.560	-2.680
YLR050C	0.260	0.510
YLR052W	-2.180	-1.210
YLR053C	-0.110	0.570
YLR054C	0.330	1.040
YLR055C	0.720	-3.040
YLR056W	4.490	1.770
YLR057W	-0.260	0.150
YLR058C	0.670	0.540
YLR059C	0.740	1.540
YLR061W	-0.410	-0.180
YLR062C	3.270	2.360
YLR063W	1.880	1.650
YLR064W	-0.130	-0.970
YLR065C	-0.290	0.370
YLR067C	-0.180	-1.470
YLR068W	NaN	NaN
YLR069C	1.280	0.770
YLR070C	0.170	0.800
YLR072W	0.830	1.090
YLR073C	-1.080	-1.090
YLR074C	2.510	3.570
YLR077W	1.430	2.460
YLR079W	1.880	1.310
YLR080W	0.940	0.080
YLR081W	-2.050	-1.920
YLR082C	-0.600	-0.910
YLR083C	-0.090	1.020
YLR084C	-1.860	-1.410
YLR085C	0.620	2.460
YLR087C	6.990	2.340
YLR089C	-0.830	0.310
YLR090W	-0.090	0.000
YLR091W	-1.440	-1.020
YLR092W	-0.060	0.250
YLR093C	0.070	2.390
YLR094C	-0.160	1.280
YLR095C	2.020	0.900
YLR096W	0.360	0.390
YLR097C	-0.030	0.010
YLR098C	0.360	0.170
YLR099C	-0.770	-0.240
YLR102C	-1.240	-1.180
YLR104W	-2.100	-2.340
YLR107W	0.110	0.310
YLR108C	-0.920	-0.600
YLR109W	-1.320	-0.260
YLR110C	2.880	-0.220
YLR111W	0.770	-1.240
YLR112W	1.180	1.370
YLR113W	-0.840	1.500
YLR114C	2.200	2.370
YLR118C	0.650	-0.150
YLR119W	1.090	4.360
YLR120C	-0.140	0.150
YLR121C	-1.100	-0.810
YLR122C	-1.520	-1.570
YLR123C	-0.430	-0.560
YLR124W	-0.250	-0.630
YLR125W	-0.660	-0.220
YLR126C	1.190	1.560
YLR128W	0.020	0.670
YLR130C	-0.070	0.500
YLR131C	-1.570	-2.050
YLR133W	-0.300	-0.020
YLR134W	-1.160	-0.560
YLR135W	-0.620	-0.270
YLR136C	-0.830	-0.520
YLR137W	-2.290	-2.300
YLR138W	1.640	-4.290
YLR139C	-0.050	-0.940
YLR142W	-0.390	-1.190
YLR143W	-0.190	0.080
YLR144C	-0.520	-0.330
YLR146C	-0.630	-0.440
YLR148W	NaN	NaN
YLR149C	-1.530	-0.290
YLR150W	0.410	1.600
YLR151C	-0.950	-0.860
YLR152C	-1.210	-0.750
YLR154C	0.040	-0.280
YLR164W	-2.720	-2.560
YLR165C	-2.070	-2.350
YLR168C	0.270	0.700
YLR169W	-4.330	0.380
YLR170C	-3.930	-0.090
YLR171W	-3.830	-0.070
YLR172C	-1.220	-0.820
YLR173W	-2.180	-2.160
YLR174W	-0.730	-1.640
YLR176C	0.590	-0.550
YLR177W	0.400	-0.520
YLR178C	-0.070	-0.440
YLR179C	0.340	0.030
YLR180W	0.740	0.990
YLR181C	-0.880	-1.590
YLR182W	NaN	NaN
YLR183C	0.120	-0.300
YLR184W	1.080	-2.740
YLR185W	1.720	1.400
YLR187W	0.080	-0.490
YLR188W	-1.120	-1.720
YLR189C	-0.180	-0.790
YLR190W	0.470	-0.220
YLR191W	0.300	1.540
YLR192C	5.140	4.760
YLR193C	1.800	3.030
YLR194C	0.550	0.190
YLR199C	-0.710	-0.870
YLR200W	1.990	0.700
YLR201C	-2.030	-1.850
YLR202C	-0.920	-1.090
YLR203C	-0.390	-0.350
YLR204W	-0.210	-0.750
YLR205C	-0.240	-0.430
YLR206W	-1.320	-1.300
YLR207W	0.850	0.600
YLR209C	2.670	-1.720
YLR210W	0.930	0.550
YLR211C	-0.650	-1.760
YLR213C	0.130	-0.200
YLR214W	-0.400	-1.260
YLR216C	0.310	-1.800
YLR217W	0.900	-0.710
YLR218C	0.310	0.200
YLR219W	0.100	0.160
YLR220W	0.790	-0.380
YLR221C	0.040	0.020
YLR224W	1.120	-0.150
YLR225C	-0.360	-0.250
YLR226W	NaN	NaN
YLR227C	-0.410	-0.390
YLR228C	0.860	1.070
YLR231C	-0.030	-0.080
YLR232W	1.340	1.740
YLR233C	-1.000	-1.460
YLR234W	0.270	1.140
YLR235C	2.570	2.340
YLR236C	-1.650	0.430
YLR237W	-0.360	-1.080
YLR238W	-1.310	-0.740
YLR239C	-1.940	-2.260
YLR240W	NaN	NaN
YLR241W	-0.520	-0.380
YLR242C	4.990	0.540
YLR244C	NaN	NaN
YLR246W	0.710	0.470
YLR247C	0.450	1.510
YLR248W	-0.280	0.340
YLR250W	0.900	0.660
YLR251W	-0.500	0.070
YLR252W	-0.390	0.710
YLR253W	1.500	2.830
YLR254C	-0.330	-0.140
YLR255C	-0.600	-0.130
YLR257W	0.040	-0.140
YLR258W	-1.430	-2.530
YLR260W	NaN	NaN
YLR261C	-0.640	1.900
YLR262C	0.030	3.550
YLR262C-A	0.540	0.910
YLR263W	-0.350	-0.130
YLR264W	-0.080	6.770
YLR265C	-0.200	-1.060
YLR266C	0.540	0.840
YLR267W	0.030	-0.420
YLR268W	-3.890	-1.910
YLR269C	-1.760	0.460
YLR270W	NaN	NaN
YLR271W	-2.040	-2.200
YLR273C	-0.860	-1.260
YLR278C	-2.210	-2.330
YLR279W	-0.260	-0.740
YLR280C	-0.130	-0.760
YLR281C	0.280	0.060
YLR282C	-0.480	-1.610
YLR283W	-0.620	-0.860
YLR284C	-0.810	-0.910
YLR285W	0.050	0.570
YLR286C	1.090	0.830
YLR287C	0.050	-0.280
YLR287C-A	0.150	2.060
YLR288C	-1.470	0.890
YLR289W	-0.370	1.200
YLR290C	-0.930	-1.210
YLR292C	1.650	0.290
YLR294C	0.600	0.110
YLR295C	-1.480	-1.460
YLR296W	-0.270	-0.960
YLR297W	-0.560	-1.340
YLR299W	-0.230	-0.520
YLR300W	-0.070	-0.430
YLR303W	-0.460	-0.940
YLR304C	-1.370	1.930
YLR306W	1.170	-0.380
YLR307W	0.350	-0.270
YLR308W	-1.110	-1.590
YLR309C	-1.390	-2.100
YLR311C	-1.190	-1.820
YLR312C	-0.980	-1.170
YLR312W-A	0.250	0.140
YLR313C	-0.590	-1.690
YLR315W	0.300	0.050
YLR318W	-1.040	-1.890
YLR319C	0.870	-0.570
YLR320W	NaN	NaN
YLR322W	-1.360	8.290
YLR324W	-0.540	-0.820
YLR325C	0.630	-1.350
YLR326W	-1.150	-1.790
YLR327C	-1.830	-2.320
YLR328W	-0.870	-1.560
YLR329W	0.340	-0.800
YLR330W	1.630	3.590
YLR331C	0.340	-0.290
YLR332W	1.230	0.670
YLR333C	-0.510	0.350
YLR334C	0.600	0.080
YLR335W	0.370	-0.530
YLR337C	0.010	3.830
YLR338W	0.390	-0.960
YLR341W	-0.330	-0.720
YLR342W	1.410	0.490
YLR343W	-0.730	-0.990
YLR344W	-1.300	-1.420
YLR345W	-0.660	-1.260
YLR346C	0.080	0.170
YLR348C	1.100	0.880
YLR349W	-0.390	-0.570
YLR350W	-1.530	2.480
YLR351C	0.890	0.380
YLR352W	0.600	0.270
YLR353W	0.170	-0.220
YLR354C	0.980	0.340
YLR356W	-0.320	-0.730
YLR357W	NaN	NaN
YLR358C	-1.510	-2.060
YLR360W	-2.590	5.550
YLR361C	-1.560	0.460
YLR362W	-1.690	-2.340
YLR363C	-0.130	-0.110
YLR364W	0.040	-0.690
YLR365W	0.770	0.590
YLR366W	2.470	4.200
YLR367W	2.050	3.380
YLR368W	0.180	-0.370
YLR369W	NaN	NaN
YLR370C	-0.420	-0.300
YLR371W	-0.010	-3.490
YLR372W	4.290	0.140
YLR373C	0.870	1.900
YLR374C	-0.730	2.350
YLR375W	0.150	-0.220
YLR376C	-0.740	-1.270
YLR377C	0.040	-0.070
YLR380W	0.920	-0.130
YLR381W	0.680	0.170
YLR382C	-0.265	-0.830
YLR384C	-1.800	-2.330
YLR385C	1.140	1.000
YLR386W	2.430	3.250
YLR387C	0.950	-0.060
YLR388W	0.510	2.420
YLR389C	-0.620	-1.130
YLR390W	-0.420	-0.350
YLR390W-A	-1.275	-1.700
YLR392C	-1.680	-2.100
YLR393W	1.720	1.790
YLR394W	0.270	0.460
YLR395C	1.320	0.650
YLR396C	NaN	NaN
YLR398C	1.850	1.480
YLR399C	NaN	NaN
YLR400W	0.820	0.850
YLR401C	0.450	0.020
YLR402W	1.410	-1.840
YLR403W	NaN	NaN
YLR404W	0.710	-1.360
YLR405W	0.750	-0.270
YLR406C	NaN	NaN
YLR407W	1.740	3.340
YLR408C	-1.530	-1.960
YLR410W	-0.950	-1.360
YLR412W	2.610	-0.120
YLR413W	0.870	-0.170
YLR414C	1.100	3.710
YLR415C	0.660	-0.140
YLR416C	0.630	0.540
YLR417W	1.340	6.490
YLR418C	-1.400	-0.530
YLR420W	1.600	2.850
YLR421C	-0.590	-1.060
YLR422W	0.550	1.170
YLR423C	3.750	-1.250
YLR425W	-1.180	-2.750
YLR426W	-1.040	-1.710
YLR427W	-1.320	-1.630
YLR428C	-0.660	-1.070
YLR429W	2.410	1.590
YLR431C	1.160	-1.960
YLR432W	-0.590	-0.800
YLR433C	0.870	0.960
YLR434C	1.680	3.250
YLR435W	-2.120	-2.580
YLR436C	0.340	-2.250
YLR437C	0.770	0.530
YLR438W	-1.280	-1.710
YLR439W	-2.020	-2.200
YLR441C	-1.790	-0.660
YLR442C	-0.740	-0.810
YLR443W	-1.300	-1.430
YLR444C	1.130	0.320
YLR445W	-0.170	-0.170
YLR446W	-0.270	1.240
YLR447C	-1.310	-2.520
YLR448W	-0.650	-1.520
YLR449W	0.750	1.470
YLR450W	0.960	2.740
YLR451W	-0.260	-1.380
YLR452C	0.580	-3.870
YLR453C	1.350	1.600
YLR454W	-0.510	-0.530
YLR455W	0.010	-0.530
YLR456W	0.970	0.870
YLR460C	-0.650	-0.640
YLR461W	0.310	0.070
YML001W	-0.440	4.830
YML002W	-0.850	-0.140
YML003W	-0.860	-1.110
YML004C	-0.510	-0.740
YML005W	-1.750	-1.960
YML006C	0.600	-0.760
YML007W	0.240	0.360
YML008C	3.100	4.590
YML009C	0.505	0.190
YML009C-A	0.140	0.740
YML009W-B	NaN	NaN
YML011C	0.850	1.820
YML012C-A	0.740	5.580
YML012W	0.060	-1.220
YML013W	-0.430	0.720
YML014W	1.200	-1.700
YML016C	1.450	4.030
YML017W	-1.520	-1.310
YML018C	0.570	0.180
YML019W	-1.340	-1.230
YML020W	0.040	0.300
YML021C	1.240	2.430
YML022W	3.280	5.590
YML024W	NaN	NaN
YML026C	-0.670	2.630
YML027W	-0.740	-0.280
YML028W	0.060	0.270
YML029W	-0.290	-0.300
YML030W	0.640	-0.050
YML032C	1.900	1.620
YML034W	0.055	-0.595
YML034C-A	-0.300	-0.870
YML035C	1.135	0.575
YML036W	-2.050	-2.420
YML037C	-0.100	0.100
YML038C	0.890	0.240
YML041C	0.680	2.220
YML042W	-0.250	-0.190
YML047C	-1.290	-1.810
YML047W-A	-0.120	-0.900
YML048W	-1.610	-1.760
YML050W	-0.930	-1.200
YML051W	-0.390	-0.850
YML052W	-1.520	-0.860
YML053C	0.150	0.610
YML054C	-0.780	-0.610
YML055W	0.790	1.600
YML056C	-1.010	-1.250
YML057C-A	-1.840	-2.270
YML057W	-0.720	-1.050
YML058W	-1.770	-1.970
YML059C	-1.690	-2.290
YML060W	-1.670	-2.040
YML061C	0.640	1.860
YML062C	-1.080	-0.540
YML063W	NaN	NaN
YML066C	0.420	-1.290
YML067C	-1.400	-2.250
YML068W	-0.960	-1.240
YML070W	0.010	-0.360
YML071C	-0.240	0.260
YML072C	0.040	0.410
YML073C	5.160	6.550
YML074C	-1.320	-1.000
YML075C	-2.550	-2.520
YML076C	-0.290	-0.290
YML078W	-1.150	-1.350
YML079W	-0.230	-0.170
YML080W	0.390	-0.350
YML081C-A	0.110	-0.470
YML081W	0.600	-0.800
YML082W	-0.500	-1.520
YML083C	-0.300	-1.220
YML084W	-0.730	-1.470
YML086C	-0.295	0.660
YML087C	-1.160	-1.860
YML088W	0.290	0.000
YML089C	-1.080	-1.310
YML090W	0.470	0.170
YML094C-A	-1.040	-2.480
YML094W	-3.510	-3.850
YML095C	-1.270	-1.440
YML096W	-0.090	0.960
YML097C	-1.850	2.100
YML099C	-1.350	-1.720
YML100W	-0.840	-1.030
YML099W-A	-0.460	-0.860
YML101C	0.090	0.060
YML101C-A	1.580	3.970
YML102W	2.680	6.160
YML103C	2.210	0.700
YML104C	-0.310	0.430
YML106W	0.170	-0.600
YML107C	0.300	-0.740
YML108W	0.550	-0.520
YML109W	-1.170	-1.700
YML110C	0.070	1.150
YML111W	-0.190	-1.380
YML112W	1.230	2.180
YML113W	0.640	1.750
YML115C	-1.740	-2.670
YML116W	0.700	0.500
YML116W-A	1.540	2.220
YML117W	0.770	0.930
YML118W	1.420	1.560
YML119W	1.990	1.740
YML120C	-0.800	-0.830
YML121W	-1.330	-2.540
YML122C	-0.730	-1.360
YML123C	-1.360	-2.820
YML124C	-0.280	-0.480
YML128C	0.250	-0.140
YML129C	0.930	1.150
YML131W	1.420	1.250
YMR002W	-0.690	-0.570
YMR003W	-0.170	-0.290
YMR004W	0.870	0.440
YMR006C	-0.780	-0.710
YMR007W	-0.640	-1.610
YMR008C	-1.870	-2.660
YMR009W	-0.170	-0.590
YMR010W	-2.580	-1.300
YMR011W	-0.080	-0.150
YMR012W	-0.200	-0.250
YMR014W	-0.180	-1.330
YMR015C	3.500	0.310
YMR016C	1.250	-1.190
YMR017W	-0.270	0.300
YMR018W	-0.480	0.030
YMR019W	-0.840	-0.590
YMR020W	-0.090	0.060
YMR021C	-0.180	-0.930
YMR022W	-1.190	-1.770
YMR023C	-0.070	-0.210
YMR024W	-0.450	-0.570
YMR025W	0.050	-0.400
YMR026C	-0.060	0.530
YMR027W	0.050	0.050
YMR029C	-1.840	-1.620
YMR030W	-0.810	-0.080
YMR031C	0.720	0.140
YMR031W-A	4.190	1.070
YMR032W	2.720	-2.500
YMR034C	-0.180	0.490
YMR035W	0.700	-0.030
YMR036C	-0.310	-0.850
YMR037C	-0.770	-1.470
YMR038C	-0.170	-1.940
YMR039C	1.150	2.560
YMR040W	-0.490	-0.780
YMR041C	-0.420	-0.190
YMR042W	-0.240	-0.530
YMR044W	0.390	0.390
YMR048W	2.170	2.100
YMR052C-A	-1.420	-0.970
YMR052W	-0.780	-0.340
YMR053C	-0.940	0.870
YMR054W	-5.160	1.760
YMR055C	0.470	1.100
YMR056C	0.140	0.420
YMR057C	-0.290	0.150
YMR058W	-0.500	-0.830
YMR060C	-1.890	-2.190
YMR062C	1.100	0.970
YMR063W	2.030	-0.170
YMR064W	0.610	0.140
YMR065W	0.950	1.550
YMR066W	2.420	1.320
YMR067C	-0.830	-1.510
YMR068W	1.560	0.980
YMR069W	0.570	0.910
YMR070W	-1.400	-1.900
YMR071C	1.520	-1.350
YMR072W	-0.240	-0.950
YMR073C	1.430	-0.870
YMR074C	-0.630	-0.850
YMR075C-A	0.670	1.120
YMR075W	0.690	1.860
YMR077C	-0.150	4.690
YMR078C	-1.750	-1.870
YMR080C	0.940	0.360
YMR081C	-0.180	-1.070
YMR082C	0.090	0.100
YMR083W	2.020	1.880
YMR084W	1.590	0.020
YMR085W	0.510	0.200
YMR086C-A	0.230	1.150
YMR086W	0.330	0.850
YMR087W	0.640	0.670
YMR088C	0.940	1.490
YMR089C	0.780	0.760
YMR090W	0.040	-0.210
YMR091C	-0.440	5.010
YMR092C	-0.630	-1.220
YMR095C	1.180	1.180
YMR096W	1.500	2.210
YMR097C	0.700	1.640
YMR098C	1.260	0.530
YMR099C	1.240	1.830
YMR100W	0.240	0.270
YMR101C	-0.280	0.170
YMR102C	-0.140	0.250
YMR103C	0.220	0.230
YMR104C	-0.540	-1.350
YMR105C	-0.580	-0.440
YMR106C	-1.070	-1.070
YMR107W	-1.780	-1.950
YMR109W	2.030	0.970
YMR110C	1.610	0.570
YMR111C	0.970	1.430
YMR114C	-1.250	-1.200
YMR115W	-0.020	-0.630
YMR116C	2.750	-0.080
YMR118C	-0.320	-1.090
YMR119W	-0.140	-0.200
YMR119W-A	-0.930	-0.600
YMR120C	0.690	0.150
YMR121C	-0.040	-0.070
YMR122C	0.530	0.530
YMR123W	-2.750	-3.330
YMR124W	-1.580	-1.650
YMR125W	0.630	1.380
YMR126C	4.090	1.770
YMR127C	0.900	0.290
YMR129W	0.300	0.840
YMR130W	-0.800	-1.470
YMR132C	-1.440	-2.080
YMR133W	-1.400	-1.770
YMR135C	-1.850	0.230
YMR135W-A	0.240	1.160
YMR136W	1.420	-0.110
YMR137C	1.010	1.520
YMR138W	0.450	0.410
YMR139W	1.800	4.060
YMR140W	-0.800	-0.740
YMR141C	0.360	1.050
YMR142C	NaN	NaN
YMR143W	0.670	2.340
YMR144W	1.280	1.760
YMR145C	1.300	-0.850
YMR147W	-0.370	-0.010
YMR148W	-1.000	-1.280
YMR150C	-0.200	0.470
YMR151W	-0.070	-0.110
YMR152W	-0.210	-0.560
YMR153C-A	1.860	1.840
YMR153W	0.380	0.960
YMR154C	-0.280	-1.850
YMR155W	-0.540	-0.010
YMR156C	-0.650	-0.530
YMR157C	0.820	1.480
YMR158C-A	-0.250	0.210
YMR158W	2.420	1.610
YMR158W-B	4.700	-2.190
YMR159C	3.170	-2.210
YMR160W	0.060	0.600
YMR161W	-0.030	1.140
YMR162C	0.290	-1.540
YMR163C	-0.010	0.310
YMR164C	0.200	0.460
YMR166C	1.080	2.390
YMR167W	-0.140	0.560
YMR169C	0.665	0.830
YMR170C	-0.540	-0.350
YMR171C	-1.830	-0.050
YMR172C-A	-0.290	-0.090
YMR172W	-0.620	-0.470
YMR173W	0.300	0.280
YMR173W-A	0.370	0.970
YMR174C	1.550	2.135
YMR175W	0.475	1.175
YMR176W	0.650	1.640
YMR177W	-0.720	-0.390
YMR178W	-0.720	-0.460
YMR179W	0.300	-0.750
YMR180C	-0.670	-1.480
YMR181C	-1.830	-1.870
YMR182C	-0.560	-1.090
YMR183C	-1.200	0.180
YMR184W	-1.890	-1.940
YMR185W	1.450	-0.010
YMR186W	1.830	1.360
YMR187C	-0.960	-1.120
YMR188C	0.100	0.690
YMR189W	-0.910	-0.550
YMR190C	-0.430	-0.910
YMR191W	0.010	0.720
YMR192W	-0.740	-0.460
YMR193C-A	2.210	1.160
YMR193W	-0.130	-1.170
YMR194C-A	-0.430	-0.500
YMR194W	2.170	1.520
YMR195W	-0.250	-0.570
YMR196W	-1.410	-1.680
YMR198W	-0.965	1.555
YMR199W	0.460	0.330
YMR201C	-0.170	-0.190
YMR202W	-2.940	6.550
YMR204C	-0.930	-0.820
YMR205C	1.150	0.000
YMR206W	-1.490	-1.150
YMR207C	-0.820	0.860
YMR209C	0.000	-0.700
YMR210W	-1.200	-1.620
YMR214W	-0.250	-0.590
YMR215W	-0.430	-0.520
YMR216C	-2.330	0.490
YMR219W	1.900	0.520
YMR221C	-1.050	-0.420
YMR222C	-0.280	-0.440
YMR223W	-0.700	-1.740
YMR224C	0.710	-1.080
YMR225C	-0.790	-0.850
YMR226C	-1.180	-2.070
YMR228W	-0.010	-0.060
YMR230W	2.950	6.790
YMR231W	NaN	NaN
YMR232W	-0.220	0.050
YMR233W	0.420	0.400
YMR234W	1.260	1.480
YMR237W	1.060	1.650
YMR238W	1.050	0.180
YMR241W	0.350	0.550
YMR242C	NaN	NaN
YMR243C	-0.050	-0.550
YMR244C-A	-0.100	-0.280
YMR244W	-0.420	-0.300
YMR245W	-0.750	-0.950
YMR246W	-1.100	-0.920
YMR247C	-0.330	0.540
YMR250W	0.460	0.680
YMR251W	0.920	0.610
YMR251W-A	1.450	1.670
YMR252C	0.650	0.750
YMR253C	0.790	1.860
YMR254C	0.370	0.470
YMR255W	0.010	-0.070
YMR256C	-0.890	-0.230
YMR257C	0.560	0.910
YMR258C	-1.250	-1.190
YMR259C	-1.490	-1.290
YMR261C	-0.400	-0.700
YMR262W	-0.370	-0.170
YMR263W	2.740	-0.540
YMR264W	0.760	0.810
YMR265C	1.830	1.760
YMR266W	1.230	1.580
YMR267W	0.880	3.110
YMR269W	NaN	NaN
YMR271C	-0.040	-0.210
YMR272C	-1.310	-0.150
YMR273C	-0.130	-0.550
YMR274C	-2.190	-1.590
YMR275C	-1.060	-0.820
YMR276W	-1.000	-0.600
YMR278W	-0.510	-1.910
YMR279C	-1.370	-1.270
YMR280C	-0.610	-0.320
YMR282C	-0.280	-0.780
YMR283C	-0.410	0.590
YMR284W	2.000	1.030
YMR285C	1.770	1.360
YMR286W	0.980	0.410
YMR287C	0.670	-0.100
YMR289W	0.880	1.030
YMR291W	0.990	0.780
YMR292W	-0.580	0.820
YMR293C	0.320	0.260
YMR294W	0.150	0.270
YMR294W-A	0.050	-0.130
YMR295C	-0.890	-0.550
YMR297W	-0.470	-0.410
YMR299C	-0.680	-0.540
YMR300C	0.070	0.300
YMR302C	-0.450	-0.310
YMR303C	-0.090	1.040
YMR304C-A	0.910	0.380
YMR304W	3.750	-0.020
YMR305C	0.370	0.870
YMR306C-A	0.950	1.500
YMR306W	1.000	1.600
YMR307W	6.790	2.630
YMR310C	1.260	-0.080
YMR311C	1.580	1.870
YMR312W	0.840	0.730
YMR313C	-0.480	-0.410
YMR315W	0.410	1.020
YMR316C-A	0.020	-0.610
YMR316C-B	0.010	0.010
YMR316W	0.180	1.010
YMR317W	-0.560	-1.050
YMR318C	-0.060	-0.430
YMR319C	-0.610	-1.000
YMR320W	-0.450	-0.820
YMR322C	0.250	0.280
YMR326C	1.890	1.690
YNL001W	2.520	1.880
YNL003C	0.180	-0.530
YNL004W	-0.560	-1.280
YNL005C	1.840	2.480
YNL008C	-1.120	-1.540
YNL009W	0.260	1.170
YNL010W	1.120	1.270
YNL011C	-0.540	-0.860
YNL012W	0.390	0.440
YNL013C	-0.260	-0.560
YNL014W	-1.170	-1.560
YNL015W	2.140	0.270
YNL016W	1.610	2.540
YNL020C	-0.980	-1.630
YNL021W	-1.720	-1.510
YNL022C	-0.650	-0.750
YNL023C	-0.160	0.570
YNL024C	-0.310	-0.790
YNL025C	-0.590	1.150
YNL027W	-0.300	-0.010
YNL028W	0.360	1.360
YNL029C	0.010	0.830
YNL030W	1.380	1.800
YNL031C	0.230	-0.160
YNL032W	-0.680	2.350
YNL034W	0.010	-0.890
YNL035C	-0.210	-0.940
YNL037C	2.780	1.210
YNL040W	1.840	0.950
YNL041C	-1.010	-0.520
YNL043C	-0.550	-1.150
YNL044W	1.710	0.920
YNL045W	0.110	0.170
YNL046W	0.950	1.070
YNL047C	-2.770	-2.790
YNL049C	0.120	1.350
YNL050C	-0.840	-0.770
YNL051W	0.130	0.350
YNL052W	-1.910	-2.200
YNL053W	1.520	1.070
YNL054W	0.210	-0.590
YNL055C	-0.420	0.720
YNL056W	-0.470	1.770
YNL057W	-1.820	-0.040
YNL058C	-0.940	-0.740
YNL059C	NaN	NaN
YNL063W	1.130	0.460
YNL064C	NaN	NaN
YNL065W	-0.070	0.350
YNL066W	1.130	0.430
YNL067W	2.990	3.640
YNL068C	-0.700	-0.530
YNL069C	-0.470	2.065
YNL070W	2.280	2.920
YNL071W	-0.190	0.310
YNL072W	-0.560	-0.720
