ORF	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YKL132C	3.000	3.000	3.000
YDL001W	2.000	2.000	3.000
YHL023C	3.000	3.000	3.000
YDR255C	3.000	3.000	3.000
YEL072W	3.000	3.000	3.000
YER083C	1.000	1.000	1.000
YFR048W	3.000	3.000	3.000
YGL107C	1.000	1.000	1.000
YGR044C	3.000	3.000	3.000
YPL024W	3.000	3.000	3.000
YEL050C	1.000	1.000	1.000
YDR465C	3.000	3.000	3.000
YMR234W	3.000	3.000	3.000
YNL072W	3.000	3.000	3.000
YDR279W	3.000	3.000	3.000
YLR154C	3.000	3.000	3.000
YGR276C	3.000	3.000	3.000
YLL046C	1.000	1.000	1.000
YCL028W	3.000	3.000	3.000
YER070W	1.000	1.000	1.000
YIL066C	3.000	3.000	3.000
YGR180C	1.000	1.000	2.000
YPL123C	1.000	1.000	1.000
YOR018W	3.000	3.000	3.000
YGL144C	3.000	3.000	3.000
YFR022W	3.000	3.000	3.000
YGR070W	3.000	3.000	3.000
YLR371W	3.000	3.000	3.000
YBR229C	3.000	3.000	3.000
YPR065W	3.000	3.000	3.000
YBL093C	3.000	2.000	2.000
YJR063W	3.000	3.000	3.000
YDR156W	3.000	3.000	3.000
YJL148W	3.000	3.000	3.000
YNL248C	3.000	3.000	2.500
YJL140W	1.000	1.000	2.000
YGL070C	1.000	1.000	1.000
YNL330C	3.000	3.000	3.000
YJL121C	3.000	3.000	3.000
YER169W	3.000	3.000	3.000
YIL119C	3.000	3.000	3.000
YGR085C	3.000	3.000	3.000
YEL054C	3.000	3.000	3.000
YDR418W	3.000	3.000	3.000
YDL082W	3.000	3.000	3.000
YMR142C	3.000	2.000	3.000
YKL006W	3.000	3.000	3.000
YMR121C	3.000	3.000	3.000
YIL133C	3.000	3.000	3.000
YNL069C	3.000	3.000	3.000
YJL177W	3.000	3.000	3.000
YNL301C	3.000	3.000	3.000
YBR084C-A	3.000	3.000	3.000
YBL027W	1.000	2.000	2.000
YPL220W	3.000	3.000	3.000
YGL135W	1.000	1.000	1.000
YMR242C	3.000	3.000	3.000
YOR312C	3.000	3.000	3.000
YBR191W	3.000	3.000	2.000
YPL079W	3.000	3.000	3.000
YLR061W	1.000	1.000	1.000
YFL034C-A	3.000	3.000	3.000
YBL087C	3.000	3.000	3.000
YER117W	3.000	2.000	2.000
YGL031C	3.000	3.000	3.000
YGR148C	3.000	3.000	3.000
YLR344W	3.000	3.000	3.000
YGR034W	3.000	3.000	3.000
YDR471W	3.000	3.000	3.000
YFR032C-A	3.000	3.000	3.000
YFR031C-A	3.000	3.000	3.000
YIL018W	3.000	2.000	3.000
YDL075W	1.000	2.000	3.000
YLR406C	3.000	3.000	3.000
YOR234C	3.000	3.000	3.000
YER056C-A	3.000	3.000	3.000
YIL052C	2.000	2.000	3.000
YDL191W	3.000	3.000	3.000
YDL136W	3.000	3.000	3.000
YMR194W	3.000	3.000	3.000
YLR185W	3.000	3.000	3.000
YDR500C	3.000	3.000	3.000
YLR325C	3.000	3.000	3.000
YJL189W	3.000	3.000	2.000
YIL148W	3.000	3.000	3.000
YKR094C	3.000	3.000	3.000
YDL184C	3.000	3.000	3.000
YDL133C-A	3.000	3.000	3.000
YPR043W	3.000	3.000	3.000
YJR094W-A	3.000	3.000	3.000
YBR031W	3.000	3.000	3.000
YML073C	3.000	3.000	3.000
YLR448W	3.000	3.000	3.000
YGL076C	3.000	3.000	2.000
YPL198W	3.000	3.000	3.000
YHL033C	3.000	3.000	3.000
YLL045C	3.000	3.000	3.000
YGL147C	3.000	3.000	3.000
YNL067W	3.000	3.000	2.500
YHR200W	3.000	3.000	3.000
YLR421C	3.000	3.000	3.000
YGL004C	3.000	3.000	3.000
YDL020C	3.000	3.000	3.000
YFL036W	1.000	1.000	2.000
YDL081C	3.000	3.000	3.000
YDL130W	3.000	3.000	3.000
YOL039W	3.000	3.000	3.000
YDR382W	3.000	3.000	3.000
YGR214W	3.000	3.000	3.000
YLR048W	3.000	3.000	3.000
YOR293W	3.000	3.000	3.000
YMR230W	3.000	3.000	3.000
YDR025W	3.000	3.000	3.000
YBR048W	3.000	3.000	3.000
YOR369C	3.000	3.000	3.000
YCR031C	3.000	3.000	3.000
YJL191W	3.000	3.000	3.000
YMR143W	3.000	3.000	3.000
YDL083C	3.000	3.000	3.000
YML024W	3.000	3.000	3.000
YDR447C	3.000	3.000	3.000
YDR450W	3.000	3.000	3.000
YML026C	3.000	3.000	3.000
YOL121C	3.000	3.000	3.000
YNL302C	3.000	3.000	3.000
YLR441C	3.000	3.000	3.000
YML063W	3.000	3.000	3.000
YKR057W	3.000	3.000	3.000
YJL136C	3.000	3.000	3.000
YJL190C	3.000	3.000	3.000
YLR367W	3.000	3.000	3.000
YGR118W	3.000	3.000	3.000
YPR132W	3.000	3.000	3.000
YER074W	3.000	3.000	3.000
YIL069C	3.000	3.000	3.000
YGR027C	3.000	3.000	3.000
YLR333C	3.000	3.000	3.000
YER131W	1.000	1.000	1.000
YKL156W	3.000	3.000	3.000
YHR021C	3.000	3.000	3.000
YOR167C	3.000	3.000	3.000
YLR264W	3.000	3.000	2.500
YLR388W	3.000	3.000	3.000
YDL061C	3.000	3.000	3.000
YLR287C-A	3.000	3.000	3.000
YOR182C	3.000	3.000	3.000
YJR145C	3.000	3.000	3.000
YHR203C	3.000	3.000	3.000
YPL090C	3.000	3.000	3.000
YBR181C	3.000	3.000	3.000
YOR096W	3.000	3.000	3.000
YNL096C	3.000	3.000	3.000
YBL072C	3.000	3.000	3.000
YPL081W	3.000	3.000	3.000
YBR189W	3.000	1.000	1.000
YIL153W	3.000	2.000	2.500
YPL152W	3.000	3.000	3.000
YHR038W	1.000	1.000	1.000
YDL216C	3.000	3.000	3.000
YOL117W	3.000	3.000	3.000
YHR031C	3.000	3.000	3.000
YBL025W	1.000	1.000	1.000
YOR001W	3.000	3.000	3.000
YDR083W	3.000	3.000	3.000
YPL193W	3.000	3.000	2.500
YLR221C	3.000	3.000	3.000
YOR049C	3.000	3.000	3.000
YGR056W	3.000	1.000	3.000
YLR357W	3.000	3.000	3.000
YMR030W	3.000	3.000	3.000
YER050C	1.000	1.000	2.000
YNR037C	1.000	1.000	1.000
YKL155C	1.000	1.000	1.000
YGL129C	1.000	1.000	1.000
YDR175C	1.000	1.000	2.000
YIL093C	3.000	3.000	3.000
YGR215W	1.000	1.000	2.000
YDR494W	1.000	1.000	1.000
YJR113C	3.000	3.000	3.000
YMR266W	3.000	3.000	3.000
YGR152C	3.000	3.000	3.000
YGR213C	3.000	3.000	3.000
YGL244W	1.000	1.000	1.000
YOL067C	3.000	3.000	3.000
YGL252C	3.000	3.000	3.000
YBL103C	3.000	3.000	3.000
YDR233C	3.000	3.000	3.000
YDL204W	3.000	3.000	3.000
YOR014W	3.000	2.000	3.000
YGR161C	3.000	3.000	3.000
YJL047C	3.000	3.000	3.000
YGR275W	3.000	3.000	3.000
YDR289C	3.000	2.000	2.000
YNL206C	3.000	2.000	3.000
YHR154W	3.000	3.000	3.000
YLL002W	3.000	3.000	3.000
YDR139C	3.000	3.000	3.000
YOR216C	3.000	3.000	3.000
YOR138C	3.000	3.000	3.000
YCR009C	2.000	1.000	3.000
YDR388W	1.000	1.000	2.000
YBR095C	3.000	3.000	3.000
YDL076C	3.000	3.000	3.000
YKL212W	1.000	1.000	1.000
YDR159W	1.000	2.000	2.000
YDR129C	2.000	1.000	2.500
YDR389W	1.000	2.000	3.000
YGL175C	3.000	3.000	3.000
YJR004C	3.000	3.000	3.000
YER129W	3.000	2.000	3.000
YNL083W	3.000	3.000	3.000
YLR180W	1.000	1.000	1.000
YDR502C	3.000	3.000	3.000
YPL274W	3.000	3.000	3.000
YMR060C	3.000	3.000	3.000
YPL273W	3.000	3.000	3.000
YDR143C	3.000	3.000	3.000
YER047C	3.000	3.000	3.000
YFR040W	3.000	3.000	3.000
YJL098W	3.000	3.000	3.000
YKR028W	2.000	2.000	3.000
YMR263W	3.000	3.000	3.000
YGL229C	3.000	3.000	3.000
YMR127C	3.000	3.000	3.000
YBL052C	3.000	3.000	3.000
YDR181C	3.000	3.000	3.000
YOR213C	3.000	3.000	3.000
YCR008W	3.000	3.000	3.000
YKL117W	3.000	3.000	3.000
YDR351W	3.000	3.000	3.000
YHR103W	3.000	3.000	3.000
YER087C-B	3.000	3.000	3.000
YER019C-A	3.000	3.000	3.000
YHL034C	3.000	3.000	3.000
YPR129W	3.000	3.000	3.000
YMR214W	3.000	3.000	3.000
YGR049W	3.000	3.000	3.000
YBR037C	1.000	1.000	1.000
YBR024W	3.000	3.000	3.000
YOR367W	3.000	3.000	3.000
YJL080C	1.000	1.000	1.000
YER120W	3.000	3.000	3.000
YBL091C-A	3.000	3.000	3.000
YGL126W	3.000	3.000	3.000
YMR272C	3.000	3.000	3.000
YBL011W	1.000	1.000	1.000
YMR305C	3.000	3.000	3.000
YGL028C	3.000	3.000	3.000
YGR279C	3.000	3.000	3.000
YGL083W	3.000	3.000	3.000
YDR469W	3.000	3.000	3.000
YLL016W	3.000	3.000	3.000
YKL148C	2.000	1.000	2.000
YLL041C	1.000	1.000	1.000
YDR178W	3.000	2.000	2.000
YIL168W	3.000	3.000	3.000
YIL113W	3.000	3.000	3.000
YGL056C	3.000	3.000	3.000
YBR214W	3.000	3.000	3.000
YIL084C	3.000	3.000	3.000
YGL224C	3.000	3.000	3.000
YLR268W	3.000	1.000	3.000
YIL076W	3.000	3.000	2.500
YBR171W	3.000	3.000	3.000
YLR292C	3.000	3.000	3.000
YDR077W	3.000	3.000	3.000
YCR067C	3.000	3.000	3.000
YBL066C	3.000	3.000	3.000
YML013W	3.000	1.000	3.000
YDR363W-A	3.000	3.000	3.000
YAL067C	3.000	3.000	3.000
YOR184W	3.000	3.000	3.000
YGR208W	3.000	3.000	3.000
YER081W	3.000	3.000	3.000
YIL074C	3.000	3.000	3.000
YJL168C	3.000	3.000	3.000
YKR029C	3.000	3.000	3.000
YJL105W	3.000	3.000	3.000
YHR207C	3.000	3.000	3.000
YPL165C	3.000	3.000	3.000
YDR257C	3.000	3.000	3.000
YOR165W	3.000	3.000	3.000
YDL168W	3.000	3.000	3.000
YNL049C	3.000	3.000	3.000
YJR095W	3.000	3.000	3.000
YJL145W	3.000	3.000	3.000
YKL051W	3.000	3.000	3.000
YOR140W	3.000	3.000	3.000
YLR403W	3.000	3.000	3.000
YBL102W	3.000	3.000	3.000
YIL099W	3.000	3.000	3.000
YPR198W	3.000	3.000	3.000
YPL047W	3.000	3.000	3.000
YCL010C	1.000	1.000	2.000
YGL066W	2.000	2.000	2.500
YJR134C	3.000	3.000	3.000
YIR001C	3.000	3.000	3.000
YOR073W	1.000	1.000	3.000
YMR190C	3.000	3.000	3.000
YOR007C	3.000	3.000	3.000
YER096W	3.000	3.000	3.000
YBL031W	1.000	1.000	1.000
YGL228W	3.000	3.000	3.000
YKL130C	3.000	3.000	3.000
YBR130C	3.000	3.000	3.000
YOR035C	3.000	2.000	3.000
YDR393W	3.000	3.000	2.500
YBR258C	3.000	3.000	3.000
YBR263W	3.000	3.000	3.000
YLR058C	3.000	3.000	3.000
YER118C	3.000	3.000	3.000
YBL058W	1.000	1.000	1.000
YOL110W	1.000	1.000	1.000
YDL225W	2.000	2.000	2.500
YHL006C	3.000	3.000	3.000
YDR078C	3.000	3.000	3.000
YGR112W	1.000	1.000	2.000
YOR137C	3.000	3.000	3.000
YLR079W	3.000	3.000	3.000
YBR103W	3.000	3.000	3.000
YOL031C	3.000	3.000	3.000
YIL123W	3.000	3.000	3.000
YOL004W	1.000	2.000	3.000
YNL236W	3.000	3.000	3.000
YDR422C	3.000	3.000	3.000
YMR175W	3.000	3.000	3.000
YGL208W	3.000	3.000	3.000
YNL257C	3.000	3.000	3.000
YJL089W	3.000	3.000	3.000
YMR140W	3.000	3.000	3.000
YKR101W	3.000	3.000	3.000
YDL042C	3.000	3.000	3.000
YLR442C	3.000	3.000	3.000
YDR227W	3.000	3.000	3.000
YKR072C	3.000	3.000	3.000
YEL065W	3.000	3.000	3.000
YDL047W	1.000	1.000	1.000
YNL032W	3.000	3.000	3.000
YDR409W	3.000	3.000	3.000
YKR100C	3.000	3.000	3.000
YLR187W	3.000	3.000	3.000
YLR398C	3.000	3.000	3.000
YPR189W	3.000	3.000	3.000
YOR076C	3.000	3.000	3.000
YGL213C	3.000	3.000	3.000
YOL113W	3.000	3.000	3.000
YGR143W	3.000	3.000	3.000
YHR206W	3.000	3.000	3.000
YNL167C	3.000	3.000	3.000
YNL311C	3.000	3.000	3.000
YPL026C	3.000	3.000	3.000
YBL061C	3.000	3.000	3.000
YBL007C	3.000	3.000	3.000
YNL243W	1.000	1.000	3.000
YDL052C	3.000	3.000	3.000
YDR515W	3.000	3.000	3.000
YOR008C	3.000	3.000	3.000
YGR271W	3.000	3.000	3.000
YGR212W	3.000	3.000	3.000
YBR156C	3.000	3.000	2.500
YOR195W	3.000	3.000	3.000
YIL105C	3.000	3.000	3.000
YNL047C	3.000	3.000	3.000
YDL033C	3.000	2.000	2.000
YBR077C	3.000	3.000	3.000
YCR024C	1.000	1.000	1.000
YBR266C	3.000	3.000	3.000
YLR139C	1.000	1.000	2.000
YHR030C	2.000	2.000	3.000
YBR228W	3.000	3.000	3.000
YLR135W	3.000	3.000	3.000
YER116C	2.000	2.000	3.000
YGR081C	3.000	3.000	3.000
YOR307C	3.000	3.000	3.000
YNL196C	3.000	3.000	3.000
YPL027W	3.000	3.000	3.000
YML066C	3.000	3.000	3.000
YOL122C	3.000	3.000	3.000
YHR050W	3.000	3.000	3.000
YLR034C	3.000	3.000	3.000
YGR229C	2.000	2.000	3.000
YPR054W	3.000	3.000	3.000
YML058W	3.000	3.000	3.000
YNR015W	3.000	3.000	3.000
YBR182C	3.000	3.000	3.000
YKL079W	3.000	3.000	3.000
YBR172C	3.000	3.000	3.000
YDR525W-A	3.000	3.000	3.000
YJL151C	3.000	3.000	3.000
YDL123W	3.000	3.000	3.000
YAL030W	3.000	3.000	3.000
YOR327C	3.000	3.000	3.000
YDR477W	1.000	1.000	2.000
YDR073W	3.000	3.000	3.000
YNR023W	3.000	2.000	2.000
YOR290C	3.000	3.000	3.000
YDL194W	3.000	3.000	3.000
YGL115W	1.000	1.000	2.000
YBR289W	1.000	1.000	2.000
YHL025W	3.000	3.000	3.000
YLR025W	1.000	1.000	3.000
YPL002C	3.000	2.000	2.500
YGR197C	3.000	3.000	3.000
YIL016W	3.000	3.000	3.000
YMR095C	3.000	3.000	3.000
YNL334C	3.000	3.000	3.000
YMR322C	3.000	3.000	3.000
YDR011W	3.000	3.000	3.000
YCR033W	3.000	3.000	3.000
YGL131C	3.000	3.000	3.000
YPR101W	3.000	3.000	3.000
YOR308C	3.000	3.000	3.000
YJL036W	3.000	3.000	3.000
YDR425W	3.000	3.000	3.000
YMR096W	3.000	3.000	3.000
YNL333W	3.000	3.000	3.000
YJR104C	3.000	3.000	3.000
YHR008C	3.000	3.000	3.000
YGL127C	3.000	2.000	3.000
YDR006C	3.000	2.000	3.000
YMR016C	3.000	3.000	3.000
YNR034W	3.000	3.000	3.000
YCR073W-A	3.000	3.000	3.000
YHR163W	3.000	3.000	3.000
YGR248W	3.000	3.000	3.000
YJL192C	3.000	3.000	3.000
YMR066W	3.000	3.000	3.000
YBR194W	3.000	3.000	3.000
YLL021W	3.000	3.000	3.000
YJR010C-A	3.000	3.000	3.000
YML055W	3.000	3.000	3.000
YAL047C	1.000	1.000	2.000
YKL184W	3.000	3.000	3.000
YOL052C	3.000	3.000	3.000
YPR069C	3.000	3.000	3.000
YLR146C	3.000	3.000	3.000
YEL031W	3.000	3.000	3.000
YGR236C	3.000	3.000	3.000
YDR504C	1.000	1.000	1.000
YMR107W	3.000	3.000	3.000
YMR191W	3.000	3.000	3.000
YLR313C	3.000	3.000	3.000
YER150W	3.000	3.000	3.000
YHR136C	3.000	3.000	3.000
YNL012W	3.000	3.000	3.000
YHL022C	3.000	3.000	3.000
YHR152W	3.000	3.000	3.000
YHR014W	3.000	3.000	3.000
YKR031C	3.000	3.000	3.000
YHR153C	3.000	3.000	3.000
YPL130W	3.000	3.000	3.000
YMR017W	3.000	3.000	3.000
YOL091W	3.000	3.000	2.500
YIL073C	3.000	3.000	3.000
YAL009W	1.000	1.000	1.000
YDR104C	3.000	3.000	3.000
YER046W	3.000	3.000	3.000
YGL170C	3.000	3.000	3.000
YLL005C	3.000	3.000	3.000
YLR341W	3.000	3.000	3.000
YPL138C	3.000	3.000	3.000
YOR190W	3.000	3.000	3.000
YDR218C	3.000	3.000	3.000
YGR059W	3.000	3.000	3.000
YER115C	2.000	2.000	3.000
YDR523C	1.000	1.000	1.000
YHR139C	3.000	3.000	3.000
YNL204C	3.000	3.000	3.000
YNL202W	3.000	3.000	3.000
YDR522C	3.000	3.000	3.000
YCL048W	3.000	3.000	3.000
YOR313C	3.000	3.000	3.000
YJL127C	1.000	2.000	2.500
YER161C	3.000	3.000	3.000
YOL148C	1.000	1.000	2.000
YMR179W	3.000	3.000	3.000
YKL020C	3.000	3.000	3.000
YDR392W	3.000	3.000	2.500
YGR063C	3.000	3.000	3.000
YBR081C	1.000	1.000	2.000
YLR055C	3.000	3.000	3.000
YHR041C	1.000	2.000	3.000
YGR104C	1.000	1.000	1.000
YCR081W	1.000	1.000	1.000
YML034W	3.000	3.000	3.000
YGL218W	3.000	2.000	2.000
YDL023C	3.000	3.000	3.000
YOR041C	3.000	3.000	3.000
YNL179C	3.000	3.000	3.000
YEL025C	3.000	3.000	3.000
YOR247W	3.000	3.000	3.000
YLR082C	3.000	3.000	3.000
YKR091W	3.000	3.000	3.000
YLR119W	3.000	3.000	3.000
YPR032W	1.000	1.000	1.000
YBL106C	3.000	3.000	3.000
YCL037C	3.000	3.000	3.000
YKR092C	3.000	3.000	3.000
YMR101C	3.000	3.000	3.000
YNL138W	1.000	1.000	2.000
YKL086W	3.000	3.000	3.000
YKL218C	3.000	3.000	3.000
YAL005C	3.000	3.000	3.000
YLL024C	3.000	3.000	3.000
YBL075C	3.000	3.000	3.000
YER103W	3.000	3.000	3.000
YDL229W	3.000	3.000	3.000
YDR293C	3.000	3.000	3.000
YPL106C	3.000	3.000	3.000
YBR169C	3.000	3.000	3.000
YHR066W	3.000	3.000	3.000
YDR312W	3.000	3.000	3.000
YBR283C	3.000	3.000	3.000
YKL124W	3.000	3.000	3.000
YLR006C	3.000	3.000	3.000
YNR031C	3.000	3.000	3.000
YCR073C	3.000	3.000	3.000
YIL030C	3.000	3.000	3.000
YDR443C	3.000	3.000	3.000
YPL042C	1.000	2.000	2.500
YNL025C	3.000	3.000	3.000
YPL232W	3.000	3.000	3.000
YMR183C	3.000	3.000	3.000
YHR184W	3.000	3.000	3.000
YLR250W	3.000	3.000	3.000
YOR242C	3.000	3.000	3.000
YLR369W	1.000	1.000	1.000
YLR452C	3.000	3.000	3.000
YGL024W	3.000	3.000	2.000
YPL092W	3.000	3.000	3.000
YHR064C	3.000	3.000	3.000
YMR053C	3.000	3.000	3.000
YDR169C	3.000	3.000	3.000
YMR019W	3.000	3.000	3.000
YHR178W	3.000	3.000	3.000
YKL072W	3.000	3.000	3.000
YKR089C	3.000	3.000	3.000
YOR081C	3.000	3.000	3.000
YOR047C	3.000	3.000	3.000
YLR362W	1.000	2.000	2.500
YOR219C	3.000	3.000	3.000
YDR410C	3.000	3.000	3.000
YFL026W	3.000	3.000	3.000
YHL007C	3.000	3.000	3.000
YLR389C	3.000	3.000	3.000
YJR117W	3.000	3.000	3.000
YKL178C	3.000	2.000	2.500
YOR212W	3.000	3.000	3.000
YDR103W	3.000	3.000	3.000
YCL032W	3.000	3.000	3.000
YDL159W	3.000	3.000	3.000
YDL130W-A	3.000	3.000	3.000
YGR008C	3.000	3.000	3.000
YOR027W	3.000	3.000	3.000
YDR536W	3.000	3.000	3.000
YLR150W	3.000	3.000	3.000
YMR125W	3.000	2.000	3.000
YDR463W	3.000	3.000	3.000
YHR006W	1.000	1.000	1.000
YCL008C	3.000	3.000	3.000
YLR375W	3.000	3.000	3.000
YDL048C	3.000	3.000	3.000
YJR130C	3.000	3.000	3.000
YMR054W	3.000	3.000	2.500
YMR039C	3.000	3.000	3.000
YIL162W	3.000	3.000	3.000
YPR151C	3.000	3.000	3.000
YBR294W	3.000	3.000	3.000
YLR092W	3.000	3.000	3.000
YDR310C	3.000	3.000	3.000
YNL066W	3.000	3.000	3.000
YPL057C	3.000	3.000	3.000
YDR297W	3.000	3.000	3.000
YLR372W	3.000	3.000	3.000
YML052W	3.000	3.000	3.000
YGL162W	3.000	3.000	3.000
YPR009W	3.000	3.000	3.000
YPL029W	1.000	1.000	1.000
YDR346C	3.000	3.000	3.000
YPL032C	3.000	3.000	3.000
YHR181W	3.000	3.000	3.000
YPL163C	3.000	3.000	3.000
YDR320C	3.000	3.000	3.000
YAL011W	3.000	3.000	3.000
YBR231C	3.000	3.000	3.000
YLR385C	3.000	3.000	3.000
YAR003W	3.000	3.000	3.000
YBR175W	3.000	3.000	3.000
YJL187C	3.000	3.000	3.000
YDR126W	3.000	3.000	2.500
YJL176C	1.000	1.000	1.000
YER111C	1.000	1.000	1.000
YDR146C	3.000	3.000	3.000
YLR182W	1.000	1.000	1.000
YDR260C	3.000	3.000	3.000
YDR334W	3.000	3.000	3.000
YNL081C	1.000	1.000	1.000
YDR395W	3.000	3.000	3.000
YOR179C	3.000	3.000	3.000
YGR129W	3.000	3.000	3.000
YIL047C	3.000	3.000	3.000
YLR251W	3.000	3.000	3.000
YAL014C	3.000	3.000	3.000
YCR030C	3.000	3.000	3.000
YJL004C	3.000	3.000	3.000
YPR095C	3.000	3.000	3.000
YGL243W	3.000	3.000	3.000
YPL129W	1.000	1.000	1.000
YCR060W	3.000	3.000	3.000
YLR354C	3.000	3.000	3.000
YGL232W	3.000	3.000	3.000
YBR069C	3.000	3.000	3.000
YOL020W	3.000	3.000	3.000
YJL083W	3.000	3.000	3.000
YPR140W	3.000	3.000	3.000
YBR150C	3.000	3.000	3.000
YOR086C	3.000	3.000	3.000
YNL087W	3.000	3.000	3.000
YML072C	3.000	3.000	3.000
YDR161W	3.000	3.000	3.000
YDR350C	1.000	1.000	2.000
YBR044C	1.000	1.000	2.000
YPL180W	3.000	3.000	3.000
YJL052W	3.000	3.000	3.000
YJR009C	3.000	3.000	3.000
YGR192C	3.000	3.000	3.000
YBR223C	3.000	3.000	3.000
YOR337W	3.000	3.000	3.000
YBR083W	3.000	3.000	3.000
YKL081W	3.000	3.000	3.000
YBL088C	3.000	3.000	3.000
YNL128W	3.000	3.000	3.000
YJR019C	3.000	3.000	3.000
YNL253W	3.000	3.000	3.000
YDL185W	1.000	1.000	2.000
YPL234C	1.000	1.000	1.000
YLR178C	3.000	3.000	3.000
YKL140W	3.000	3.000	3.000
YDR058C	3.000	3.000	3.000
YMR313C	3.000	3.000	3.000
YPL157W	3.000	3.000	3.000
YNL332W	3.000	3.000	3.000
YBR240C	3.000	3.000	3.000
YOL055C	3.000	3.000	3.000
YPL258C	3.000	3.000	3.000
YPR121W	3.000	3.000	3.000
YDL080C	3.000	3.000	3.000
YGR144W	3.000	3.000	3.000
YPL214C	3.000	3.000	3.000
YLR237W	3.000	3.000	3.000
YER063W	3.000	3.000	3.000
YOL072W	3.000	3.000	3.000
YHR167W	3.000	3.000	3.000
YHR025W	3.000	3.000	3.000
YCR053W	3.000	3.000	3.000
YKR059W	3.000	3.000	3.000
YJL138C	3.000	3.000	3.000
YPR163C	3.000	1.000	3.000
YGR162W	3.000	3.000	3.000
YGL049C	3.000	3.000	3.000
YGR181W	3.000	3.000	3.000
YOR297C	3.000	3.000	3.000
YGR033C	3.000	3.000	3.000
YBR067C	3.000	3.000	3.000
YPR040W	3.000	3.000	3.000
YER011W	3.000	3.000	3.000
YOR010C	3.000	3.000	3.000
YIL011W	3.000	3.000	3.000
YOR009W	3.000	3.000	3.000
YLR136C	3.000	3.000	3.000
YPR074C	3.000	3.000	3.000
YBR117C	3.000	3.000	3.000
YOL018C	3.000	1.000	2.500
YDR105C	3.000	3.000	3.000
YER175C	1.000	1.000	1.000
YGR260W	3.000	2.000	3.000
YNL273W	2.000	2.000	3.000
YKR010C	3.000	2.000	3.000
YJL093C	3.000	3.000	3.000
YDR457W	3.000	3.000	3.000
YPR133W-A	3.000	3.000	3.000
YOR045W	3.000	3.000	3.000
YNL070W	3.000	3.000	3.000
YNL121C	3.000	3.000	3.000
YHR117W	3.000	3.000	3.000
YOL006C	3.000	3.000	3.000
YLR234W	3.000	3.000	3.000
YJR066W	3.000	3.000	3.000
YBR162C	3.000	3.000	3.000
YGR153W	3.000	3.000	3.000
YOR248W	3.000	3.000	3.000
YGR221C	3.000	3.000	3.000
YGL179C	3.000	3.000	3.000
YLR183C	3.000	3.000	3.000
YKR011C	3.000	3.000	3.000
YNL300W	3.000	3.000	3.000
YOL019W	3.000	3.000	3.000
YGL096W	3.000	3.000	3.000
YEL007W	1.000	2.000	3.000
YGR096W	3.000	3.000	3.000
YAL016W	2.000	2.000	2.000
YJL164C	1.000	1.000	1.000
YPL203W	3.000	3.000	3.000
YKL166C	3.000	3.000	3.000
YNL079C	3.000	2.000	3.000
YIL138C	3.000	3.000	3.000
YLL028W	3.000	3.000	3.000
YGR138C	3.000	3.000	3.000
YPR156C	3.000	3.000	3.000
YOR273C	3.000	3.000	3.000
YKL174C	3.000	3.000	3.000
YMR156C	3.000	3.000	3.000
YBR126C	3.000	3.000	3.000
YDR074W	1.000	1.000	1.000
YMR261C	3.000	3.000	3.000
YPL176C	3.000	3.000	3.000
YNL299W	3.000	3.000	3.000
YJL129C	3.000	3.000	3.000
YKR050W	3.000	3.000	3.000
YDR120C	3.000	3.000	3.000
YOL093W	3.000	3.000	3.000
YOL124C	3.000	3.000	3.000
YML005W	3.000	3.000	3.000
YKR056W	3.000	3.000	3.000
YDL112W	3.000	3.000	3.000
YDL201W	3.000	3.000	3.000
YDR165W	3.000	3.000	3.000
YML014W	3.000	1.000	3.000
YDR007W	3.000	3.000	3.000
YER090W	3.000	3.000	3.000
YKL211C	3.000	3.000	3.000
YDR354W	3.000	3.000	3.000
YGL026C	3.000	3.000	3.000
YHR106W	3.000	3.000	3.000
YOR115C	3.000	3.000	3.000
YLR043C	3.000	3.000	3.000
YGR209C	3.000	3.000	3.000
YCR083W	3.000	3.000	3.000
YML028W	3.000	3.000	3.000
YDR453C	3.000	3.000	3.000
YML100W	3.000	3.000	3.000
YLR435W	3.000	3.000	3.000
YDR513W	3.000	3.000	3.000
YML124C	3.000	3.000	3.000
YOR187W	1.000	1.000	1.000
YKL034W	3.000	3.000	3.000
YCR084C	1.000	1.000	1.000
YLR425W	3.000	3.000	3.000
YDR100W	3.000	3.000	3.000
YMR071C	3.000	3.000	3.000
YDR084C	3.000	3.000	3.000
YKR088C	3.000	3.000	3.000
YGR080W	3.000	3.000	3.000
YOR344C	3.000	3.000	3.000
YBR166C	3.000	3.000	3.000
YOR295W	3.000	3.000	3.000
YPR066W	1.000	1.000	2.000
YHR111W	3.000	3.000	3.000
YOR339C	3.000	3.000	3.000
YLR306W	3.000	3.000	3.000
YDR092W	3.000	3.000	3.000
YDR059C	3.000	3.000	3.000
YEL012W	3.000	3.000	3.000
YLL039C	2.000	2.000	3.000
YDL122W	3.000	3.000	3.000
YKR098C	3.000	3.000	3.000
YJL197W	3.000	3.000	3.000
YBL067C	3.000	3.000	3.000
YBR058C	3.000	3.000	3.000
